,the,los,angeles,rams,are,an,example,of,what,kind,of,sports,team,?
;,0.09152708947658539,0.08509457111358643,0.08350112289190292,0.1011807918548584,0.15315808355808258,-0.0424368716776371,0.04975738003849983,0.054534342139959335,0.10986888408660889,0.024945750832557678,0.054534342139959335,0.025964662432670593,0.06688904762268066,0.10349778085947037
nba,0.19036747515201569,0.22949233651161194,0.2539687752723694,0.4092489778995514,0.11578357964754105,0.1265539824962616,0.16122664511203766,0.1814490705728531,0.11413844674825668,0.0531810000538826,0.1814490705728531,0.32320550084114075,0.36929500102996826,0.17903099954128265
(,0.33289089798927307,0.19636604189872742,0.18702396750450134,0.16879896819591522,0.23263892531394958,0.286407470703125,0.23614145815372467,0.35032153129577637,0.2411840260028839,0.16271455585956573,0.35032153129577637,0.15170113742351532,0.1808312088251114,0.40561532974243164
los,0.2502395510673523,1.0,0.9408739805221558,0.29153910279273987,0.1627943068742752,0.14113986492156982,0.11675360798835754,0.17343297600746155,0.12322991341352463,0.06680147349834442,0.17343297600746155,0.18961526453495026,0.22620324790477753,0.15495611727237701
angeles,0.24588194489479065,0.9408739805221558,0.9999999403953552,0.3201660215854645,0.1732020229101181,0.17996078729629517,0.1411566436290741,0.16643567383289337,0.10702074319124222,0.06594812870025635,0.16643567383289337,0.19717316329479218,0.2259282022714615,0.16139166057109833
lakers,0.22842036187648773,0.5146621465682983,0.5330338478088379,0.5062249898910522,0.2393513023853302,0.12088565528392792,0.09552406519651413,0.17229808866977692,0.18630129098892212,0.043559569865465164,0.17229808866977692,0.3327685296535492,0.4014074206352234,0.18630050122737885
",",0.4933079481124878,0.242568701505661,0.23721925914287567,0.2570134997367859,0.4062570035457611,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2693314254283905,0.21287471055984497,0.31091248989105225
los,0.2502395510673523,1.0,0.9408739805221558,0.29153910279273987,0.1627943068742752,0.14113986492156982,0.11675360798835754,0.17343297600746155,0.12322991341352463,0.06680147349834442,0.17343297600746155,0.18961526453495026,0.22620324790477753,0.15495611727237701
angeles,0.24588194489479065,0.9408739805221558,0.9999999403953552,0.3201660215854645,0.1732020229101181,0.17996078729629517,0.1411566436290741,0.16643567383289337,0.10702074319124222,0.06594812870025635,0.16643567383289337,0.19717316329479218,0.2259282022714615,0.16139166057109833
clippers,0.25956645607948303,0.4186685383319855,0.44840705394744873,0.40671420097351074,0.24124981462955475,0.10123776644468307,0.1266024261713028,0.21268971264362335,0.1481083631515503,0.11440937966108322,0.21268971264362335,0.2676428556442261,0.2989601194858551,0.14318007230758667
),0.3456730246543884,0.20452219247817993,0.20207132399082184,0.18215681612491608,0.2373749315738678,0.2873353958129883,0.26101627945899963,0.3680361211299896,0.26259949803352356,0.17504733800888062,0.3680361211299896,0.17142437398433685,0.18319997191429138,0.42300865054130554
;,0.09152708947658539,0.08509457111358643,0.08350112289190292,0.1011807918548584,0.15315808355808258,-0.0424368716776371,0.04975738003849983,0.054534342139959335,0.10986888408660889,0.024945750832557678,0.054534342139959335,0.025964662432670593,0.06688904762268066,0.10349778085947037
mlb,0.1627868264913559,0.27168354392051697,0.2825689911842346,0.4392143785953522,0.15285125374794006,0.09273601323366165,0.12062040716409683,0.10481340438127518,0.12263047695159912,0.025332322344183922,0.10481340438127518,0.3289021849632263,0.3199220597743988,0.14139533042907715
(,0.33289089798927307,0.19636604189872742,0.18702396750450134,0.16879896819591522,0.23263892531394958,0.286407470703125,0.23614145815372467,0.35032153129577637,0.2411840260028839,0.16271455585956573,0.35032153129577637,0.15170113742351532,0.1808312088251114,0.40561532974243164
los,0.2502395510673523,1.0,0.9408739805221558,0.29153910279273987,0.1627943068742752,0.14113986492156982,0.11675360798835754,0.17343297600746155,0.12322991341352463,0.06680147349834442,0.17343297600746155,0.18961526453495026,0.22620324790477753,0.15495611727237701
angeles,0.24588194489479065,0.9408739805221558,0.9999999403953552,0.3201660215854645,0.1732020229101181,0.17996078729629517,0.1411566436290741,0.16643567383289337,0.10702074319124222,0.06594812870025635,0.16643567383289337,0.19717316329479218,0.2259282022714615,0.16139166057109833
dodgers,0.24803763628005981,0.44827523827552795,0.451722115278244,0.4855591356754303,0.16819076240062714,0.12908323109149933,0.16602693498134613,0.16010983288288116,0.16223667562007904,0.0873972475528717,0.16010983288288116,0.2981366217136383,0.32275739312171936,0.19579218327999115
",",0.4933079481124878,0.242568701505661,0.23721925914287567,0.2570134997367859,0.4062570035457611,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2693314254283905,0.21287471055984497,0.31091248989105225
los,0.2502395510673523,1.0,0.9408739805221558,0.29153910279273987,0.1627943068742752,0.14113986492156982,0.11675360798835754,0.17343297600746155,0.12322991341352463,0.06680147349834442,0.17343297600746155,0.18961526453495026,0.22620324790477753,0.15495611727237701
angeles,0.24588194489479065,0.9408739805221558,0.9999999403953552,0.3201660215854645,0.1732020229101181,0.17996078729629517,0.1411566436290741,0.16643567383289337,0.10702074319124222,0.06594812870025635,0.16643567383289337,0.19717316329479218,0.2259282022714615,0.16139166057109833
angels,0.23098918795585632,0.44017162919044495,0.49045342206954956,0.3259446620941162,0.22143590450286865,0.17276276648044586,0.2222311645746231,0.1758749932050705,0.164859801530838,0.10909441858530045,0.1758749932050705,0.18557991087436676,0.18007539212703705,0.1420886367559433
of,0.733189046382904,0.17343297600746155,0.16643567383289337,0.20332807302474976,0.39081433415412903,0.32280945777893066,0.3570667505264282,1.0,0.33290785551071167,0.2285657674074173,1.0,0.24392472207546234,0.20352502167224884,0.1826142966747284
anaheim,0.2105565220117569,0.5165486335754395,0.5309737920761108,0.3915962278842926,0.13760598003864288,0.14676982164382935,0.17296211421489716,0.1821940541267395,0.14499156177043915,0.09690091013908386,0.1821940541267395,0.22381313145160675,0.2794250249862671,0.1973874717950821
",",0.4933079481124878,0.242568701505661,0.23721925914287567,0.2570134997367859,0.4062570035457611,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2693314254283905,0.21287471055984497,0.31091248989105225
san,0.2858080565929413,0.45418909192085266,0.4276162087917328,0.2946016490459442,0.13921020925045013,0.16998007893562317,0.15956735610961914,0.25237205624580383,0.19375550746917725,0.0681106299161911,0.25237205624580383,0.19136394560337067,0.19775059819221497,0.10952327400445938
diego,0.20885010063648224,0.5052679181098938,0.46809855103492737,0.3033033609390259,0.16360539197921753,0.17028963565826416,0.12889350950717926,0.1941702961921692,0.16958405077457428,0.11045236140489578,0.1941702961921692,0.21676355600357056,0.1922333687543869,0.11438121646642685
padres,0.27886655926704407,0.4538327157497406,0.44584211707115173,0.3976382911205292,0.23929283022880554,0.18683962523937225,0.1818598210811615,0.1986180692911148,0.18008959293365479,0.11236889660358429,0.1986180692911148,0.29245325922966003,0.30509695410728455,0.18680843710899353
),0.3456730246543884,0.20452219247817993,0.20207132399082184,0.18215681612491608,0.2373749315738678,0.2873353958129883,0.26101627945899963,0.3680361211299896,0.26259949803352356,0.17504733800888062,0.3680361211299896,0.17142437398433685,0.18319997191429138,0.42300865054130554
;,0.09152708947658539,0.08509457111358643,0.08350112289190292,0.1011807918548584,0.15315808355808258,-0.0424368716776371,0.04975738003849983,0.054534342139959335,0.10986888408660889,0.024945750832557678,0.054534342139959335,0.025964662432670593,0.06688904762268066,0.10349778085947037
nhl,0.2157101184129715,0.19044244289398193,0.22560757398605347,0.4267981946468353,0.14147506654262543,0.12038655579090118,0.15471471846103668,0.17859362065792084,0.18539756536483765,0.10344745963811874,0.17859362065792084,0.2916644811630249,0.34452930092811584,0.13665364682674408
(,0.33289089798927307,0.19636604189872742,0.18702396750450134,0.16879896819591522,0.23263892531394958,0.286407470703125,0.23614145815372467,0.35032153129577637,0.2411840260028839,0.16271455585956573,0.35032153129577637,0.15170113742351532,0.1808312088251114,0.40561532974243164
los,0.2502395510673523,1.0,0.9408739805221558,0.29153910279273987,0.1627943068742752,0.14113986492156982,0.11675360798835754,0.17343297600746155,0.12322991341352463,0.06680147349834442,0.17343297600746155,0.18961526453495026,0.22620324790477753,0.15495611727237701
angeles,0.24588194489479065,0.9408739805221558,0.9999999403953552,0.3201660215854645,0.1732020229101181,0.17996078729629517,0.1411566436290741,0.16643567383289337,0.10702074319124222,0.06594812870025635,0.16643567383289337,0.19717316329479218,0.2259282022714615,0.16139166057109833
kings,0.26066139340400696,0.29404082894325256,0.2952038049697876,0.30600908398628235,0.19743628799915314,0.09789252281188965,0.17336608469486237,0.2775171995162964,0.23629537224769592,0.08934963494539261,0.2775171995162964,0.10823161900043488,0.18092118203639984,0.19563011825084686
",",0.4933079481124878,0.242568701505661,0.23721925914287567,0.2570134997367859,0.4062570035457611,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2693314254283905,0.21287471055984497,0.31091248989105225
anaheim,0.2105565220117569,0.5165486335754395,0.5309737920761108,0.3915962278842926,0.13760598003864288,0.14676982164382935,0.17296211421489716,0.1821940541267395,0.14499156177043915,0.09690091013908386,0.1821940541267395,0.22381313145160675,0.2794250249862671,0.1973874717950821
ducks,0.2418965846300125,0.22976982593536377,0.24663764238357544,0.3427830636501312,0.23929660022258759,0.10650832951068878,0.19560611248016357,0.13050183653831482,0.19349829852581024,0.2091665267944336,0.13050183653831482,0.21440894901752472,0.20216234028339386,0.17352284491062164
),0.3456730246543884,0.20452219247817993,0.20207132399082184,0.18215681612491608,0.2373749315738678,0.2873353958129883,0.26101627945899963,0.3680361211299896,0.26259949803352356,0.17504733800888062,0.3680361211299896,0.17142437398433685,0.18319997191429138,0.42300865054130554
;,0.09152708947658539,0.08509457111358643,0.08350112289190292,0.1011807918548584,0.15315808355808258,-0.0424368716776371,0.04975738003849983,0.054534342139959335,0.10986888408660889,0.024945750832557678,0.054534342139959335,0.025964662432670593,0.06688904762268066,0.10349778085947037
and,0.5171257257461548,0.22504177689552307,0.2403915673494339,0.25621557235717773,0.48576638102531433,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2629663348197937,0.22394508123397827,0.20544172823429108
mls,0.3407278060913086,0.3519321382045746,0.3629729449748993,0.45943474769592285,0.23993240296840668,0.15781112015247345,0.18504074215888977,0.21883505582809448,0.16464200615882874,0.08445952087640762,0.21883505582809448,0.3665510416030884,0.4657246768474579,0.17685566842556
(,0.33289089798927307,0.19636604189872742,0.18702396750450134,0.16879896819591522,0.23263892531394958,0.286407470703125,0.23614145815372467,0.35032153129577637,0.2411840260028839,0.16271455585956573,0.35032153129577637,0.15170113742351532,0.1808312088251114,0.40561532974243164
la,0.23999373614788055,0.2939456105232239,0.2285812497138977,0.13400840759277344,0.12354995310306549,0.1338777244091034,0.09850700199604034,0.2191537618637085,0.15497572720050812,0.09768626093864441,0.2191537618637085,0.119989775121212,0.1659669727087021,0.16701938211917877
galaxy,0.21574880182743073,0.25569695234298706,0.25469815731048584,0.24200834333896637,0.19537882506847382,0.10668790340423584,0.12402892112731934,0.15125752985477448,0.18749870359897614,0.15941733121871948,0.15125752985477448,0.1354455202817917,0.19395066797733307,0.2027440369129181
),0.3456730246543884,0.20452219247817993,0.20207132399082184,0.18215681612491608,0.2373749315738678,0.2873353958129883,0.26101627945899963,0.3680361211299896,0.26259949803352356,0.17504733800888062,0.3680361211299896,0.17142437398433685,0.18319997191429138,0.42300865054130554
.,0.5934505462646484,0.2471826672554016,0.26720499992370605,0.28168216347694397,0.3452940285205841,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.25474128127098083,0.26467522978782654,0.4130953550338745
