,what,si,the,comparison,to,sea,level,with,the,oxygen,level,in,space,suits,?
breathing,0.22805334627628326,0.14249253273010254,0.21453244984149933,0.13953354954719543,0.2888062000274658,0.3041294813156128,0.22229915857315063,0.23420880734920502,0.21453244984149933,0.5621939897537231,0.22229915857315063,0.16646145284175873,0.21788223087787628,0.2650686502456665,0.20811115205287933
gas,0.20887799561023712,0.1419621855020523,0.2339978665113449,0.14247733354568481,0.25276535749435425,0.17954669892787933,0.11807093769311905,0.17121677100658417,0.2339978665113449,0.45564013719558716,0.11807093769311905,0.20770272612571716,0.2566068172454834,0.2209891378879547,0.1582372784614563
is,0.28837618231773376,0.17196756601333618,0.5823672413825989,0.25943484902381897,0.42745086550712585,0.22288988530635834,0.24803997576236725,0.3250955045223236,0.5823672413825989,0.21825239062309265,0.24803997576236725,0.5394441485404968,0.18578536808490753,0.19759035110473633,0.22961433231830597
",",0.3087472915649414,0.20901155471801758,0.4933079481124878,0.23839420080184937,0.44245919585227966,0.30078184604644775,0.23317520320415497,0.4120737314224243,0.4933079481124878,0.21812842786312103,0.23317520320415497,0.5201468467712402,0.2285580337047577,0.21471096575260162,0.31091248989105225
in,0.30808621644973755,0.1545318216085434,0.6662389636039734,0.19509035348892212,0.45010748505592346,0.2302369773387909,0.279204785823822,0.4080928862094879,0.6662389636039734,0.1672476977109909,0.279204785823822,1.0,0.17648501694202423,0.1673949509859085,0.20430970191955566
general,0.24928055703639984,0.16515015065670013,0.28634732961654663,0.09561055153608322,0.24755197763442993,0.15175844728946686,0.17045973241329193,0.1510423719882965,0.28634732961654663,0.10775250941514969,0.17045973241329193,0.259066641330719,0.16632826626300812,0.054995905607938766,0.1972234547138214
",",0.3087472915649414,0.20901155471801758,0.4933079481124878,0.23839420080184937,0.44245919585227966,0.30078184604644775,0.23317520320415497,0.4120737314224243,0.4933079481124878,0.21812842786312103,0.23317520320415497,0.5201468467712402,0.2285580337047577,0.21471096575260162,0.31091248989105225
about,0.47976887226104736,0.17212778329849243,0.37995871901512146,0.27085867524147034,0.391953706741333,0.22202660143375397,0.18966758251190186,0.3347385823726654,0.37995871901512146,0.1566355675458908,0.18966758251190186,0.39797019958496094,0.1689152717590332,0.1251201629638672,0.302409827709198
30,-0.04443084076046944,0.002056016121059656,0.0730796679854393,0.01427992433309555,0.06848903745412827,0.05077837407588959,0.09044361859560013,0.15008366107940674,0.0730796679854393,0.01225299946963787,0.09044361859560013,-0.005278158001601696,-0.05443284660577774,0.053760938346385956,-0.08261742442846298
kpa,0.17692479491233826,0.32214486598968506,0.19373929500579834,0.2332300841808319,0.20735129714012146,0.12560032308101654,0.22247591614723206,0.09730298817157745,0.19373929500579834,0.2132871299982071,0.22247591614723206,0.13205179572105408,0.16452330350875854,0.14495357871055603,0.2370387464761734
(,0.2411840260028839,0.21284739673137665,0.33289089798927307,0.22796186804771423,0.30882009863853455,0.19181853532791138,0.2298942357301712,0.29503780603408813,0.33289089798927307,0.189798504114151,0.2298942357301712,0.3087427020072937,0.23673366010189056,0.09558625519275665,0.40561532974243164
1.4,0.2381235510110855,0.23410697281360626,0.31343409419059753,0.2786882519721985,0.26719868183135986,0.15430620312690735,0.23901449143886566,0.24650155007839203,0.31343409419059753,0.2587288022041321,0.23901449143886566,0.2868213951587677,0.26420387625694275,0.2436898946762085,0.3414674699306488
times,0.21414996683597565,0.1233692392706871,0.29093852639198303,0.2046126276254654,0.32875269651412964,0.12244174629449844,0.20607535541057587,0.3026435673236847,0.29093852639198303,0.16570967435836792,0.20607535541057587,0.2427823841571808,0.11916735768318176,0.19632399082183838,0.18880689144134521
normal,0.32813265919685364,0.20148903131484985,0.25256022810935974,0.2297210842370987,0.32997602224349976,0.13368862867355347,0.3361007869243622,0.3020731210708618,0.25256022810935974,0.28902506828308105,0.3361007869243622,0.25896620750427246,0.242890864610672,0.2981773316860199,0.19617988169193268
),0.26259949803352356,0.21452723443508148,0.3456730246543884,0.21904443204402924,0.31236231327056885,0.18647637963294983,0.2288828194141388,0.3069596290588379,0.3456730246543884,0.19541971385478973,0.2288828194141388,0.3326910734176636,0.24192531406879425,0.10823241621255875,0.42300865054130554
",",0.3087472915649414,0.20901155471801758,0.4933079481124878,0.23839420080184937,0.44245919585227966,0.30078184604644775,0.23317520320415497,0.4120737314224243,0.4933079481124878,0.21812842786312103,0.23317520320415497,0.5201468467712402,0.2285580337047577,0.21471096575260162,0.31091248989105225
and,0.31309178471565247,0.0850515365600586,0.5171257257461548,0.2685045301914215,0.48971283435821533,0.30105236172676086,0.29463574290275574,0.5477725267410278,0.5171257257461548,0.22261030972003937,0.29463574290275574,0.4954058527946472,0.22901733219623566,0.2751924991607666,0.20544172823429108
the,0.42745697498321533,0.16289132833480835,1.0,0.2772393822669983,0.535392165184021,0.30363768339157104,0.31442487239837646,0.4223487675189972,1.0,0.20428593456745148,0.31442487239837646,0.6662389636039734,0.24495907127857208,0.2673831284046173,0.22068053483963013
resulting,0.17960047721862793,0.18826986849308014,0.3905409574508667,0.25417056679725647,0.26808956265449524,0.2053481936454773,0.24982893466949463,0.3180278241634369,0.3905409574508667,0.24328576028347015,0.24982893466949463,0.3149644732475281,0.20110657811164856,0.20586231350898743,0.10813049972057343
o,0.1489914506673813,0.18057739734649658,0.19071193039417267,0.04125330597162247,0.1644444614648819,0.10780974477529526,0.09215796738862991,0.20689143240451813,0.19071193039417267,0.2476140707731247,0.09215796738862991,0.17052006721496582,0.09991100430488586,0.15780816972255707,0.23868927359580994
2,-0.049862053245306015,-0.02185817062854767,-0.019434669986367226,-0.13484357297420502,-0.0836251974105835,-0.020140457898378372,-0.06267523020505905,-0.05764888972043991,-0.019434669986367226,0.04063820466399193,-0.06267523020505905,0.01447046548128128,-0.05579118803143501,-0.11329872906208038,0.001977203879505396
partial,0.24140220880508423,0.15607117116451263,0.2313118278980255,0.21441665291786194,0.19141130149364471,0.07967383414506912,0.13349823653697968,0.21557076275348663,0.2313118278980255,0.15541093051433563,0.13349823653697968,0.23465001583099365,0.16210150718688965,0.22832413017749786,0.16151700913906097
pressure,0.2625555694103241,0.23357468843460083,0.28285476565361023,0.1537349373102188,0.30812981724739075,0.23160073161125183,0.31868571043014526,0.23947151005268097,0.28285476565361023,0.35798126459121704,0.31868571043014526,0.16116683185100555,0.21622900664806366,0.2517367899417877,0.142023503780365
in,0.30808621644973755,0.1545318216085434,0.6662389636039734,0.19509035348892212,0.45010748505592346,0.2302369773387909,0.279204785823822,0.4080928862094879,0.6662389636039734,0.1672476977109909,0.279204785823822,1.0,0.17648501694202423,0.1673949509859085,0.20430970191955566
the,0.42745697498321533,0.16289132833480835,1.0,0.2772393822669983,0.535392165184021,0.30363768339157104,0.31442487239837646,0.4223487675189972,1.0,0.20428593456745148,0.31442487239837646,0.6662389636039734,0.24495907127857208,0.2673831284046173,0.22068053483963013
astronaut,0.09130282700061798,0.16814179718494415,0.12738145887851715,0.05574795976281166,0.13996706902980804,0.12932409346103668,0.0754479244351387,0.15802055597305298,0.12738145887851715,0.24104131758213043,0.0754479244351387,0.08780771493911743,0.47579529881477356,0.17617225646972656,0.13949722051620483
's,0.02692362666130066,-0.04632483050227165,-0.01540423184633255,0.03061027079820633,0.03782717138528824,0.05089695379137993,-0.0019135585753247142,-0.04624466598033905,-0.01540423184633255,-0.011648092418909073,-0.0019135585753247142,-0.037580832839012146,-0.1200559139251709,0.0837826058268547,-0.023395681753754616
arterial,0.20834341645240784,0.10909075289964676,0.2743576467037201,0.17218780517578125,0.26805755496025085,0.20856736600399017,0.24036839604377747,0.1942087709903717,0.2743576467037201,0.44780585169792175,0.24036839604377747,0.16351619362831116,0.17779214680194855,0.22527772188186646,0.18074695765972137
blood,0.15800324082374573,0.1307259202003479,0.2815113961696625,0.16625942289829254,0.226680189371109,0.2279013693332672,0.19540292024612427,0.16979560256004333,0.2815113961696625,0.5080283284187317,0.19540292024612427,0.12106697261333466,0.1910402774810791,0.21517808735370636,0.156274676322937
is,0.28837618231773376,0.17196756601333618,0.5823672413825989,0.25943484902381897,0.42745086550712585,0.22288988530635834,0.24803997576236725,0.3250955045223236,0.5823672413825989,0.21825239062309265,0.24803997576236725,0.5394441485404968,0.18578536808490753,0.19759035110473633,0.22961433231830597
only,0.41415658593177795,0.14169029891490936,0.5497692227363586,0.27040088176727295,0.5096819996833801,0.17980773746967316,0.25969839096069336,0.367427259683609,0.5497692227363586,0.30512404441833496,0.25969839096069336,0.42992329597473145,0.2498323619365692,0.2282230705022812,0.2767370045185089
marginally,0.30564233660697937,0.02780437096953392,0.3104642629623413,0.22825464606285095,0.29733073711395264,0.3128734827041626,0.20941327512264252,0.21097621321678162,0.3104642629623413,0.15997667610645294,0.20941327512264252,0.2530246376991272,0.16839797794818878,0.21226437389850616,0.13889814913272858
more,0.3484537899494171,0.15392470359802246,0.39758381247520447,0.2734054625034332,0.47084665298461914,0.17451657354831696,0.24826094508171082,0.3535402715206146,0.39758381247520447,0.265546053647995,0.24826094508171082,0.32563260197639465,0.21460022032260895,0.2661907970905304,0.27894994616508484
than,0.29388150572776794,0.12891265749931335,0.3227543234825134,0.29797112941741943,0.3192550539970398,0.13665421307086945,0.21949224174022675,0.3028803765773773,0.3227543234825134,0.25305241346359253,0.21949224174022675,0.3270052373409271,0.20923641324043274,0.3003460764884949,0.24917294085025787
normal,0.32813265919685364,0.20148903131484985,0.25256022810935974,0.2297210842370987,0.32997602224349976,0.13368862867355347,0.3361007869243622,0.3020731210708618,0.25256022810935974,0.28902506828308105,0.3361007869243622,0.25896620750427246,0.242890864610672,0.2981773316860199,0.19617988169193268
sea-level,0.23725837469100952,0.09779724478721619,0.30006691813468933,0.1179288700222969,0.2907949388027191,0.49968618154525757,0.7862171530723572,0.2347913384437561,0.30006691813468933,0.27106642723083496,0.7862171530723572,0.27578437328338623,0.2530885636806488,0.20431464910507202,0.2430570423603058
o,0.1489914506673813,0.18057739734649658,0.19071193039417267,0.04125330597162247,0.1644444614648819,0.10780974477529526,0.09215796738862991,0.20689143240451813,0.19071193039417267,0.2476140707731247,0.09215796738862991,0.17052006721496582,0.09991100430488586,0.15780816972255707,0.23868927359580994
2,-0.049862053245306015,-0.02185817062854767,-0.019434669986367226,-0.13484357297420502,-0.0836251974105835,-0.020140457898378372,-0.06267523020505905,-0.05764888972043991,-0.019434669986367226,0.04063820466399193,-0.06267523020505905,0.01447046548128128,-0.05579118803143501,-0.11329872906208038,0.001977203879505396
partial,0.24140220880508423,0.15607117116451263,0.2313118278980255,0.21441665291786194,0.19141130149364471,0.07967383414506912,0.13349823653697968,0.21557076275348663,0.2313118278980255,0.15541093051433563,0.13349823653697968,0.23465001583099365,0.16210150718688965,0.22832413017749786,0.16151700913906097
pressure,0.2625555694103241,0.23357468843460083,0.28285476565361023,0.1537349373102188,0.30812981724739075,0.23160073161125183,0.31868571043014526,0.23947151005268097,0.28285476565361023,0.35798126459121704,0.31868571043014526,0.16116683185100555,0.21622900664806366,0.2517367899417877,0.142023503780365
(,0.2411840260028839,0.21284739673137665,0.33289089798927307,0.22796186804771423,0.30882009863853455,0.19181853532791138,0.2298942357301712,0.29503780603408813,0.33289089798927307,0.189798504114151,0.2298942357301712,0.3087427020072937,0.23673366010189056,0.09558625519275665,0.40561532974243164
for,0.3017193675041199,0.15315547585487366,0.4739971458911896,0.2687359154224396,0.4451248347759247,0.17241841554641724,0.23426367342472076,0.39140474796295166,0.4739971458911896,0.22718772292137146,0.23426367342472076,0.4322226941585541,0.24232043325901031,0.2588709890842438,0.264628142118454
more,0.3484537899494171,0.15392470359802246,0.39758381247520447,0.2734054625034332,0.47084665298461914,0.17451657354831696,0.24826094508171082,0.3535402715206146,0.39758381247520447,0.265546053647995,0.24826094508171082,0.32563260197639465,0.21460022032260895,0.2661907970905304,0.27894994616508484
information,0.35283446311950684,0.2127382755279541,0.3143121302127838,0.31847772002220154,0.3299184739589691,0.11194832623004913,0.18467742204666138,0.21308501064777374,0.3143121302127838,0.22826901078224182,0.18467742204666138,0.20385970175266266,0.2466929703950882,0.17062702775001526,0.24875912070274353
on,0.34226128458976746,0.09299645572900772,0.5107308030128479,0.23191013932228088,0.41031414270401,0.2444533258676529,0.2125781625509262,0.40749499201774597,0.5107308030128479,0.2008662223815918,0.2125781625509262,0.46853652596473694,0.15890881419181824,0.17134246230125427,0.2714994251728058
this,0.5489566326141357,0.22823549807071686,0.6274310946464539,0.2548801600933075,0.5759071707725525,0.18298520147800446,0.2517113983631134,0.36358317732810974,0.6274310946464539,0.31131085753440857,0.2517113983631134,0.45205554366111755,0.2652304768562317,0.2476406693458557,0.3155723512172699
",",0.3087472915649414,0.20901155471801758,0.4933079481124878,0.23839420080184937,0.44245919585227966,0.30078184604644775,0.23317520320415497,0.4120737314224243,0.4933079481124878,0.21812842786312103,0.23317520320415497,0.5201468467712402,0.2285580337047577,0.21471096575260162,0.31091248989105225
see,0.44941186904907227,0.15722349286079407,0.3770301640033722,0.33570683002471924,0.3792734146118164,0.23608042299747467,0.20043091475963593,0.27642667293548584,0.3770301640033722,0.20267128944396973,0.20043091475963593,0.2973747253417969,0.26061758399009705,0.22428730130195618,0.42005208134651184
space,0.20525942742824554,0.16188575327396393,0.24495907127857208,0.14728060364723206,0.22712917625904083,0.09850159287452698,0.15494877099990845,0.1992894560098648,0.24495907127857208,0.25929561257362366,0.15494877099990845,0.17648501694202423,1.0000001192092896,0.16642162203788757,0.1885536164045334
suit,0.1746450662612915,0.07148753106594086,0.21465148031711578,0.25042226910591125,0.19525347650051117,0.12725141644477844,0.14325009286403656,0.25146815180778503,0.21465148031711578,0.20925526320934296,0.14325009286403656,0.14579036831855774,0.2503943145275116,0.7464051842689514,0.1362915337085724
and,0.31309178471565247,0.0850515365600586,0.5171257257461548,0.2685045301914215,0.48971283435821533,0.30105236172676086,0.29463574290275574,0.5477725267410278,0.5171257257461548,0.22261030972003937,0.29463574290275574,0.4954058527946472,0.22901733219623566,0.2751924991607666,0.20544172823429108
arterial,0.20834341645240784,0.10909075289964676,0.2743576467037201,0.17218780517578125,0.26805755496025085,0.20856736600399017,0.24036839604377747,0.1942087709903717,0.2743576467037201,0.44780585169792175,0.24036839604377747,0.16351619362831116,0.17779214680194855,0.22527772188186646,0.18074695765972137
blood,0.15800324082374573,0.1307259202003479,0.2815113961696625,0.16625942289829254,0.226680189371109,0.2279013693332672,0.19540292024612427,0.16979560256004333,0.2815113961696625,0.5080283284187317,0.19540292024612427,0.12106697261333466,0.1910402774810791,0.21517808735370636,0.156274676322937
gas,0.20887799561023712,0.1419621855020523,0.2339978665113449,0.14247733354568481,0.25276535749435425,0.17954669892787933,0.11807093769311905,0.17121677100658417,0.2339978665113449,0.45564013719558716,0.11807093769311905,0.20770272612571716,0.2566068172454834,0.2209891378879547,0.1582372784614563
),0.26259949803352356,0.21452723443508148,0.3456730246543884,0.21904443204402924,0.31236231327056885,0.18647637963294983,0.2288828194141388,0.3069596290588379,0.3456730246543884,0.19541971385478973,0.2288828194141388,0.3326910734176636,0.24192531406879425,0.10823241621255875,0.42300865054130554
.,0.3567904531955719,0.19495636224746704,0.5934505462646484,0.22063274681568146,0.4645031690597534,0.2680719196796417,0.26056769490242004,0.4446153938770294,0.5934505462646484,0.2554275095462799,0.26056769490242004,0.5591574311256409,0.2385488897562027,0.26995816826820374,0.4130953550338745
