,who,else,did,luther,use,violent,rhetoric,towards,?
and,0.41279885172843933,0.2664144039154053,0.34479495882987976,0.20796556770801544,0.34145063161849976,0.26743313670158386,0.23775091767311096,0.32443711161613464,0.20544172823429108
in,0.2792111933231354,0.22759012877941132,0.2593238651752472,0.20523880422115326,0.2715643048286438,0.26667648553848267,0.21091486513614655,0.23474496603012085,0.20430970191955566
diatribes,0.30758529901504517,0.21286964416503906,0.1907317340373993,0.19502854347229004,0.1798592507839203,0.19439998269081116,0.21790526807308197,0.208250492811203,0.17209824919700623
against,0.2942115366458893,0.16995373368263245,0.22514554858207703,0.18804924190044403,0.18940001726150513,0.363303005695343,0.1801302134990692,0.3437385857105255,0.18095137178897858
``,0.02397952415049076,0.120179682970047,-0.029888948425650597,-0.013964727520942688,0.098173126578331,-0.09298095107078552,0.06872442364692688,0.010755262337625027,0.0685480609536171
turks,0.2758772373199463,0.13014981150627136,0.18401244282722473,0.17542731761932373,0.08599498122930527,0.1919802576303482,0.21299418807029724,0.13067655265331268,0.1953624188899994
'',0.024401003494858742,-0.0641096830368042,0.01978493109345436,-0.04572787508368492,0.09741680324077606,-0.04218610003590584,0.12857402861118317,-0.055717963725328445,0.018684765323996544
(,0.2443375140428543,0.3322950303554535,0.18979617953300476,0.1677781045436859,0.2174896001815796,0.0739121064543724,0.13406552374362946,0.17040106654167175,0.40561532974243164
muslims,0.2942625880241394,0.16835573315620422,0.23549841344356537,0.15538640320301056,0.15746277570724487,0.2485610842704773,0.19978827238082886,0.1705864816904068,0.18742211163043976
),0.2457384318113327,0.35794275999069214,0.18584993481636047,0.18587662279605865,0.23662498593330383,0.09585753828287125,0.14759227633476257,0.16881638765335083,0.42300865054130554
and,0.41279885172843933,0.2664144039154053,0.34479495882987976,0.20796556770801544,0.34145063161849976,0.26743313670158386,0.23775091767311096,0.32443711161613464,0.20544172823429108
catholics,0.3262416124343872,0.1657661646604538,0.2574452757835388,0.30996617674827576,0.17929710447788239,0.27147629857063293,0.2648771405220032,0.2560840845108032,0.17714823782444
.,0.3541337847709656,0.30548352003097534,0.35288307070732117,0.24907569587230682,0.3711656630039215,0.2466752529144287,0.17347291111946106,0.24058549106121063,0.4130953550338745
