,abc,began,to,focus,on,what,kind,of,series,after,nbc,'s,success,in,1984,?
roseanne,0.4224056899547577,0.22161796689033508,0.19837723672389984,0.23358477652072906,0.25440388917922974,0.22361668944358826,0.14711961150169373,0.1875367909669876,0.34355759620666504,0.13936766982078552,0.4679962694644928,0.10171966999769211,0.14915168285369873,0.24755488336086273,0.2551914155483246,0.23502935469150543
",",0.2097204476594925,0.2705576717853546,0.44245919585227966,0.23845507204532623,0.49057599902153015,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.24060699343681335,0.38860568404197693,0.17508727312088013,-0.0016132977325469255,0.2008737027645111,0.5201468467712402,0.1623975932598114,0.31091248989105225
who,0.14673753082752228,0.1646115779876709,0.42656609416007996,0.14902952313423157,0.2340552806854248,0.40942975878715515,0.2356749325990677,0.2827862501144409,0.21484537422657013,0.32549580931663513,0.16676780581474304,0.05599616840481758,0.174932062625885,0.2792111933231354,-0.04009602591395378,0.26220351457595825
's,0.06670809537172318,-0.026281554251909256,0.03782717138528824,0.00015971816901583225,0.0026888418942689896,0.02692362666130066,0.046514540910720825,-0.03817026689648628,0.0006390819908119738,-0.055672239512205124,0.07915050536394119,0.9999999403953552,0.041425660252571106,-0.037580832839012146,0.06487888097763062,-0.023395681753754616
the,0.2068762183189392,0.3059147596359253,0.535392165184021,0.25318023562431335,0.5107308030128479,0.42745697498321533,0.2516445517539978,0.733189046382904,0.31376904249191284,0.4565047025680542,0.20618264377117157,-0.01540423184633255,0.2764457166194916,0.6662389636039734,-0.007670710328966379,0.22068053483963013
boss,0.22659339010715485,0.11369665712118149,0.18806156516075134,0.1397438794374466,0.13657881319522858,0.2372111976146698,0.1423681378364563,0.15184584259986877,0.26910728216171265,0.14261873066425323,0.20171089470386505,0.04644976183772087,0.15467175841331482,0.11272002011537552,0.08978306502103806,0.22865334153175354
?,0.19065172970294952,0.1370266228914261,0.29463258385658264,0.23925252258777618,0.2714994251728058,0.5051238536834717,0.2628666162490845,0.1826142966747284,0.1709602326154709,0.16608688235282898,0.1680917739868164,-0.023395681753754616,0.1216118186712265,0.20430970191955566,0.07765956968069077,1.0
",",0.2097204476594925,0.2705576717853546,0.44245919585227966,0.23845507204532623,0.49057599902153015,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.24060699343681335,0.38860568404197693,0.17508727312088013,-0.0016132977325469255,0.2008737027645111,0.5201468467712402,0.1623975932598114,0.31091248989105225
just,0.15737098455429077,0.2057204693555832,0.5153104066848755,0.31902146339416504,0.39734378457069397,0.5854880809783936,0.29270756244659424,0.35124439001083374,0.17928488552570343,0.3790239691734314,0.17034348845481873,0.1000472754240036,0.1679137498140335,0.3910168707370758,-0.06971196830272675,0.4144178032875061
the,0.2068762183189392,0.3059147596359253,0.535392165184021,0.25318023562431335,0.5107308030128479,0.42745697498321533,0.2516445517539978,0.733189046382904,0.31376904249191284,0.4565047025680542,0.20618264377117157,-0.01540423184633255,0.2764457166194916,0.6662389636039734,-0.007670710328966379,0.22068053483963013
ten,0.21779467165470123,0.2287180870771408,0.2618066668510437,0.18641920387744904,0.3009583055973053,0.1616830825805664,0.09654974937438965,0.2743614614009857,0.2091251015663147,0.3080919086933136,0.1788494884967804,0.0769851952791214,0.17640657722949982,0.29515787959098816,0.026582855731248856,0.14471080899238586
of,0.14607268571853638,0.2330763041973114,0.41548454761505127,0.2428540587425232,0.3966929316520691,0.33290785551071167,0.2285657674074173,1.0,0.22268271446228027,0.3867455720901489,0.12012486904859543,-0.03817026689648628,0.20485365390777588,0.5696388483047485,0.018355052918195724,0.1826142966747284
us,0.16869185864925385,0.13182909786701202,0.2928973436355591,0.289162814617157,0.2646999955177307,0.32081687450408936,0.1779901385307312,0.23568789660930634,0.1240435540676117,0.11897643655538559,0.17019101977348328,0.032960113137960434,0.16657377779483795,0.19746538996696472,0.04697960987687111,0.2742428481578827
",",0.2097204476594925,0.2705576717853546,0.44245919585227966,0.23845507204532623,0.49057599902153015,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.24060699343681335,0.38860568404197693,0.17508727312088013,-0.0016132977325469255,0.2008737027645111,0.5201468467712402,0.1623975932598114,0.31091248989105225
the,0.2068762183189392,0.3059147596359253,0.535392165184021,0.25318023562431335,0.5107308030128479,0.42745697498321533,0.2516445517539978,0.733189046382904,0.31376904249191284,0.4565047025680542,0.20618264377117157,-0.01540423184633255,0.2764457166194916,0.6662389636039734,-0.007670710328966379,0.22068053483963013
wonder,0.2522682249546051,0.13030202686786652,0.20786206424236298,0.2869687080383301,0.24465632438659668,0.37737783789634705,0.2009466141462326,0.15377038717269897,0.22260133922100067,0.13932719826698303,0.18411707878112793,-0.044950082898139954,0.2007492631673813,0.1578136682510376,0.07369466125965118,0.36106637120246887
years,0.2423967868089676,0.30013909935951233,0.23891852796077728,0.12268064171075821,0.2152649462223053,0.1981470286846161,0.11223725974559784,0.2904134690761566,0.23415371775627136,0.38036108016967773,0.22012026607990265,0.05563735216856003,0.2314809262752533,0.33554986119270325,0.07791919261217117,0.1914375126361847
",",0.2097204476594925,0.2705576717853546,0.44245919585227966,0.23845507204532623,0.49057599902153015,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.24060699343681335,0.38860568404197693,0.17508727312088013,-0.0016132977325469255,0.2008737027645111,0.5201468467712402,0.1623975932598114,0.31091248989105225
full,0.2097986340522766,0.1867252141237259,0.2671089768409729,0.19403624534606934,0.2275353968143463,0.20298334956169128,0.20351280272006989,0.3238043189048767,0.15071600675582886,0.20302997529506683,0.14951054751873016,0.03059709072113037,0.19522975385189056,0.20023053884506226,-0.03027322329580784,0.168479785323143
house,0.2389400154352188,0.17592421174049377,0.23688754439353943,0.1488308161497116,0.19286204874515533,0.200801283121109,0.1427098959684372,0.285114049911499,0.15846574306488037,0.2090306431055069,0.18791671097278595,0.0011872146278619766,0.12620583176612854,0.20026938617229462,0.09644438326358795,0.13736455142498016
and,0.16453155875205994,0.3021392226219177,0.48971283435821533,0.2707323133945465,0.4077630043029785,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.26972857117652893,0.3765919506549835,0.1969573199748993,0.06895173341035843,0.2493283897638321,0.4954058527946472,0.01118233148008585,0.20544172823429108
perfect,0.12415076047182083,0.095733143389225,0.16786597669124603,0.15484878420829773,0.17540350556373596,0.27693238854408264,0.26776477694511414,0.21740755438804626,0.21189860999584198,0.08365513384342194,0.15873979032039642,0.0976426973938942,0.2463362216949463,0.20199064910411835,-0.04357348755002022,0.19476529955863953
strangers,0.2190251648426056,0.1910509616136551,0.21235138177871704,0.11307891458272934,0.18715541064739227,0.2715083062648773,0.19906774163246155,0.14149655401706696,0.25865933299064636,0.15936096012592316,0.18185752630233765,0.05294955521821976,0.2208399623632431,0.20128367841243744,-0.02792970836162567,0.20539045333862305
.,0.2567209303379059,0.19236212968826294,0.4645031690597534,0.21183714270591736,0.49257001280784607,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.3121925890445709,0.35870397090911865,0.23586274683475494,-0.003708066651597619,0.25725793838500977,0.5591574311256409,0.08901527523994446,0.4130953550338745
