,in,what,year,was,direct,ascent,the,primary,mission,focus,at,nasa,?
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.20868940651416779,0.19254229962825775,0.4933079481124878,0.2565748989582062,0.21226151287555695,0.23845507204532623,0.38314947485923767,0.18665438890457153,0.31091248989105225
houbolt,0.24648047983646393,0.17877458035945892,0.19930456578731537,0.34106895327568054,0.26005321741104126,0.19838835299015045,0.27896469831466675,0.091611348092556,0.3090742528438568,0.14295487105846405,0.22498264908790588,0.34819310903549194,0.22379930317401886
campaigned,0.2780097723007202,0.22119338810443878,0.1684405505657196,0.3235425353050232,0.17220228910446167,0.196931853890419,0.263423889875412,0.2520601749420166,0.18074874579906464,0.2549271583557129,0.1696542501449585,0.1284584105014801,0.14768841862678528
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.3863949179649353,0.2851608693599701,0.17162521183490753,0.4739971458911896,0.2533470094203949,0.18326549232006073,0.2810359299182892,0.34237727522850037,0.17481353878974915,0.264628142118454
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.3262479901313782,0.2610050141811371,1.0,0.25688621401786804,0.22673439979553223,0.25318023562431335,0.457212895154953,0.19786997139453888,0.22068053483963013
recognition,0.29843124747276306,0.25729188323020935,0.16084662079811096,0.23298479616641998,0.24422971904277802,0.22035811841487885,0.31624147295951843,0.15432438254356384,0.1892259418964386,0.28364297747612,0.1487891674041748,0.20077471435070038,0.20074869692325592
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.2533726394176483,0.1797132045030594,0.733189046382904,0.23414276540279388,0.20170781016349792,0.2428540587425232,0.42558613419532776,0.17935146391391754,0.1826142966747284
lor,0.20042209327220917,0.21237510442733765,0.12851670384407043,0.19599664211273193,0.144161656498909,0.07058562338352203,0.19965508580207825,0.07843761891126633,0.18145279586315155,0.14187946915626526,0.09967222064733505,0.2015673965215683,0.19372881948947906
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3677520453929901,0.2503175735473633,0.2009618580341339,0.48381632566452026,0.2169201374053955,0.1715000569820404,0.236613929271698,0.28092536330223083,0.1753126084804535,0.27043893933296204
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.27544090151786804,0.21263454854488373,0.5829201340675354,0.23038449883460999,0.2477724254131317,0.2499895542860031,0.3095070421695709,0.19403119385242462,0.23916715383529663
viable,0.19911986589431763,0.2573641240596771,0.21639004349708557,0.16888673603534698,0.28985726833343506,0.09374567121267319,0.23321576416492462,0.295335978269577,0.10377810895442963,0.30002519488334656,0.17384213209152222,0.11069244146347046,0.2591647803783417
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.25874996185302734,0.18462450802326202,0.5171257257461548,0.2539214491844177,0.16932862997055054,0.2707323133945465,0.3571503460407257,0.12810774147510529,0.20544172823429108
practical,0.2407281994819641,0.32826119661331177,0.07086970657110214,0.1810697317123413,0.2629300653934479,0.15301498770713806,0.22487887740135193,0.24451783299446106,0.1957807093858719,0.3288429379463196,0.1767086237668991,0.19427649676799774,0.19861027598381042
option,0.1385895311832428,0.3053843677043915,0.18527856469154358,0.18679170310497284,0.2534649074077606,0.1062995195388794,0.24658416211605072,0.19522829353809357,0.1209755465388298,0.2764224112033844,0.15765710175037384,0.1514003574848175,0.3510825037956238
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.27250880002975464,0.24551698565483093,0.5934505462646484,0.22422198951244354,0.2227463275194168,0.21183714270591736,0.4549728035926819,0.22033250331878662,0.4130953550338745
