,why,did,the,methodist,protestant,church,split,from,the,methodist,episcopal,church,?
ones,0.33214709162712097,0.24853041768074036,0.333568274974823,0.04944874718785286,0.13671645522117615,0.0825149193406105,0.16106091439723969,0.2002568393945694,0.333568274974823,0.04944874718785286,0.05202407389879227,0.0825149193406105,0.28155767917633057
to,0.4100138247013092,0.4452643394470215,0.535392165184021,0.21503986418247223,0.23639842867851257,0.24439501762390137,0.17915946245193481,0.4069952368736267,0.535392165184021,0.21503986418247223,0.24013493955135345,0.24439501762390137,0.29463258385658264
have,0.4418443739414215,0.3783526122570038,0.40389683842658997,0.17623618245124817,0.20461387932300568,0.14373023808002472,0.234889954328537,0.30702701210975647,0.40389683842658997,0.17623618245124817,0.17065726220607758,0.14373023808002472,0.32991164922714233
any,0.4423638582229614,0.37563082575798035,0.4525727927684784,0.13632994890213013,0.18834440410137177,0.17543654143810272,0.15410934388637543,0.24951094388961792,0.4525727927684784,0.13632994890213013,0.16823604702949524,0.17543654143810272,0.4113408327102661
determination,0.2077058106660843,0.20895063877105713,0.34492117166519165,0.20349210500717163,0.20262786746025085,0.1545516848564148,0.17986319959163666,0.146103635430336,0.34492117166519165,0.20349210500717163,0.15432120859622955,0.1545516848564148,0.21046318113803864
in,0.23227278888225555,0.2593238651752472,0.6662389636039734,0.24702993035316467,0.2637297511100769,0.2493300437927246,0.24171817302703857,0.4274188280105591,0.6662389636039734,0.24702993035316467,0.2737633287906647,0.2493300437927246,0.20430970191955566
how,0.5605304837226868,0.375736802816391,0.33890387415885925,0.13229183852672577,0.15037773549556732,0.10719848424196243,0.13814391195774078,0.22939439117908478,0.33890387415885925,0.13229183852672577,0.0946948230266571,0.10719848424196243,0.4024120569229126
the,0.30742117762565613,0.34736719727516174,1.0,0.21922016143798828,0.2679212689399719,0.23846197128295898,0.2967630624771118,0.40150508284568787,1.0,0.21922016143798828,0.2631160318851471,0.23846197128295898,0.22068053483963013
church,0.20738767087459564,0.16781097650527954,0.23846197128295898,0.6119816899299622,0.590944766998291,0.9999999403953552,0.11947736144065857,0.1894836276769638,0.23846197128295898,0.6119816899299622,0.6002358794212341,0.9999999403953552,0.18081501126289368
was,0.23341619968414307,0.41399896144866943,0.48711544275283813,0.2711138129234314,0.25246119499206543,0.24960921704769135,0.17593012750148773,0.31171464920043945,0.48711544275283813,0.2711138129234314,0.2479659467935562,0.24960921704769135,0.18412111699581146
to,0.4100138247013092,0.4452643394470215,0.535392165184021,0.21503986418247223,0.23639842867851257,0.24439501762390137,0.17915946245193481,0.4069952368736267,0.535392165184021,0.21503986418247223,0.24013493955135345,0.24439501762390137,0.29463258385658264
be,0.4042811989784241,0.22657383978366852,0.4248143136501312,0.11651849001646042,0.16952413320541382,0.14655785262584686,0.22925865650177002,0.3107333183288574,0.4248143136501312,0.11651849001646042,0.1026235967874527,0.14655785262584686,0.3324260413646698
operated,0.12005318701267242,0.1476217359304428,0.24699872732162476,0.14298203587532043,0.07974416017532349,0.14563296735286713,0.20607075095176697,0.1998663991689682,0.24699872732162476,0.14298203587532043,0.15039442479610443,0.14563296735286713,0.12718230485916138
.,0.32909876108169556,0.35288307070732117,0.5934505462646484,0.30669423937797546,0.279432475566864,0.28898224234580994,0.26228174567222595,0.41536515951156616,0.5934505462646484,0.30669423937797546,0.29671710729599,0.28898224234580994,0.4130953550338745
