,the,first,episode,of,doctor,who,premiered,the,day,after,what,famous,event,in,history,?
",",0.4933079481124878,0.34503069519996643,0.18198037147521973,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.2616419196128845,0.4933079481124878,0.30821847915649414,0.38860568404197693,0.3087472915649414,0.2816491723060608,0.22701776027679443,0.5201468467712402,0.2728564441204071,0.31091248989105225
the,1.0,0.49448907375335693,0.25342556834220886,0.733189046382904,0.2820442318916321,0.3733934462070465,0.2763466238975525,1.0,0.3062323033809662,0.4565047025680542,0.42745697498321533,0.28616565465927124,0.2960145175457001,0.6662389636039734,0.33215048909187317,0.22068053483963013
first,0.49448907375335693,1.0,0.24243572354316711,0.3536086082458496,0.27244147658348083,0.39065709710121155,0.3443596065044403,0.49448907375335693,0.28378555178642273,0.42302387952804565,0.28086137771606445,0.36207643151283264,0.2614595890045166,0.4127444326877594,0.3202230632305145,0.18701928853988647
episode,0.25342556834220886,0.24243572354316711,1.0,0.17369085550308228,0.2940889000892639,0.2015407234430313,0.48305678367614746,0.25342556834220886,0.22638504207134247,0.2562639117240906,0.1919318586587906,0.12370799481868744,0.27421537041664124,0.19184806942939758,0.11427092552185059,0.23978739976882935
of,0.733189046382904,0.3536086082458496,0.17369085550308228,1.0,0.16895952820777893,0.2827862501144409,0.17575117945671082,0.733189046382904,0.2934032380580902,0.3867455720901489,0.33290785551071167,0.3074295222759247,0.19878064095973969,0.5696388483047485,0.31014925241470337,0.1826142966747284
doctor,0.2820442318916321,0.27244147658348083,0.2940889000892639,0.16895952820777893,0.9999999403953552,0.3504868149757385,0.18122191727161407,0.2820442318916321,0.1563597172498703,0.1885940581560135,0.20870667695999146,0.13090792298316956,0.08706256002187729,0.25567495822906494,0.14615187048912048,0.1462511420249939
who,0.3733934462070465,0.39065709710121155,0.2015407234430313,0.2827862501144409,0.3504868149757385,0.9999998807907104,0.11363447457551956,0.3733934462070465,0.2447325587272644,0.32549580931663513,0.40942975878715515,0.31358224153518677,0.17899073660373688,0.2792111933231354,0.22458811104297638,0.26220351457595825
was,0.48711544275283813,0.5022147297859192,0.1706574261188507,0.4069072902202606,0.19672659039497375,0.3318818509578705,0.3313652276992798,0.48711544275283813,0.24314451217651367,0.49306565523147583,0.22111038863658905,0.31606587767601013,0.28341150283813477,0.45514053106307983,0.25589004158973694,0.18412111699581146
repeated,0.2838912308216095,0.26025089621543884,0.24498718976974487,0.22367806732654572,0.12325026094913483,0.14652912318706512,0.2172711193561554,0.2838912308216095,0.15372313559055328,0.22409966588020325,0.2488676756620407,0.21755769848823547,0.18822334706783295,0.2085798680782318,0.17145571112632751,0.17785342037677765
with,0.4223487675189972,0.2691199779510498,0.2304430603981018,0.41827285289764404,0.17277967929840088,0.3282766342163086,0.19458608329296112,0.4223487675189972,0.2329399436712265,0.33843478560447693,0.2464839518070221,0.22583967447280884,0.17549638450145721,0.4080928862094879,0.1947222352027893,0.2433311939239502
the,1.0,0.49448907375335693,0.25342556834220886,0.733189046382904,0.2820442318916321,0.3733934462070465,0.2763466238975525,1.0,0.3062323033809662,0.4565047025680542,0.42745697498321533,0.28616565465927124,0.2960145175457001,0.6662389636039734,0.33215048909187317,0.22068053483963013
second,0.4620301127433777,0.6953977942466736,0.24198400974273682,0.353416383266449,0.20181342959403992,0.21920166909694672,0.273100346326828,0.4620301127433777,0.18248771131038666,0.3736267685890198,0.19948028028011322,0.25167375802993774,0.2782994508743286,0.34510284662246704,0.2684382200241089,0.17239587008953094
episode,0.25342556834220886,0.24243572354316711,1.0,0.17369085550308228,0.2940889000892639,0.2015407234430313,0.48305678367614746,0.25342556834220886,0.22638504207134247,0.2562639117240906,0.1919318586587906,0.12370799481868744,0.27421537041664124,0.19184806942939758,0.11427092552185059,0.23978739976882935
the,1.0,0.49448907375335693,0.25342556834220886,0.733189046382904,0.2820442318916321,0.3733934462070465,0.2763466238975525,1.0,0.3062323033809662,0.4565047025680542,0.42745697498321533,0.28616565465927124,0.2960145175457001,0.6662389636039734,0.33215048909187317,0.22068053483963013
following,0.39779382944107056,0.27108168601989746,0.2060331553220749,0.3576679527759552,0.08787775039672852,0.1758657693862915,0.13853588700294495,0.39779382944107056,0.192876935005188,0.39623188972473145,0.2506418824195862,0.15152709186077118,0.2305702269077301,0.355264812707901,0.17988969385623932,0.1555173695087433
week,0.28402599692344666,0.24834974110126495,0.2980312705039978,0.17998629808425903,0.138564795255661,0.23591622710227966,0.29269927740097046,0.28402599692344666,0.4913124740123749,0.3485698103904724,0.2483774870634079,0.13336698710918427,0.31207597255706787,0.2674444317817688,0.1937706470489502,0.25105318427085876
.,0.5934505462646484,0.4345304071903229,0.23102888464927673,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.2447557896375656,0.5934505462646484,0.24232520163059235,0.35870397090911865,0.3567904531955719,0.2322506159543991,0.2068977802991867,0.5591574311256409,0.30310705304145813,0.4130953550338745
