,what,are,the,two,abc,affiliates,for,tampa,",",florida,?
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.16453155875205994,0.2033180296421051,0.5064792633056641,0.18679465353488922,0.6633074283599854,0.22456413507461548,0.20544172823429108
operated,0.12572449445724487,0.22553730010986328,0.24699872732162476,0.21854865550994873,0.2591516375541687,0.31043490767478943,0.2065773457288742,0.14319203794002533,0.23658891022205353,0.14863921701908112,0.12718230485916138
affiliates,0.13172908127307892,0.20116259157657623,0.1912562996149063,0.21731513738632202,0.26733168959617615,1.0000001192092896,0.21022890508174896,0.36318662762641907,0.1943977326154709,0.24587611854076385,0.11092336475849152
which,0.5261979103088379,0.42922598123550415,0.6521818041801453,0.4674137234687805,0.1991286277770996,0.14681987464427948,0.44095608592033386,0.17100752890110016,0.3658004403114319,0.22013095021247864,0.25814583897590637
serve,0.23061832785606384,0.28864505887031555,0.2749462425708771,0.2198297083377838,0.060676369816064835,0.17720745503902435,0.36519864201545715,0.21824415028095245,0.2385157197713852,0.22664891183376312,0.19925682246685028
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.2068762183189392,0.1912562996149063,0.4739971458911896,0.19435131549835205,0.4933079481124878,0.24091358482837677,0.22068053483963013
same,0.3764382302761078,0.3446533679962158,0.4583131968975067,0.45866870880126953,0.21684971451759338,0.16140103340148926,0.31941699981689453,0.12934629619121552,0.3207721710205078,0.16136176884174347,0.22649677097797394
market,0.12116116285324097,0.18948231637477875,0.2041238248348236,0.11612940579652786,0.10615630447864532,0.14149430394172668,0.20589932799339294,0.16645240783691406,0.2499394416809082,0.03242001682519913,0.12805593013763428
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.36463531851768494,0.1697147786617279,0.17909713089466095,0.4322226941585541,0.16157576441764832,0.5201468467712402,0.2330404818058014,0.20430970191955566
tampa,0.17079024016857147,0.11164630204439163,0.19435131549835205,0.15945415198802948,0.2812338173389435,0.36318662762641907,0.20655274391174316,1.0,0.24396266043186188,0.5512691736221313,0.18372350931167603
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.2097204476594925,0.1943977326154709,0.4464869201183319,0.24396266043186188,1.0000001192092896,0.21896368265151978,0.31091248989105225
florida,0.14450381696224213,0.14455707371234894,0.24091358482837677,0.21332718431949615,0.242279514670372,0.24587611854076385,0.23894089460372925,0.5512691736221313,0.21896368265151978,1.0,0.13469882309436798
(,0.2411840260028839,0.23263892531394958,0.33289089798927307,0.2169162482023239,0.183883935213089,0.2129318118095398,0.3357032239437103,0.20445792376995087,0.6363511681556702,0.17940615117549896,0.40561532974243164
wfts-tv,0.2617550492286682,0.2527083158493042,0.3146173655986786,0.2569126784801483,0.45165643095970154,0.35325342416763306,0.31240126490592957,0.2379508912563324,0.26192712783813477,0.21347171068191528,0.15239128470420837
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.16453155875205994,0.2033180296421051,0.5064792633056641,0.18679465353488922,0.6633074283599854,0.22456413507461548,0.20544172823429108
wwsb,0.17741160094738007,0.19346272945404053,0.3271334171295166,0.2390328049659729,0.2955159842967987,0.33229199051856995,0.18505525588989258,0.3308696448802948,0.3256791830062866,0.2913863956928253,0.18060842156410217
),0.26259949803352356,0.2373749315738678,0.3456730246543884,0.24161455035209656,0.18381085991859436,0.20673665404319763,0.3639558255672455,0.18780924379825592,0.63033527135849,0.17448092997074127,0.42300865054130554
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.16453155875205994,0.2033180296421051,0.5064792633056641,0.18679465353488922,0.6633074283599854,0.22456413507461548,0.20544172823429108
grand,0.1358851045370102,0.12946274876594543,0.305169016122818,0.2209620177745819,0.11637857556343079,0.1249242052435875,0.1812271922826767,0.163527712225914,0.29582488536834717,0.15330693125724792,0.1168735921382904
rapids,0.16941766440868378,0.1963391751050949,0.2569738030433655,0.16832785308361053,0.13711851835250854,0.3132171034812927,0.178228959441185,0.32782647013664246,0.3048384487628937,0.25299912691116333,0.13889938592910767
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.2097204476594925,0.1943977326154709,0.4464869201183319,0.24396266043186188,1.0000001192092896,0.21896368265151978,0.31091248989105225
michigan,0.16767016053199768,0.13623972237110138,0.2254023551940918,0.21819071471691132,0.20345397293567657,0.2495018094778061,0.18912789225578308,0.38217565417289734,0.2384677231311798,0.44987282156944275,0.14278551936149597
(,0.2411840260028839,0.23263892531394958,0.33289089798927307,0.2169162482023239,0.183883935213089,0.2129318118095398,0.3357032239437103,0.20445792376995087,0.6363511681556702,0.17940615117549896,0.40561532974243164
wzzm,0.151523619890213,0.27716872096061707,0.23472483456134796,0.2028854489326477,0.09823080897331238,0.062422975897789,0.15745122730731964,0.1591491997241974,0.2424980103969574,0.09309183061122894,0.11471740156412125
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.16453155875205994,0.2033180296421051,0.5064792633056641,0.18679465353488922,0.6633074283599854,0.22456413507461548,0.20544172823429108
wotv,0.3591327369213104,0.171611949801445,0.36170029640197754,0.25562506914138794,0.3653411269187927,0.30042123794555664,0.3552579879760742,0.2644108235836029,0.37143734097480774,0.11858703196048737,0.3307655453681946
),0.26259949803352356,0.2373749315738678,0.3456730246543884,0.24161455035209656,0.18381085991859436,0.20673665404319763,0.3639558255672455,0.18780924379825592,0.63033527135849,0.17448092997074127,0.42300865054130554
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.2097204476594925,0.1943977326154709,0.4464869201183319,0.24396266043186188,1.0000001192092896,0.21896368265151978,0.31091248989105225
with,0.2464839518070221,0.38996943831443787,0.4223487675189972,0.4333336651325226,0.17432008683681488,0.23370657861232758,0.39140474796295166,0.1842156946659088,0.4120737314224243,0.14567138254642487,0.2433311939239502
an,0.2821882665157318,0.1556541919708252,0.4207492768764496,0.1867314726114273,0.16561369597911835,0.12402115762233734,0.3236706852912903,0.15607990324497223,0.3581022024154663,0.1580180525779724,0.19793890416622162
analogous,0.2563178837299347,0.30845028162002563,0.24907797574996948,0.3263820707798004,0.14903968572616577,0.16489380598068237,0.25245776772499084,0.16556575894355774,0.24147917330265045,0.10881361365318298,0.1609361320734024
situation,0.4481324255466461,0.21725578606128693,0.29657405614852905,0.18835730850696564,0.1935058832168579,0.13473525643348694,0.2939284145832062,0.10719068348407745,0.20005939900875092,0.09153623133897781,0.2714049518108368
arising,0.31933221220970154,0.27356117963790894,0.30971670150756836,0.20307967066764832,0.08244599401950836,0.09037002176046371,0.2609131634235382,0.08450762927532196,0.2148146778345108,0.11217271536588669,0.14599399268627167
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.36463531851768494,0.1697147786617279,0.17909713089466095,0.4322226941585541,0.16157576441764832,0.5201468467712402,0.2330404818058014,0.20430970191955566
kansas,0.19200700521469116,0.15795156359672546,0.22819635272026062,0.15707114338874817,0.20425036549568176,0.23428945243358612,0.22498078644275665,0.36857160925865173,0.23593340814113617,0.3842933773994446,0.17499800026416779
city,0.17493832111358643,0.19493703544139862,0.35769423842430115,0.17386646568775177,0.2157231718301773,0.2019597589969635,0.18687109649181366,0.2984043061733246,0.35839709639549255,0.26083460450172424,0.13423943519592285
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.2097204476594925,0.1943977326154709,0.4464869201183319,0.24396266043186188,1.0000001192092896,0.21896368265151978,0.31091248989105225
missouri,0.10127124935388565,0.11100924015045166,0.26658448576927185,0.17618410289287567,0.20930403470993042,0.21430231630802155,0.15603943169116974,0.3242471218109131,0.1907663494348526,0.4293816089630127,0.12270703911781311
(,0.2411840260028839,0.23263892531394958,0.33289089798927307,0.2169162482023239,0.183883935213089,0.2129318118095398,0.3357032239437103,0.20445792376995087,0.6363511681556702,0.17940615117549896,0.40561532974243164
kmbc-tv,0.2991763949394226,0.23724207282066345,0.30354252457618713,0.17952750623226166,0.42571356892585754,0.36776554584503174,0.28325796127319336,0.29295873641967773,0.32840821146965027,0.17870056629180908,0.2750476896762848
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4671151638031006,0.16453155875205994,0.2033180296421051,0.5064792633056641,0.18679465353488922,0.6633074283599854,0.22456413507461548,0.20544172823429108
kqtv,0.19322709739208221,0.06786319613456726,0.2378360778093338,0.1489228457212448,0.46537578105926514,0.3908160328865051,0.22777606546878815,0.2769564390182495,0.2540126442909241,0.17093193531036377,0.2334170937538147
),0.26259949803352356,0.2373749315738678,0.3456730246543884,0.24161455035209656,0.18381085991859436,0.20673665404319763,0.3639558255672455,0.18780924379825592,0.63033527135849,0.17448092997074127,0.42300865054130554
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.3524959683418274,0.2567209303379059,0.17940016090869904,0.4726039469242096,0.23089690506458282,0.6812511086463928,0.23988212645053864,0.4130953550338745
