,in,what,year,did,raymond,sullivan,publish,a,study,of,rudimentary,sets,?
include,0.28694382309913635,0.1535889357328415,0.09986922144889832,0.18185541033744812,0.04090888425707817,0.10697117447853088,0.17368263006210327,0.18765322864055634,0.19860079884529114,0.37431180477142334,0.21930143237113953,0.2088898867368698,0.14925788342952728
john,0.22177861630916595,0.18237407505512238,0.13745838403701782,0.18785913288593292,0.27475622296333313,0.325565904378891,0.13982251286506653,0.20638683438301086,0.15224869549274445,0.2407056987285614,0.06980108469724655,0.09315226972103119,0.13162356615066528
myhill,0.23970681428909302,0.2638142704963684,0.18411803245544434,0.1921834945678711,0.30682340264320374,0.3374079763889313,0.19438189268112183,0.244076207280159,0.16196221113204956,0.27578580379486084,0.15942350029945374,0.13149070739746094,0.23702889680862427
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.05069678649306297,-0.004926186986267567,0.09036604315042496,0.012434108182787895,0.04866964742541313,0.03247833624482155,-0.03817026689648628,0.02459416538476944,0.013605039566755295,-0.023395681753754616
definition,0.20306213200092316,0.330344021320343,0.15410587191581726,0.2053946554660797,0.141121044754982,0.11706636846065521,0.20240290462970734,0.2941339910030365,0.2962350845336914,0.24912455677986145,0.23647253215312958,0.24157945811748505,0.2796523869037628
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.20048591494560242,0.18211327493190765,0.12460750341415405,0.5052502155303955,0.29377859830856323,1.0,0.26150161027908325,0.14160113036632538,0.1826142966747284
linear,0.18096387386322021,0.2132105678319931,0.10791978985071182,0.12943218648433685,0.1369846761226654,0.10643571615219116,0.1485857516527176,0.23775021731853485,0.2867152690887451,0.23112532496452332,0.33250758051872253,0.2938968241214752,0.16595983505249023
bounded,0.305585652589798,0.14650486409664154,0.08824551105499268,0.09211555868387222,0.14328943192958832,0.08955541253089905,0.07742339372634888,0.2297627031803131,0.14201410114765167,0.28187957406044006,0.23387792706489563,0.1639920175075531,0.029345547780394554
automata,0.15049508213996887,0.26990655064582825,0.0944783166050911,0.13617540895938873,0.11985645443201065,0.18330585956573486,0.13743579387664795,0.217225581407547,0.15434351563453674,0.1818503439426422,0.21689897775650024,0.20979206264019012,0.2285609394311905
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.23526506125926971,0.19748233258724213,0.13715749979019165,0.3206180930137634,0.14299337565898895,0.35032153129577637,0.13643702864646912,0.10958321392536163,0.40561532974243164
myhill,0.23970681428909302,0.2638142704963684,0.18411803245544434,0.1921834945678711,0.30682340264320374,0.3374079763889313,0.19438189268112183,0.244076207280159,0.16196221113204956,0.27578580379486084,0.15942350029945374,0.13149070739746094,0.23702889680862427
1960,0.03880028799176216,-0.11768999695777893,0.039127450436353683,-0.14243990182876587,0.013967339880764484,0.0265377014875412,-0.09504465013742447,0.06404880434274673,-0.009084087796509266,0.05807475745677948,-0.021932294592261314,0.03764309734106064,-0.02243652194738388
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.24784235656261444,0.19516851007938385,0.11827100813388824,0.3640355169773102,0.14638109505176544,0.3680361211299896,0.16602809727191925,0.12490448355674744,0.42300865054130554
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2585461437702179,0.30385592579841614,0.25024911761283875,0.427140474319458,0.26425549387931824,0.4946078956127167,0.26807457208633423,0.19630418717861176,0.31091248989105225
raymond,0.12701623141765594,0.12816627323627472,0.14311237633228302,0.11185545474290848,1.0000001192092896,0.21338695287704468,0.12691572308540344,0.2000870704650879,0.10446441173553467,0.20048591494560242,0.07989482581615448,0.08869019895792007,0.09700554609298706
smullyan,0.30592575669288635,0.23478800058364868,0.19711047410964966,0.19239754974842072,0.40935763716697693,0.44376054406166077,0.2259150594472885,0.2966268062591553,0.21543429791927338,0.18230260908603668,0.20069584250450134,0.21951179206371307,0.2546435594558716
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.05069678649306297,-0.004926186986267567,0.09036604315042496,0.012434108182787895,0.04866964742541313,0.03247833624482155,-0.03817026689648628,0.02459416538476944,0.013605039566755295,-0.023395681753754616
study,0.2875489294528961,0.3123835027217865,0.13795387744903564,0.21215762197971344,0.10446441173553467,0.16328229010105133,0.3138658404350281,0.2268155962228775,1.0,0.29377859830856323,0.33662453293800354,0.1993962675333023,0.15902167558670044
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.20048591494560242,0.18211327493190765,0.12460750341415405,0.5052502155303955,0.29377859830856323,1.0,0.26150161027908325,0.14160113036632538,0.1826142966747284
rudimentary,0.23854610323905945,0.2908661663532257,0.06060504540801048,0.12062550336122513,0.07989482581615448,0.10084079205989838,0.1391666680574417,0.2511323094367981,0.33662453293800354,0.26150161027908325,1.0,0.2144322544336319,0.18648070096969604
sets,0.16155706346035004,0.23050075769424438,0.10621048510074615,0.1249794140458107,0.08869019895792007,0.16096891462802887,0.1615523397922516,0.16088198125362396,0.1993962675333023,0.14160113036632538,0.2144322544336319,1.0000001192092896,0.07869148254394531
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.23526506125926971,0.19748233258724213,0.13715749979019165,0.3206180930137634,0.14299337565898895,0.35032153129577637,0.13643702864646912,0.10958321392536163,0.40561532974243164
1961,0.09056709706783295,-0.03442762792110443,0.040058694779872894,-0.07450946420431137,-0.053589072078466415,-0.017239879816770554,-0.04476786032319069,0.003652953775599599,-0.03300592675805092,0.07470385730266571,-0.0446685291826725,0.009783842600882053,0.009729373268783092
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.24784235656261444,0.19516851007938385,0.11827100813388824,0.3640355169773102,0.14638109505176544,0.3680361211299896,0.16602809727191925,0.12490448355674744,0.42300865054130554
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2585461437702179,0.30385592579841614,0.25024911761283875,0.427140474319458,0.26425549387931824,0.4946078956127167,0.26807457208633423,0.19630418717861176,0.31091248989105225
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.17307624220848083,0.22288000583648682,0.1610279679298401,0.39550232887268066,0.23803003132343292,0.3886612355709076,0.242155522108078,0.15836158394813538,0.27043893933296204
well,0.36612698435783386,0.4154493808746338,0.21872945129871368,0.4341743588447571,0.21016289293766022,0.18255937099456787,0.24019524455070496,0.320642352104187,0.20350757241249084,0.3343164324760437,0.2521530091762543,0.16242966055870056,0.24815571308135986
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.17307624220848083,0.22288000583648682,0.1610279679298401,0.39550232887268066,0.23803003132343292,0.3886612355709076,0.242155522108078,0.15836158394813538,0.27043893933296204
hisao,0.14054638147354126,0.13735094666481018,0.18174204230308533,0.08731982111930847,0.2367970198392868,0.1944514662027359,0.053487591445446014,0.22229406237602234,0.10861148685216904,0.2190469354391098,0.14733751118183136,0.09361908584833145,0.2005213052034378
yamada,0.12744949758052826,0.2072240263223648,0.1690230369567871,0.07398979365825653,0.2113058865070343,0.1373893767595291,0.005781870801001787,0.16171611845493317,0.09041039645671844,0.13871732354164124,0.13125120103359222,0.1458892524242401,0.19195778667926788
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.05069678649306297,-0.004926186986267567,0.09036604315042496,0.012434108182787895,0.04866964742541313,0.03247833624482155,-0.03817026689648628,0.02459416538476944,0.013605039566755295,-0.023395681753754616
paper,0.18605142831802368,0.21202662587165833,0.15651747584342957,0.2034338414669037,0.06640204787254333,0.06875783950090408,0.3634612262248993,0.25947141647338867,0.25033220648765564,0.19050662219524384,0.2847740352153778,0.07989638298749924,0.12693770229816437
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.1911160945892334,0.2373943030834198,0.2230350375175476,0.3848365545272827,0.1889076977968216,0.3966929316520691,0.19878052175045013,0.15848734974861145,0.2714994251728058
real-time,0.2656252682209015,0.39823588728904724,0.2998060882091522,0.3284100294113159,0.1787661612033844,0.2235189974308014,0.2898319363594055,0.30201447010040283,0.24297846853733063,0.2645685374736786,0.29619100689888,0.20909430086612701,0.32016316056251526
computations,0.20816855132579803,0.2901388108730316,0.20068351924419403,0.2183096557855606,0.17790131270885468,0.20967063307762146,0.27100884914398193,0.2478221207857132,0.35121747851371765,0.2436274141073227,0.30184414982795715,0.27802959084510803,0.22970503568649292
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.23526506125926971,0.19748233258724213,0.13715749979019165,0.3206180930137634,0.14299337565898895,0.35032153129577637,0.13643702864646912,0.10958321392536163,0.40561532974243164
1962,-0.0651141032576561,-0.001027831924147904,-0.018759602680802345,-0.08857343345880508,-0.08797939121723175,-0.16438420116901398,-0.07590052485466003,-0.10114685446023941,-0.06277382373809814,0.01980927400290966,-0.07027719169855118,-0.12374605983495712,-0.008269774727523327
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.24784235656261444,0.19516851007938385,0.11827100813388824,0.3640355169773102,0.14638109505176544,0.3680361211299896,0.16602809727191925,0.12490448355674744,0.42300865054130554
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.23222002387046814,0.30392929911613464,0.19971393048763275,0.50484299659729,0.23432257771492004,0.5352458953857422,0.21578499674797058,0.19465717673301697,0.4130953550338745
