,when,were,the,earliest,doctor,who,books,available,?
1965,0.18322375416755676,0.042518775910139084,0.09033208340406418,0.012776908464729786,0.061028853058815,0.1256352663040161,-0.12330640852451324,0.09772986173629761,0.26302391290664673
to,0.5423505902290344,0.31913647055625916,0.535392165184021,0.20613901317119598,0.22950075566768646,0.42656609416007996,0.20019930601119995,0.2394571453332901,0.29463258385658264
1991,0.05683831870555878,0.044018298387527466,0.002508036559447646,-0.02197980135679245,0.09401901066303253,0.230638325214386,0.06141204759478569,-0.05368897691369057,0.175977423787117
the,0.5091903209686279,0.3906462490558624,1.0,0.32825469970703125,0.2820442318916321,0.3733934462070465,0.23187310993671417,0.26723232865333557,0.22068053483963013
books,0.1957922726869583,0.21913474798202515,0.23187310993671417,0.1991550624370575,0.22348254919052124,0.25903794169425964,1.0,0.2639281749725342,0.1897611767053604
published,0.1944759637117386,0.20513179898262024,0.22017472982406616,0.1923004388809204,0.1912035495042801,0.16961833834648132,0.4908095896244049,0.2942379117012024,0.16280238330364227
were,0.29649975895881653,1.0000001192092896,0.3906462490558624,0.2926452159881592,0.11412792652845383,0.3188014328479767,0.21913474798202515,0.20631881058216095,0.17890112102031708
primarily,0.25542011857032776,0.17725645005702972,0.34785038232803345,0.1949722021818161,0.02933979034423828,0.20641058683395386,0.18904675543308258,0.20094352960586548,0.06029784679412842
novelised,0.20084314048290253,0.2623344361782074,0.2605355381965637,0.2742828130722046,0.25720372796058655,0.21851728856563568,0.39261534810066223,0.14036768674850464,0.13386180996894836
adaptations,0.16253870725631714,0.20203910768032074,0.2545331120491028,0.2989134192466736,0.171970933675766,0.18106915056705475,0.32071176171302795,0.26376262307167053,0.15192241966724396
of,0.3757161796092987,0.34038281440734863,0.733189046382904,0.33267632126808167,0.16895952820777893,0.2827862501144409,0.18863578140735626,0.2416580766439438,0.1826142966747284
broadcast,0.2190258502960205,0.12331408262252808,0.2713715434074402,0.11726498603820801,0.18613839149475098,0.18632595241069794,0.21389935910701752,0.24488548934459686,0.15760008990764618
episodes,0.20127248764038086,0.17896170914173126,0.1889590173959732,0.14554888010025024,0.2920081615447998,0.20461446046829224,0.29328635334968567,0.23154427111148834,0.21740183234214783
;,0.022927695885300636,0.14040996134281158,0.09152708947658539,0.10580036789178848,0.03465403988957405,0.007937713526189327,0.011492862366139889,0.06163804605603218,0.10349778085947037
beginning,0.41447868943214417,0.31133952736854553,0.49622642993927,0.38857516646385193,0.14553077518939972,0.25200510025024414,0.2209499478340149,0.19650717079639435,0.19413669407367706
in,0.4431333839893341,0.3815755248069763,0.6662389636039734,0.3064194619655609,0.25567495822906494,0.2792111933231354,0.250139981508255,0.1939793825149536,0.20430970191955566
1991,0.05683831870555878,0.044018298387527466,0.002508036559447646,-0.02197980135679245,0.09401901066303253,0.230638325214386,0.06141204759478569,-0.05368897691369057,0.175977423787117
an,0.33026179671287537,0.08893381804227829,0.4207492768764496,0.20667658746242523,0.1790127456188202,0.2848317325115204,0.13059160113334656,0.20774535834789276,0.19793890416622162
extensive,0.1557246446609497,0.20231901109218597,0.2952674925327301,0.2952861189842224,0.07558383792638779,0.12950941920280457,0.23244401812553406,0.2776792347431183,0.16032595932483673
line,0.2305605411529541,0.16909393668174744,0.29789501428604126,0.11920318007469177,0.09354692697525024,0.1774713397026062,0.12201868742704391,0.19519968330860138,0.16271452605724335
of,0.3757161796092987,0.34038281440734863,0.733189046382904,0.33267632126808167,0.16895952820777893,0.2827862501144409,0.18863578140735626,0.2416580766439438,0.1826142966747284
original,0.2014450877904892,0.27702075242996216,0.4037000238895416,0.33492332696914673,0.13737785816192627,0.1785319596529007,0.1799405813217163,0.2742748260498047,0.17256900668144226
fiction,0.18512727320194244,0.1855488419532776,0.20230287313461304,0.22142380475997925,0.32431042194366455,0.22704675793647766,0.5003605484962463,0.16726090013980865,0.19665013253688812
was,0.37326499819755554,0.590133786201477,0.48711544275283813,0.25501716136932373,0.19672659039497375,0.3318818509578705,0.18330562114715576,0.1657772958278656,0.18412111699581146
launched,0.20492124557495117,0.19473113119602203,0.2547066807746887,0.07104478776454926,0.0871320515871048,0.12453620135784149,0.14027094841003418,0.286384642124176,0.1803835779428482
",",0.36674630641937256,0.36755475401878357,0.4933079481124878,0.20733466744422913,0.20407600700855255,0.3365725874900818,0.258169561624527,0.2614012062549591,0.31091248989105225
the,0.5091903209686279,0.3906462490558624,1.0,0.32825469970703125,0.2820442318916321,0.3733934462070465,0.23187310993671417,0.26723232865333557,0.22068053483963013
virgin,0.1450301557779312,0.1581590473651886,0.21732187271118164,0.17494283616542816,0.14336243271827698,0.17651696503162384,0.18025007843971252,0.20323725044727325,0.11987020075321198
new,0.257220059633255,0.21711495518684387,0.3845241069793701,0.2118823230266571,0.12563565373420715,0.2378052920103073,0.2013004571199417,0.20730333030223846,0.14782847464084625
adventures,0.23222917318344116,0.1218729317188263,0.2034815400838852,0.14235533773899078,0.283301442861557,0.2170078009366989,0.39209067821502686,0.1382216215133667,0.15214234590530396
and,0.4716290831565857,0.42175528407096863,0.5171257257461548,0.2148319035768509,0.21673844754695892,0.41279885172843933,0.3090738356113434,0.24201975762844086,0.20544172823429108
virgin,0.1450301557779312,0.1581590473651886,0.21732187271118164,0.17494283616542816,0.14336243271827698,0.17651696503162384,0.18025007843971252,0.20323725044727325,0.11987020075321198
missing,0.25271812081336975,0.22694021463394165,0.2549445927143097,0.21591252088546753,0.15533603727817535,0.16799874603748322,0.20270873606204987,0.167205348610878,0.2695959508419037
adventures,0.23222917318344116,0.1218729317188263,0.2034815400838852,0.14235533773899078,0.283301442861557,0.2170078009366989,0.39209067821502686,0.1382216215133667,0.15214234590530396
.,0.475719153881073,0.3378238379955292,0.5934505462646484,0.21521835029125214,0.22361043095588684,0.3541337847709656,0.2393038123846054,0.3383464217185974,0.4130953550338745
