,what,leader,led,the,dutch,revolt,and,wrote,apologie,?
the,0.42745697498321533,0.27799519896507263,0.3267505168914795,1.0,0.1705695390701294,0.26279088854789734,0.5171257257461548,0.2426944375038147,0.14456334710121155,0.22068053483963013
silent,0.20245704054832458,0.14913146197795868,0.11008800566196442,0.18443737924098969,0.21103709936141968,0.17633786797523499,0.18949982523918152,0.21637170016765594,0.2381192296743393,0.11667241156101227
",",0.3087472915649414,0.23893310129642487,0.22548827528953552,0.4933079481124878,0.23674406111240387,0.18433308601379395,0.6633074283599854,0.27225261926651,0.25402525067329407,0.31091248989105225
leader,0.15734966099262238,1.0,0.428101122379303,0.27799519896507263,0.19109956920146942,0.294393926858902,0.23547638952732086,0.16520169377326965,0.14284326136112213,0.09527933597564697
of,0.33290785551071167,0.24122127890586853,0.32918456196784973,0.733189046382904,0.14408773183822632,0.23708310723304749,0.5116966962814331,0.30241408944129944,0.09179472923278809,0.1826142966747284
the,0.42745697498321533,0.27799519896507263,0.3267505168914795,1.0,0.1705695390701294,0.26279088854789734,0.5171257257461548,0.2426944375038147,0.14456334710121155,0.22068053483963013
dutch,0.1643560230731964,0.19109956920146942,0.16785328090190887,0.1705695390701294,0.9999999403953552,0.22567413747310638,0.26873692870140076,0.12578289210796356,0.15198740363121033,0.1081366017460823
(,0.2411840260028839,0.2302042543888092,0.17649628221988678,0.33289089798927307,0.1816992163658142,0.1071397215127945,0.4862271547317505,0.16633541882038116,0.24307025969028473,0.40561532974243164
calvinist,0.24380050599575043,0.34302183985710144,0.2131018191576004,0.22695963084697723,0.31896889209747314,0.24976478517055511,0.24251225590705872,0.2768571674823761,0.28586292266845703,0.20681126415729523
),0.26259949803352356,0.261921226978302,0.1660025268793106,0.3456730246543884,0.1930844932794571,0.12460894137620926,0.4961937665939331,0.18445713818073273,0.24516375362873077,0.42300865054130554
revolt,0.21133480966091156,0.294393926858902,0.3063206970691681,0.26279088854789734,0.22567413747310638,1.0000001192092896,0.17719049751758575,0.20486731827259064,0.23168715834617615,0.13996845483779907
against,0.24561616778373718,0.23841425776481628,0.3520243763923645,0.3090755045413971,0.16193445026874542,0.32754918932914734,0.3292689621448517,0.20343588292598724,0.2235332727432251,0.18095137178897858
spanish,0.13950122892856598,0.15101678669452667,0.1702890396118164,0.23213517665863037,0.41973862051963806,0.252747118473053,0.27494850754737854,0.1280437558889389,0.11633354425430298,0.14750491082668304
(,0.2411840260028839,0.2302042543888092,0.17649628221988678,0.33289089798927307,0.1816992163658142,0.1071397215127945,0.4862271547317505,0.16633541882038116,0.24307025969028473,0.40561532974243164
catholic,0.1882777214050293,0.22463567554950714,0.18895240128040314,0.26391419768333435,0.18072840571403503,0.25993937253952026,0.2147825062274933,0.22423408925533295,0.2926737070083618,0.16609853506088257
),0.26259949803352356,0.261921226978302,0.1660025268793106,0.3456730246543884,0.1930844932794571,0.12460894137620926,0.4961937665939331,0.18445713818073273,0.24516375362873077,0.42300865054130554
rule,0.30539435148239136,0.21658270061016083,0.22160255908966064,0.29894936084747314,0.15533389151096344,0.3775333762168884,0.22522340714931488,0.20586110651493073,0.18568934500217438,0.1955260932445526
.,0.3567904531955719,0.21285216510295868,0.19335708022117615,0.5934505462646484,0.2196396291255951,0.1779014617204666,0.588965117931366,0.2480330765247345,0.19731168448925018,0.4130953550338745
,what,leader,led,the,dutch,revolt,and,wrote,apologie,?
early,0.2454567849636078,0.2353314459323883,0.3135901987552643,0.34442198276519775,0.1483459174633026,0.2008282095193863,0.29847630858421326,0.28121474385261536,0.10838856548070908,0.15272949635982513
ties,0.05768733099102974,0.21636228263378143,0.23510417342185974,0.21061654388904572,0.1351051777601242,0.2214013934135437,0.32915666699409485,0.0867205485701561,0.130510613322258,0.08758962154388428
were,0.22298263013362885,0.15754278004169464,0.3353847861289978,0.3906462490558624,0.17881813645362854,0.24117590487003326,0.42175528407096863,0.3381096124649048,0.14250676333904266,0.17890112102031708
already,0.4530037045478821,0.046669334173202515,0.12511000037193298,0.34582915902137756,0.1902609020471573,0.18656080961227417,0.3149968087673187,0.20861993730068207,0.2655937671661377,0.3477933406829834
visible,0.29748985171318054,0.016032053157687187,0.131912499666214,0.3234308958053589,0.06544381380081177,0.016243821009993553,0.2480427324771881,0.08732052147388458,0.10980091989040375,0.16810297966003418
in,0.30808621644973755,0.22669851779937744,0.2990247309207916,0.6662389636039734,0.17559829354286194,0.1841784566640854,0.4954058527946472,0.2898900806903839,0.1451415717601776,0.20430970191955566
the,0.42745697498321533,0.27799519896507263,0.3267505168914795,1.0,0.1705695390701294,0.26279088854789734,0.5171257257461548,0.2426944375038147,0.14456334710121155,0.22068053483963013
``,0.008517155423760414,0.11118976026773453,-0.016944291070103645,0.029072100296616554,0.04838523641228676,0.04073137044906616,0.036644238978624344,0.0734158530831337,0.015599874779582024,0.0685480609536171
apologie,0.3106670677661896,0.14284326136112213,0.13015446066856384,0.14456334710121155,0.15198740363121033,0.23168715834617615,0.12470900267362595,0.32061997056007385,1.0000001192092896,0.3412799835205078
'',0.08143015950918198,0.05775728076696396,-0.014565089717507362,0.041273195296525955,-0.0020182228181511164,0.030922532081604004,0.021612688899040222,0.019677795469760895,-0.011697541922330856,0.018684765323996544
of,0.33290785551071167,0.24122127890586853,0.32918456196784973,0.733189046382904,0.14408773183822632,0.23708310723304749,0.5116966962814331,0.30241408944129944,0.09179472923278809,0.1826142966747284
william,0.24990826845169067,0.136001855134964,0.1880803406238556,0.21537061035633087,0.2614935338497162,0.24124887585639954,0.2535148561000824,0.2642865777015686,0.2583717107772827,0.14462219178676605
the,0.42745697498321533,0.27799519896507263,0.3267505168914795,1.0,0.1705695390701294,0.26279088854789734,0.5171257257461548,0.2426944375038147,0.14456334710121155,0.22068053483963013
silent,0.20245704054832458,0.14913146197795868,0.11008800566196442,0.18443737924098969,0.21103709936141968,0.17633786797523499,0.18949982523918152,0.21637170016765594,0.2381192296743393,0.11667241156101227
",",0.3087472915649414,0.23893310129642487,0.22548827528953552,0.4933079481124878,0.23674406111240387,0.18433308601379395,0.6633074283599854,0.27225261926651,0.25402525067329407,0.31091248989105225
condemning,0.3369600474834442,0.2626648545265198,0.3600703775882721,0.3010975420475006,0.15391993522644043,0.3138342797756195,0.26513588428497314,0.27339431643486023,0.3589106798171997,0.26393499970436096
the,0.42745697498321533,0.27799519896507263,0.3267505168914795,1.0,0.1705695390701294,0.26279088854789734,0.5171257257461548,0.2426944375038147,0.14456334710121155,0.22068053483963013
spanish,0.13950122892856598,0.15101678669452667,0.1702890396118164,0.23213517665863037,0.41973862051963806,0.252747118473053,0.27494850754737854,0.1280437558889389,0.11633354425430298,0.14750491082668304
inquisition,0.2737938165664673,0.2535225450992584,0.2433883249759674,0.2849404513835907,0.227674663066864,0.3376375138759613,0.20362941920757294,0.26538658142089844,0.2813050150871277,0.16987963020801544
",",0.3087472915649414,0.23893310129642487,0.22548827528953552,0.4933079481124878,0.23674406111240387,0.18433308601379395,0.6633074283599854,0.27225261926651,0.25402525067329407,0.31091248989105225
which,0.5261979103088379,0.13041070103645325,0.21040768921375275,0.6521818041801453,0.12961752712726593,0.21072709560394287,0.506277859210968,0.2306787371635437,0.14800973236560822,0.25814583897590637
was,0.22111038863658905,0.3073844909667969,0.34443995356559753,0.48711544275283813,0.2182149887084961,0.25198274850845337,0.3740963041782379,0.40092042088508606,0.23454996943473816,0.18412111699581146
written,0.25412634015083313,0.13738667964935303,0.11750902235507965,0.2582438886165619,0.13313834369182587,0.13413910567760468,0.26158156991004944,0.6132748126983643,0.24370385706424713,0.21451954543590546
by,0.2455483376979828,0.16688144207000732,0.30694612860679626,0.4408751428127289,0.16281594336032867,0.22489765286445618,0.4289871156215668,0.2766735553741455,0.1609559804201126,0.17966607213020325
his,0.26976513862609863,0.2995552122592926,0.30691808462142944,0.4394008219242096,0.19317306578159332,0.24567684531211853,0.4234102666378021,0.37588781118392944,0.2646787762641907,0.18075084686279297
court,0.23440583050251007,0.18193981051445007,0.1492275893688202,0.2812081575393677,0.11459442973136902,0.22090767323970795,0.22896502912044525,0.226714089512825,0.15814511477947235,0.17100423574447632
minister,0.1705908179283142,0.4717351794242859,0.2970104515552521,0.19297581911087036,0.11950609087944031,0.1681518852710724,0.24971023201942444,0.20360316336154938,0.1853182017803192,0.10825661569833755
",",0.3087472915649414,0.23893310129642487,0.22548827528953552,0.4933079481124878,0.23674406111240387,0.18433308601379395,0.6633074283599854,0.27225261926651,0.25402525067329407,0.31091248989105225
the,0.42745697498321533,0.27799519896507263,0.3267505168914795,1.0,0.1705695390701294,0.26279088854789734,0.5171257257461548,0.2426944375038147,0.14456334710121155,0.22068053483963013
huguenot,0.1912020891904831,0.2962123155593872,0.25171127915382385,0.29557526111602783,0.39192789793014526,0.4114576578140259,0.2762077748775482,0.25751128792762756,0.2654959261417389,0.1359742432832718
pierre,0.129045307636261,0.17237119376659393,0.10813911259174347,0.19442830979824066,0.21544155478477478,0.13783250749111176,0.19246427714824677,0.1458064764738083,0.2226589471101761,0.16526779532432556
l'oyseleur,0.23222339153289795,0.1987180858850479,0.13028757274150848,0.30190831422805786,0.24186645448207855,0.2610250413417816,0.28394052386283875,0.23361504077911377,0.3135867714881897,0.2842220962047577
",",0.3087472915649414,0.23893310129642487,0.22548827528953552,0.4933079481124878,0.23674406111240387,0.18433308601379395,0.6633074283599854,0.27225261926651,0.25402525067329407,0.31091248989105225
lord,0.15077504515647888,0.14060360193252563,0.15928784012794495,0.2489406019449234,0.1522911787033081,0.22365672886371613,0.22902889549732208,0.1434677392244339,0.15995925664901733,0.09544310718774796
of,0.33290785551071167,0.24122127890586853,0.32918456196784973,0.733189046382904,0.14408773183822632,0.23708310723304749,0.5116966962814331,0.30241408944129944,0.09179472923278809,0.1826142966747284
villiers,0.1490778774023056,0.18087799847126007,0.1782451570034027,0.2038567215204239,0.1779497265815735,0.10183613002300262,0.28063616156578064,0.2659512162208557,0.23849663138389587,0.15787145495414734
.,0.3567904531955719,0.21285216510295868,0.19335708022117615,0.5934505462646484,0.2196396291255951,0.1779014617204666,0.588965117931366,0.2480330765247345,0.19731168448925018,0.4130953550338745
