,what,type,of,steam,engine,produces,most,electricity,in,the,world,today,?
steam,0.15672586858272552,0.2094206064939499,0.20239725708961487,1.0000001192092896,0.4921848475933075,0.22553561627864838,0.2003706395626068,0.4412391483783722,0.19852672517299652,0.23105813562870026,0.14963915944099426,0.207895427942276,0.113324373960495
engines,0.1634974628686905,0.14994610846042633,0.17593856155872345,0.4903687536716461,0.8767010569572449,0.27263298630714417,0.2395818531513214,0.3556938171386719,0.18084456026554108,0.2245008647441864,0.2107616662979126,0.14952465891838074,0.18940703570842743
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2264556586742401,0.19789794087409973,0.2517208456993103,0.3636029064655304,0.2550862729549408,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.3282252550125122,0.31091248989105225
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23105813562870026,0.21651263535022736,0.2783815562725067,0.47635307908058167,0.274786114692688,0.6662389636039734,1.0,0.33604270219802856,0.35740926861763,0.22068053483963013
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,-0.11058172583580017,0.021642690524458885,0.015940316021442413,0.08567854017019272,-0.06919186562299728,0.04765888676047325,0.029072100296616554,-0.0740956962108612,0.036287181079387665,0.0685480609536171
steam,0.15672586858272552,0.2094206064939499,0.20239725708961487,1.0000001192092896,0.4921848475933075,0.22553561627864838,0.2003706395626068,0.4412391483783722,0.19852672517299652,0.23105813562870026,0.14963915944099426,0.207895427942276,0.113324373960495
age,0.1895245760679245,0.19573974609375,0.2372717410326004,0.13983744382858276,0.07334700226783752,0.07933914661407471,0.11108490079641342,0.13417811691761017,0.30576348304748535,0.24711290001869202,0.24584408104419708,0.12675581872463226,0.16859300434589386
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,0.0038136597722768784,0.046407122164964676,0.0068146479316055775,0.01990530639886856,0.036366336047649384,0.07432962208986282,0.041273195296525955,-0.07833857089281082,0.005411121994256973,0.018684765323996544
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.13029660284519196,0.18856970965862274,0.35465162992477417,0.41165053844451904,0.22211486101150513,0.5394441485404968,0.5823672413825989,0.24458536505699158,0.3404538929462433,0.22961433231830597
continuing,0.28147760033607483,0.15098603069782257,0.267429918050766,0.1292225867509842,0.13758987188339233,0.11861486732959747,0.23928570747375488,0.1954333484172821,0.2760273814201355,0.32997485995292664,0.2847813367843628,0.27803122997283936,0.16484299302101135
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.21801024675369263,0.1990211457014084,0.30453601479530334,0.336320698261261,0.21751242876052856,0.4080928862094879,0.4223487675189972,0.2832821011543274,0.22647687792778015,0.2433311939239502
energy,0.190252885222435,0.1322951763868332,0.26257598400115967,0.3110866844654083,0.29777294397354126,0.33457261323928833,0.17644186317920685,0.5272685289382935,0.17693158984184265,0.26756542921066284,0.21170999109745026,0.13506515324115753,0.14860127866268158
levels,0.21641245484352112,0.20811250805854797,0.23668165504932404,0.10387212038040161,0.17091110348701477,0.24260292947292328,0.16549775004386902,0.18199490010738373,0.2418597936630249,0.286034494638443,0.17204682528972626,0.06937668472528458,0.1541307419538498
far,0.34794166684150696,0.06443139165639877,0.3005201518535614,0.17746984958648682,0.11796192824840546,0.1017553061246872,0.3364282250404358,0.22256922721862793,0.2599720060825348,0.38564538955688477,0.1617736667394638,0.2574038803577423,0.2170870453119278
beyond,0.3297902047634125,0.08327115327119827,0.25559017062187195,0.13807295262813568,0.11377277225255966,0.12294984608888626,0.18874020874500275,0.14549203217029572,0.2508668303489685,0.2982341945171356,0.1522909700870514,0.27423301339149475,0.1875571459531784
those,0.44466671347618103,0.17623955011367798,0.37935635447502136,0.17405474185943604,0.17540332674980164,0.18431439995765686,0.4513194262981415,0.25684496760368347,0.3419301211833954,0.42861196398735046,0.2689165472984314,0.3392046391963959,0.3328189253807068
of,0.33290785551071167,0.18112817406654358,1.0,0.20239725708961487,0.17095594108104706,0.24670347571372986,0.4178851246833801,0.22897469997406006,0.5696388483047485,0.733189046382904,0.2828933000564575,0.3291318118572235,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23105813562870026,0.21651263535022736,0.2783815562725067,0.47635307908058167,0.274786114692688,0.6662389636039734,1.0,0.33604270219802856,0.35740926861763,0.22068053483963013
turn,0.29013973474502563,0.20381198823451996,0.23566555976867676,0.28689682483673096,0.28040072321891785,0.26248857378959656,0.26635974645614624,0.25631630420684814,0.1769595742225647,0.3359498679637909,0.21653205156326294,0.10520588606595993,0.2072952687740326
of,0.33290785551071167,0.18112817406654358,1.0,0.20239725708961487,0.17095594108104706,0.24670347571372986,0.4178851246833801,0.22897469997406006,0.5696388483047485,0.733189046382904,0.2828933000564575,0.3291318118572235,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23105813562870026,0.21651263535022736,0.2783815562725067,0.47635307908058167,0.274786114692688,0.6662389636039734,1.0,0.33604270219802856,0.35740926861763,0.22068053483963013
19th,0.11525199562311172,0.08041264116764069,0.16605104506015778,0.18786564469337463,0.17605720460414886,0.15694230794906616,0.14993607997894287,0.21010494232177734,0.15408828854560852,0.24964287877082825,0.1791772097349167,0.09626960009336472,0.004712673369795084
century,0.20422613620758057,0.12631413340568542,0.2826060354709625,0.2347051203250885,0.11477544158697128,0.11645489186048508,0.3330184817314148,0.18042047321796417,0.3174034655094147,0.3617299497127533,0.2372988611459732,0.3821865916252136,0.1026201918721199
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22855372726917267,0.21814921498298645,0.25228190422058105,0.35404038429260254,0.24271675944328308,0.5591574311256409,0.5934505462646484,0.3177160322666168,0.30348071455955505,0.4130953550338745
,what,type,of,steam,engine,produces,most,electricity,in,the,world,today,?
reciprocating,0.3255842924118042,0.304313600063324,0.27445268630981445,0.2718157172203064,0.35745206475257874,0.40268170833587646,0.27445676922798157,0.3847929835319519,0.21796420216560364,0.25304242968559265,0.17558762431144714,0.2007695436477661,0.2616906762123108
piston,0.13301563262939453,0.1932917833328247,0.15260520577430725,0.3801049590110779,0.4761192500591278,0.33476629853248596,0.18450218439102173,0.34443676471710205,0.21022552251815796,0.22337445616722107,0.13223086297512054,0.10165885090827942,0.17207856476306915
type,0.2722663879394531,1.0000001192092896,0.18112817406654358,0.2094206064939499,0.16939829289913177,0.2671908736228943,0.24228660762310028,0.20340080559253693,0.20604541897773743,0.21819381415843964,0.13339558243751526,0.17021092772483826,0.17536182701587677
steam,0.15672586858272552,0.2094206064939499,0.20239725708961487,1.0000001192092896,0.4921848475933075,0.22553561627864838,0.2003706395626068,0.4412391483783722,0.19852672517299652,0.23105813562870026,0.14963915944099426,0.207895427942276,0.113324373960495
engines,0.1634974628686905,0.14994610846042633,0.17593856155872345,0.4903687536716461,0.8767010569572449,0.27263298630714417,0.2395818531513214,0.3556938171386719,0.18084456026554108,0.2245008647441864,0.2107616662979126,0.14952465891838074,0.18940703570842743
remained,0.1733817607164383,0.04520195722579956,0.35287612676620483,0.2021377831697464,0.13490834832191467,0.1205660030245781,0.27169156074523926,0.16584672033786774,0.30947351455688477,0.3492392301559448,0.21202610433101654,0.31591296195983887,0.08263323456048965
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23105813562870026,0.21651263535022736,0.2783815562725067,0.47635307908058167,0.274786114692688,0.6662389636039734,1.0,0.33604270219802856,0.35740926861763,0.22068053483963013
dominant,0.21783894300460815,0.21512246131896973,0.3018357455730438,0.18495407700538635,0.17159686982631683,0.27765434980392456,0.35191428661346436,0.08981886506080627,0.26107057929039,0.3743239641189575,0.22826606035232544,0.26220208406448364,0.07625212520360947
source,0.2553733289241791,0.19904370605945587,0.18598204851150513,0.190715953707695,0.2470884472131729,0.3462672233581543,0.2471988946199417,0.28462401032447815,0.24019475281238556,0.30258262157440186,0.1853286623954773,0.142902210354805,0.2462312877178192
of,0.33290785551071167,0.18112817406654358,1.0,0.20239725708961487,0.17095594108104706,0.24670347571372986,0.4178851246833801,0.22897469997406006,0.5696388483047485,0.733189046382904,0.2828933000564575,0.3291318118572235,0.1826142966747284
power,0.22216427326202393,0.09106644988059998,0.25273123383522034,0.35972869396209717,0.30954575538635254,0.20841780304908752,0.18401093780994415,0.5319902896881104,0.16666220128536224,0.2647338807582855,0.16244404017925262,0.14828667044639587,0.15304024517536163
until,0.2693650424480438,0.08382980525493622,0.2787701487541199,0.19970092177391052,0.1629401445388794,0.07989078760147095,0.20077821612358093,0.18080109357833862,0.38338494300842285,0.37191009521484375,0.20353442430496216,0.3069952726364136,0.20304496586322784
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23105813562870026,0.21651263535022736,0.2783815562725067,0.47635307908058167,0.274786114692688,0.6662389636039734,1.0,0.33604270219802856,0.35740926861763,0.22068053483963013
early,0.2454567849636078,0.24463579058647156,0.30937549471855164,0.24322280287742615,0.12666913866996765,0.09313354641199112,0.3838981091976166,0.19591674208641052,0.34672921895980835,0.34442198276519775,0.24963359534740448,0.36165186762809753,0.15272949635982513
20th,0.1850772649049759,0.14924097061157227,0.21726468205451965,0.17203637957572937,0.18532179296016693,0.18837566673755646,0.17971672117710114,0.23126478493213654,0.20743919909000397,0.3097512125968933,0.184085413813591,0.11090360581874847,0.14985637366771698
century,0.20422613620758057,0.12631413340568542,0.2826060354709625,0.2347051203250885,0.11477544158697128,0.11645489186048508,0.3330184817314148,0.18042047321796417,0.3174034655094147,0.3617299497127533,0.2372988611459732,0.3821865916252136,0.1026201918721199
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2264556586742401,0.19789794087409973,0.2517208456993103,0.3636029064655304,0.2550862729549408,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.3282252550125122,0.31091248989105225
when,0.4700249433517456,0.17292563617229462,0.3757161796092987,0.29351481795310974,0.2008768618106842,0.26653531193733215,0.299309104681015,0.3229100704193115,0.4431333839893341,0.5091903209686279,0.23794586956501007,0.3225412964820862,0.22841128706932068
advances,0.2105628252029419,0.09775768220424652,0.27895745635032654,0.21999195218086243,0.1594976931810379,0.22521643340587616,0.24778150022029877,0.24563521146774292,0.22989708185195923,0.29882919788360596,0.29685962200164795,0.1825064718723297,0.12414493411779404
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.19852672517299652,0.18885408341884613,0.2199338972568512,0.41416558623313904,0.2437814176082611,1.0,0.6662389636039734,0.3038199245929718,0.3300545811653137,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23105813562870026,0.21651263535022736,0.2783815562725067,0.47635307908058167,0.274786114692688,0.6662389636039734,1.0,0.33604270219802856,0.35740926861763,0.22068053483963013
design,0.23893405497074127,0.19864718616008759,0.2522938847541809,0.2571820318698883,0.3978540599346161,0.20930881798267365,0.21048547327518463,0.27231037616729736,0.21856798231601715,0.27913451194763184,0.18141141533851624,0.16771897673606873,0.16351860761642456
of,0.33290785551071167,0.18112817406654358,1.0,0.20239725708961487,0.17095594108104706,0.24670347571372986,0.4178851246833801,0.22897469997406006,0.5696388483047485,0.733189046382904,0.2828933000564575,0.3291318118572235,0.1826142966747284
electric,0.15451551973819733,0.19005827605724335,0.17329032719135284,0.3633075952529907,0.31503960490226746,0.29213160276412964,0.14066481590270996,0.7092110514640808,0.19779469072818756,0.21345196664333344,0.1332201212644577,0.1394638568162918,0.15674720704555511
motors,0.180420383810997,0.14483754336833954,0.17503497004508972,0.3802523612976074,0.41915589570999146,0.23562723398208618,0.15419790148735046,0.42381423711776733,0.16052447259426117,0.16861771047115326,0.13626179099082947,0.14642013609409332,0.16430476307868958
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.24133789539337158,0.18437977135181427,0.25440889596939087,0.4309377074241638,0.2610585391521454,0.4954058527946472,0.5171257257461548,0.3246132433414459,0.37503334879875183,0.20544172823429108
internal,0.2065390944480896,0.1597461998462677,0.273920476436615,0.21935473382472992,0.3864317238330841,0.2636105418205261,0.18528670072555542,0.24738740921020508,0.20769467949867249,0.24764955043792725,0.16343280673027039,0.1631011664867401,0.1665428727865219
combustion,0.2678600549697876,0.34383919835090637,0.25126782059669495,0.5523067712783813,0.6045117974281311,0.3930281102657318,0.27073904871940613,0.5131310224533081,0.2270977944135666,0.2447446882724762,0.165760338306427,0.20786495506763458,0.2177530825138092
engines,0.1634974628686905,0.14994610846042633,0.17593856155872345,0.4903687536716461,0.8767010569572449,0.27263298630714417,0.2395818531513214,0.3556938171386719,0.18084456026554108,0.2245008647441864,0.2107616662979126,0.14952465891838074,0.18940703570842743
gradually,0.29329201579093933,0.13654346764087677,0.25775328278541565,0.3249153196811676,0.20864489674568176,0.20219409465789795,0.2692282497882843,0.21672409772872925,0.2659119665622711,0.3209700584411621,0.20663860440254211,0.3080756664276123,0.09310194849967957
resulted,0.14803820848464966,0.23756936192512512,0.3479447662830353,0.15236622095108032,0.18098002672195435,0.17396843433380127,0.20879651606082916,0.17379049956798553,0.3197503983974457,0.2975946068763733,0.1939864158630371,0.1513683795928955,0.1391388475894928
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.19852672517299652,0.18885408341884613,0.2199338972568512,0.41416558623313904,0.2437814176082611,1.0,0.6662389636039734,0.3038199245929718,0.3300545811653137,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23105813562870026,0.21651263535022736,0.2783815562725067,0.47635307908058167,0.274786114692688,0.6662389636039734,1.0,0.33604270219802856,0.35740926861763,0.22068053483963013
replacement,0.19443123042583466,0.24169579148292542,0.18200843036174774,0.19657087326049805,0.26188838481903076,0.22811105847358704,0.19744783639907837,0.18486155569553375,0.2093958556652069,0.27791428565979004,0.09135933965444565,0.13982143998146057,0.14126648008823395
of,0.33290785551071167,0.18112817406654358,1.0,0.20239725708961487,0.17095594108104706,0.24670347571372986,0.4178851246833801,0.22897469997406006,0.5696388483047485,0.733189046382904,0.2828933000564575,0.3291318118572235,0.1826142966747284
reciprocating,0.3255842924118042,0.304313600063324,0.27445268630981445,0.2718157172203064,0.35745206475257874,0.40268170833587646,0.27445676922798157,0.3847929835319519,0.21796420216560364,0.25304242968559265,0.17558762431144714,0.2007695436477661,0.2616906762123108
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.11881943792104721,0.11642640084028244,0.20093584060668945,0.20654040575027466,0.1889658272266388,0.3087427020072937,0.33289089798927307,0.22099611163139343,0.226308673620224,0.40561532974243164
piston,0.13301563262939453,0.1932917833328247,0.15260520577430725,0.3801049590110779,0.4761192500591278,0.33476629853248596,0.18450218439102173,0.34443676471710205,0.21022552251815796,0.22337445616722107,0.13223086297512054,0.10165885090827942,0.17207856476306915
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.13912063837051392,0.12827058136463165,0.19421149790287018,0.23620007932186127,0.18428006768226624,0.3326910734176636,0.3456730246543884,0.22386978566646576,0.2661649286746979,0.42300865054130554
steam,0.15672586858272552,0.2094206064939499,0.20239725708961487,1.0000001192092896,0.4921848475933075,0.22553561627864838,0.2003706395626068,0.4412391483783722,0.19852672517299652,0.23105813562870026,0.14963915944099426,0.207895427942276,0.113324373960495
engines,0.1634974628686905,0.14994610846042633,0.17593856155872345,0.4903687536716461,0.8767010569572449,0.27263298630714417,0.2395818531513214,0.3556938171386719,0.18084456026554108,0.2245008647441864,0.2107616662979126,0.14952465891838074,0.18940703570842743
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.19852672517299652,0.18885408341884613,0.2199338972568512,0.41416558623313904,0.2437814176082611,1.0,0.6662389636039734,0.3038199245929718,0.3300545811653137,0.20430970191955566
commercial,0.12070754915475845,0.1362752467393875,0.21107374131679535,0.23320558667182922,0.25091269612312317,0.29160499572753906,0.23088809847831726,0.25187578797340393,0.2615188956260681,0.23051398992538452,0.22258545458316803,0.2138012796640396,0.04216946288943291
usage,0.27315184473991394,0.24213121831417084,0.2117948979139328,0.22408480942249298,0.2277425229549408,0.25032761693000793,0.2724679112434387,0.28475454449653625,0.22769588232040405,0.23839639127254486,0.2252899557352066,0.284682959318161,0.20954200625419617
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2264556586742401,0.19789794087409973,0.2517208456993103,0.3636029064655304,0.2550862729549408,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.3282252550125122,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.24133789539337158,0.18437977135181427,0.25440889596939087,0.4309377074241638,0.2610585391521454,0.4954058527946472,0.5171257257461548,0.3246132433414459,0.37503334879875183,0.20544172823429108
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.23105813562870026,0.21651263535022736,0.2783815562725067,0.47635307908058167,0.274786114692688,0.6662389636039734,1.0,0.33604270219802856,0.35740926861763,0.22068053483963013
ascendancy,0.18347163498401642,0.09465640038251877,0.32337021827697754,0.13140347599983215,0.1833956390619278,0.12224293500185013,0.19652369618415833,0.1429348737001419,0.19818052649497986,0.34054845571517944,0.21401643753051758,0.23732168972492218,0.13151909410953522
of,0.33290785551071167,0.18112817406654358,1.0,0.20239725708961487,0.17095594108104706,0.24670347571372986,0.4178851246833801,0.22897469997406006,0.5696388483047485,0.733189046382904,0.2828933000564575,0.3291318118572235,0.1826142966747284
steam,0.15672586858272552,0.2094206064939499,0.20239725708961487,1.0000001192092896,0.4921848475933075,0.22553561627864838,0.2003706395626068,0.4412391483783722,0.19852672517299652,0.23105813562870026,0.14963915944099426,0.207895427942276,0.113324373960495
turbines,0.17412316799163818,0.21259790658950806,0.2403727024793625,0.5227647423744202,0.4924341142177582,0.3883649408817291,0.2035781443119049,0.5334959626197815,0.23479467630386353,0.2202165722846985,0.2195970118045807,0.23190583288669586,0.18342499434947968
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.19852672517299652,0.18885408341884613,0.2199338972568512,0.41416558623313904,0.2437814176082611,1.0,0.6662389636039734,0.3038199245929718,0.3300545811653137,0.20430970191955566
power,0.22216427326202393,0.09106644988059998,0.25273123383522034,0.35972869396209717,0.30954575538635254,0.20841780304908752,0.18401093780994415,0.5319902896881104,0.16666220128536224,0.2647338807582855,0.16244404017925262,0.14828667044639587,0.15304024517536163
generation,0.1869358867406845,0.22990892827510834,0.23948384821414948,0.2492176592350006,0.24690720438957214,0.27697768807411194,0.2290399968624115,0.29217860102653503,0.1854984611272812,0.26573610305786133,0.265188604593277,0.21708303689956665,0.18250396847724915
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22855372726917267,0.21814921498298645,0.25228190422058105,0.35404038429260254,0.24271675944328308,0.5591574311256409,0.5934505462646484,0.3177160322666168,0.30348071455955505,0.4130953550338745
