,how,does,ht,strive,to,amass,power,?
'',-0.0029843549709767103,-0.004023602232336998,-0.047203999012708664,-0.0023728408850729465,-0.009905828163027763,0.025236595422029495,0.03610771894454956,0.018684765323996544
to,0.44169697165489197,0.4391997456550598,0.1455899029970169,0.39141520857810974,1.0,0.21467050909996033,0.27001675963401794,0.29463258385658264
change,0.3957580626010895,0.3352322578430176,0.1595131903886795,0.24098323285579681,0.3581787943840027,0.21949231624603271,0.20856714248657227,0.24115969240665436
muslim,0.15612904727458954,0.1884622871875763,0.15516969561576843,0.3016263246536255,0.2551989257335663,0.2261350005865097,0.18230581283569336,0.17456822097301483
public,0.15624697506427765,0.18710975348949432,0.10361780226230621,0.1747802197933197,0.2672370672225952,0.19571225345134735,0.12951965630054474,0.19872993230819702
opinion,0.2891322076320648,0.2539577782154083,0.08591710031032562,0.36697840690612793,0.3052038252353668,0.2287103533744812,0.17674849927425385,0.38472914695739746
",",0.22659391164779663,0.28617382049560547,0.17012560367584229,0.2551010251045227,0.44245919585227966,0.30111926794052124,0.2231994867324829,0.31091248989105225
and,0.33647966384887695,0.3461615741252899,0.11999765783548355,0.3005621135234833,0.48971283435821533,0.28053027391433716,0.27496716380119324,0.20544172823429108
in,0.2601168751716614,0.214483380317688,0.11868356168270111,0.15322692692279816,0.45010748505592346,0.2004040777683258,0.16666220128536224,0.20430970191955566
particular,0.4206317663192749,0.3592778146266937,0.18812520802021027,0.38680416345596313,0.40318208932876587,0.2188875377178192,0.1510516107082367,0.2741454839706421
through,0.2704794108867645,0.21495459973812103,0.18459828197956085,0.2305791825056076,0.4062686562538147,0.24462568759918213,0.20083147287368774,0.16913433372974396
elites,0.18748778104782104,0.15494434535503387,0.13248048722743988,0.2859869599342346,0.2526736259460449,0.24434401094913483,0.20913144946098328,0.1280139982700348
who,0.4070430099964142,0.25013914704322815,0.05712490156292915,0.30310487747192383,0.42656609416007996,0.1637078821659088,0.25855374336242676,0.26220351457595825
will,0.41543328762054443,0.583926260471344,0.21702344715595245,0.3810911774635315,0.5091033577919006,0.251199871301651,0.19713377952575684,0.35046905279159546
``,-0.01591024175286293,0.06539655476808548,0.12227640300989151,0.03465503454208374,0.06720756739377975,0.009028324857354164,0.02305009216070175,0.0685480609536171
facilitate,0.21746507287025452,0.23338176310062408,0.22825264930725098,0.32747793197631836,0.3323230743408203,0.23582488298416138,0.17205658555030823,0.255449503660202
'',-0.0029843549709767103,-0.004023602232336998,-0.047203999012708664,-0.0023728408850729465,-0.009905828163027763,0.025236595422029495,0.03610771894454956,0.018684765323996544
a,0.29312583804130554,0.38201746344566345,0.16875308752059937,0.2774460017681122,0.45503583550453186,0.2911597490310669,0.21580491960048676,0.23916715383529663
``,-0.01591024175286293,0.06539655476808548,0.12227640300989151,0.03465503454208374,0.06720756739377975,0.009028324857354164,0.02305009216070175,0.0685480609536171
change,0.3957580626010895,0.3352322578430176,0.1595131903886795,0.24098323285579681,0.3581787943840027,0.21949231624603271,0.20856714248657227,0.24115969240665436
of,0.2480744868516922,0.3119818866252899,0.13599449396133423,0.2635166347026825,0.41548454761505127,0.33640721440315247,0.25273123383522034,0.1826142966747284
the,0.33890387415885925,0.35928019881248474,0.17889079451560974,0.2336583137512207,0.535392165184021,0.2843348979949951,0.2647338807582855,0.22068053483963013
government,0.21719732880592346,0.19420266151428223,0.1521897315979004,0.2043326497077942,0.28343796730041504,0.13640441000461578,0.3452511131763458,0.18851417303085327
",",0.22659391164779663,0.28617382049560547,0.17012560367584229,0.2551010251045227,0.44245919585227966,0.30111926794052124,0.2231994867324829,0.31091248989105225
'',-0.0029843549709767103,-0.004023602232336998,-0.047203999012708664,-0.0023728408850729465,-0.009905828163027763,0.025236595422029495,0.03610771894454956,0.018684765323996544
i.e.,0.019265566021203995,-0.08671960979700089,0.08357621729373932,0.061165038496255875,-0.003404579358175397,-0.014641718938946724,0.09786555916070938,-0.022609230130910873
",",0.22659391164779663,0.28617382049560547,0.17012560367584229,0.2551010251045227,0.44245919585227966,0.30111926794052124,0.2231994867324829,0.31091248989105225
launch,0.15294672548770905,0.119179368019104,0.08459910750389099,0.1759626418352127,0.25276505947113037,0.19558194279670715,0.1760668307542801,0.22009649872779846
a,0.29312583804130554,0.38201746344566345,0.16875308752059937,0.2774460017681122,0.45503583550453186,0.2911597490310669,0.21580491960048676,0.23916715383529663
``,-0.01591024175286293,0.06539655476808548,0.12227640300989151,0.03465503454208374,0.06720756739377975,0.009028324857354164,0.02305009216070175,0.0685480609536171
bloodless,0.180678129196167,0.15041635930538177,0.14811193943023682,0.26750603318214417,0.20709043741226196,0.1270105093717575,0.2776825726032257,0.1582861840724945
'',-0.0029843549709767103,-0.004023602232336998,-0.047203999012708664,-0.0023728408850729465,-0.009905828163027763,0.025236595422029495,0.03610771894454956,0.018684765323996544
coup,0.1522212028503418,0.054713595658540726,0.16295643150806427,0.17738370597362518,0.1825425773859024,0.1841057389974594,0.33051493763923645,0.1414787918329239
.,0.3287222981452942,0.3022993505001068,0.21034403145313263,0.22703160345554352,0.4645031690597534,0.33585304021835327,0.2141435295343399,0.4130953550338745
