,which,descendants,of,genghis,khan,tried,to,dissociate,themselves,from,the,mongol,massacres,in,the,middle,east,?
khan,0.19211235642433167,0.22007568180561066,0.17124508321285248,0.5896923542022705,1.0,0.11119735985994339,0.18221943080425262,0.06440764665603638,0.07202756404876709,0.10581372678279877,0.21067845821380615,0.5576101541519165,0.16458146274089813,0.1527150720357895,0.21067845821380615,0.13592681288719177,0.16025978326797485,0.12862591445446014
and,0.506277859210968,0.21007809042930603,0.5116966962814331,0.26551535725593567,0.22885166108608246,0.3448130786418915,0.48971283435821533,0.3135734498500824,0.3146885335445404,0.3601827025413513,0.5171257257461548,0.21553155779838562,0.1449766904115677,0.4954058527946472,0.5171257257461548,0.2514324486255646,0.27633291482925415,0.20544172823429108
particularly,0.4413786828517914,0.18689662218093872,0.30258041620254517,0.13352149724960327,0.12082164734601974,0.12962055206298828,0.33588847517967224,0.2588624954223633,0.2456369400024414,0.25527527928352356,0.32132959365844727,0.06540533900260925,0.17422182857990265,0.33242201805114746,0.32132959365844727,0.2652154266834259,0.21714897453784943,0.2644225060939789
timur,0.17253513634204865,0.26856979727745056,0.1776023954153061,0.6614432334899902,0.5722219347953796,0.1667945683002472,0.1728261113166809,0.07690200954675674,0.16302981972694397,0.09391369670629501,0.2211863100528717,0.5979902148246765,0.28100165724754333,0.13005422055721283,0.2211863100528717,0.17720624804496765,0.25327068567276,0.11864087730646133
",",0.3658004403114319,0.2562495768070221,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.2927719056606293,0.44245919585227966,0.24085085093975067,0.19974499940872192,0.39760664105415344,0.4933079481124878,0.2229510098695755,0.2181587964296341,0.5201468467712402,0.4933079481124878,0.24847112596035004,0.319791704416275,0.31091248989105225
they,0.5165667533874512,0.30571770668029785,0.3426007330417633,0.23624715209007263,0.1357993632555008,0.3552035391330719,0.5452046394348145,0.35448265075683594,0.579420268535614,0.3321932256221771,0.49925389885902405,0.21323534846305847,0.21036604046821594,0.4330179989337921,0.49925389885902405,0.19944244623184204,0.20591416954994202,0.2753053903579712
clearly,0.46585381031036377,0.19688081741333008,0.2792348265647888,0.22590163350105286,0.13913442194461823,0.22283022105693817,0.3923592269420624,0.3595723807811737,0.3577015697956085,0.24877740442752838,0.37195420265197754,0.17029309272766113,0.19057773053646088,0.2390805333852768,0.37195420265197754,0.1723463535308838,0.10005676001310349,0.40760257840156555
distanced,0.27169719338417053,0.1964482218027115,0.2513534426689148,0.20357559621334076,0.16877609491348267,0.19216853380203247,0.28664395213127136,0.2216968685388565,0.25519904494285583,0.2504477798938751,0.26465117931365967,0.23124569654464722,0.09184856712818146,0.20498332381248474,0.26465117931365967,0.2626802325248718,0.22685155272483826,0.08741751313209534
themselves,0.3376573920249939,0.2724897265434265,0.2638634443283081,0.18597865104675293,0.07202756404876709,0.35494035482406616,0.37259936332702637,0.3607484698295593,1.0,0.21627750992774963,0.3444426357746124,0.17934909462928772,0.2646942138671875,0.17596714198589325,0.3444426357746124,0.12447307258844376,0.09717609733343124,0.20170879364013672
from,0.38755592703819275,0.20136423408985138,0.4249346852302551,0.19071364402770996,0.10581372678279877,0.21865637600421906,0.4069952368736267,0.23414865136146545,0.21627750992774963,1.0,0.40150508284568787,0.2123146951198578,0.16397833824157715,0.4274188280105591,0.40150508284568787,0.26505398750305176,0.27024149894714355,0.19969791173934937
the,0.6521818041801453,0.3091757893562317,0.733189046382904,0.3448939025402069,0.21067845821380615,0.29431280493736267,0.535392165184021,0.23418694734573364,0.3444426357746124,0.40150508284568787,1.0,0.2924198508262634,0.24657513201236725,0.6662389636039734,1.0,0.3405749201774597,0.3383176326751709,0.22068053483963013
mongol,0.22227831184864044,0.3035191297531128,0.22712039947509766,0.6244974732398987,0.5576101541519165,0.2271733433008194,0.2125127911567688,0.13476352393627167,0.17934909462928772,0.2123146951198578,0.2924198508262634,1.0000001192092896,0.29741957783699036,0.16958336532115936,0.2924198508262634,0.23215407133102417,0.20622029900550842,0.12849251925945282
atrocities,0.21316373348236084,0.2459162026643753,0.25276821851730347,0.31260165572166443,0.16229338943958282,0.26510879397392273,0.21168480813503265,0.2340031862258911,0.33862578868865967,0.18802915513515472,0.22528600692749023,0.2664985954761505,0.485614538192749,0.209302619099617,0.22528600692749023,0.15559807419776917,0.2290273904800415,0.2020578682422638
committed,0.1612052470445633,0.2097451090812683,0.24329917132854462,0.24549083411693573,0.15864114463329315,0.38864216208457947,0.2310274988412857,0.23643271625041962,0.306664377450943,0.2797410786151886,0.18229636549949646,0.15708906948566437,0.3941930830478668,0.2252098172903061,0.18229636549949646,0.09474552422761917,0.09958154708147049,0.20722328126430511
against,0.27554041147232056,0.16833049058914185,0.2669808566570282,0.2344937026500702,0.10938236117362976,0.2516215443611145,0.310872346162796,0.14957115054130554,0.2692209780216217,0.2447778731584549,0.3090755045413971,0.21419116854667664,0.2135898470878601,0.27273955941200256,0.3090755045413971,0.12725509703159332,0.13514474034309387,0.18095137178897858
the,0.6521818041801453,0.3091757893562317,0.733189046382904,0.3448939025402069,0.21067845821380615,0.29431280493736267,0.535392165184021,0.23418694734573364,0.3444426357746124,0.40150508284568787,1.0,0.2924198508262634,0.24657513201236725,0.6662389636039734,1.0,0.3405749201774597,0.3383176326751709,0.22068053483963013
khwarizim,0.3171890676021576,0.28016000986099243,0.29108017683029175,0.5934706926345825,0.6258870363235474,0.17635038495063782,0.27301672101020813,0.19787777960300446,0.21560150384902954,0.20497196912765503,0.3308010399341583,0.4962072968482971,0.2455027550458908,0.20969164371490479,0.3308010399341583,0.20836763083934784,0.2293999195098877,0.2611028552055359
shahs,0.2963640093803406,0.336104154586792,0.30886632204055786,0.5916346311569214,0.5461094975471497,0.1435374617576599,0.17568163573741913,0.14122837781906128,0.25374332070350647,0.20460045337677002,0.3037593960762024,0.45543938875198364,0.30592986941337585,0.2349873185157776,0.3037593960762024,0.3194839060306549,0.2698955535888672,0.14481137692928314
",",0.3658004403114319,0.2562495768070221,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.2927719056606293,0.44245919585227966,0.24085085093975067,0.19974499940872192,0.39760664105415344,0.4933079481124878,0.2229510098695755,0.2181587964296341,0.5201468467712402,0.4933079481124878,0.24847112596035004,0.319791704416275,0.31091248989105225
turks,0.15972456336021423,0.21941398084163666,0.235667884349823,0.3865458369255066,0.28150391578674316,0.20256507396697998,0.1928449124097824,0.09165659546852112,0.25655320286750793,0.13941460847854614,0.25820091366767883,0.40437063574790955,0.37148940563201904,0.18422621488571167,0.25820091366767883,0.15802346169948578,0.20991569757461548,0.1953624188899994
",",0.3658004403114319,0.2562495768070221,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.2927719056606293,0.44245919585227966,0.24085085093975067,0.19974499940872192,0.39760664105415344,0.4933079481124878,0.2229510098695755,0.2181587964296341,0.5201468467712402,0.4933079481124878,0.24847112596035004,0.319791704416275,0.31091248989105225
persians,0.22923626005649567,0.33186134696006775,0.22341464459896088,0.5011637210845947,0.3436460793018341,0.20271112024784088,0.24558883905410767,0.10484851151704788,0.33203497529029846,0.18286781013011932,0.2948695123195648,0.4445832669734955,0.34744659066200256,0.1948194056749344,0.2948695123195648,0.22114074230194092,0.27031660079956055,0.12061160057783127
",",0.3658004403114319,0.2562495768070221,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.2927719056606293,0.44245919585227966,0.24085085093975067,0.19974499940872192,0.39760664105415344,0.4933079481124878,0.2229510098695755,0.2181587964296341,0.5201468467712402,0.4933079481124878,0.24847112596035004,0.319791704416275,0.31091248989105225
the,0.6521818041801453,0.3091757893562317,0.733189046382904,0.3448939025402069,0.21067845821380615,0.29431280493736267,0.535392165184021,0.23418694734573364,0.3444426357746124,0.40150508284568787,1.0,0.2924198508262634,0.24657513201236725,0.6662389636039734,1.0,0.3405749201774597,0.3383176326751709,0.22068053483963013
citizens,0.19813594222068787,0.34199726581573486,0.24269554018974304,0.20569391548633575,0.17996394634246826,0.17751239240169525,0.2594742178916931,0.16547732055187225,0.33857712149620056,0.16245996952056885,0.29208630323410034,0.1717931181192398,0.3017145097255707,0.28388577699661255,0.29208630323410034,0.12488400936126709,0.19189970195293427,0.14885954558849335
of,0.5011631846427917,0.31403958797454834,1.0,0.2938849925994873,0.17124508321285248,0.2511886954307556,0.41548454761505127,0.2628372311592102,0.2638634443283081,0.4249346852302551,0.733189046382904,0.22712039947509766,0.20432527363300323,0.5696388483047485,0.733189046382904,0.2799445688724518,0.314786434173584,0.1826142966747284
baghdad,0.23038727045059204,0.11817865818738937,0.2278968244791031,0.45240816473960876,0.42589855194091797,0.19044142961502075,0.18687684834003448,0.11108075827360153,0.19664719700813293,0.16613323986530304,0.24554139375686646,0.3932018578052521,0.33910152316093445,0.2583284378051758,0.24554139375686646,0.21913646161556244,0.2702115476131439,0.10744515061378479
and,0.506277859210968,0.21007809042930603,0.5116966962814331,0.26551535725593567,0.22885166108608246,0.3448130786418915,0.48971283435821533,0.3135734498500824,0.3146885335445404,0.3601827025413513,0.5171257257461548,0.21553155779838562,0.1449766904115677,0.4954058527946472,0.5171257257461548,0.2514324486255646,0.27633291482925415,0.20544172823429108
damascus,0.22388234734535217,0.156595379114151,0.28500524163246155,0.4792127311229706,0.3784825801849365,0.1595110297203064,0.2018333077430725,0.056601382791996,0.08030127733945847,0.2408529371023178,0.2840416729450226,0.34469854831695557,0.33575931191444397,0.245135098695755,0.2840416729450226,0.3235843777656555,0.25058701634407043,0.16925494372844696
",",0.3658004403114319,0.2562495768070221,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.2927719056606293,0.44245919585227966,0.24085085093975067,0.19974499940872192,0.39760664105415344,0.4933079481124878,0.2229510098695755,0.2181587964296341,0.5201468467712402,0.4933079481124878,0.24847112596035004,0.319791704416275,0.31091248989105225
nishapur,0.20765773952007294,0.24719233810901642,0.24080152809619904,0.5658866167068481,0.5409404635429382,0.14062736928462982,0.17090663313865662,0.11438389867544174,0.19174674153327942,0.15122583508491516,0.23090749979019165,0.40564122796058655,0.30616503953933716,0.19937331974506378,0.23090749979019165,0.2275872379541397,0.30019330978393555,0.08867823332548141
",",0.3658004403114319,0.2562495768070221,0.4946078956127167,0.2891939878463745,0.19700400531291962,0.2927719056606293,0.44245919585227966,0.24085085093975067,0.19974499940872192,0.39760664105415344,0.4933079481124878,0.2229510098695755,0.2181587964296341,0.5201468467712402,0.4933079481124878,0.24847112596035004,0.319791704416275,0.31091248989105225
bukhara,0.24789899587631226,0.2948504686355591,0.22439724206924438,0.6234345436096191,0.5530983209609985,0.15655465424060822,0.1593388020992279,0.06967633962631226,0.18134063482284546,0.15754248201847076,0.279489129781723,0.5482480525970459,0.37000226974487305,0.2166576236486435,0.279489129781723,0.2607443630695343,0.24312269687652588,0.10820566117763519
and,0.506277859210968,0.21007809042930603,0.5116966962814331,0.26551535725593567,0.22885166108608246,0.3448130786418915,0.48971283435821533,0.3135734498500824,0.3146885335445404,0.3601827025413513,0.5171257257461548,0.21553155779838562,0.1449766904115677,0.4954058527946472,0.5171257257461548,0.2514324486255646,0.27633291482925415,0.20544172823429108
historical,0.2430531233549118,0.23456959426403046,0.3218611776828766,0.25947242975234985,0.08585064113140106,0.1833113729953766,0.22193273901939392,0.10478933900594711,0.14159633219242096,0.22481153905391693,0.30835282802581787,0.23805275559425354,0.2515299916267395,0.30350539088249207,0.30835282802581787,0.23246361315250397,0.1990349441766739,0.1665111482143402
figures,0.22192882001399994,0.20726029574871063,0.2761554718017578,0.1419394165277481,0.0794445350766182,0.14483577013015747,0.21176555752754211,0.10757850110530853,0.241927370429039,0.20966191589832306,0.2664589285850525,0.10876265913248062,0.2353735864162445,0.1782902628183365,0.2664589285850525,0.11140307039022446,0.08733512461185455,0.15584851801395416
such,0.406057745218277,0.20823036134243011,0.3209529519081116,0.14482241868972778,0.14670294523239136,0.19903349876403809,0.2871878743171692,0.2941480875015259,0.29908061027526855,0.24813218414783478,0.3575236201286316,0.13928619027137756,0.14135397970676422,0.2704046070575714,0.3575236201286316,0.180887833237648,0.1130840852856636,0.17851735651493073
as,0.41006597876548767,0.2709835171699524,0.3886612355709076,0.17543354630470276,0.22500167787075043,0.18526645004749298,0.42092081904411316,0.27454471588134766,0.28746727108955383,0.3251767158508301,0.48381632566452026,0.17740172147750854,0.16789154708385468,0.3887844979763031,0.48381632566452026,0.2141454964876175,0.19617025554180145,0.27043893933296204
attar,0.2419315129518509,0.20642152428627014,0.24607862532138824,0.41260772943496704,0.4324207603931427,0.2020389288663864,0.21140392124652863,0.21505950391292572,0.22597238421440125,0.16889938712120056,0.22278161346912384,0.3040236532688141,0.301174134016037,0.1875169724225998,0.22278161346912384,0.19497844576835632,0.18256542086601257,0.07809232175350189
of,0.5011631846427917,0.31403958797454834,1.0,0.2938849925994873,0.17124508321285248,0.2511886954307556,0.41548454761505127,0.2628372311592102,0.2638634443283081,0.4249346852302551,0.733189046382904,0.22712039947509766,0.20432527363300323,0.5696388483047485,0.733189046382904,0.2799445688724518,0.314786434173584,0.1826142966747284
nishapur,0.20765773952007294,0.24719233810901642,0.24080152809619904,0.5658866167068481,0.5409404635429382,0.14062736928462982,0.17090663313865662,0.11438389867544174,0.19174674153327942,0.15122583508491516,0.23090749979019165,0.40564122796058655,0.30616503953933716,0.19937331974506378,0.23090749979019165,0.2275872379541397,0.30019330978393555,0.08867823332548141
and,0.506277859210968,0.21007809042930603,0.5116966962814331,0.26551535725593567,0.22885166108608246,0.3448130786418915,0.48971283435821533,0.3135734498500824,0.3146885335445404,0.3601827025413513,0.5171257257461548,0.21553155779838562,0.1449766904115677,0.4954058527946472,0.5171257257461548,0.2514324486255646,0.27633291482925415,0.20544172823429108
many,0.5168171525001526,0.25428125262260437,0.37253960967063904,0.2155562937259674,0.15215526521205902,0.3154725134372711,0.40243685245513916,0.2315652072429657,0.4086265563964844,0.33099696040153503,0.4335206151008606,0.1816871017217636,0.20870397984981537,0.41474202275276184,0.4335206151008606,0.2010502815246582,0.20167402923107147,0.2124512493610382
other,0.50507652759552,0.23583006858825684,0.38583824038505554,0.12828509509563446,0.15205100178718567,0.2824772894382477,0.4193183183670044,0.35874027013778687,0.4280468821525574,0.30141791701316833,0.44152235984802246,0.17935317754745483,0.17283004522323608,0.39989137649536133,0.44152235984802246,0.1793288290500641,0.20145228505134583,0.24682199954986572
notable,0.22319382429122925,0.2116592973470688,0.1985267549753189,0.19897569715976715,0.167014017701149,0.1215648502111435,0.18140920996665955,0.18921837210655212,0.2093704789876938,0.17248059809207916,0.20948168635368347,0.11450991779565811,0.20448462665081024,0.25145605206489563,0.20948168635368347,0.08484327048063278,0.14432908594608307,0.31928157806396484
muslims,0.23588113486766815,0.2709333300590515,0.22355489432811737,0.37180790305137634,0.33156993985176086,0.14894847571849823,0.2779776453971863,0.10977189242839813,0.33844512701034546,0.12474609166383743,0.2657718360424042,0.3406200408935547,0.3336133658885956,0.18662098050117493,0.2657718360424042,0.18633346259593964,0.23357975482940674,0.18742211163043976
.,0.45942068099975586,0.17746342718601227,0.5352458953857422,0.25373268127441406,0.19819748401641846,0.26915672421455383,0.4645031690597534,0.26618415117263794,0.20394743978977203,0.41536515951156616,0.5934505462646484,0.16751837730407715,0.17445768415927887,0.5591574311256409,0.5934505462646484,0.2989427447319031,0.28351864218711853,0.4130953550338745
