,what,are,environmentalists,concerned,about,having,released,from,the,amazon,region,?
",",0.3087472915649414,0.4062570035457611,0.290305495262146,0.3247314691543579,0.3877100944519043,0.3154076039791107,0.2775750756263733,0.39760664105415344,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.28289034962654114,0.32755184173583984,0.3875081241130829,0.36825746297836304,0.2706851661205292,0.3601827025413513,0.5171257257461548,0.23464977741241455,0.2372262328863144,0.20544172823429108
also,0.42747777700424194,0.4565894305706024,0.27284476161003113,0.28558093309402466,0.32894372940063477,0.4132434129714966,0.2548539638519287,0.33783096075057983,0.6021018624305725,0.21944282948970795,0.24685944616794586,0.21848613023757935
about,0.47976887226104736,0.36165615916252136,0.21960940957069397,0.40401527285575867,1.0,0.32218191027641296,0.17413154244422913,0.3421173691749573,0.37995871901512146,0.20610886812210083,0.20967209339141846,0.302409827709198
the,0.42745697498321533,0.40399202704429626,0.21014922857284546,0.2822320759296417,0.37995871901512146,0.3821379244327545,0.24578391015529633,0.40150508284568787,1.0,0.260541707277298,0.35020557045936584,0.22068053483963013
release,0.19122223556041718,0.2047625333070755,0.17861558496952057,0.17787231504917145,0.17202328145503998,0.1898711770772934,0.7354269623756409,0.19750754535198212,0.2814774513244629,0.18088364601135254,0.1876806765794754,0.14489315450191498
of,0.33290785551071167,0.39081433415412903,0.19656090438365936,0.3373318910598755,0.40939709544181824,0.38889452815055847,0.17721395194530487,0.4249346852302551,0.733189046382904,0.20143137872219086,0.2852717339992523,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.21014922857284546,0.2822320759296417,0.37995871901512146,0.3821379244327545,0.24578391015529633,0.40150508284568787,1.0,0.260541707277298,0.35020557045936584,0.22068053483963013
carbon,0.22238978743553162,0.2875964641571045,0.2697942554950714,0.2260637879371643,0.22196762263774872,0.13930177688598633,0.14863671362400055,0.2591022849082947,0.23183570802211761,0.1535501331090927,0.16996556520462036,0.19040444493293762
contained,0.18997789919376373,0.35942453145980835,0.15793955326080322,0.32937362790107727,0.35950636863708496,0.29727309942245483,0.34431207180023193,0.26683974266052246,0.31440216302871704,0.16521644592285156,0.17979565262794495,0.171995609998703
within,0.2498195916414261,0.3069663643836975,0.25927039980888367,0.3093160390853882,0.3249956965446472,0.24305662512779236,0.1196570098400116,0.31641101837158203,0.39827480912208557,0.09349033236503601,0.3193294405937195,0.1870293766260147
the,0.42745697498321533,0.40399202704429626,0.21014922857284546,0.2822320759296417,0.37995871901512146,0.3821379244327545,0.24578391015529633,0.40150508284568787,1.0,0.260541707277298,0.35020557045936584,0.22068053483963013
vegetation,0.2184489667415619,0.2889709174633026,0.3687821626663208,0.19803638756275177,0.2070682942867279,0.17554080486297607,0.13742010295391083,0.17893631756305695,0.27478766441345215,0.36174994707107544,0.2957057058811188,0.10736152529716492
",",0.3087472915649414,0.4062570035457611,0.290305495262146,0.3247314691543579,0.3877100944519043,0.3154076039791107,0.2775750756263733,0.39760664105415344,0.4933079481124878,0.2214922308921814,0.2119160145521164,0.31091248989105225
which,0.5261979103088379,0.42922598123550415,0.2320893257856369,0.30252736806869507,0.4059852957725525,0.4051061272621155,0.2545137405395508,0.38755592703819275,0.6521818041801453,0.1877625584602356,0.2328231930732727,0.25814583897590637
could,0.4188697934150696,0.33511802554130554,0.20132595300674438,0.3529188930988312,0.29409685730934143,0.4230998158454895,0.17648087441921234,0.25045305490493774,0.35393214225769043,0.18253840506076813,0.10022254288196564,0.3411986827850342
accelerate,0.26969650387763977,0.21999424695968628,0.20780150592327118,0.30200812220573425,0.1836477816104889,0.1776490956544876,0.2115464061498642,0.1389569342136383,0.23939219117164612,0.1445026397705078,0.17329835891723633,0.143491730093956
global,0.21706031262874603,0.13763219118118286,0.386680543422699,0.20422562956809998,0.16161426901817322,0.15053287148475647,0.08358548581600189,0.1645282357931137,0.17898012697696686,0.17898409068584442,0.11991515010595322,0.22985349595546722
warming,0.28293129801750183,0.19930076599121094,0.43628889322280884,0.3191356360912323,0.3060736358165741,0.3019769787788391,0.18161913752555847,0.19726471602916718,0.28771063685417175,0.21612219512462616,0.12185755372047424,0.24314598739147186
.,0.3567904531955719,0.3452940285205841,0.26770803332328796,0.2531110942363739,0.42038556933403015,0.3542446792125702,0.298698753118515,0.41536515951156616,0.5934505462646484,0.262887567281723,0.2506107687950134,0.4130953550338745
