,where,was,shirley,planning,an,expedition,?
north,0.23586879670619965,0.29020047187805176,0.11433224380016327,0.2186821848154068,0.17606118321418762,0.2719041407108307,0.11829731613397598
shore,0.24002347886562347,0.15849536657333374,0.10166266560554504,0.08532927930355072,0.1238379180431366,0.22335149347782135,0.07139872014522552
of,0.38066378235816956,0.4069072902202606,0.11547418683767319,0.32562166452407837,0.32280945777893066,0.18468376994132996,0.1826142966747284
lake,0.17913374304771423,0.1820499300956726,0.1648978292942047,0.13232199847698212,0.143422931432724,0.26514726877212524,0.07226386666297913
ontario,0.20515292882919312,0.24115686118602753,0.19924968481063843,0.1227671205997467,0.12888097763061523,0.14781254529953003,0.1380562037229538
and,0.43859338760375977,0.3740963041782379,0.2159835696220398,0.3125394880771637,0.2838519215583801,0.21988366544246674,0.20544172823429108
an,0.24824833869934082,0.3694365322589874,0.18953485786914825,0.2216670662164688,1.0,0.1551290899515152,0.19793890416622162
expedition,0.18943625688552856,0.2416619211435318,0.1623562127351761,0.23343020677566528,0.1551290899515152,1.0000001192092896,0.10355690121650696
through,0.331196665763855,0.21752823889255524,0.15092405676841736,0.2552572190761566,0.208332821726799,0.22023595869541168,0.16913433372974396
the,0.5003893971443176,0.48711544275283813,0.15386177599430084,0.3046698570251465,0.4207492768764496,0.26213887333869934,0.22068053483963013
wilderness,0.17400944232940674,0.15084365010261536,0.27773916721343994,0.2325410693883896,0.14902469515800476,0.3088911771774292,0.1363435983657837
of,0.38066378235816956,0.4069072902202606,0.11547418683767319,0.32562166452407837,0.32280945777893066,0.18468376994132996,0.1826142966747284
the,0.5003893971443176,0.48711544275283813,0.15386177599430084,0.3046698570251465,0.4207492768764496,0.26213887333869934,0.22068053483963013
maine,0.2026442438364029,0.2770940363407135,0.20913724601268768,0.11714538931846619,0.1619836986064911,0.2015431672334671,0.14276839792728424
district,0.23424647748470306,0.20266084372997284,0.24038754403591156,0.14565379917621613,0.11356060951948166,0.09623270481824875,0.06725285202264786
and,0.43859338760375977,0.3740963041782379,0.2159835696220398,0.3125394880771637,0.2838519215583801,0.21988366544246674,0.20544172823429108
down,0.2914401888847351,0.19277216494083405,0.06896340101957321,0.10811110585927963,0.12891331315040588,0.11602482199668884,0.13836295902729034
the,0.5003893971443176,0.48711544275283813,0.15386177599430084,0.3046698570251465,0.4207492768764496,0.26213887333869934,0.22068053483963013
chaudière,0.22256305813789368,0.22038640081882477,0.1875840127468109,0.08817154169082642,0.1571349948644638,0.19916246831417084,0.21730495989322662
river,0.1886204034090042,0.15785206854343414,0.09677739441394806,0.10803075134754181,0.07311998307704926,0.2941114902496338,0.15390869975090027
to,0.47735077142715454,0.3636345863342285,0.14755064249038696,0.3211837708950043,0.3138085603713989,0.2431555688381195,0.29463258385658264
attack,0.19145746529102325,0.22693441808223724,0.11891456693410873,0.23308081924915314,0.18768218159675598,0.25318509340286255,0.126759335398674
the,0.5003893971443176,0.48711544275283813,0.15386177599430084,0.3046698570251465,0.4207492768764496,0.26213887333869934,0.22068053483963013
city,0.2686662971973419,0.3188765048980713,0.18117883801460266,0.21616573631763458,0.17270074784755707,0.13366670906543732,0.13423943519592285
of,0.38066378235816956,0.4069072902202606,0.11547418683767319,0.32562166452407837,0.32280945777893066,0.18468376994132996,0.1826142966747284
quebec,0.17690818011760712,0.21936345100402832,0.11333410441875458,0.12687097489833832,0.13632246851921082,0.23175831139087677,0.11506577581167221
.,0.41390106081962585,0.40146201848983765,0.19505764544010162,0.24932754039764404,0.3581749200820923,0.17779675126075745,0.4130953550338745
