,what,kind,of,service,is,the,skydrive,service,?
transition,0.26982825994491577,0.21439425647258759,0.27408748865127563,0.16849826276302338,0.2905609607696533,0.30452099442481995,0.30335304141044617,0.16849826276302338,0.15479432046413422
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.24411341547966003,0.42745086550712585,0.535392165184021,0.4247458875179291,0.24411341547966003,0.29463258385658264
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.23104366660118103,0.658733606338501,0.5829201340675354,0.3937254846096039,0.23104366660118103,0.23916715383529663
new,0.2130378633737564,0.12515807151794434,0.343457967042923,0.21442657709121704,0.2208656519651413,0.3845241069793701,0.2783491909503937,0.21442657709121704,0.14782847464084625
brand,0.18316686153411865,0.17357458174228668,0.13266319036483765,0.2048312872648239,0.20519493520259857,0.18590734899044037,0.3349193334579468,0.2048312872648239,0.14453907310962677
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2389259785413742,0.4691906273365021,0.4933079481124878,0.34465911984443665,0.2389259785413742,0.31091248989105225
'',0.08143015950918198,0.01890246570110321,0.13035868108272552,-0.12121836096048355,0.0793738141655922,0.041273195296525955,-0.05554679408669472,-0.12121836096048355,0.018684765323996544
plus,0.1906411051750183,0.14375056326389313,0.25934526324272156,0.16095180809497833,0.22287221252918243,0.2724461257457733,0.23048105835914612,0.16095180809497833,0.143734410405159
``,0.008517155423760414,-0.040448643267154694,0.06780257821083069,0.017600590363144875,0.058766357600688934,0.029072100296616554,-0.05000343918800354,0.017600590363144875,0.0685480609536171
financial,0.1900392472743988,0.10687042772769928,0.30178552865982056,0.3383861482143402,0.1937110424041748,0.29952070116996765,0.28679919242858887,0.3383861482143402,0.06444920599460602
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.24532052874565125,0.3859752118587494,0.5171257257461548,0.33194881677627563,0.24532052874565125,0.20544172823429108
other,0.341873437166214,0.2729318141937256,0.38583824038505554,0.19713094830513,0.25895947217941284,0.44152235984802246,0.3469272255897522,0.19713094830513,0.24682199954986572
terms,0.23885610699653625,0.25364255905151367,0.2767748534679413,0.21521328389644623,0.27452221512794495,0.29706791043281555,0.23360233008861542,0.21521328389644623,0.23466452956199646
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2389259785413742,0.4691906273365021,0.4933079481124878,0.34465911984443665,0.2389259785413742,0.31091248989105225
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.22661015391349792,0.5823672413825989,1.0,0.36296993494033813,0.22661015391349792,0.22068053483963013
details,0.3390152156352997,0.21075038611888885,0.25395533442497253,0.16869689524173737,0.14994022250175476,0.2639491856098175,0.22362597286701202,0.16869689524173737,0.2643139362335205
of,0.33290785551071167,0.2285657674074173,1.0,0.18425606191158295,0.4854315221309662,0.733189046382904,0.28183984756469727,0.18425606191158295,0.1826142966747284
which,0.5261979103088379,0.4120495617389679,0.5011631846427917,0.25458550453186035,0.4457404911518097,0.6521818041801453,0.3725770115852356,0.25458550453186035,0.25814583897590637
are,0.29724663496017456,0.296465665102005,0.39081433415412903,0.14771409332752228,0.5330929756164551,0.40399202704429626,0.3092067241668701,0.14771409332752228,0.24591213464736938
confidential,0.21973590552806854,0.18345797061920166,0.18445253372192383,0.33507177233695984,0.16410578787326813,0.18747393786907196,0.3538530766963959,0.33507177233695984,0.21575473248958588
'',0.08143015950918198,0.01890246570110321,0.13035868108272552,-0.12121836096048355,0.0793738141655922,0.041273195296525955,-0.05554679408669472,-0.12121836096048355,0.018684765323996544
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.2115515172481537,0.4569662809371948,0.5934505462646484,0.36011114716529846,0.2115515172481537,0.4130953550338745
