,what,comedy,featuring,stand,up,comedian,tim,allen,debuted,in,1991,?
a,0.3320399522781372,0.2229022979736328,0.21930649876594543,0.26977941393852234,0.32523053884506226,0.17916075885295868,0.2032485455274582,0.23316039144992828,0.22790193557739258,0.539380669593811,0.005962178576737642,0.23916715383529663
sitcom,0.17149718105793,0.5586549043655396,0.23798927664756775,0.22765634953975677,0.21425960958003998,0.4518045485019684,0.2596628665924072,0.2150665521621704,0.24512270092964172,0.21119031310081482,-0.018544884398579597,0.20043785870075226
starring,0.1384143829345703,0.5220555663108826,0.36694616079330444,0.1569564789533615,0.14559432864189148,0.3912483751773834,0.35998645424842834,0.3444123864173889,0.3038540482521057,0.213377445936203,-0.03749530762434006,0.13022364675998688
stand-up,0.2518032193183899,0.2406255304813385,0.19734370708465576,0.8024794459342957,0.45972901582717896,0.33114421367645264,0.2511983811855316,0.3011595606803894,0.2166595160961151,0.27220410108566284,0.06130937114357948,0.2241193652153015
comic,0.1922583132982254,0.38791367411613464,0.24741113185882568,0.23021666705608368,0.22118638455867767,0.3994176983833313,0.23363836109638214,0.17039790749549866,0.30912134051322937,0.17764465510845184,-0.009879978373646736,0.165627121925354
tim,0.175260990858078,0.2585299015045166,0.2588934302330017,0.13848252594470978,0.23350469768047333,0.3017251193523407,1.0,0.3834470510482788,0.2547929883003235,0.1986953467130661,0.0051760138012468815,0.15955719351768494
allen,0.06436678767204285,0.26617535948753357,0.24226708710193634,0.24206937849521637,0.16931378841400146,0.3021445870399475,0.3834470510482788,1.0,0.17324711382389069,0.2125987708568573,-0.001299553900025785,0.1549387127161026
centering,0.2905201017856598,0.15906774997711182,0.1769442856311798,0.10490825772285461,0.1939135491847992,0.13169892132282257,0.04174255579710007,0.11491479724645615,0.11539731919765472,0.3109627366065979,0.025697682052850723,0.1926351934671402
on,0.34226128458976746,0.22421178221702576,0.24591706693172455,0.25874534249305725,0.34194523096084595,0.21753524243831635,0.2201423943042755,0.23377355933189392,0.3414226770401001,0.46853652596473694,0.06001089885830879,0.2714994251728058
the,0.42745697498321533,0.18746663630008698,0.21340800821781158,0.2531624138355255,0.38423117995262146,0.15914443135261536,0.1892397254705429,0.23034030199050903,0.28418588638305664,0.6662389636039734,0.002508036559447646,0.22068053483963013
family,0.16391263902187347,0.2162700742483139,0.10642413049936295,0.10412802547216415,0.17838217318058014,0.18904516100883484,0.11078695952892303,0.20814034342765808,0.1647399365901947,0.2165997177362442,0.018712151795625687,0.15222905576229095
and,0.31309178471565247,0.2702628970146179,0.25851142406463623,0.268960565328598,0.4032393991947174,0.27547311782836914,0.19830818474292755,0.28026333451271057,0.17266049981117249,0.4954058527946472,-0.0026356412563472986,0.20544172823429108
work,0.3762225806713104,0.19459635019302368,0.16610512137413025,0.2400975525379181,0.2375064194202423,0.1848471313714981,0.14985284209251404,0.15180754661560059,0.15735158324241638,0.2753349542617798,0.12442465871572495,0.2621155381202698
life,0.24693015217781067,0.21997933089733124,0.18125341832637787,0.09777721762657166,0.14259766042232513,0.16690154373645782,0.12699145078659058,0.2421257644891739,0.11613250523805618,0.27054134011268616,0.012086435221135616,0.21677987277507782
of,0.33290785551071167,0.16859161853790283,0.1792638599872589,0.2038130760192871,0.32945773005485535,0.13255023956298828,0.15025056898593903,0.2070135772228241,0.18094587326049805,0.5696388483047485,-0.004689669236540794,0.1826142966747284
an,0.2821882665157318,0.14185881614685059,0.11431387066841125,0.21406462788581848,0.2649265229701996,0.25914087891578674,0.16803798079490662,0.18006126582622528,0.19938445091247559,0.2605783939361572,0.07557456940412521,0.19793890416622162
accident-prone,0.225539892911911,0.1804918795824051,0.19214560091495514,0.11780532449483871,0.21108809113502502,0.18364089727401733,0.12912875413894653,0.18344034254550934,0.17478463053703308,0.27489885687828064,-0.00583083089441061,0.21286985278129578
host,0.12779991328716278,0.19657739996910095,0.15832985937595367,0.20800495147705078,0.17248719930648804,0.35901588201522827,0.14590425789356232,0.1816478818655014,0.24757768213748932,0.21661671996116638,-0.026226136833429337,0.1021634042263031
of,0.33290785551071167,0.16859161853790283,0.1792638599872589,0.2038130760192871,0.32945773005485535,0.13255023956298828,0.15025056898593903,0.2070135772228241,0.18094587326049805,0.5696388483047485,-0.004689669236540794,0.1826142966747284
a,0.3320399522781372,0.2229022979736328,0.21930649876594543,0.26977941393852234,0.32523053884506226,0.17916075885295868,0.2032485455274582,0.23316039144992828,0.22790193557739258,0.539380669593811,0.005962178576737642,0.23916715383529663
cable-access,0.2288241684436798,0.25828951597213745,0.18966782093048096,0.22102199494838715,0.20497018098831177,0.2296067774295807,0.12300699204206467,0.18048378825187683,0.2522319257259369,0.1993609517812729,-0.06549384444952011,0.2076471894979477
home,0.1608789712190628,0.12122137099504471,0.15704603493213654,0.17515313625335693,0.2199360877275467,0.19149385392665863,0.1642022728919983,0.2289787232875824,0.1850905418395996,0.30467477440834045,0.0942445620894432,0.0757145956158638
improvement,0.3392397165298462,0.17727822065353394,0.17887000739574432,0.20056284964084625,0.25234490633010864,0.1592535674571991,0.22037848830223083,0.2059219479560852,0.16354885697364807,0.25706639885902405,0.06819694489240646,0.29089033603668213
show,0.29653704166412354,0.36042535305023193,0.32612454891204834,0.28426942229270935,0.27403897047042847,0.37141552567481995,0.17221111059188843,0.28118646144866943,0.27960005402565,0.27595704793930054,-0.04954497143626213,0.2520138621330261
.,0.3567904531955719,0.2036953866481781,0.16198691725730896,0.2296130359172821,0.351434588432312,0.17870040237903595,0.16173918545246124,0.2736349403858185,0.2639025151729584,0.5591574311256409,0.07545287907123566,0.4130953550338745
