,ugly,betty,'s,ratings,fell,dramatically,after,the,series,movie,to,what,night,?
was,0.19700559973716736,0.21032655239105225,0.008974763564765453,0.2160990834236145,0.38681042194366455,0.214993417263031,0.49306565523147583,0.48711544275283813,0.2261398285627365,0.3245687186717987,0.3636345863342285,0.22111038863658905,0.21724213659763336,0.18412111699581146
moved,0.09926144778728485,0.14112600684165955,-0.05324588716030121,0.1330612301826477,0.24177204072475433,0.19696544110774994,0.2986968755722046,0.32031023502349854,0.1427764892578125,0.1313396394252777,0.2918468713760376,0.20601840317249298,0.1483219563961029,0.15112607181072235
to,0.1812916100025177,0.1721314936876297,0.03782717138528824,0.23899689316749573,0.2010868489742279,0.3553515374660492,0.37890323996543884,0.535392165184021,0.19879554212093353,0.2026578187942505,1.0,0.455847829580307,0.1691640168428421,0.29463258385658264
fridays,0.2020091712474823,0.19867798686027527,0.0868285596370697,0.43087339401245117,0.1652083843946457,0.17711874842643738,0.2778732478618622,0.22610881924629211,0.28864607214927673,0.22921498119831085,0.1986897885799408,0.17072303593158722,0.4291614294052124,0.17320865392684937
at,0.12433049082756042,0.1552501618862152,-0.08481216430664062,0.2187911570072174,0.2240552008152008,0.22561293840408325,0.3622083067893982,0.457212895154953,0.1310107558965683,0.19655552506446838,0.36524343490600586,0.2838611304759979,0.2972809970378876,0.21978627145290375
the,0.19560444355010986,0.15101419389247894,-0.01540423184633255,0.23356813192367554,0.2598440647125244,0.3348296880722046,0.4565047025680542,1.0,0.31376904249191284,0.2636405825614929,0.535392165184021,0.42745697498321533,0.2817382514476776,0.22068053483963013
start,0.14740677177906036,0.14562739431858063,-0.029080811887979507,0.206557035446167,0.14752833545207977,0.17548060417175293,0.37041667103767395,0.3656389117240906,0.1727558672428131,0.1981736719608307,0.33345553278923035,0.3207288086414337,0.20911428332328796,0.26634979248046875
of,0.14587393403053284,0.1389009654521942,-0.03817026689648628,0.15600527822971344,0.2526882588863373,0.2743886113166809,0.3867455720901489,0.733189046382904,0.22268271446228027,0.2027330845594406,0.41548454761505127,0.33290785551071167,0.19958451390266418,0.1826142966747284
its,0.12514446675777435,0.1360253542661667,0.03202139586210251,0.245393767952919,0.16600960493087769,0.3081198036670685,0.29879069328308105,0.559237003326416,0.16496503353118896,0.17957516014575958,0.3691340684890747,0.30393704771995544,0.21172314882278442,0.15103481709957123
fourth,0.14480812847614288,0.11269485205411911,0.031030623242259026,0.14165979623794556,0.21446973085403442,0.07644976675510406,0.2777901291847229,0.40804702043533325,0.2721402645111084,0.14567244052886963,0.22159133851528168,0.137417271733284,0.17389342188835144,0.13791213929653168
season,0.17863966524600983,0.2523365318775177,0.06624794006347656,0.37128010392189026,0.1622331440448761,0.16771894693374634,0.2122335433959961,0.2507155239582062,0.37080681324005127,0.2579651176929474,0.22382742166519165,0.12117787450551987,0.2564164698123932,0.16793298721313477
in,0.1236422136425972,0.17819830775260925,-0.037580832839012146,0.17289267480373383,0.22975562512874603,0.21644477546215057,0.44050168991088867,0.6662389636039734,0.2914260923862457,0.2507663369178772,0.45010748505592346,0.30808621644973755,0.24847309291362762,0.20430970191955566
the,0.19560444355010986,0.15101419389247894,-0.01540423184633255,0.23356813192367554,0.2598440647125244,0.3348296880722046,0.4565047025680542,1.0,0.31376904249191284,0.2636405825614929,0.535392165184021,0.42745697498321533,0.2817382514476776,0.22068053483963013
fall,0.1985282003879547,0.1138269230723381,-0.05826059728860855,0.16584205627441406,0.5631121397018433,0.2672755718231201,0.30550846457481384,0.3639753758907318,0.21089966595172882,0.19976145029067993,0.1966593861579895,0.26931828260421753,0.29171106219291687,0.1656162142753601
of,0.14587393403053284,0.1389009654521942,-0.03817026689648628,0.15600527822971344,0.2526882588863373,0.2743886113166809,0.3867455720901489,0.733189046382904,0.22268271446228027,0.2027330845594406,0.41548454761505127,0.33290785551071167,0.19958451390266418,0.1826142966747284
2009,-0.020603379234671593,-0.040110986679792404,-0.02547297812998295,-0.1516144871711731,-0.18827824294567108,-0.20784665644168854,-0.19329868257045746,-0.23935742676258087,-0.025968510657548904,0.01897572912275791,-0.3018359839916229,-0.2519478499889374,-0.04972010478377342,-0.2287932187318802
;,-0.017128629609942436,0.043885309249162674,0.006909397430717945,0.015163627453148365,-0.015240374021232128,-0.04079541191458702,-0.01834123209118843,0.09152708947658539,0.029867203906178474,0.02321712300181389,0.0979827418923378,0.10986888408660889,0.04077698662877083,0.10349778085947037
an,0.1669025719165802,0.19676730036735535,0.025255560874938965,0.13667047023773193,0.1114073321223259,0.22681942582130432,0.20180045068264008,0.4207492768764496,0.16255386173725128,0.2028036266565323,0.3138085603713989,0.2821882665157318,0.11465995758771896,0.19793890416622162
attempt,0.13916243612766266,0.08982263505458832,0.08348104357719421,0.23378047347068787,0.17299653589725494,0.19074131548404694,0.2802733778953552,0.2614527940750122,0.12296383082866669,0.19228176772594452,0.4458620846271515,0.2411041408777237,0.05791845917701721,0.16559520363807678
to,0.1812916100025177,0.1721314936876297,0.03782717138528824,0.23899689316749573,0.2010868489742279,0.3553515374660492,0.37890323996543884,0.535392165184021,0.19879554212093353,0.2026578187942505,1.0,0.455847829580307,0.1691640168428421,0.29463258385658264
boost,0.07257121056318283,0.05774662271142006,0.06405095010995865,0.26836636662483215,0.16810894012451172,0.24027509987354279,0.13924743235111237,0.2371932715177536,0.17581655085086823,0.12509755790233612,0.31145206093788147,0.20696474611759186,0.10681929439306259,0.19418038427829742
ratings,0.22679908573627472,0.16220830380916595,0.11937817931175232,0.9999999403953552,0.13112926483154297,0.22290997207164764,0.21166418492794037,0.23356813192367554,0.34094566106796265,0.28687503933906555,0.23899689316749573,0.19882218539714813,0.25522953271865845,0.19248855113983154
by,0.19397468864917755,0.12709911167621613,-0.010884488001465797,0.1909763514995575,0.20844924449920654,0.3134947419166565,0.41259682178497314,0.4408751428127289,0.267352432012558,0.2365020364522934,0.33534231781959534,0.2455483376979828,0.1654970496892929,0.17966607213020325
moving,0.16720831394195557,0.18281105160713196,0.02821442484855652,0.1865370273590088,0.24150259792804718,0.32576945424079895,0.2044360637664795,0.34510132670402527,0.1384446918964386,0.1505318433046341,0.33396485447883606,0.3154623508453369,0.23940716683864594,0.21667467057704926
the,0.19560444355010986,0.15101419389247894,-0.01540423184633255,0.23356813192367554,0.2598440647125244,0.3348296880722046,0.4565047025680542,1.0,0.31376904249191284,0.2636405825614929,0.535392165184021,0.42745697498321533,0.2817382514476776,0.22068053483963013
dramedy,0.35131436586380005,0.3441093862056732,0.0897441878914833,0.28551751375198364,0.21500267088413239,0.37881946563720703,0.2663407325744629,0.2849743068218231,0.38477832078933716,0.44637322425842285,0.29177138209342957,0.2575814127922058,0.2887774705886841,0.25486356019973755
to,0.1812916100025177,0.1721314936876297,0.03782717138528824,0.23899689316749573,0.2010868489742279,0.3553515374660492,0.37890323996543884,0.535392165184021,0.19879554212093353,0.2026578187942505,1.0,0.455847829580307,0.1691640168428421,0.29463258385658264
wednesdays,0.15305057168006897,0.1978078931570053,0.027304433286190033,0.3503255248069763,0.1570000797510147,0.17824029922485352,0.30028295516967773,0.23928871750831604,0.25554099678993225,0.18271730840206146,0.22532586753368378,0.18235443532466888,0.3664153516292572,0.17503657937049866
failed,0.10135774314403534,0.09712565690279007,-0.03288644924759865,0.23533619940280914,0.2905629873275757,0.19869300723075867,0.4212489426136017,0.32787200808525085,0.13602328300476074,0.14640462398529053,0.4406343400478363,0.26093074679374695,0.1800452470779419,0.16487033665180206
",",0.22821630537509918,0.22387734055519104,-0.0016132977325469255,0.21650241315364838,0.27573052048683167,0.1899074763059616,0.38860568404197693,0.4933079481124878,0.24060699343681335,0.2886425256729126,0.44245919585227966,0.3087472915649414,0.24717365205287933,0.31091248989105225
with,0.1325991451740265,0.12977300584316254,-0.04624466598033905,0.17475707828998566,0.254834920167923,0.22544613480567932,0.33843478560447693,0.4223487675189972,0.17767351865768433,0.15594951808452606,0.4239959120750427,0.2464839518070221,0.20756502449512482,0.2433311939239502
its,0.12514446675777435,0.1360253542661667,0.03202139586210251,0.245393767952919,0.16600960493087769,0.3081198036670685,0.29879069328308105,0.559237003326416,0.16496503353118896,0.17957516014575958,0.3691340684890747,0.30393704771995544,0.21172314882278442,0.15103481709957123
ultimate,0.12505115568637848,0.193045973777771,-0.00885791052132845,0.20446951687335968,0.035022735595703125,0.12183836847543716,0.20843656361103058,0.293570339679718,0.2222362607717514,0.1816912740468979,0.25435683131217957,0.24798814952373505,0.14204303920269012,0.2316586822271347
cancellation,0.2046293467283249,0.2519719898700714,-0.030391119420528412,0.40514665842056274,0.13035698235034943,0.2292499840259552,0.37391844391822815,0.31099793314933777,0.3308151662349701,0.2125040888786316,0.2754911482334137,0.2117055058479309,0.2674524486064911,0.1732192039489746
by,0.19397468864917755,0.12709911167621613,-0.010884488001465797,0.1909763514995575,0.20844924449920654,0.3134947419166565,0.41259682178497314,0.4408751428127289,0.267352432012558,0.2365020364522934,0.33534231781959534,0.2455483376979828,0.1654970496892929,0.17966607213020325
the,0.19560444355010986,0.15101419389247894,-0.01540423184633255,0.23356813192367554,0.2598440647125244,0.3348296880722046,0.4565047025680542,1.0,0.31376904249191284,0.2636405825614929,0.535392165184021,0.42745697498321533,0.2817382514476776,0.22068053483963013
network,0.1685405671596527,0.1349080502986908,0.07819218933582306,0.3223499059677124,0.08496057987213135,0.22603480517864227,0.12417551875114441,0.27187061309814453,0.38316288590431213,0.21892276406288147,0.25940340757369995,0.16917307674884796,0.1915563941001892,0.17853789031505585
eliciting,0.2908112704753876,0.3027656078338623,0.07840289175510406,0.270976185798645,0.20594267547130585,0.25415706634521484,0.24289190769195557,0.3007897734642029,0.19766145944595337,0.21714214980602264,0.34685051441192627,0.34348610043525696,0.2609068751335144,0.2675280272960663
negative,0.2246638685464859,0.17264758050441742,0.005421479232609272,0.34219104051589966,0.1020660474896431,0.2046545147895813,0.11409397423267365,0.1981879472732544,0.14718647301197052,0.3133508265018463,0.225682333111763,0.23431497812271118,0.12678126990795135,0.12562139332294464
reaction,0.25087448954582214,0.1827295422554016,-0.08974478393793106,0.26660290360450745,0.13666686415672302,0.24580296874046326,0.1749599426984787,0.2163003534078598,0.19560381770133972,0.19378463923931122,0.2174072265625,0.304030179977417,0.1826757788658142,0.2138621062040329
from,0.12114661186933517,0.17409786581993103,-0.01936490088701248,0.19489464163780212,0.24594545364379883,0.2533286511898041,0.4051513373851776,0.40150508284568787,0.20279763638973236,0.22314418852329254,0.4069952368736267,0.2737620174884796,0.19953976571559906,0.19969791173934937
the,0.19560444355010986,0.15101419389247894,-0.01540423184633255,0.23356813192367554,0.2598440647125244,0.3348296880722046,0.4565047025680542,1.0,0.31376904249191284,0.2636405825614929,0.535392165184021,0.42745697498321533,0.2817382514476776,0.22068053483963013
public,0.12651653587818146,0.1746850311756134,0.060657959431409836,0.22276778519153595,0.16946130990982056,0.2275785356760025,0.18959388136863708,0.22857438027858734,0.09903182089328766,0.1670423448085785,0.2672370672225952,0.1729622185230255,0.1443862020969391,0.19872993230819702
",",0.22821630537509918,0.22387734055519104,-0.0016132977325469255,0.21650241315364838,0.27573052048683167,0.1899074763059616,0.38860568404197693,0.4933079481124878,0.24060699343681335,0.2886425256729126,0.44245919585227966,0.3087472915649414,0.24717365205287933,0.31091248989105225
and,0.19658152759075165,0.2032390534877777,0.06895173341035843,0.24109064042568207,0.29412880539894104,0.2831461429595947,0.3765919506549835,0.5171257257461548,0.26972857117652893,0.27676329016685486,0.48971283435821533,0.31309178471565247,0.2350444346666336,0.20544172823429108
particularly,0.2406468540430069,0.1323230117559433,0.0002085742016788572,0.18535470962524414,0.19137199223041534,0.34576570987701416,0.15506112575531006,0.32132959365844727,0.17990915477275848,0.17270727455615997,0.33588847517967224,0.33027681708335876,0.21767441928386688,0.2644225060939789
the,0.19560444355010986,0.15101419389247894,-0.01540423184633255,0.23356813192367554,0.2598440647125244,0.3348296880722046,0.4565047025680542,1.0,0.31376904249191284,0.2636405825614929,0.535392165184021,0.42745697498321533,0.2817382514476776,0.22068053483963013
show,0.28247132897377014,0.2595134675502777,6.513196422019973e-05,0.3544621169567108,0.0825740173459053,0.23472881317138672,0.21172942221164703,0.319829523563385,0.41789430379867554,0.2639404833316803,0.29833272099494934,0.29653704166412354,0.24048173427581787,0.2520138621330261
's,-0.03448457270860672,-0.030177026987075806,0.9999999403953552,0.11937817931175232,0.039782505482435226,-0.03678940236568451,-0.055672239512205124,-0.01540423184633255,0.0006390819908119738,0.0758422240614891,0.03782717138528824,0.02692362666130066,0.023643653839826584,-0.023395681753754616
fanbase,0.26785579323768616,0.18756471574306488,0.025358298793435097,0.31615155935287476,0.14266696572303772,0.2832287549972534,0.21863527595996857,0.28622695803642273,0.32530084252357483,0.3498172163963318,0.3004609942436218,0.24076198041439056,0.19676241278648376,0.2590343654155731
.,0.25869229435920715,0.2075715959072113,-0.003708066651597619,0.2822798490524292,0.20426522195339203,0.22899609804153442,0.35870397090911865,0.5934505462646484,0.3121925890445709,0.25674229860305786,0.4645031690597534,0.3567904531955719,0.24810922145843506,0.4130953550338745
