,when,did,philip,i,convene,an,assembly,to,set,doctrine,in,the,protestant,states,?
convoked,0.28143510222435,0.2588813602924347,0.11372026801109314,0.2569308578968048,0.4670833945274353,0.19916166365146637,0.2741168141365051,0.315199613571167,0.2728670835494995,0.3155253827571869,0.22771285474300385,0.2810148000717163,0.24273063242435455,0.2505910396575928,0.24001100659370422
an,0.33026179671287537,0.22598257660865784,0.1788911074399948,0.20297521352767944,0.16716864705085754,1.0,0.13443148136138916,0.3138085603713989,0.19075638055801392,0.11446785926818848,0.2605783939361572,0.4207492768764496,0.13203413784503937,0.2041347622871399,0.19793890416622162
assembly,0.16456151008605957,0.13346484303474426,0.08638303726911545,0.14896120131015778,0.36702996492385864,0.13443148136138916,1.0000001192092896,0.19874803721904755,0.14236527681350708,0.19813576340675354,0.2425609529018402,0.2524827718734741,0.22685685753822327,0.2119634598493576,0.1488889455795288
of,0.3757161796092987,0.2513895630836487,0.24375313520431519,0.25849398970603943,0.27571213245391846,0.32280945777893066,0.2946469783782959,0.41548454761505127,0.20671486854553223,0.23378130793571472,0.5696388483047485,0.733189046382904,0.31440475583076477,0.30884552001953125,0.1826142966747284
german,0.16090898215770721,0.2048940509557724,0.1672707498073578,0.17131662368774414,0.1939268708229065,0.18336929380893707,0.16583040356636047,0.15143753588199615,0.144151508808136,0.13470284640789032,0.21098364889621735,0.256483793258667,0.31544533371925354,0.19740509986877441,0.13978645205497742
and,0.4716290831565857,0.34479495882987976,0.23630882799625397,0.31928038597106934,0.2570854425430298,0.2838519215583801,0.19149640202522278,0.48971283435821533,0.27649927139282227,0.16517424583435059,0.4954058527946472,0.5171257257461548,0.25109967589378357,0.2974761426448822,0.20544172823429108
swiss,0.1420155167579651,0.1255268007516861,0.16558605432510376,0.10810305923223495,0.16143262386322021,0.15889902412891388,0.16986937820911407,0.0861743912100792,0.07913494110107422,0.0986640453338623,0.18513751029968262,0.17452241480350494,0.24705442786216736,0.19728714227676392,0.11023817211389542
theologians,0.14630143344402313,0.18022076785564423,0.32079339027404785,0.27837711572647095,0.2895994186401367,0.15782660245895386,0.20382951200008392,0.19350731372833252,0.030099693685770035,0.48262274265289307,0.16565491259098053,0.17993895709514618,0.5799801349639893,0.19696015119552612,0.1817215532064438
at,0.38876327872276306,0.28390252590179443,0.18526242673397064,0.21474871039390564,0.24455797672271729,0.2446778565645218,0.16371236741542816,0.36524343490600586,0.19892042875289917,0.14126159250736237,0.4374977946281433,0.457212895154953,0.15162867307662964,0.19903600215911865,0.21978627145290375
the,0.5091903209686279,0.34736719727516174,0.21499985456466675,0.26687872409820557,0.2567703425884247,0.4207492768764496,0.2524827718734741,0.535392165184021,0.2927955985069275,0.23041051626205444,0.6662389636039734,1.0,0.2679212689399719,0.3463578522205353,0.22068053483963013
marburg,0.15494747459888458,0.14080889523029327,0.21763329207897186,0.14462429285049438,0.1361677497625351,0.13776059448719025,0.11935938149690628,0.14287161827087402,0.08794701099395752,0.19940684735774994,0.22270084917545319,0.2501940131187439,0.2927348017692566,0.20844706892967224,0.21810835599899292
colloquy,0.24117827415466309,0.21996162831783295,0.1734432578086853,0.24031604826450348,0.22622404992580414,0.2204941362142563,0.1464095562696457,0.3015047609806061,0.2312086969614029,0.24458737671375275,0.220709428191185,0.2922760844230652,0.21511198580265045,0.11912417411804199,0.2766325771808624
",",0.36674630641937256,0.3015086054801941,0.28930366039276123,0.3467482030391693,0.21723420917987823,0.3581022024154663,0.21222424507141113,0.44245919585227966,0.24912182986736298,0.15962223708629608,0.5201468467712402,0.4933079481124878,0.2710806429386139,0.3315127193927765,0.31091248989105225
to,0.5423505902290344,0.4452643394470215,0.17181846499443054,0.3140375316143036,0.35821014642715454,0.3138085603713989,0.19874803721904755,1.0,0.320547491312027,0.18971149623394012,0.45010748505592346,0.535392165184021,0.23639842867851257,0.2828785181045532,0.29463258385658264
establish,0.20166419446468353,0.26464948058128357,0.1538999378681183,0.1774914264678955,0.2854492664337158,0.16808341443538666,0.19487152993679047,0.32019129395484924,0.24350492656230927,0.29347825050354004,0.25682297348976135,0.31343501806259155,0.23026356101036072,0.22523079812526703,0.21678102016448975
doctrinal,0.17312569916248322,0.19688571989536285,0.16379430890083313,0.24188126623630524,0.33856287598609924,0.149740070104599,0.21807131171226501,0.23428700864315033,0.15250663459300995,0.8986126184463501,0.17841492593288422,0.28742343187332153,0.48020845651626587,0.26571202278137207,0.2294653207063675
unity,0.08548414707183838,0.1277768462896347,0.16304321587085724,0.13444408774375916,0.2562619745731354,0.10736622661352158,0.31861281394958496,0.18707863986492157,0.08084793388843536,0.369198203086853,0.19998003542423248,0.2460627406835556,0.3398427367210388,0.2642270624637604,0.16156218945980072
in,0.4431333839893341,0.2593238651752472,0.26558998227119446,0.22907796502113342,0.2023158222436905,0.2605783939361572,0.2425609529018402,0.45010748505592346,0.2663729190826416,0.1543712466955185,1.0,0.6662389636039734,0.2637297511100769,0.3977442979812622,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.21499985456466675,0.26687872409820557,0.2567703425884247,0.4207492768764496,0.2524827718734741,0.535392165184021,0.2927955985069275,0.23041051626205444,0.6662389636039734,1.0,0.2679212689399719,0.3463578522205353,0.22068053483963013
emerging,0.16392529010772705,0.13819633424282074,0.04956991970539093,0.07530732452869415,0.16132600605487823,0.16295240819454193,0.12860606610774994,0.17147092521190643,0.12807127833366394,0.21472366154193878,0.21309521794319153,0.24733592569828033,0.15109123289585114,0.194557324051857,0.08310811966657639
protestant,0.17039497196674347,0.23091652989387512,0.23886026442050934,0.26046451926231384,0.32982999086380005,0.13203413784503937,0.22685685753822327,0.23639842867851257,0.07723097503185272,0.49709078669548035,0.2637297511100769,0.2679212689399719,1.0,0.17654994130134583,0.14798137545585632
states,0.24639196693897247,0.21754568815231323,0.1780419945716858,0.13124917447566986,0.23845890164375305,0.2041347622871399,0.2119634598493576,0.2828785181045532,0.14476636052131653,0.291447252035141,0.3977442979812622,0.3463578522205353,0.17654994130134583,1.0,0.16272737085819244
.,0.475719153881073,0.35288307070732117,0.2297613024711609,0.33645379543304443,0.19885385036468506,0.3581749200820923,0.21666362881660461,0.4645031690597534,0.2928885817527771,0.19162513315677643,0.5591574311256409,0.5934505462646484,0.279432475566864,0.33941102027893066,0.4130953550338745
