,who,was,the,first,democratically,elected,president,of,egypt,?
party,0.2427869290113449,0.25508102774620056,0.23779736459255219,0.21286652982234955,0.6582059860229492,0.41326451301574707,0.3547251224517822,0.23662418127059937,0.11700114607810974,0.19031576812267303
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.21105735003948212,0.19514460861682892,0.23286236822605133,0.5116966962814331,0.25949424505233765,0.20544172823429108
liberal,0.2514897286891937,0.2703799605369568,0.17276059091091156,0.17318880558013916,0.5333232283592224,0.40070292353630066,0.3083021640777588,0.21689234673976898,0.08904062956571579,0.13139645755290985
islamist,0.2584798336029053,0.23685774207115173,0.2459319531917572,0.18940041959285736,0.340151309967041,0.23600497841835022,0.2978401482105255,0.19512814283370972,0.36458009481430054,0.14697067439556122
al-wasat,0.17141573131084442,0.31776466965675354,0.34282657504081726,0.25326481461524963,0.23091953992843628,0.17796988785266876,0.2567349076271057,0.3219118118286133,0.22947990894317627,0.15413102507591248
party,0.2427869290113449,0.25508102774620056,0.23779736459255219,0.21286652982234955,0.6582059860229492,0.41326451301574707,0.3547251224517822,0.23662418127059937,0.11700114607810974,0.19031576812267303
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.27228695154190063,0.16535046696662903,0.16710518300533295,0.1912459284067154,0.3680361211299896,0.14896562695503235,0.42300865054130554
won,0.24654650688171387,0.35383549332618713,0.29432493448257446,0.3494749963283539,0.19979286193847656,0.32603326439857483,0.21599073708057404,0.20832067728042603,0.1123441681265831,0.17925700545310974
75,-0.06506567448377609,0.07531944662332535,0.06040945649147034,-0.02099606581032276,0.08987604826688766,0.10988514125347137,0.08283452689647675,0.06640326231718063,0.10754209756851196,0.017522118985652924
%,0.15813837945461273,0.11743833869695663,0.21490740776062012,0.1928461492061615,0.23536641895771027,0.121247798204422,0.15388906002044678,0.19953428208827972,0.0934404730796814,0.21441808342933655
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.3536086082458496,0.2634475827217102,0.2767166793346405,0.21610750257968903,1.0,0.25414037704467773,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.27997997403144836,0.23167964816093445,0.24330610036849976,0.733189046382904,0.2536296546459198,0.22068053483963013
total,0.16190829873085022,0.14069223403930664,0.27068960666656494,0.18841083347797394,0.1668197512626648,0.12587468326091766,0.11746713519096375,0.29045331478118896,0.06442379206418991,0.14396025240421295
seats,0.20975743234157562,0.19549714028835297,0.25880131125450134,0.20726431906223297,0.28867754340171814,0.42297348380088806,0.22290556132793427,0.22482673823833466,0.1114465519785881,0.10678832978010178
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.22831915318965912,0.2512674033641815,0.26255303621292114,0.5352458953857422,0.2821582555770874,0.4130953550338745
