,whose,thesis,states,that,the,solution,to,a,problem,is,solvable,with,reasonable,resources,assuming,it,allows,for,a,polynomial,time,algorithm,?
can,0.18723824620246887,0.13821783661842346,0.18360939621925354,0.4522190988063812,0.312528520822525,0.35933056473731995,0.4979398250579834,0.3915780484676361,0.36370179057121277,0.44256699085235596,0.4283532202243805,0.3572797477245331,0.3720242977142334,0.3278442621231079,0.325070321559906,0.3819273114204407,0.5649749636650085,0.35690054297447205,0.3915780484676361,0.35969632863998413,0.2720869183540344,0.29358604550361633,0.3226337134838104
be,0.26299139857292175,0.1595993936061859,0.24637973308563232,0.6036020517349243,0.4248143136501312,0.34988686442375183,0.4972836375236511,0.39883795380592346,0.347878634929657,0.4819129705429077,0.3668803870677948,0.36101722717285156,0.43851205706596375,0.3009093999862671,0.36618974804878235,0.5203388929367065,0.35016199946403503,0.3801851272583008,0.39883795380592346,0.3050982654094696,0.3473503291606903,0.2830074727535248,0.3324260413646698
expressed,0.2625911831855774,0.19449010491371155,0.21995969116687775,0.3005213737487793,0.25207287073135376,0.25536730885505676,0.2824164628982544,0.220966175198555,0.21413755416870117,0.18876376748085022,0.3313026428222656,0.2748907804489136,0.3055401146411896,0.15813206136226654,0.30830758810043335,0.18451052904129028,0.1883225440979004,0.29098325967788696,0.220966175198555,0.3636550009250641,0.25961312651634216,0.2293623685836792,0.17175263166427612
as,0.3202406167984009,0.2605184316635132,0.26192235946655273,0.4735107421875,0.48381632566452026,0.24288590252399445,0.42092081904411316,0.39550232887268066,0.2586832344532013,0.43216490745544434,0.21302153170108795,0.40387406945228577,0.25285959243774414,0.25327977538108826,0.31094998121261597,0.4461488723754883,0.20692208409309387,0.44774648547172546,0.39550232887268066,0.2069568783044815,0.3239102065563202,0.19048626720905304,0.27043893933296204
a,0.3225097060203552,0.23946425318717957,0.24708621203899384,0.47537946701049805,0.5829201340675354,0.2887548804283142,0.45503583550453186,1.0,0.2605542540550232,0.658733606338501,0.3367801904678345,0.3783375024795532,0.3338717520236969,0.19164273142814636,0.3167877495288849,0.5452592968940735,0.31463325023651123,0.44038116931915283,1.0,0.2757834196090698,0.3292340338230133,0.20294487476348877,0.23916715383529663
function,0.21569380164146423,0.25768181681632996,0.09252025932073593,0.2751213610172272,0.2037137746810913,0.3166027367115021,0.2079751342535019,0.20934805274009705,0.33479827642440796,0.17586156725883484,0.39369210600852966,0.14359338581562042,0.23950931429862976,0.17237621545791626,0.27493542432785034,0.2046748548746109,0.32848939299583435,0.22728246450424194,0.20934805274009705,0.49580755829811096,0.2496948391199112,0.338969349861145,0.20672395825386047
of,0.37058958411216736,0.2590109705924988,0.30884552001953125,0.41498205065727234,0.733189046382904,0.18098624050617218,0.41548454761505127,0.5052502155303955,0.20464475452899933,0.4854315221309662,0.24158811569213867,0.41827285289764404,0.23641034960746765,0.2746381163597107,0.34728947281837463,0.38761502504348755,0.2623075544834137,0.4185989499092102,0.5052502155303955,0.23810522258281708,0.35127586126327515,0.17516344785690308,0.1826142966747284
n.,0.0379924401640892,-0.014761080034077168,-0.10250479727983475,0.027671556919813156,-0.17575061321258545,-0.01677597500383854,-0.05915246903896332,-0.03938712924718857,0.01802164316177368,-0.09285721182823181,0.005781376268714666,-0.03624015673995018,0.03531245142221451,-0.12254759669303894,-0.05393112078309059,-0.1004355326294899,-0.08503199368715286,-0.0757552981376648,-0.03938712924718857,-0.05062885954976082,-0.08519332855939865,0.01476949080824852,0.04318316653370857
since,0.22181667387485504,0.029950784519314766,0.28380730748176575,0.3873181641101837,0.4054957628250122,0.22409482300281525,0.3733763098716736,0.3303585946559906,0.2826496660709381,0.3567592203617096,0.24548164010047913,0.3120420575141907,0.2200416624546051,0.2391427755355835,0.29976868629455566,0.39943817257881165,0.1534433811903,0.36751601099967957,0.3303585946559906,0.17744895815849304,0.4138842225074768,0.20933912694454193,0.2876587212085724
the,0.38253846764564514,0.22074155509471893,0.3463578522205353,0.5473989248275757,1.0,0.20422548055648804,0.535392165184021,0.5829201340675354,0.24928659200668335,0.5823672413825989,0.2564215660095215,0.4223487675189972,0.24396859109401703,0.25734785199165344,0.2946830689907074,0.6251175999641418,0.2995605766773224,0.4739971458911896,0.5829201340675354,0.1902180016040802,0.43061500787734985,0.15884782373905182,0.22068053483963013
time,0.165165513753891,0.19269683957099915,0.25020933151245117,0.388528436422348,0.43061500787734985,0.2341277003288269,0.3679993152618408,0.3292340338230133,0.3373833894729614,0.25187405943870544,0.30290457606315613,0.31862112879753113,0.27479901909828186,0.27837085723876953,0.3237302005290985,0.3375589847564697,0.25145500898361206,0.3992156386375427,0.3292340338230133,0.28301435708999634,0.9999998807907104,0.25266581773757935,0.27391523122787476
taken,0.18366588652133942,0.09969152510166168,0.13202235102653503,0.35460543632507324,0.3309854567050934,0.15829788148403168,0.2772596478462219,0.2520231008529663,0.21755793690681458,0.19185791909694672,0.1857333928346634,0.21605224907398224,0.2812901735305786,0.18472421169281006,0.2528326213359833,0.2876744866371155,0.16655701398849487,0.2691914737224579,0.2520231008529663,0.20486241579055786,0.23608605563640594,0.1260514259338379,0.17662954330444336
on,0.17062877118587494,0.1921873390674591,0.2692825198173523,0.42569106817245483,0.5107308030128479,0.13690192997455597,0.41031414270401,0.3848365545272827,0.19349780678749084,0.3635730445384979,0.18138627707958221,0.40749499201774597,0.23143328726291656,0.24799394607543945,0.2520325481891632,0.4529881477355957,0.2543024718761444,0.36199691891670227,0.3848365545272827,0.05230846256017685,0.30044233798980713,0.1285811960697174,0.2714994251728058
different,0.2397039830684662,0.1548009216785431,0.2435360699892044,0.4608689844608307,0.36412742733955383,0.24668508768081665,0.3617510497570038,0.29175353050231934,0.32748252153396606,0.24624870717525482,0.35083943605422974,0.3571763038635254,0.2983151972293854,0.2209583818912506,0.27868086099624634,0.30863916873931885,0.3178861737251282,0.34825223684310913,0.29175353050231934,0.29341238737106323,0.34340640902519226,0.1898224651813507,0.24476227164268494
inputs,0.1654253900051117,0.31321704387664795,0.14383846521377563,0.2726641595363617,0.20493915677070618,0.2885907292366028,0.25518661737442017,0.22192415595054626,0.3118235170841217,0.26519352197647095,0.4153525233268738,0.20105120539665222,0.26470595598220825,0.2932780981063843,0.2382335215806961,0.1982855498790741,0.4200417697429657,0.24109430611133575,0.22192415595054626,0.46996212005615234,0.20655086636543274,0.3921392261981964,0.22019177675247192
of,0.37058958411216736,0.2590109705924988,0.30884552001953125,0.41498205065727234,0.733189046382904,0.18098624050617218,0.41548454761505127,0.5052502155303955,0.20464475452899933,0.4854315221309662,0.24158811569213867,0.41827285289764404,0.23641034960746765,0.2746381163597107,0.34728947281837463,0.38761502504348755,0.2623075544834137,0.4185989499092102,0.5052502155303955,0.23810522258281708,0.35127586126327515,0.17516344785690308,0.1826142966747284
the,0.38253846764564514,0.22074155509471893,0.3463578522205353,0.5473989248275757,1.0,0.20422548055648804,0.535392165184021,0.5829201340675354,0.24928659200668335,0.5823672413825989,0.2564215660095215,0.4223487675189972,0.24396859109401703,0.25734785199165344,0.2946830689907074,0.6251175999641418,0.2995605766773224,0.4739971458911896,0.5829201340675354,0.1902180016040802,0.43061500787734985,0.15884782373905182,0.22068053483963013
same,0.24650037288665771,0.1761907935142517,0.2304437905550003,0.47339269518852234,0.4583131968975067,0.1853075623512268,0.3205692768096924,0.4048157036304474,0.2894531488418579,0.31152886152267456,0.314476877450943,0.33861321210861206,0.3481364846229553,0.17431044578552246,0.3143666088581085,0.3616943955421448,0.2625364065170288,0.31941699981689453,0.4048157036304474,0.2986696660518646,0.4052887558937073,0.24305599927902222,0.22649677097797394
size,0.11972419172525406,0.08195988833904266,0.17931771278381348,0.3037673830986023,0.2946445941925049,0.20369526743888855,0.26289698481559753,0.24953703582286835,0.22434258460998535,0.22983339428901672,0.255657434463501,0.19676974415779114,0.2335871458053589,0.16341985762119293,0.2266560047864914,0.2527751326560974,0.26241329312324524,0.1818288266658783,0.24953703582286835,0.3019765615463257,0.25952205061912537,0.2250329852104187,0.13693112134933472
can,0.18723824620246887,0.13821783661842346,0.18360939621925354,0.4522190988063812,0.312528520822525,0.35933056473731995,0.4979398250579834,0.3915780484676361,0.36370179057121277,0.44256699085235596,0.4283532202243805,0.3572797477245331,0.3720242977142334,0.3278442621231079,0.325070321559906,0.3819273114204407,0.5649749636650085,0.35690054297447205,0.3915780484676361,0.35969632863998413,0.2720869183540344,0.29358604550361633,0.3226337134838104
be,0.26299139857292175,0.1595993936061859,0.24637973308563232,0.6036020517349243,0.4248143136501312,0.34988686442375183,0.4972836375236511,0.39883795380592346,0.347878634929657,0.4819129705429077,0.3668803870677948,0.36101722717285156,0.43851205706596375,0.3009093999862671,0.36618974804878235,0.5203388929367065,0.35016199946403503,0.3801851272583008,0.39883795380592346,0.3050982654094696,0.3473503291606903,0.2830074727535248,0.3324260413646698
different,0.2397039830684662,0.1548009216785431,0.2435360699892044,0.4608689844608307,0.36412742733955383,0.24668508768081665,0.3617510497570038,0.29175353050231934,0.32748252153396606,0.24624870717525482,0.35083943605422974,0.3571763038635254,0.2983151972293854,0.2209583818912506,0.27868086099624634,0.30863916873931885,0.3178861737251282,0.34825223684310913,0.29175353050231934,0.29341238737106323,0.34340640902519226,0.1898224651813507,0.24476227164268494
",",0.25601375102996826,0.19271056354045868,0.3315127193927765,0.4137537479400635,0.4933079481124878,0.2270459234714508,0.44245919585227966,0.427140474319458,0.23938199877738953,0.4691906273365021,0.25004062056541443,0.4120737314224243,0.27303653955459595,0.2789028584957123,0.33882763981819153,0.48329564929008484,0.18241192400455475,0.4464869201183319,0.427140474319458,0.21592853963375092,0.3029961884021759,0.19359813630580902,0.31091248989105225
the,0.38253846764564514,0.22074155509471893,0.3463578522205353,0.5473989248275757,1.0,0.20422548055648804,0.535392165184021,0.5829201340675354,0.24928659200668335,0.5823672413825989,0.2564215660095215,0.4223487675189972,0.24396859109401703,0.25734785199165344,0.2946830689907074,0.6251175999641418,0.2995605766773224,0.4739971458911896,0.5829201340675354,0.1902180016040802,0.43061500787734985,0.15884782373905182,0.22068053483963013
worst-case,0.1791146695613861,0.1778254210948944,0.1505068689584732,0.41053077578544617,0.29908043146133423,0.25377991795539856,0.28114184737205505,0.24768918752670288,0.4013357162475586,0.22882379591464996,0.3744056224822998,0.2488812357187271,0.2851269841194153,0.2124674916267395,0.290848046541214,0.2569357454776764,0.2076077163219452,0.26133134961128235,0.24768918752670288,0.3147508203983307,0.2757115960121155,0.2703922390937805,0.33367103338241577
time,0.165165513753891,0.19269683957099915,0.25020933151245117,0.388528436422348,0.43061500787734985,0.2341277003288269,0.3679993152618408,0.3292340338230133,0.3373833894729614,0.25187405943870544,0.30290457606315613,0.31862112879753113,0.27479901909828186,0.27837085723876953,0.3237302005290985,0.3375589847564697,0.25145500898361206,0.3992156386375427,0.3292340338230133,0.28301435708999634,0.9999998807907104,0.25266581773757935,0.27391523122787476
complexity,0.16033075749874115,0.3695574104785919,0.1286718100309372,0.3234518766403198,0.21171598136425018,0.4402109980583191,0.28336837887763977,0.27206721901893616,0.5039530992507935,0.2541271150112152,0.5000450611114502,0.2387731969356537,0.4550890326499939,0.30577579140663147,0.3058049976825714,0.2516402304172516,0.3196639120578766,0.27243003249168396,0.27206721901893616,0.5458586812019348,0.2680857479572296,0.4874947965145111,0.23062916100025177
t,0.12623083591461182,0.15936458110809326,0.1852068156003952,0.3801133632659912,0.2083338052034378,0.2516823709011078,0.30417174100875854,0.2456076741218567,0.34571874141693115,0.23234573006629944,0.34103357791900635,0.1978532373905182,0.40522634983062744,0.16473884880542755,0.37442103028297424,0.30958133935928345,0.19285079836845398,0.26018503308296204,0.2456076741218567,0.323513925075531,0.2744426727294922,0.22717240452766418,0.4954066574573517
(,0.2345174252986908,0.1875007152557373,0.21393048763275146,0.2264307141304016,0.33289089798927307,0.2243938446044922,0.30882009863853455,0.3206180930137634,0.1944350153207779,0.35393038392066956,0.1915300041437149,0.29503780603408813,0.19583314657211304,0.18712666630744934,0.298951119184494,0.2745298147201538,0.12303464114665985,0.3357032239437103,0.3206180930137634,0.1903659999370575,0.28391751646995544,0.11773339658975601,0.40561532974243164
n,0.11051701754331589,0.1258353739976883,0.1800968497991562,0.1702573001384735,0.18813885748386383,0.15455688536167145,0.16421891748905182,0.25362148880958557,0.1942267268896103,0.2254602462053299,0.24239876866340637,0.1707475185394287,0.12869949638843536,0.15462303161621094,0.21850061416625977,0.15266379714012146,0.2219594269990921,0.1384572833776474,0.25362148880958557,0.322945237159729,0.09111524373292923,0.1695808321237564,0.19161871075630188
),0.24064770340919495,0.18820792436599731,0.2059156745672226,0.23478686809539795,0.3456730246543884,0.23235838115215302,0.31236231327056885,0.3640355169773102,0.20261481404304504,0.37732169032096863,0.1903418004512787,0.3069596290588379,0.20202389359474182,0.19202645123004913,0.30705761909484863,0.28560304641723633,0.14069624245166779,0.3639558255672455,0.3640355169773102,0.20558486878871918,0.2857224941253662,0.12365659326314926,0.42300865054130554
is,0.26491984724998474,0.19085513055324554,0.21939043700695038,0.3995479643344879,0.5823672413825989,0.2851429283618927,0.42745086550712585,0.658733606338501,0.23238427937030792,1.0,0.31545230746269226,0.3250955045223236,0.2570490837097168,0.23539847135543823,0.3417447805404663,0.6328473687171936,0.2976554334163666,0.43268078565597534,0.658733606338501,0.2560946047306061,0.25187405943870544,0.24848374724388123,0.22961433231830597
defined,0.25151893496513367,0.21221697330474854,0.21714013814926147,0.3133997619152069,0.2634572982788086,0.3135434091091156,0.21911276876926422,0.25929558277130127,0.26969197392463684,0.2622792422771454,0.3240889608860016,0.23112677037715912,0.2852965295314789,0.19570554792881012,0.30052635073661804,0.22228717803955078,0.21195831894874573,0.2583482265472412,0.25929558277130127,0.3613126575946808,0.21230123937129974,0.24506020545959473,0.22494901716709137
to,0.320825457572937,0.2555660307407379,0.2828785181045532,0.5436353087425232,0.535392165184021,0.3161713182926178,1.0,0.45503583550453186,0.2502208352088928,0.42745086550712585,0.29019930958747864,0.4239959120750427,0.3665233254432678,0.3263809382915497,0.3568371534347534,0.513711154460907,0.4045441448688507,0.4451248347759247,0.45503583550453186,0.22792209684848785,0.3679993152618408,0.20727625489234924,0.29463258385658264
be,0.26299139857292175,0.1595993936061859,0.24637973308563232,0.6036020517349243,0.4248143136501312,0.34988686442375183,0.4972836375236511,0.39883795380592346,0.347878634929657,0.4819129705429077,0.3668803870677948,0.36101722717285156,0.43851205706596375,0.3009093999862671,0.36618974804878235,0.5203388929367065,0.35016199946403503,0.3801851272583008,0.39883795380592346,0.3050982654094696,0.3473503291606903,0.2830074727535248,0.3324260413646698
the,0.38253846764564514,0.22074155509471893,0.3463578522205353,0.5473989248275757,1.0,0.20422548055648804,0.535392165184021,0.5829201340675354,0.24928659200668335,0.5823672413825989,0.2564215660095215,0.4223487675189972,0.24396859109401703,0.25734785199165344,0.2946830689907074,0.6251175999641418,0.2995605766773224,0.4739971458911896,0.5829201340675354,0.1902180016040802,0.43061500787734985,0.15884782373905182,0.22068053483963013
maximum,0.10708258301019669,0.17165426909923553,0.17326697707176208,0.2725290358066559,0.228700190782547,0.23288920521736145,0.27501562237739563,0.24441662430763245,0.16557148098945618,0.20349502563476562,0.2706357538700104,0.1925959587097168,0.35055989027023315,0.24331225454807281,0.25997641682624817,0.20822367072105408,0.3102259337902069,0.2296343743801117,0.24441662430763245,0.2742340862751007,0.31513333320617676,0.25169527530670166,0.10959649085998535
time,0.165165513753891,0.19269683957099915,0.25020933151245117,0.388528436422348,0.43061500787734985,0.2341277003288269,0.3679993152618408,0.3292340338230133,0.3373833894729614,0.25187405943870544,0.30290457606315613,0.31862112879753113,0.27479901909828186,0.27837085723876953,0.3237302005290985,0.3375589847564697,0.25145500898361206,0.3992156386375427,0.3292340338230133,0.28301435708999634,0.9999998807907104,0.25266581773757935,0.27391523122787476
taken,0.18366588652133942,0.09969152510166168,0.13202235102653503,0.35460543632507324,0.3309854567050934,0.15829788148403168,0.2772596478462219,0.2520231008529663,0.21755793690681458,0.19185791909694672,0.1857333928346634,0.21605224907398224,0.2812901735305786,0.18472421169281006,0.2528326213359833,0.2876744866371155,0.16655701398849487,0.2691914737224579,0.2520231008529663,0.20486241579055786,0.23608605563640594,0.1260514259338379,0.17662954330444336
over,0.26868775486946106,0.1207284927368164,0.2563806474208832,0.3882925808429718,0.39856547117233276,0.18332311511039734,0.38635820150375366,0.32199642062187195,0.22672554850578308,0.2159561663866043,0.1864832043647766,0.34885337948799133,0.24179388582706451,0.23758642375469208,0.30857962369918823,0.3669605255126953,0.21705986559391022,0.3419422209262848,0.32199642062187195,0.18321199715137482,0.35431456565856934,0.12468992918729782,0.25742942094802856
all,0.3025509715080261,0.1435939073562622,0.22727420926094055,0.53305584192276,0.4860881567001343,0.19331949949264526,0.42520734667778015,0.2696802616119385,0.2699645459651947,0.2553904056549072,0.2919231355190277,0.3876307010650635,0.31960102915763855,0.2702365815639496,0.33787381649017334,0.36125609278678894,0.28599977493286133,0.41144001483917236,0.2696802616119385,0.23022791743278503,0.4175976812839508,0.15509773790836334,0.29575422406196594
inputs,0.1654253900051117,0.31321704387664795,0.14383846521377563,0.2726641595363617,0.20493915677070618,0.2885907292366028,0.25518661737442017,0.22192415595054626,0.3118235170841217,0.26519352197647095,0.4153525233268738,0.20105120539665222,0.26470595598220825,0.2932780981063843,0.2382335215806961,0.1982855498790741,0.4200417697429657,0.24109430611133575,0.22192415595054626,0.46996212005615234,0.20655086636543274,0.3921392261981964,0.22019177675247192
of,0.37058958411216736,0.2590109705924988,0.30884552001953125,0.41498205065727234,0.733189046382904,0.18098624050617218,0.41548454761505127,0.5052502155303955,0.20464475452899933,0.4854315221309662,0.24158811569213867,0.41827285289764404,0.23641034960746765,0.2746381163597107,0.34728947281837463,0.38761502504348755,0.2623075544834137,0.4185989499092102,0.5052502155303955,0.23810522258281708,0.35127586126327515,0.17516344785690308,0.1826142966747284
size,0.11972419172525406,0.08195988833904266,0.17931771278381348,0.3037673830986023,0.2946445941925049,0.20369526743888855,0.26289698481559753,0.24953703582286835,0.22434258460998535,0.22983339428901672,0.255657434463501,0.19676974415779114,0.2335871458053589,0.16341985762119293,0.2266560047864914,0.2527751326560974,0.26241329312324524,0.1818288266658783,0.24953703582286835,0.3019765615463257,0.25952205061912537,0.2250329852104187,0.13693112134933472
n.,0.0379924401640892,-0.014761080034077168,-0.10250479727983475,0.027671556919813156,-0.17575061321258545,-0.01677597500383854,-0.05915246903896332,-0.03938712924718857,0.01802164316177368,-0.09285721182823181,0.005781376268714666,-0.03624015673995018,0.03531245142221451,-0.12254759669303894,-0.05393112078309059,-0.1004355326294899,-0.08503199368715286,-0.0757552981376648,-0.03938712924718857,-0.05062885954976082,-0.08519332855939865,0.01476949080824852,0.04318316653370857
if,0.30516794323921204,0.2373373955488205,0.2322414666414261,0.5634250640869141,0.33724796772003174,0.3745069205760956,0.4559597074985504,0.41272827982902527,0.43518564105033875,0.30927813053131104,0.4229511618614197,0.34021785855293274,0.47620150446891785,0.2301594763994217,0.4846716821193695,0.35967332124710083,0.4139321744441986,0.3609124422073364,0.41272827982902527,0.4140531122684479,0.36530032753944397,0.32577699422836304,0.4441644251346588
t,0.12623083591461182,0.15936458110809326,0.1852068156003952,0.3801133632659912,0.2083338052034378,0.2516823709011078,0.30417174100875854,0.2456076741218567,0.34571874141693115,0.23234573006629944,0.34103357791900635,0.1978532373905182,0.40522634983062744,0.16473884880542755,0.37442103028297424,0.30958133935928345,0.19285079836845398,0.26018503308296204,0.2456076741218567,0.323513925075531,0.2744426727294922,0.22717240452766418,0.4954066574573517
(,0.2345174252986908,0.1875007152557373,0.21393048763275146,0.2264307141304016,0.33289089798927307,0.2243938446044922,0.30882009863853455,0.3206180930137634,0.1944350153207779,0.35393038392066956,0.1915300041437149,0.29503780603408813,0.19583314657211304,0.18712666630744934,0.298951119184494,0.2745298147201538,0.12303464114665985,0.3357032239437103,0.3206180930137634,0.1903659999370575,0.28391751646995544,0.11773339658975601,0.40561532974243164
n,0.11051701754331589,0.1258353739976883,0.1800968497991562,0.1702573001384735,0.18813885748386383,0.15455688536167145,0.16421891748905182,0.25362148880958557,0.1942267268896103,0.2254602462053299,0.24239876866340637,0.1707475185394287,0.12869949638843536,0.15462303161621094,0.21850061416625977,0.15266379714012146,0.2219594269990921,0.1384572833776474,0.25362148880958557,0.322945237159729,0.09111524373292923,0.1695808321237564,0.19161871075630188
),0.24064770340919495,0.18820792436599731,0.2059156745672226,0.23478686809539795,0.3456730246543884,0.23235838115215302,0.31236231327056885,0.3640355169773102,0.20261481404304504,0.37732169032096863,0.1903418004512787,0.3069596290588379,0.20202389359474182,0.19202645123004913,0.30705761909484863,0.28560304641723633,0.14069624245166779,0.3639558255672455,0.3640355169773102,0.20558486878871918,0.2857224941253662,0.12365659326314926,0.42300865054130554
is,0.26491984724998474,0.19085513055324554,0.21939043700695038,0.3995479643344879,0.5823672413825989,0.2851429283618927,0.42745086550712585,0.658733606338501,0.23238427937030792,1.0,0.31545230746269226,0.3250955045223236,0.2570490837097168,0.23539847135543823,0.3417447805404663,0.6328473687171936,0.2976554334163666,0.43268078565597534,0.658733606338501,0.2560946047306061,0.25187405943870544,0.24848374724388123,0.22961433231830597
a,0.3225097060203552,0.23946425318717957,0.24708621203899384,0.47537946701049805,0.5829201340675354,0.2887548804283142,0.45503583550453186,1.0,0.2605542540550232,0.658733606338501,0.3367801904678345,0.3783375024795532,0.3338717520236969,0.19164273142814636,0.3167877495288849,0.5452592968940735,0.31463325023651123,0.44038116931915283,1.0,0.2757834196090698,0.3292340338230133,0.20294487476348877,0.23916715383529663
polynomial,0.22408857941627502,0.41477179527282715,0.21274565160274506,0.33595728874206543,0.1902180016040802,0.4549109935760498,0.22792209684848785,0.2757834196090698,0.4493931233882904,0.2560946047306061,0.5662146210670471,0.15274210274219513,0.3077861964702606,0.2594625949859619,0.32278433442115784,0.21054774522781372,0.2849372923374176,0.21961666643619537,0.2757834196090698,1.0000001192092896,0.28301435708999634,0.6020130515098572,0.255467027425766
in,0.23496666550636292,0.24000997841358185,0.3977442979812622,0.435920387506485,0.6662389636039734,0.19538016617298126,0.45010748505592346,0.539380669593811,0.16969570517539978,0.5394441485404968,0.23117923736572266,0.4080928862094879,0.22917132079601288,0.2161814570426941,0.21150268614292145,0.5130809545516968,0.21322472393512726,0.4322226941585541,0.539380669593811,0.1631830483675003,0.3431483507156372,0.1526014357805252,0.20430970191955566
n,0.11051701754331589,0.1258353739976883,0.1800968497991562,0.1702573001384735,0.18813885748386383,0.15455688536167145,0.16421891748905182,0.25362148880958557,0.1942267268896103,0.2254602462053299,0.24239876866340637,0.1707475185394287,0.12869949638843536,0.15462303161621094,0.21850061416625977,0.15266379714012146,0.2219594269990921,0.1384572833776474,0.25362148880958557,0.322945237159729,0.09111524373292923,0.1695808321237564,0.19161871075630188
",",0.25601375102996826,0.19271056354045868,0.3315127193927765,0.4137537479400635,0.4933079481124878,0.2270459234714508,0.44245919585227966,0.427140474319458,0.23938199877738953,0.4691906273365021,0.25004062056541443,0.4120737314224243,0.27303653955459595,0.2789028584957123,0.33882763981819153,0.48329564929008484,0.18241192400455475,0.4464869201183319,0.427140474319458,0.21592853963375092,0.3029961884021759,0.19359813630580902,0.31091248989105225
