,what,did,president,kennedy,do,in,response,to,the,soviet,flight,in,regards,of,america,'s,program,?
refusing,0.28312820196151733,0.4396638572216034,0.28071004152297974,0.1673498898744583,0.32074081897735596,0.23975156247615814,0.31583133339881897,0.4428732693195343,0.2845401167869568,0.20853900909423828,0.10118872672319412,0.23975156247615814,0.26936089992523193,0.26638922095298767,0.1547393798828125,-0.04668464884161949,0.18739226460456848,0.18556274473667145
to,0.455847829580307,0.4452643394470215,0.21247753500938416,0.2569362223148346,0.38876664638519287,0.45010748505592346,0.277526319026947,1.0,0.535392165184021,0.19090956449508667,0.24953556060791016,0.45010748505592346,0.31869420409202576,0.41548454761505127,0.2636699676513672,0.03782717138528824,0.23681028187274933,0.29463258385658264
make,0.3792211413383484,0.3602050840854645,0.09580322355031967,0.1654612421989441,0.41790449619293213,0.268858402967453,0.24903994798660278,0.497876912355423,0.3146495521068573,0.16012941300868988,0.14084719121456146,0.268858402967453,0.24135322868824005,0.2912110388278961,0.14448855817317963,0.09622383862733841,0.24876669049263,0.28314751386642456
a,0.3320399522781372,0.2552328109741211,0.16959697008132935,0.16651007533073425,0.26237669587135315,0.539380669593811,0.25924429297447205,0.45503583550453186,0.5829201340675354,0.19809463620185852,0.23704352974891663,0.539380669593811,0.25495272874832153,0.5052502155303955,0.22012436389923096,0.04866964742541313,0.2779408395290375,0.23916715383529663
commitment,0.344460129737854,0.26376017928123474,0.1957634836435318,0.2546476423740387,0.26056158542633057,0.21411865949630737,0.3362829089164734,0.3161403238773346,0.23078779876232147,0.16995133459568024,0.1251862496137619,0.21411865949630737,0.3652082681655884,0.23438134789466858,0.22153440117835999,0.08736924082040787,0.3154168725013733,0.238871768116951
on,0.34226128458976746,0.2670976221561432,0.18996542692184448,0.18709918856620789,0.3025321364402771,0.46853652596473694,0.20197884738445282,0.41031414270401,0.5107308030128479,0.1676383912563324,0.23161520063877106,0.46853652596473694,0.2900480628013611,0.3966929316520691,0.24962958693504333,0.0026888418942689896,0.23327119648456573,0.2714994251728058
america,0.2517423629760742,0.2212076634168625,0.26042160391807556,0.18301182985305786,0.17463676631450653,0.3098583221435547,0.1521453857421875,0.2636699676513672,0.37090015411376953,0.1840270757675171,0.19649244844913483,0.3098583221435547,0.19889751076698303,0.28803038597106934,0.9999998807907104,0.04083184897899628,0.17477057874202728,0.19333907961845398
's,0.02692362666130066,0.05069678649306297,-0.08566092699766159,-0.03838328644633293,-0.01994597539305687,-0.037580832839012146,-0.01666334457695484,0.03782717138528824,-0.01540423184633255,0.10372670739889145,-0.034391406923532486,-0.037580832839012146,0.06652331352233887,-0.03817026689648628,0.04083184897899628,0.9999999403953552,0.0445902980864048,-0.023395681753754616
response,0.3532308340072632,0.23455248773097992,0.15169581770896912,0.23355373740196228,0.2198486179113388,0.20744606852531433,1.0000001192092896,0.277526319026947,0.28909924626350403,0.13281568884849548,0.16719621419906616,0.20744606852531433,0.317913293838501,0.21864040195941925,0.1521453857421875,-0.01666334457695484,0.1567499041557312,0.2007838636636734
to,0.455847829580307,0.4452643394470215,0.21247753500938416,0.2569362223148346,0.38876664638519287,0.45010748505592346,0.277526319026947,1.0,0.535392165184021,0.19090956449508667,0.24953556060791016,0.45010748505592346,0.31869420409202576,0.41548454761505127,0.2636699676513672,0.03782717138528824,0.23681028187274933,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.24330610036849976,0.20303435623645782,0.30239659547805786,0.6662389636039734,0.28909924626350403,0.535392165184021,1.0,0.2312941700220108,0.2498224973678589,0.6662389636039734,0.2506358325481415,0.733189046382904,0.37090015411376953,-0.01540423184633255,0.22986935079097748,0.22068053483963013
soviets,0.21462668478488922,0.32241538166999817,0.2549973428249359,0.18526044487953186,0.22187739610671997,0.2564770579338074,0.22048531472682953,0.3184460401535034,0.2880597412586212,0.8054373264312744,0.2068861573934555,0.2564770579338074,0.2726741433143616,0.15548710525035858,0.16472427546977997,0.13657456636428833,0.22208593785762787,0.16199669241905212
.,0.3567904531955719,0.35288307070732117,0.26255303621292114,0.3016270697116852,0.3613996207714081,0.5591574311256409,0.2878446877002716,0.4645031690597534,0.5934505462646484,0.22642354667186737,0.23302660882472992,0.5591574311256409,0.2782854437828064,0.5352458953857422,0.29180291295051575,-0.003708066651597619,0.18964338302612305,0.4130953550338745
