,where,was,american,broadcasting-paramount,theatres,",",inc,headquartered,after,the,merger,?
the,0.5003893971443176,0.48711544275283813,0.24562937021255493,0.32053688168525696,0.2874569296836853,0.4933079481124878,0.19157539308071136,0.306002676486969,0.4565047025680542,1.0,0.2557354271411896,0.22068053483963013
paramount,0.12190982699394226,0.23606519401073456,0.2748584747314453,0.7033172845840454,0.36857596039772034,0.23081281781196594,0.3460085988044739,0.22221533954143524,0.17786258459091187,0.21407467126846313,0.2655654847621918,0.1511610448360443
building,0.2663278877735138,0.237406387925148,0.06657598912715912,0.23078303039073944,0.32919633388519287,0.2374238669872284,0.23329268395900726,0.3315276801586151,0.17679904401302338,0.3159640431404114,0.1650438904762268,0.13549931347370148
at,0.4402937591075897,0.36707764863967896,0.16126874089241028,0.2538147568702698,0.28225332498550415,0.38314947485923767,0.13574913144111633,0.24014824628829956,0.3622083067893982,0.457212895154953,0.14247339963912964,0.21978627145290375
1501,-0.021284393966197968,0.042830269783735275,-0.02064972184598446,-0.007524267770349979,0.14282166957855225,-0.015985997393727303,-0.014119847677648067,0.033849067986011505,-0.03863030672073364,-0.0286103505641222,-0.06995481252670288,-0.04949088394641876
broadway,0.16652067005634308,0.2109655886888504,0.22346985340118408,0.3172056972980499,0.42538318037986755,0.2468005269765854,0.15463536977767944,0.09736395627260208,0.15102705359458923,0.18395566940307617,0.08094673603773117,0.188872292637825
in,0.5344807505607605,0.45514053106307983,0.22871561348438263,0.29766979813575745,0.3121017515659332,0.5201468467712402,0.1609550565481186,0.29953375458717346,0.44050168991088867,0.6662389636039734,0.22860760986804962,0.20430970191955566
manhattan,0.19199755787849426,0.21494844555854797,0.31941938400268555,0.23828080296516418,0.2917217016220093,0.2758549153804779,0.2705363631248474,0.24512189626693726,0.17261599004268646,0.2704658806324005,0.14071625471115112,0.08787932246923447
",",0.3149496018886566,0.45456063747406006,0.3048616647720337,0.3104262948036194,0.30420786142349243,1.0000001192092896,0.23293571174144745,0.2735316753387451,0.38860568404197693,0.4933079481124878,0.25569602847099304,0.31091248989105225
owned,0.185066357254982,0.28269392251968384,0.23308071494102478,0.3897686004638672,0.2867938280105591,0.21168820559978485,0.41915085911750793,0.43962225317955017,0.1923900693655014,0.1999378502368927,0.299104243516922,0.1288648396730423
six,0.17778527736663818,0.3042767345905304,0.1565573364496231,0.22834646701812744,0.1797316074371338,0.2737274467945099,0.14217506349086761,0.236493319272995,0.29967090487480164,0.3614266812801361,0.1542740911245346,0.15298804640769958
am,0.11167217046022415,0.2766091525554657,0.12323551625013351,0.22365951538085938,0.11695689707994461,0.32142406702041626,0.15693439543247223,0.1524103879928589,0.239456444978714,0.18601742386817932,0.11810605973005295,0.3437723219394684
and,0.43859338760375977,0.3740963041782379,0.32290002703666687,0.31354808807373047,0.3383431136608124,0.6633074283599854,0.19968724250793457,0.1958991438150406,0.3765919506549835,0.5171257257461548,0.16802267730236053,0.20544172823429108
several,0.32044100761413574,0.25396689772605896,0.17976683378219604,0.27708494663238525,0.29098397493362427,0.3402247726917267,0.2004982829093933,0.21606728434562683,0.264902263879776,0.40559855103492737,0.15732057392597198,0.15595775842666626
fm,0.12011647969484329,0.14100852608680725,0.16021740436553955,0.4548804461956024,0.18177564442157745,0.22169965505599976,0.19588243961334229,0.23562611639499664,0.10124750435352325,0.1839628368616104,0.23679302632808685,0.1004299446940422
radio,0.14808332920074463,0.20381812751293182,0.23839303851127625,0.574436604976654,0.2802785634994507,0.25251123309135437,0.21318185329437256,0.17009711265563965,0.126451775431633,0.23511973023414612,0.2064618468284607,0.08763375133275986
stations,0.23675303161144257,0.15012863278388977,0.12833601236343384,0.43647149205207825,0.2947525978088379,0.26337406039237976,0.18180571496486664,0.26230257749557495,0.1799689680337906,0.24762700498104095,0.24771249294281006,0.13192185759544373
",",0.3149496018886566,0.45456063747406006,0.3048616647720337,0.3104262948036194,0.30420786142349243,1.0000001192092896,0.23293571174144745,0.2735316753387451,0.38860568404197693,0.4933079481124878,0.25569602847099304,0.31091248989105225
five,0.19254247844219208,0.310379296541214,0.1938171535730362,0.23822751641273499,0.1898687332868576,0.3101605772972107,0.20067794620990753,0.24352280795574188,0.3170136511325836,0.41977158188819885,0.14350031316280365,0.18342848122119904
television,0.1743679940700531,0.2516675293445587,0.3946164548397064,0.6145480275154114,0.32960066199302673,0.27995240688323975,0.24261967837810516,0.2145199328660965,0.19225278496742249,0.24569597840309143,0.10048628598451614,0.16825827956199646
stations,0.23675303161144257,0.15012863278388977,0.12833601236343384,0.43647149205207825,0.2947525978088379,0.26337406039237976,0.18180571496486664,0.26230257749557495,0.1799689680337906,0.24762700498104095,0.24771249294281006,0.13192185759544373
and,0.43859338760375977,0.3740963041782379,0.32290002703666687,0.31354808807373047,0.3383431136608124,0.6633074283599854,0.19968724250793457,0.1958991438150406,0.3765919506549835,0.5171257257461548,0.16802267730236053,0.20544172823429108
644,0.06496110558509827,0.18381555378437042,0.30255556106567383,0.08378714323043823,0.18187955021858215,0.16484643518924713,-0.03252343460917473,-0.04836435243487358,0.013440070673823357,0.1468888521194458,0.026651808992028236,-0.01436137966811657
cinemas,0.2128530740737915,0.2465328872203827,0.16621507704257965,0.4405532479286194,0.5729514360427856,0.199713334441185,0.2730829119682312,0.24525469541549683,0.17144082486629486,0.26714128255844116,0.1298855096101761,0.14086683094501495
in,0.5344807505607605,0.45514053106307983,0.22871561348438263,0.29766979813575745,0.3121017515659332,0.5201468467712402,0.1609550565481186,0.29953375458717346,0.44050168991088867,0.6662389636039734,0.22860760986804962,0.20430970191955566
300,-0.1300990730524063,-0.062496185302734375,-0.0557195208966732,-0.02551141567528248,0.06800030171871185,-0.09158318489789963,-0.02066143974661827,-0.10670106112957001,-0.09333861619234085,-0.07017405331134796,-0.023706188425421715,-0.06213558092713356
u.s.,0.07412675023078918,0.06837434321641922,0.02504141628742218,-0.0679202601313591,-0.004517416935414076,0.030410487204790115,-0.026743702590465546,-0.0005147038027644157,0.11192241311073303,0.06592652946710587,0.07762859761714935,0.07886100560426712
cities,0.22392518818378448,0.17598430812358856,0.11372270435094833,0.22828072309494019,0.27144888043403625,0.31927579641342163,0.07822906225919724,0.2803736627101898,0.16278076171875,0.2621172070503235,0.1948716789484024,0.13339310884475708
.,0.41390106081962585,0.40146201848983765,0.29108086228370667,0.2961370348930359,0.29362812638282776,0.6812511086463928,0.1633831113576889,0.25919339060783386,0.35870397090911865,0.5934505462646484,0.23265978693962097,0.4130953550338745
