,what,abc,action,series,went,up,against,nbc,'s,variety,shows,in,fall,1957,?
as,0.31749409437179565,0.2286096066236496,0.21881477534770966,0.2641415596008301,0.21750199794769287,0.22736889123916626,0.24545185267925262,0.25748270750045776,-0.05775856226682663,0.33520424365997314,0.27829593420028687,0.3887844979763031,0.19012849032878876,-0.10892367362976074,0.27043893933296204
the,0.42745697498321533,0.2068762183189392,0.28415048122406006,0.31376904249191284,0.3345835506916046,0.38423117995262146,0.3090755045413971,0.20618264377117157,-0.01540423184633255,0.22543764114379883,0.36348509788513184,0.6662389636039734,0.3639753758907318,-0.091727614402771,0.22068053483963013
actioner,0.27476996183395386,0.15120618045330048,0.6376233100891113,0.23028522729873657,0.11133500188589096,0.12148968875408173,0.2160472869873047,0.20997163653373718,0.04013396054506302,0.13920535147190094,0.14195920526981354,0.2061905562877655,0.15757052600383759,-0.145514577627182,0.23343625664710999
zorro,0.2062782347202301,0.2844003438949585,0.20786331593990326,0.3117283284664154,0.12228526920080185,0.119214728474617,0.18580234050750732,0.2757866084575653,-0.01498524472117424,0.17144952714443207,0.2352297306060791,0.20292748510837555,0.22693508863449097,-0.18638214468955994,0.18873576819896698
),0.26259949803352356,0.18381085991859436,0.2671453356742859,0.20434704422950745,0.20029959082603455,0.25800976157188416,0.17787303030490875,0.17523308098316193,0.021107977256178856,0.1178763285279274,0.2047332376241684,0.3326910734176636,0.16494083404541016,-0.11548591405153275,0.42300865054130554
went,0.20164033770561218,0.20451749861240387,0.1044909879565239,0.10963287204504013,1.0,0.25305017828941345,0.18844163417816162,0.17495225369930267,0.0411166250705719,0.08610773086547852,0.17573897540569305,0.30470821261405945,0.21689260005950928,-0.12278306484222412,0.12109432369470596
up,0.28591108322143555,0.13020706176757812,0.1427387148141861,0.21352851390838623,0.25305017828941345,1.0000001192092896,0.23695234954357147,0.17814457416534424,-0.08862818777561188,0.12407316267490387,0.2280738800764084,0.3120773434638977,0.2590300440788269,-0.019935334101319313,0.1819818764925003
against,0.24561616778373718,0.10121753811836243,0.2129010707139969,0.22267664968967438,0.18844163417816162,0.23695234954357147,1.0,0.10181724280118942,-0.0006242102244868875,0.12567275762557983,0.1537579745054245,0.27273955941200256,0.23552457988262177,-0.1460927426815033,0.18095137178897858
and,0.31309178471565247,0.16453155875205994,0.25631651282310486,0.26972857117652893,0.3419242799282074,0.4032393991947174,0.3292689621448517,0.1969573199748993,0.06895173341035843,0.3154589533805847,0.34104886651039124,0.4954058527946472,0.25737735629081726,0.01693224534392357,0.20544172823429108
defeated,0.13652801513671875,0.05924658477306366,0.14214259386062622,0.18300415575504303,0.27280035614967346,0.1590251922607422,0.46087589859962463,0.11481788754463196,-0.037976399064064026,0.08943631500005722,0.09783641993999481,0.24813973903656006,0.1857054978609085,-0.11243240535259247,0.1413237303495407
the,0.42745697498321533,0.2068762183189392,0.28415048122406006,0.31376904249191284,0.3345835506916046,0.38423117995262146,0.3090755045413971,0.20618264377117157,-0.01540423184633255,0.22543764114379883,0.36348509788513184,0.6662389636039734,0.3639753758907318,-0.091727614402771,0.22068053483963013
variety,0.20492127537727356,0.20370833575725555,0.14629827439785004,0.2573142945766449,0.08610773086547852,0.12407316267490387,0.12567275762557983,0.220390185713768,0.01577920839190483,1.0000001192092896,0.2249421775341034,0.21121226251125336,0.13921666145324707,0.021030183881521225,0.13376861810684204
shows,0.30282244086265564,0.3304527997970581,0.237682044506073,0.3294292390346527,0.17573897540569305,0.2280738800764084,0.1537579745054245,0.34394192695617676,0.02703757770359516,0.2249421775341034,0.9999999403953552,0.3289647698402405,0.18928784132003784,-0.010671216063201427,0.2040930688381195
aired,0.1692323386669159,0.5025622844696045,0.2263849973678589,0.5169695615768433,0.19929145276546478,0.17002816498279572,0.11417946219444275,0.5155370831489563,-0.008831794373691082,0.22197851538658142,0.3456565737724304,0.21521411836147308,0.18937338888645172,-0.12595324218273163,0.22283338010311127
by,0.2455483376979828,0.17600902915000916,0.23816438019275665,0.267352432012558,0.14665302634239197,0.2738759219646454,0.24816733598709106,0.16605262458324432,-0.010884488001465797,0.17827251553535461,0.21424074470996857,0.370934396982193,0.22717894613742828,-0.10354664921760559,0.17966607213020325
nbc,0.1638578325510025,0.63486248254776,0.17607232928276062,0.4281459450721741,0.17495225369930267,0.17814457416534424,0.10181724280118942,0.9999999403953552,0.07915050536394119,0.220390185713768,0.34394192695617676,0.19303210079669952,0.1719924956560135,-0.143258199095726,0.1680917739868164
and,0.31309178471565247,0.16453155875205994,0.25631651282310486,0.26972857117652893,0.3419242799282074,0.4032393991947174,0.3292689621448517,0.1969573199748993,0.06895173341035843,0.3154589533805847,0.34104886651039124,0.4954058527946472,0.25737735629081726,0.01693224534392357,0.20544172823429108
cbs,0.1950361132621765,0.636570394039154,0.16552309691905975,0.36656585335731506,0.21124111115932465,0.18801671266555786,0.11688030511140823,0.7415741682052612,0.1045214831829071,0.19396941363811493,0.3580446243286133,0.17584392428398132,0.15451818704605103,-0.15945260226726532,0.14594407379627228
in,0.30808621644973755,0.1697147786617279,0.22362500429153442,0.2914260923862457,0.30470821261405945,0.3120773434638977,0.27273955941200256,0.19303210079669952,-0.037580832839012146,0.21121226251125336,0.3289647698402405,1.0,0.22958555817604065,-0.044204503297805786,0.20430970191955566
the,0.42745697498321533,0.2068762183189392,0.28415048122406006,0.31376904249191284,0.3345835506916046,0.38423117995262146,0.3090755045413971,0.20618264377117157,-0.01540423184633255,0.22543764114379883,0.36348509788513184,0.6662389636039734,0.3639753758907318,-0.091727614402771,0.22068053483963013
fall,0.26931828260421753,0.14103294909000397,0.13168098032474518,0.21089966595172882,0.21689260005950928,0.2590300440788269,0.23552457988262177,0.1719924956560135,-0.05826059728860855,0.13921666145324707,0.18928784132003784,0.22958555817604065,1.0,-0.07742445915937424,0.1656162142753601
of,0.33290785551071167,0.14607268571853638,0.23570318520069122,0.22268271446228027,0.2527906000614166,0.32945773005485535,0.2669808566570282,0.12012486904859543,-0.03817026689648628,0.21034783124923706,0.3410852253437042,0.5696388483047485,0.2854328155517578,-0.03177386894822121,0.1826142966747284
1957,-0.006660523824393749,-0.1557149738073349,-0.09758853167295456,-0.18531037867069244,-0.12278306484222412,-0.019935334101319313,-0.1460927426815033,-0.143258199095726,0.057361289858818054,0.021030183881521225,-0.010671216063201427,-0.044204503297805786,-0.07742445915937424,1.0000001192092896,-0.11977791041135788
",",0.3087472915649414,0.2097204476594925,0.22599565982818604,0.24060699343681335,0.29013195633888245,0.34193792939186096,0.31168749928474426,0.17508727312088013,-0.0016132977325469255,0.2583879828453064,0.26986414194107056,0.5201468467712402,0.31587862968444824,-0.07933740317821503,0.31091248989105225
and,0.31309178471565247,0.16453155875205994,0.25631651282310486,0.26972857117652893,0.3419242799282074,0.4032393991947174,0.3292689621448517,0.1969573199748993,0.06895173341035843,0.3154589533805847,0.34104886651039124,0.4954058527946472,0.25737735629081726,0.01693224534392357,0.20544172823429108
its,0.30393704771995544,0.19045390188694,0.21326182782649994,0.16496503353118896,0.17974990606307983,0.2559551000595093,0.16972889006137848,0.2153240293264389,0.03202139586210251,0.22423988580703735,0.2824936509132385,0.3793783485889435,0.2580398917198181,0.08274760097265244,0.15103481709957123
detective,0.15935367345809937,0.22773604094982147,0.22571809589862823,0.41891923546791077,0.172888845205307,0.14293429255485535,0.19567365944385529,0.3334290385246277,-0.01328311674296856,0.2080756425857544,0.21636690199375153,0.24981169402599335,0.08688010275363922,-0.21912196278572083,0.12046074122190475
shows,0.30282244086265564,0.3304527997970581,0.237682044506073,0.3294292390346527,0.17573897540569305,0.2280738800764084,0.1537579745054245,0.34394192695617676,0.02703757770359516,0.2249421775341034,0.9999999403953552,0.3289647698402405,0.18928784132003784,-0.010671216063201427,0.2040930688381195
did,0.4259131848812103,0.13353709876537323,0.17849725484848022,0.15581852197647095,0.4810470640659332,0.21613863110542297,0.22514554858207703,0.1728760302066803,0.05069678649306297,0.10948088020086288,0.22659285366535187,0.2593238651752472,0.22550886869430542,-0.11595331132411957,0.3023456633090973
the,0.42745697498321533,0.2068762183189392,0.28415048122406006,0.31376904249191284,0.3345835506916046,0.38423117995262146,0.3090755045413971,0.20618264377117157,-0.01540423184633255,0.22543764114379883,0.36348509788513184,0.6662389636039734,0.3639753758907318,-0.091727614402771,0.22068053483963013
same,0.3764382302761078,0.21684971451759338,0.13644804060459137,0.1877945363521576,0.18824172019958496,0.3116646707057953,0.17274110019207,0.21936160326004028,0.0036877936217933893,0.20774497091770172,0.2587173283100128,0.3692481815814972,0.22241438925266266,-0.06613321602344513,0.22649677097797394
in,0.30808621644973755,0.1697147786617279,0.22362500429153442,0.2914260923862457,0.30470821261405945,0.3120773434638977,0.27273955941200256,0.19303210079669952,-0.037580832839012146,0.21121226251125336,0.3289647698402405,1.0,0.22958555817604065,-0.044204503297805786,0.20430970191955566
the,0.42745697498321533,0.2068762183189392,0.28415048122406006,0.31376904249191284,0.3345835506916046,0.38423117995262146,0.3090755045413971,0.20618264377117157,-0.01540423184633255,0.22543764114379883,0.36348509788513184,0.6662389636039734,0.3639753758907318,-0.091727614402771,0.22068053483963013
fall,0.26931828260421753,0.14103294909000397,0.13168098032474518,0.21089966595172882,0.21689260005950928,0.2590300440788269,0.23552457988262177,0.1719924956560135,-0.05826059728860855,0.13921666145324707,0.18928784132003784,0.22958555817604065,1.0,-0.07742445915937424,0.1656162142753601
of,0.33290785551071167,0.14607268571853638,0.23570318520069122,0.22268271446228027,0.2527906000614166,0.32945773005485535,0.2669808566570282,0.12012486904859543,-0.03817026689648628,0.21034783124923706,0.3410852253437042,0.5696388483047485,0.2854328155517578,-0.03177386894822121,0.1826142966747284
1959,-0.04905922710895538,-0.034490931779146194,-0.024336298927664757,-0.027717486023902893,0.013582087121903896,0.017076730728149414,0.041502445936203,-0.0987047627568245,0.023679634556174278,-0.007022188976407051,0.018018636852502823,0.09894876182079315,0.015087117440998554,-0.06760738044977188,0.07245876640081406
.,0.3567904531955719,0.2567209303379059,0.2625104486942291,0.3121925890445709,0.27773603796958923,0.351434588432312,0.28705209493637085,0.23586274683475494,-0.003708066651597619,0.18405137956142426,0.2639692425727844,0.5591574311256409,0.2718521058559418,-0.10019469261169434,0.4130953550338745
