,what,act,sets,forth,the,functions,of,the,scottish,parliament,?
role,0.22614215314388275,0.25746655464172363,0.13764706254005432,0.10540218651294708,0.26607486605644226,0.24643424153327942,0.1797693818807602,0.26607486605644226,0.10963016748428345,0.1392432600259781,0.18676944077014923
of,0.33290785551071167,0.2802577316761017,0.14160113036632538,0.2488054633140564,0.733189046382904,0.2328059822320938,1.0,0.733189046382904,0.1698460429906845,0.2885259687900543,0.1826142966747284
the,0.42745697498321533,0.28682878613471985,0.2320500761270523,0.33635199069976807,1.0,0.2567043900489807,0.733189046382904,1.0,0.21724988520145416,0.26521381735801697,0.22068053483963013
scottish,0.13777151703834534,0.1456814855337143,0.13924872875213623,0.2647881507873535,0.21724988520145416,0.09346538782119751,0.1698460429906845,0.21724988520145416,1.0000001192092896,0.3418616056442261,0.06442669779062271
parliament,0.21650300920009613,0.33536985516548157,0.07161371409893036,0.20903702080249786,0.26521381735801697,0.16338469088077545,0.2885259687900543,0.26521381735801697,0.3418616056442261,1.0,0.1586504578590393
and,0.31309178471565247,0.2776535749435425,0.23491808772087097,0.3152049779891968,0.5171257257461548,0.2698383927345276,0.5116966962814331,0.5171257257461548,0.2972351908683777,0.26227831840515137,0.20544172823429108
delimits,0.32595890760421753,0.22874292731285095,0.35121697187423706,0.13262563943862915,0.35008275508880615,0.3012387156486511,0.3078193962574005,0.35008275508880615,0.10108103603124619,0.12498379498720169,0.22051700949668884
its,0.30393704771995544,0.21298791468143463,0.19439581036567688,0.1680883765220642,0.559237003326416,0.2713657319545746,0.48690423369407654,0.559237003326416,0.12293983995914459,0.23021577298641205,0.15103481709957123
legislative,0.22232688963413239,0.3327866494655609,0.08619934320449829,0.10504082590341568,0.27501925826072693,0.29496708512306213,0.34083476662635803,0.27501925826072693,0.16875262558460236,0.6651111245155334,0.1654243916273117
competence,0.39366716146469116,0.2878987789154053,0.11675351858139038,0.19097280502319336,0.26006200909614563,0.28652289509773254,0.2747616171836853,0.26006200909614563,0.15986664593219757,0.2027537077665329,0.2752470076084137
.,0.3567904531955719,0.2025400698184967,0.19465717673301697,0.22813630104064941,0.5934505462646484,0.25117823481559753,0.5352458953857422,0.5934505462646484,0.20125295221805573,0.23747818171977997,0.4130953550338745
