,how,much,had,westinghouse,paid,to,tesla,",",brown,and,peck,?
",",0.22659391164779663,0.36182254552841187,0.35487717390060425,0.277236670255661,0.18092423677444458,0.44245919585227966,0.20599327981472015,1.0000001192092896,0.2983597218990326,0.6633074283599854,0.26360607147216797,0.31091248989105225
which,0.4852597713470459,0.4274604916572571,0.3188965916633606,0.2770593464374542,0.21827414631843567,0.5345056653022766,0.2203940600156784,0.3658004403114319,0.2118930220603943,0.506277859210968,0.14172090590000153,0.25814583897590637
bankers,0.17288176715373993,0.18637728691101074,0.18634548783302307,0.32312291860580444,0.332554429769516,0.1615559160709381,0.1983546018600464,0.21139311790466309,0.16467297077178955,0.24689820408821106,0.21206262707710266,0.12298112362623215
considered,0.1960998773574829,0.2904464900493622,0.2744917571544647,0.18207024037837982,0.24034102261066437,0.2954166829586029,0.08748162537813187,0.32932984828948975,0.0999908298254013,0.3359341621398926,0.1623232215642929,0.19909770786762238
a,0.29312583804130554,0.2958075702190399,0.34897568821907043,0.25513118505477905,0.19037166237831116,0.45503583550453186,0.2211925983428955,0.427140474319458,0.21047969162464142,0.3739250600337982,0.24783697724342346,0.23916715383529663
financial,0.20090524852275848,0.18630428612232208,0.2231896072626114,0.2653241455554962,0.34314873814582825,0.27715611457824707,0.17402200400829315,0.25465908646583557,0.10348913818597794,0.26681631803512573,0.13746993243694305,0.06444920599460602
strain,0.25993484258651733,0.26016080379486084,0.2059251368045807,0.15779533982276917,0.09304335713386536,0.24741879105567932,0.17554794251918793,0.2557505965232849,0.18075990676879883,0.3105657994747162,0.2643183469772339,0.14672546088695526
on,0.32655060291290283,0.2834896147251129,0.36692994832992554,0.23386307060718536,0.21257959306240082,0.41031414270401,0.16159376502037048,0.49057599902153015,0.21359805762767792,0.4077630043029785,0.25456929206848145,0.2714994251728058
the,0.33890387415885925,0.35023224353790283,0.3875846862792969,0.3101098835468292,0.22871042788028717,0.535392165184021,0.1324402391910553,0.4933079481124878,0.2198052853345871,0.5171257257461548,0.2147165983915329,0.22068053483963013
company,0.15308363735675812,0.17030248045921326,0.19269630312919617,0.35389670729637146,0.276852548122406,0.24903783202171326,0.23045730590820312,0.2697763442993164,0.12029571086168289,0.23788511753082275,0.11175356060266495,0.12195809185504913
(,0.1676948219537735,0.21788647770881653,0.16223937273025513,0.18137404322624207,0.1212897077202797,0.30882009863853455,0.2156914919614792,0.6363511681556702,0.22629423439502716,0.4862271547317505,0.1763029396533966,0.40561532974243164
at,0.2154216170310974,0.23158283531665802,0.3288320302963257,0.24553091824054718,0.2324451357126236,0.36524343490600586,0.16552478075027466,0.38314947485923767,0.1908298134803772,0.3571503460407257,0.18770384788513184,0.21978627145290375
that,0.557814359664917,0.4869440197944641,0.4407361149787903,0.19149138033390045,0.3008268177509308,0.5436353087425232,0.22102725505828857,0.4137537479400635,0.18803873658180237,0.4731321930885315,0.1605188101530075,0.32716336846351624
point,0.21504828333854675,0.23877499997615814,0.19398483633995056,0.08637485653162003,0.11517418175935745,0.3403111398220062,0.1225433424115181,0.28971099853515625,0.07537021487951279,0.23319636285305023,0.07821712642908096,0.19189560413360596
westinghouse,0.1836739182472229,0.1912594586610794,0.2198336273431778,0.9999999403953552,0.2002279907464981,0.22176946699619293,0.35764777660369873,0.277236670255661,0.23409830033779144,0.2865493595600128,0.29347383975982666,0.17307911813259125
had,0.2549138069152832,0.31141290068626404,0.9999999403953552,0.2198336273431778,0.35630255937576294,0.37984350323677063,0.12050733715295792,0.35487717390060425,0.20139196515083313,0.3872550129890442,0.21478697657585144,0.20728366076946259
paid,0.19544272124767303,0.26621535420417786,0.35630255937576294,0.2002279907464981,1.0,0.2345556914806366,0.17706304788589478,0.18092423677444458,0.11928849667310715,0.23595960438251495,0.13172970712184906,0.20964482426643372
out,0.3963836133480072,0.3749011158943176,0.317210853099823,0.16800174117088318,0.21636338531970978,0.42386990785598755,0.2017683982849121,0.3161109685897827,0.15555113554000854,0.3881998062133789,0.28022927045822144,0.22020699083805084
an,0.2520636022090912,0.2866077721118927,0.22327841818332672,0.24657122790813446,0.16376206278800964,0.3138085603713989,0.13714656233787537,0.3581022024154663,0.14553560316562653,0.2838519215583801,0.13137996196746826,0.19793890416622162
estimated,0.21406520903110504,0.2984779179096222,0.2793443500995636,0.2055327147245407,0.28017109632492065,0.2046545445919037,0.19459319114685059,0.2654368579387665,0.18137133121490479,0.211697056889534,0.15184271335601807,0.18149758875370026
$,0.18718640506267548,0.205519899725914,0.2278132438659668,0.1781255006790161,0.453156441450119,0.22282108664512634,0.23458653688430786,0.21166811883449554,0.14466024935245514,0.20277954638004303,0.17974595725536346,0.2786129117012024
"200,000",0.025636112317442894,-0.06130961328744888,0.035737045109272,0.09664503484964371,0.11300753802061081,0.0769207626581192,0.12938782572746277,0.0822363868355751,0.023583613336086273,0.0814400240778923,0.1719789355993271,-0.020140642300248146
in,0.2601168751716614,0.2725222110748291,0.385026752948761,0.2579890191555023,0.1910562664270401,0.45010748505592346,0.17097744345664978,0.5201468467712402,0.20236437022686005,0.4954058527946472,0.2105751633644104,0.20430970191955566
licenses,0.18558941781520844,0.1975761204957962,0.16415885090827942,0.3033861517906189,0.29769468307495117,0.27215200662612915,0.14465896785259247,0.2226131111383438,0.0892496407032013,0.24958379566669464,0.13287261128425598,0.20863908529281616
and,0.33647966384887695,0.38395699858665466,0.3872550129890442,0.2865493595600128,0.23595960438251495,0.48971283435821533,0.19560420513153076,0.6633074283599854,0.28234389424324036,1.0,0.2566913664340973,0.20544172823429108
royalties,0.23175649344921112,0.23236945271492004,0.34649544954299927,0.2417360246181488,0.3567541241645813,0.2555391192436218,0.19358721375465393,0.26653391122817993,0.09724879264831543,0.2909553050994873,0.11286279559135437,0.20977091789245605
to,0.44169697165489197,0.40610215067863464,0.37984350323677063,0.22176946699619293,0.2345556914806366,1.0,0.17548894882202148,0.44245919585227966,0.20498941838741302,0.48971283435821533,0.19434410333633423,0.29463258385658264
tesla,0.19128404557704926,0.20609156787395477,0.12050733715295792,0.35764777660369873,0.17706304788589478,0.17548894882202148,0.9999999403953552,0.20599327981472015,0.07134627550840378,0.19560420513153076,0.09895811975002289,0.10250775516033173
",",0.22659391164779663,0.36182254552841187,0.35487717390060425,0.277236670255661,0.18092423677444458,0.44245919585227966,0.20599327981472015,1.0000001192092896,0.2983597218990326,0.6633074283599854,0.26360607147216797,0.31091248989105225
brown,0.154130220413208,0.15004368126392365,0.20139196515083313,0.23409830033779144,0.11928849667310715,0.20498941838741302,0.07134627550840378,0.2983597218990326,1.0000001192092896,0.28234389424324036,0.2998613715171814,0.18920691311359406
",",0.22659391164779663,0.36182254552841187,0.35487717390060425,0.277236670255661,0.18092423677444458,0.44245919585227966,0.20599327981472015,1.0000001192092896,0.2983597218990326,0.6633074283599854,0.26360607147216797,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.3872550129890442,0.2865493595600128,0.23595960438251495,0.48971283435821533,0.19560420513153076,0.6633074283599854,0.28234389424324036,1.0,0.2566913664340973,0.20544172823429108
peck,0.2172025591135025,0.17678771913051605,0.21478697657585144,0.29347383975982666,0.13172970712184906,0.19434410333633423,0.09895811975002289,0.26360607147216797,0.2998613715171814,0.2566913664340973,0.9999999403953552,0.22361880540847778
),0.17939934134483337,0.22256317734718323,0.17014533281326294,0.18788452446460724,0.12031617760658264,0.31236231327056885,0.22692398726940155,0.63033527135849,0.2110663801431656,0.4961937665939331,0.16993214190006256,0.42300865054130554
.,0.3287222981452942,0.3374604284763336,0.37348684668540955,0.3097001910209656,0.22304166853427887,0.4645031690597534,0.17949827015399933,0.6812511086463928,0.3447112441062927,0.588965117931366,0.2531663477420807,0.4130953550338745
