,who,is,currently,speaker,of,the,scottish,parliament,?
two,0.2791741192340851,0.2315155267715454,0.25815945863723755,0.1083030104637146,0.37726253271102905,0.43858039379119873,0.14799067378044128,0.1696552336215973,0.19645625352859497
msps,0.2761230170726776,0.24139109253883362,0.30883103609085083,0.2899619936943054,0.32335641980171204,0.3199247419834137,0.4475419521331787,0.5331769585609436,0.14526908099651337
to,0.42656609416007996,0.42745086550712585,0.2719990611076355,0.24891553819179535,0.41548454761505127,0.535392165184021,0.1268421709537506,0.20290622115135193,0.29463258385658264
serve,0.2677389681339264,0.22737301886081696,0.21458934247493744,0.2550957500934601,0.2656401991844177,0.2749462425708771,0.09785868227481842,0.18732470273971558,0.19925682246685028
as,0.3923053741455078,0.43216490745544434,0.32914450764656067,0.24382005631923676,0.3886612355709076,0.48381632566452026,0.185140922665596,0.1639251410961151,0.27043893933296204
deputies,0.27502986788749695,0.17188584804534912,0.20635242760181427,0.4111713469028473,0.29084333777427673,0.2915080487728119,0.19669854640960693,0.49610963463783264,0.0984673723578453
(,0.2443375140428543,0.35393038392066956,0.25274062156677246,0.21152441203594208,0.35032153129577637,0.33289089798927307,0.1946880966424942,0.1706518530845642,0.40561532974243164
currently,0.3362814784049988,0.4011616110801697,1.0000001192092896,0.18527378141880035,0.2655649185180664,0.2945235073566437,0.18670697510242462,0.22299550473690033,0.1861555278301239
elaine,0.2660266160964966,0.18816767632961273,0.16402125358581543,0.14042754471302032,0.12552502751350403,0.17783528566360474,0.22995513677597046,0.20030052959918976,0.2216685265302658
smith,0.3096564710140228,0.1372288465499878,0.1646503210067749,0.1827179342508316,0.1941387802362442,0.24611686170101166,0.2750418186187744,0.1192883849143982,0.21930724382400513
and,0.41279885172843933,0.3859752118587494,0.2922934591770172,0.22946549952030182,0.5116966962814331,0.5171257257461548,0.2972351908683777,0.26227831840515137,0.20544172823429108
john,0.30388808250427246,0.16449548304080963,0.14914046227931976,0.24352717399597168,0.2407056987285614,0.2230520099401474,0.31557759642601013,0.1630604863166809,0.13162356615066528
scott,0.23192273080348969,0.16574665904045105,0.1847902238368988,0.1362307071685791,0.17038246989250183,0.20135091245174408,0.45832347869873047,0.06855844706296921,0.0875725969672203
),0.2457384318113327,0.37732169032096863,0.24783915281295776,0.22813697159290314,0.3680361211299896,0.3456730246543884,0.17440292239189148,0.18304091691970825,0.42300865054130554
.,0.3541337847709656,0.4569662809371948,0.29744869470596313,0.25551629066467285,0.5352458953857422,0.5934505462646484,0.20125295221805573,0.23747818171977997,0.4130953550338745
