,what,is,the,name,of,another,compelling,continuation,of,the,fermat,primality,test,?
fail,0.37353983521461487,0.1806677132844925,0.27147823572158813,0.03876838460564613,0.16776414215564728,0.252750962972641,0.3837197422981262,0.19132930040359497,0.16776414215564728,0.27147823572158813,0.18611939251422882,0.2788512110710144,0.2773474454879761,0.3153959810733795
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.11450952291488647,0.42558613419532776,0.26329556107521057,0.17800337076187134,0.20440877974033356,0.42558613419532776,0.457212895154953,0.16871990263462067,0.1314685195684433,0.1877070963382721,0.21978627145290375
least,0.3337163031101227,0.25724145770072937,0.3428877890110016,0.08738727122545242,0.32696738839149475,0.41450533270835876,0.24457445740699768,0.1980971097946167,0.32696738839149475,0.3428877890110016,0.24702224135398865,0.20076091587543488,0.1695597618818283,0.28866854310035706
some,0.4491020441055298,0.3038453459739685,0.4566698372364044,0.18756690621376038,0.4300730526447296,0.37478992342948914,0.3623156249523163,0.20821155607700348,0.4300730526447296,0.4566698372364044,0.2104264497756958,0.26861488819122314,0.2230105698108673,0.2562315762042999
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.38147079944610596,0.2634647488594055,0.32713258266448975,1.0,0.733189046382904,0.19480057060718536,0.28515246510505676,0.164191335439682,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.5019711852073669,0.2782888412475586,0.41826045513153076,0.733189046382904,1.0,0.20773477852344513,0.25188151001930237,0.19235259294509888,0.22068053483963013
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.24374312162399292,0.35127586126327515,0.3186623156070709,0.2390103042125702,0.344177782535553,0.35127586126327515,0.43061500787734985,0.24049046635627747,0.1824703961610794,0.1952582150697708,0.27391523122787476
when,0.4700249433517456,0.3471449911594391,0.5091903209686279,0.24618172645568848,0.3757161796092987,0.48569372296333313,0.3035326898097992,0.2724682092666626,0.3757161796092987,0.5091903209686279,0.17155969142913818,0.1335032433271408,0.2440095990896225,0.22841128706932068
applied,0.1944669634103775,0.21050988137722015,0.22842662036418915,0.18968766927719116,0.2825285494327545,0.21172796189785004,0.2638976573944092,0.16095970571041107,0.2825285494327545,0.22842662036418915,0.17758822441101074,0.2629193365573883,0.2262888103723526,0.15585725009441376
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.48769932985305786,0.39322224259376526,0.28057393431663513,0.41548454761505127,0.535392165184021,0.17767852544784546,0.22107408940792084,0.23725658655166626,0.29463258385658264
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.6191956996917725,0.27912890911102295,0.31851640343666077,0.5052502155303955,0.5829201340675354,0.2493271678686142,0.2352360039949417,0.2521366477012634,0.23916715383529663
composite,0.20413389801979065,0.2680354416370392,0.22363927960395813,0.1978839933872223,0.27240246534347534,0.23344892263412476,0.20155741274356842,0.13202452659606934,0.27240246534347534,0.22363927960395813,0.3371836841106415,0.301013320684433,0.24837084114551544,0.10732094198465347
number,0.23046229779720306,0.22390379011631012,0.35145696997642517,0.2084028571844101,0.2778518795967102,0.27583494782447815,0.1789236068725586,0.15720121562480927,0.2778518795967102,0.35145696997642517,0.33677148818969727,0.32976987957954407,0.19257770478725433,0.19256845116615295
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.3817248046398163,0.22271567583084106,0.26805564761161804,0.5352458953857422,0.5934505462646484,0.24373872578144073,0.23931632936000824,0.23588362336158752,0.4130953550338745
