,what,was,th,elast,super,bowl,where,the,broncos,wore,white,uniforms,?
elway,0.2192334681749344,0.24907957017421722,0.1752854883670807,0.1881122589111328,0.2389257848262787,0.3023669123649597,0.2741640508174896,0.2985321283340454,0.47580254077911377,0.21582496166229248,0.18519404530525208,0.28842422366142273,0.2248448133468628
's,0.02692362666130066,0.008974763564765453,0.03309855982661247,-0.0022531989961862564,0.09726737439632416,-0.02838491089642048,0.0007701900321990252,-0.01540423184633255,-0.037254199385643005,0.049437545239925385,0.024444883689284325,0.020875148475170135,-0.023395681753754616
last,0.23175878822803497,0.32424551248550415,0.3285049796104431,0.2869797945022583,0.17231976985931396,0.20327796041965485,0.21206308901309967,0.3698786795139313,0.14458541572093964,0.19948551058769226,0.15455396473407745,0.1373271495103836,0.22371746599674225
game,0.2246788740158081,0.2568269371986389,0.17072069644927979,0.20441286265850067,0.3480181396007538,0.2413962334394455,0.21889865398406982,0.285271555185318,0.32325026392936707,0.14022880792617798,0.11830056458711624,0.23268237709999084,0.1829071193933487
as,0.31749409437179565,0.3677520453929901,0.22745953500270844,0.2552465796470642,0.21450649201869965,0.14539222419261932,0.35409465432167053,0.48381632566452026,0.23052668571472168,0.22864332795143127,0.22857752442359924,0.23654711246490479,0.27043893933296204
denver,0.1275133192539215,0.2766761779785156,0.20641662180423737,0.1763325035572052,0.24589714407920837,0.2861449718475342,0.17247088253498077,0.2052404284477234,0.5774994492530823,0.23825088143348694,0.18993325531482697,0.19852574169635773,0.1520889848470688
qb,0.12458405643701553,0.25619086623191833,0.23352643847465515,0.07807102054357529,0.2669486999511719,0.32663026452064514,0.09415484964847565,0.15503893792629242,0.4105522334575653,0.23162011802196503,0.15559294819831848,0.234376922249794,0.17378021776676178
",",0.3087472915649414,0.45456063747406006,0.30680420994758606,0.1669546216726303,0.22322475910186768,0.1810409277677536,0.3149496018886566,0.4933079481124878,0.2558487057685852,0.2022600620985031,0.27337658405303955,0.17297542095184326,0.31091248989105225
when,0.4700249433517456,0.37326499819755554,0.1930307149887085,0.28152912855148315,0.20393483340740204,0.20523639023303986,0.5747735500335693,0.5091903209686279,0.20478437840938568,0.21429064869880676,0.25438255071640015,0.2209760695695877,0.22841128706932068
they,0.4431931674480438,0.3300964832305908,0.17603574693202972,0.3116724193096161,0.1988932192325592,0.18658970296382904,0.43078136444091797,0.49925389885902405,0.25937581062316895,0.3081434369087219,0.2811111807823181,0.3297886848449707,0.2753053903579712
defeated,0.13652801513671875,0.30834874510765076,0.25098228454589844,0.10457777976989746,0.22541621327400208,0.24224305152893066,0.19311988353729248,0.2833898365497589,0.3003196120262146,0.30535149574279785,0.11852969229221344,0.16565997898578644,0.1413237303495407
the,0.42745697498321533,0.48711544275283813,0.36360010504722595,0.25725075602531433,0.21959073841571808,0.21576224267482758,0.5003893971443176,1.0,0.25985947251319885,0.2265123575925827,0.25492873787879944,0.24092966318130493,0.22068053483963013
atlanta,0.16388162970542908,0.24287629127502441,0.21233342587947845,0.14749005436897278,0.18281380832195282,0.2594067454338074,0.15776489675045013,0.23474927246570587,0.4281277060508728,0.17437928915023804,0.18580159544944763,0.21111571788787842,0.15733501315116882
falcons,0.16426008939743042,0.1812870353460312,0.1048487052321434,0.18594332039356232,0.2247217297554016,0.3091208338737488,0.1008073017001152,0.21631120145320892,0.5457971096038818,0.32763442397117615,0.24364104866981506,0.32852745056152344,0.13383014500141144
34–19,-0.024621915072202682,0.03991703316569328,-0.10927528887987137,-0.12139838188886642,-0.015810701996088028,-0.08226211369037628,-0.15058434009552002,-0.14853201806545258,-0.12041433155536652,0.016296692192554474,-0.10359349101781845,-0.049964796751737595,-0.03791365772485733
.,0.3567904531955719,0.40146201848983765,0.3437471091747284,0.22713828086853027,0.2757420241832733,0.21516893804073334,0.41390106081962585,0.5934505462646484,0.2612393796443939,0.18091335892677307,0.2806001901626587,0.20023754239082336,0.4130953550338745
