,why,has,the,muslim,brotherhood,facilitated,inexpensive,mass,marriage,ceremonies,?
",",0.2827242314815521,0.3734780251979828,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.20515024662017822,0.19888900220394135,0.2439754158258438,0.25912216305732727,0.17422431707382202,0.31091248989105225
free,0.12326215952634811,0.13351182639598846,0.22231732308864594,0.13522514700889587,0.13829518854618073,0.23759305477142334,0.1820257306098938,0.12222682684659958,0.1324782818555832,0.03834020346403122,0.1278279572725296
or,0.3391086459159851,0.316264808177948,0.4174870550632477,0.24162378907203674,0.20390009880065918,0.2749696671962738,0.2894554138183594,0.24079331755638123,0.14446482062339783,0.22622016072273254,0.32389625906944275
low,0.23409032821655273,0.20071320235729218,0.2544175982475281,0.14820411801338196,0.10079549252986908,0.1985905021429062,0.34584689140319824,0.244414284825325,0.055771708488464355,0.06220041215419769,0.10658930987119675
cost,0.16800735890865326,0.20595161616802216,0.23177006840705872,0.15374961495399475,0.09796439111232758,0.2887101173400879,0.47153905034065247,0.20609252154827118,0.1068982258439064,0.10533910244703293,0.17823095619678497
medical,0.19800007343292236,0.1678176373243332,0.2398311346769333,0.24885132908821106,0.17228449881076813,0.3752933144569397,0.24243958294391632,0.09435895085334778,0.1630786955356598,0.1891273409128189,0.13234087824821472
clinics,0.19022201001644135,0.18273699283599854,0.21555426716804504,0.18208014965057373,0.1874091476202011,0.39867904782295227,0.2536759674549103,0.11340070515871048,0.11668384820222855,0.15808124840259552,0.14777065813541412
",",0.2827242314815521,0.3734780251979828,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.20515024662017822,0.19888900220394135,0.2439754158258438,0.25912216305732727,0.17422431707382202,0.31091248989105225
housing,0.13618427515029907,0.21798360347747803,0.24837790429592133,0.23340682685375214,0.2405315339565277,0.35542213916778564,0.2896336615085602,0.20421701669692993,0.2342199683189392,0.14710040390491486,0.11872038245201111
assistance,0.16337665915489197,0.09772477298974991,0.19771957397460938,0.17709414660930634,0.20535360276699066,0.3293841779232025,0.1557132601737976,0.10176286101341248,0.1655300408601761,0.10995790362358093,0.14602699875831604
to,0.4100138247013092,0.3619994819164276,0.535392165184021,0.2551989257335663,0.21977385878562927,0.30856847763061523,0.3084670305252075,0.20907121896743774,0.21359077095985413,0.23610448837280273,0.29463258385658264
students,0.1645456701517105,0.1987207978963852,0.25268980860710144,0.28376346826553345,0.18218059837818146,0.2504805624485016,0.2753748297691345,0.16594363749027252,0.1291031688451767,0.16808068752288818,0.18017297983169556
from,0.2592364251613617,0.2621968984603882,0.40150508284568787,0.14690551161766052,0.1108299195766449,0.18440933525562286,0.13657091557979584,0.16470669209957123,0.10502555221319199,0.12073959410190582,0.19969791173934937
out,0.33142736554145813,0.30727511644363403,0.39404502511024475,0.20520347356796265,0.19660624861717224,0.23521414399147034,0.2561945617198944,0.19746729731559753,0.14389392733573914,0.19835180044174194,0.22020699083805084
of,0.28464117646217346,0.3909035325050354,0.733189046382904,0.267849862575531,0.2067413628101349,0.2337229698896408,0.19121038913726807,0.26915112137794495,0.1860882043838501,0.23873528838157654,0.1826142966747284
town,0.08939716219902039,0.21947893500328064,0.2974243760108948,0.16239890456199646,0.1770368069410324,0.09898833930492401,0.10380659997463226,0.11744091659784317,0.13682308793067932,0.08551973849534988,0.09902279824018478
",",0.2827242314815521,0.3734780251979828,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.20515024662017822,0.19888900220394135,0.2439754158258438,0.25912216305732727,0.17422431707382202,0.31091248989105225
student,0.12719498574733734,0.21276195347309113,0.21259291470050812,0.25907713174819946,0.20274516940116882,0.20801451802253723,0.1959688663482666,0.20001988112926483,0.1521403044462204,0.11551174521446228,0.13282090425491333
advisory,0.18611867725849152,0.12480772286653519,0.2453017681837082,0.1376170665025711,0.1952117383480072,0.309185653924942,0.06345392018556595,0.18208932876586914,0.09419767558574677,0.2183791697025299,0.12650002539157867
groups,0.15471938252449036,0.21874025464057922,0.27790749073028564,0.22084222733974457,0.22552238404750824,0.20174401998519897,0.15828289091587067,0.22123949229717255,0.15270023047924042,0.17576953768730164,0.14349548518657684
",",0.2827242314815521,0.3734780251979828,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.20515024662017822,0.19888900220394135,0.2439754158258438,0.25912216305732727,0.17422431707382202,0.31091248989105225
facilitation,0.20941850543022156,0.18964098393917084,0.20781955122947693,0.204472616314888,0.19723711907863617,0.8615183234214783,0.23159335553646088,0.32052770256996155,0.1468474268913269,0.17759929597377777,0.21877895295619965
of,0.28464117646217346,0.3909035325050354,0.733189046382904,0.267849862575531,0.2067413628101349,0.2337229698896408,0.19121038913726807,0.26915112137794495,0.1860882043838501,0.23873528838157654,0.1826142966747284
inexpensive,0.21519237756729126,0.19155889749526978,0.21114370226860046,0.16433368623256683,0.11714832484722137,0.23870405554771423,0.9999999403953552,0.19880370795726776,0.1033192127943039,0.17610737681388855,0.14879846572875977
mass,0.23055481910705566,0.22626645863056183,0.2284930944442749,0.1345745474100113,0.12318508327007294,0.2690190076828003,0.19880370795726776,1.0000001192092896,0.10350283235311508,0.19016379117965698,0.2076406031847
marriage,0.18233750760555267,0.14076818525791168,0.17375090718269348,0.20372767746448517,0.2735709249973297,0.14244258403778076,0.1033192127943039,0.10350283235311508,0.9999999403953552,0.3302777111530304,0.13543564081192017
ceremonies,0.14908087253570557,0.15850213170051575,0.26092329621315,0.2367403656244278,0.2478751540184021,0.1841624528169632,0.17610737681388855,0.19016379117965698,0.3302777111530304,1.0000001192092896,0.11834365129470825
to,0.4100138247013092,0.3619994819164276,0.535392165184021,0.2551989257335663,0.21977385878562927,0.30856847763061523,0.3084670305252075,0.20907121896743774,0.21359077095985413,0.23610448837280273,0.29463258385658264
avoid,0.3182125687599182,0.1780412644147873,0.24833035469055176,0.14259810745716095,0.1262420266866684,0.2741445302963257,0.2414393573999405,0.2000744491815567,0.12708620727062225,0.09921133518218994,0.26885488629341125
prohibitively,0.2618487477302551,0.28506070375442505,0.2876586616039276,0.28067293763160706,0.24981242418289185,0.3327781856060028,0.32867980003356934,0.2078978568315506,0.2542729079723358,0.17779475450515747,0.2435460388660431
costly,0.2832558751106262,0.20149564743041992,0.28278836607933044,0.19447842240333557,0.12695860862731934,0.2453293353319168,0.4881341755390167,0.16653794050216675,0.1743663102388382,0.15818090736865997,0.19718864560127258
dowry,0.22616134583950043,0.2223942130804062,0.2617739737033844,0.20893600583076477,0.14169618487358093,0.14540286362171173,0.2738916277885437,0.14035099744796753,0.4609370827674866,0.25859639048576355,0.18657253682613373
demands,0.2164132297039032,0.18332159519195557,0.3082757890224457,0.22122888267040253,0.2561267018318176,0.3756619095802307,0.24502518773078918,0.1900513768196106,0.24868948757648468,0.17717400193214417,0.11488337814807892
",",0.2827242314815521,0.3734780251979828,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.20515024662017822,0.19888900220394135,0.2439754158258438,0.25912216305732727,0.17422431707382202,0.31091248989105225
legal,0.1755281686782837,0.19848433136940002,0.25629305839538574,0.2840621769428253,0.23644855618476868,0.2510231137275696,0.21127651631832123,0.09023338556289673,0.39513078331947327,0.20340771973133087,0.2143220454454422
assistance,0.16337665915489197,0.09772477298974991,0.19771957397460938,0.17709414660930634,0.20535360276699066,0.3293841779232025,0.1557132601737976,0.10176286101341248,0.1655300408601761,0.10995790362358093,0.14602699875831604
",",0.2827242314815521,0.3734780251979828,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.20515024662017822,0.19888900220394135,0.2439754158258438,0.25912216305732727,0.17422431707382202,0.31091248989105225
sports,0.10735847800970078,0.1970759779214859,0.20313861966133118,0.1608143299818039,0.13928179442882538,0.1860053986310959,0.1756507158279419,0.08808229118585587,0.121661476790905,0.18778018653392792,0.04557104781270027
facilities,0.14625582098960876,0.244117870926857,0.19172798097133636,0.17736715078353882,0.14941658079624176,0.6938725113868713,0.31033995747566223,0.19222529232501984,0.11499234288930893,0.26799917221069336,0.10624271631240845
",",0.2827242314815521,0.3734780251979828,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.20515024662017822,0.19888900220394135,0.2439754158258438,0.25912216305732727,0.17422431707382202,0.31091248989105225
and,0.27806392312049866,0.43716782331466675,0.5171257257461548,0.255716472864151,0.26239755749702454,0.3196394145488739,0.2522670030593872,0.21843883395195007,0.25600728392601013,0.23241084814071655,0.20544172823429108
women,0.15931208431720734,0.18295742571353912,0.279754102230072,0.3487343490123749,0.2316274344921112,0.17640407383441925,0.1431160718202591,0.11526259779930115,0.21053536236286163,0.2286262810230255,0.1616753786802292
's,-0.016663772985339165,-0.040683966130018234,-0.01540423184633255,0.06176655367016792,-0.007918372750282288,0.02669513411819935,0.06301908195018768,0.022538112476468086,-0.04451000317931175,0.048103950917720795,-0.023395681753754616
groups,0.15471938252449036,0.21874025464057922,0.27790749073028564,0.22084222733974457,0.22552238404750824,0.20174401998519897,0.15828289091587067,0.22123949229717255,0.15270023047924042,0.17576953768730164,0.14349548518657684
.,0.32909876108169556,0.4105546176433563,0.5934505462646484,0.27078697085380554,0.15035925805568695,0.18510417640209198,0.1964011937379837,0.25224974751472473,0.2275817096233368,0.18442977964878082,0.4130953550338745
'',-0.038651224225759506,0.004576915875077248,0.041273195296525955,0.042625799775123596,-0.033341601490974426,-0.030919760465621948,0.05684066191315651,-0.0022249165922403336,-0.048450298607349396,0.07614398747682571,0.018684765323996544
