,what,was,the,main,radio,network,in,the,1940s,in,america,?
the,0.42745697498321533,0.48711544275283813,1.0,0.38631999492645264,0.23511973023414612,0.27187061309814453,0.6662389636039734,1.0,-0.15126122534275055,0.6662389636039734,0.37090015411376953,0.22068053483963013
fcc,0.2598995566368103,0.15802820026874542,0.24932202696800232,0.12074368447065353,0.29589203000068665,0.3675209581851959,0.134840726852417,0.24932202696800232,-0.03128260001540184,0.134840726852417,0.1690555214881897,0.1708466112613678
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2989408075809479,0.25251123309135437,0.1932937651872635,0.5201468467712402,0.4933079481124878,-0.09057419002056122,0.5201468467712402,0.253568559885025,0.31091248989105225
rca,0.14200295507907867,0.2589319050312042,0.12673714756965637,0.07195490598678589,0.2857014536857605,0.16861818730831146,0.1138772964477539,0.12673714756965637,0.06515651941299438,0.1138772964477539,0.22822150588035583,0.07305777072906494
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.21035033464431763,0.20381812751293182,0.1994880586862564,0.45514053106307983,0.48711544275283813,-0.03188508003950119,0.45514053106307983,0.2850865423679352,0.18412111699581146
using,0.27984681725502014,0.18766598403453827,0.28364112973213196,0.1544642448425293,0.20420408248901367,0.25959068536758423,0.2717311978340149,0.28364112973213196,-0.19871976971626282,0.2717311978340149,0.10813607275485992,0.2804589569568634
nbc,0.1638578325510025,0.251334547996521,0.20618264377117157,0.14221811294555664,0.40396854281425476,0.4656192362308502,0.19303210079669952,0.20618264377117157,-0.05519785359501839,0.19303210079669952,0.283139169216156,0.1680917739868164
blue,0.17981211841106415,0.15539668500423431,0.2734997570514679,0.1323539912700653,0.061239466071128845,0.16397789120674133,0.22384510934352875,0.2734997570514679,-0.1524898111820221,0.22384510934352875,0.1604602187871933,0.15668673813343048
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.26116618514060974,0.16918617486953735,0.25940340757369995,0.45010748505592346,0.535392165184021,-0.15312688052654266,0.45010748505592346,0.2636699676513672,0.29463258385658264
eliminate,0.2681068480014801,0.06960440427064896,0.21384422481060028,0.20982375741004944,-0.00700347637757659,0.15771682560443878,0.1258598268032074,0.21384422481060028,-0.07556673884391785,0.1258598268032074,0.08158142864704132,0.15439270436763763
any,0.43670421838760376,0.22746296226978302,0.4525727927684784,0.26311081647872925,0.16432298719882965,0.20257605612277985,0.3135753571987152,0.4525727927684784,-0.24709755182266235,0.3135753571987152,0.22724659740924835,0.4113408327102661
hint,0.33269575238227844,0.11112525314092636,0.23564545810222626,0.1783769428730011,0.11286871135234833,0.11839250475168228,0.18678472936153412,0.23564545810222626,-0.13910521566867828,0.18678472936153412,0.061009135097265244,0.31868985295295715
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.3177044689655304,0.16079017519950867,0.21800683438777924,0.5696388483047485,0.733189046382904,-0.06913714855909348,0.5696388483047485,0.28803038597106934,0.1826142966747284
competition,0.18313148617744446,0.23262746632099152,0.257230669260025,0.1627759039402008,0.1624859869480133,0.27755141258239746,0.26072463393211365,0.257230669260025,-0.01245834305882454,0.26072463393211365,0.19561609625816345,0.1394461691379547
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.31122034788131714,0.20650681853294373,0.23909442126750946,0.5591574311256409,0.5934505462646484,-0.19390447437763214,0.5591574311256409,0.29180291295051575,0.4130953550338745
