,according,to,the,humoral,theory,of,immunity,",",what,were,the,bodies,immune,agents,?
the,0.3202974498271942,0.535392165184021,1.0,0.2591458559036255,0.2277156263589859,0.733189046382904,0.25992491841316223,0.4933079481124878,0.42745697498321533,0.3906462490558624,1.0,0.2745959758758545,0.21364226937294006,0.1752651333808899,0.22068053483963013
organism,0.16195957362651825,0.26634952425956726,0.23149779438972473,0.3260873854160309,0.36155998706817627,0.23540134727954865,0.33397814631462097,0.15651610493659973,0.2626836597919464,0.12755431234836578,0.23149779438972473,0.2947854995727539,0.46061697602272034,0.23371390998363495,0.21088039875030518
’,0.05850544571876526,0.00253736088052392,-0.04090067744255066,-0.04115793853998184,0.03976793959736824,-0.062016043812036514,0.10701628774404526,0.09620588272809982,-0.01733604073524475,-0.06965887546539307,-0.04090067744255066,-0.05098593607544899,0.06640198081731796,0.027013439685106277,0.045561522245407104
s,0.2885572612285614,0.35941416025161743,0.46610721945762634,0.23082034289836884,0.21278467774391174,0.42263656854629517,0.13808773458003998,0.361433744430542,0.3634900748729706,0.24728383123874664,0.46610721945762634,0.1886189579963684,0.11610937863588333,0.16738587617874146,0.25130221247673035
“,0.07382592558860779,-0.0772603452205658,-0.004561804234981537,-0.09962283819913864,-0.007924040779471397,0.006646031979471445,-0.1318693459033966,-0.0442761592566967,-0.009074612520635128,0.0555812232196331,-0.004561804234981537,0.008430521935224533,-0.10526419430971146,-0.026670165359973907,-0.043535903096199036
humors,0.2609940767288208,0.23094309866428375,0.2719993591308594,0.7597046494483948,0.31772667169570923,0.2846181094646454,0.31697896122932434,0.25847452878952026,0.3186222314834595,0.23855799436569214,0.2719993591308594,0.30969467759132385,0.3861013352870941,0.2747001349925995,0.23602911829948425
”,-0.025547005236148834,-0.04376490041613579,-0.13169695436954498,0.03167547658085823,-0.07785886526107788,-0.06583167612552643,0.02096841298043728,-0.02889210171997547,-0.08669018000364304,-0.012904989533126354,-0.13169695436954498,-0.008628216572105885,0.023346779868006706,-0.0030517522245645523,0.014230710454285145
rather,0.236594557762146,0.4052407741546631,0.31983619928359985,0.21782849729061127,0.212276890873909,0.3045461177825928,0.17014242708683014,0.276650071144104,0.3923804461956024,0.25613999366760254,0.31983619928359985,0.31237906217575073,0.21841679513454437,0.17847973108291626,0.3053998053073883
than,0.21595615148544312,0.3192550539970398,0.3227543234825134,0.16015632450580597,0.18195666372776031,0.33036211133003235,0.14293257892131805,0.3371901512145996,0.29388150572776794,0.2885614037513733,0.3227543234825134,0.27345284819602966,0.15439429879188538,0.15993951261043549,0.24917294085025787
its,0.2460927665233612,0.3691340684890747,0.559237003326416,0.2233080416917801,0.1782047599554062,0.48690423369407654,0.17956973612308502,0.33157986402511597,0.30393704771995544,0.20452921092510223,0.559237003326416,0.2617589831352234,0.17650361359119415,0.17342165112495422,0.15103481709957123
cells,0.11855778098106384,0.26320719718933105,0.19095487892627716,0.28587183356285095,0.18208518624305725,0.21305565536022186,0.3603610694408417,0.20582014322280884,0.1758001297712326,0.1690675914287567,0.19095487892627716,0.3366082012653351,0.5300963521003723,0.27071502804756165,0.1898086667060852
.,0.29052162170410156,0.4645031690597534,0.5934505462646484,0.22226350009441376,0.18047811090946198,0.5352458953857422,0.20537415146827698,0.6812511086463928,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.253254771232605,0.18267881870269775,0.27116337418556213,0.4130953550338745
