,in,which,year,were,the,north,and,south,courts,opened,?
secretariat,0.27743786573410034,0.20505060255527496,0.1139046922326088,0.13789771497249603,0.29265260696411133,0.1896345019340515,0.22919902205467224,0.20397235453128815,0.29830530285835266,0.1783871352672577,0.11597823351621628
wing,0.19632737338542938,0.2510293126106262,0.09419240057468414,0.15627993643283844,0.28874075412750244,0.1609790176153183,0.2740335762500763,0.16726917028427124,0.12987004220485687,0.11214470118284225,0.10201311856508255
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.36755475401878357,0.4933079481124878,0.31834840774536133,0.6633074283599854,0.3256652057170868,0.21853886544704437,0.24598844349384308,0.31091248989105225
also,0.5073733329772949,0.6566565632820129,0.24424028396606445,0.31877249479293823,0.6021018624305725,0.24276778101921082,0.5755972862243652,0.2615109980106354,0.26382601261138916,0.1802399456501007,0.21848613023757935
built,0.25829681754112244,0.2829757332801819,0.1469920575618744,0.31323960423469543,0.2950156033039093,0.2693172097206116,0.2814858853816986,0.2435588240623474,0.18608947098255157,0.4568287432193756,0.09449632465839386
in,1.0,0.4840516746044159,0.3359307050704956,0.3815755248069763,0.6662389636039734,0.39050599932670593,0.4954058527946472,0.33642083406448364,0.2495848685503006,0.2972770035266876,0.20430970191955566
1862,0.07496397942304611,0.11255349963903427,0.06406810879707336,0.013758564367890358,0.043515436351299286,0.10804888606071472,0.05181040242314339,0.12627552449703217,0.07852164655923843,0.006018878426402807,0.06664664298295975
this,0.45205554366111755,0.6719430088996887,0.24877788126468658,0.25469228625297546,0.6274310946464539,0.21515107154846191,0.42353692650794983,0.16995437443256378,0.20042076706886292,0.20787084102630615,0.3155723512172699
houses,0.2622964382171631,0.252919465303421,0.20287446677684784,0.3229449689388275,0.2692612111568451,0.1609436571598053,0.33128079771995544,0.240408256649971,0.31298115849494934,0.30685532093048096,0.10120081901550293
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.3906462490558624,1.0,0.36298373341560364,0.5171257257461548,0.3129390776157379,0.2453746348619461,0.28544309735298157,0.22068053483963013
offices,0.30102822184562683,0.20395396649837494,0.1624586284160614,0.25236913561820984,0.2803647518157959,0.19917932152748108,0.24569359421730042,0.2450980246067047,0.39560991525650024,0.3568474054336548,0.10076487064361572
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.42175528407096863,0.5171257257461548,0.2776443064212799,1.0,0.3140619993209839,0.2592387795448303,0.22545495629310608,0.20544172823429108
board,0.19342480599880219,0.1888800859451294,0.16237875819206238,0.209623783826828,0.2871673107147217,0.2167476862668991,0.24616685509681702,0.1747879534959793,0.1821441501379013,0.1350851058959961,0.1261475533246994
room,0.19083113968372345,0.2367260456085205,0.15584537386894226,0.18205173313617706,0.2031363844871521,0.05060792341828346,0.2611854374408722,0.07109864801168442,0.18644928932189941,0.22032901644706726,0.1769251674413681
etc,0.2138867825269699,0.3287883996963501,0.1433807760477066,0.24853339791297913,0.25901228189468384,0.10407911241054535,0.389168918132782,0.09446244686841965,0.18882812559604645,0.171226367354393,0.38010111451148987
.,0.5591574311256409,0.45942068099975586,0.32538118958473206,0.3378238379955292,0.5934505462646484,0.3171539604663849,0.588965117931366,0.2798699140548706,0.2468891590833664,0.26111578941345215,0.4130953550338745
,in,which,year,were,the,north,and,south,courts,opened,?
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.3906462490558624,1.0,0.36298373341560364,0.5171257257461548,0.3129390776157379,0.2453746348619461,0.28544309735298157,0.22068053483963013
north,0.39050599932670593,0.2384447455406189,0.18207356333732605,0.22497540712356567,0.36298373341560364,1.0,0.2776443064212799,0.750363826751709,0.1107887551188469,0.21981164813041687,0.11829731613397598
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.42175528407096863,0.5171257257461548,0.2776443064212799,1.0,0.3140619993209839,0.2592387795448303,0.22545495629310608,0.20544172823429108
south,0.33642083406448364,0.24635352194309235,0.18804097175598145,0.258012980222702,0.3129390776157379,0.750363826751709,0.3140619993209839,1.0000001192092896,0.1556978076696396,0.21813762187957764,0.12336621433496475
courts,0.2495848685503006,0.24834851920604706,0.14447320997714996,0.20924413204193115,0.2453746348619461,0.1107887551188469,0.2592387795448303,0.1556978076696396,1.0,0.18942061066627502,0.17759139835834503
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.36755475401878357,0.4933079481124878,0.31834840774536133,0.6633074283599854,0.3256652057170868,0.21853886544704437,0.24598844349384308,0.31091248989105225
were,0.3815755248069763,0.2807837128639221,0.23735305666923523,1.0000001192092896,0.3906462490558624,0.22497540712356567,0.42175528407096863,0.258012980222702,0.20924413204193115,0.21289664506912231,0.17890112102031708
then,0.36253848671913147,0.4444481134414673,0.24939334392547607,0.23886403441429138,0.4297412931919098,0.1766282171010971,0.4372139573097229,0.1496986597776413,0.12837769091129303,0.2027614563703537,0.2884598970413208
built,0.25829681754112244,0.2829757332801819,0.1469920575618744,0.31323960423469543,0.2950156033039093,0.2693172097206116,0.2814858853816986,0.2435588240623474,0.18608947098255157,0.4568287432193756,0.09449632465839386
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.36755475401878357,0.4933079481124878,0.31834840774536133,0.6633074283599854,0.3256652057170868,0.21853886544704437,0.24598844349384308,0.31091248989105225
both,0.3960166871547699,0.5140923857688904,0.234172984957695,0.4254525601863861,0.4931981563568115,0.20716969668865204,0.5503310561180115,0.18255041539669037,0.192860409617424,0.21530278027057648,0.19455738365650177
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.34038281440734863,0.733189046382904,0.3604778051376343,0.5116966962814331,0.33382371068000793,0.24972429871559143,0.16720551252365112,0.1826142966747284
which,0.4840516746044159,1.0,0.242343008518219,0.2807837128639221,0.6521818041801453,0.2384447455406189,0.506277859210968,0.24635352194309235,0.24834851920604706,0.24361629784107208,0.25814583897590637
opened,0.2972770035266876,0.24361629784107208,0.17148488759994507,0.21289664506912231,0.28544309735298157,0.21981164813041687,0.22545495629310608,0.21813762187957764,0.18942061066627502,1.0,0.1934700310230255
by,0.370934396982193,0.40543368458747864,0.28805047273635864,0.4406847059726715,0.4408751428127289,0.22664140164852142,0.4289871156215668,0.23838843405246735,0.19574788212776184,0.17930090427398682,0.17966607213020325
june,0.29047903418540955,0.13273821771144867,0.2782505750656128,0.1965353786945343,0.24568822979927063,0.21578402817249298,0.2692793905735016,0.2291986495256424,0.1528593897819519,0.21463297307491302,0.31416764855384827
1862,0.07496397942304611,0.11255349963903427,0.06406810879707336,0.013758564367890358,0.043515436351299286,0.10804888606071472,0.05181040242314339,0.12627552449703217,0.07852164655923843,0.006018878426402807,0.06664664298295975
.,0.5591574311256409,0.45942068099975586,0.32538118958473206,0.3378238379955292,0.5934505462646484,0.3171539604663849,0.588965117931366,0.2798699140548706,0.2468891590833664,0.26111578941345215,0.4130953550338745
