,how,many,scientists,called,to,change,the,ipcc,in,feb,2010,?
",",0.22659391164779663,0.40610817074775696,0.25785407423973083,0.26549121737480164,0.44245919585227966,0.2752361297607422,0.4933079481124878,0.15590040385723114,0.5201468467712402,0.2816077768802643,0.24006164073944092,0.31091248989105225
five,0.20553050935268402,0.41084155440330505,0.14131568372249603,0.2968750596046448,0.29041585326194763,0.16511505842208862,0.41977158188819885,0.1741112619638443,0.3634254038333893,0.13388431072235107,0.16067445278167725,0.18342848122119904
climate,0.23680974543094635,0.22610758244991302,0.2398584932088852,0.13219046592712402,0.3023298978805542,0.3181478679180145,0.2693597674369812,0.5031722187995911,0.24209141731262207,0.2096768617630005,0.16406632959842682,0.19998492300510406
scientists,0.3038296401500702,0.3708920478820801,0.9999999403953552,0.26966962218284607,0.27814680337905884,0.19323815405368805,0.25988271832466125,0.3519364297389984,0.1995355486869812,0.10723882913589478,0.14944857358932495,0.16597221791744232
–,0.13681066036224365,0.12880176305770874,0.11632541567087173,0.1732124388217926,0.19410304725170135,0.1257815957069397,0.2607575058937073,0.10618375986814499,0.23687128722667694,0.2941308617591858,0.05133252590894699,0.2714554965496063
all,0.3725806474685669,0.5443700551986694,0.22994105517864227,0.2586316168308258,0.42520734667778015,0.3071799874305725,0.4860881567001343,0.23405908048152924,0.3335905969142914,0.13178588449954987,0.2576361298561096,0.29575422406196594
contributing,0.2378145307302475,0.2107435017824173,0.14379172027111053,0.12668411433696747,0.27474990487098694,0.2911633551120758,0.2776218056678772,0.2698371708393097,0.2501331865787506,0.13323043286800385,0.1689598262310028,0.30185750126838684
or,0.3378981947898865,0.36905089020729065,0.19233618676662445,0.4293559193611145,0.38921234011650085,0.3169957101345062,0.4174870550632477,0.16065728664398193,0.3586423695087433,0.1601550579071045,0.22861367464065552,0.32389625906944275
lead,0.18518535792827606,0.2319030612707138,0.10914596915245056,0.08860509097576141,0.23490607738494873,0.2059970647096634,0.21995973587036133,0.12326420098543167,0.2055644989013672,0.09061123430728912,0.09333033114671707,0.14552436769008636
ipcc,0.3693348467350006,0.23314139246940613,0.3519364297389984,0.17135430872440338,0.25466105341911316,0.34827950596809387,0.24925659596920013,1.0000001192092896,0.1257958561182022,0.20908914506435394,0.18147490918636322,0.22295254468917847
report,0.2084086388349533,0.17323614656925201,0.24473358690738678,0.17115433514118195,0.2559358477592468,0.24036449193954468,0.2556745111942291,0.4727894961833954,0.204250767827034,0.21084660291671753,0.1325688362121582,0.3138936758041382
authors,0.1367211639881134,0.23873990774154663,0.3136754035949707,0.07908852398395538,0.21663688123226166,0.18571408092975616,0.198689267039299,0.29401323199272156,0.17017622292041779,0.12479384243488312,0.14331355690956116,0.19121912121772766
–,0.13681066036224365,0.12880176305770874,0.11632541567087173,0.1732124388217926,0.19410304725170135,0.1257815957069397,0.2607575058937073,0.10618375986814499,0.23687128722667694,0.2941308617591858,0.05133252590894699,0.2714554965496063
wrote,0.23136702179908752,0.283401757478714,0.13871215283870697,0.32360464334487915,0.18888387084007263,0.13968190550804138,0.2426944375038147,0.1726495921611786,0.2898900806903839,0.10961063206195831,0.09595350176095963,0.19322504103183746
in,0.2601168751716614,0.41474202275276184,0.1995355486869812,0.40847352147102356,0.45010748505592346,0.2510564923286438,0.6662389636039734,0.1257958561182022,1.0,0.14008425176143646,0.2692960798740387,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.25988271832466125,0.489897221326828,0.535392165184021,0.3641999065876007,1.0,0.24925659596920013,0.6662389636039734,0.1535518914461136,0.31722962856292725,0.22068053483963013
journal,0.11461996287107468,0.17219774425029755,0.2799692451953888,0.20336318016052246,0.1801624298095703,0.1468447893857956,0.20882099866867065,0.33822718262672424,0.23133879899978638,0.2289721816778183,0.04702640324831009,0.11746427416801453
nature,0.2368236780166626,0.281360387802124,0.22423820197582245,0.13798408210277557,0.2702313959598541,0.2782815396785736,0.19596898555755615,0.24085375666618347,0.22229793667793274,0.1350855529308319,0.14612390100955963,0.17397694289684296
calling,0.21007879078388214,0.23406654596328735,0.11350420862436295,0.324832558631897,0.2725794315338135,0.141773521900177,0.23722994327545166,0.20969116687774658,0.15588504076004028,0.17958220839500427,0.11913276463747025,0.23612231016159058
for,0.3308170735836029,0.40972793102264404,0.17087750136852264,0.29870352149009705,0.4451248347759247,0.28146812319755554,0.4739971458911896,0.19251582026481628,0.4322226941585541,0.17992901802062988,0.15196888148784637,0.264628142118454
changes,0.3518966734409332,0.257354199886322,0.19503489136695862,0.20573073625564575,0.32918253540992737,0.7008803486824036,0.3427845537662506,0.27432671189308167,0.226434126496315,0.12479639798402786,0.16832122206687927,0.21264225244522095
to,0.44169697165489197,0.40243685245513916,0.27814680337905884,0.2987143397331238,1.0,0.3581787943840027,0.535392165184021,0.25466105341911316,0.45010748505592346,0.1664871871471405,0.3413967490196228,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.25988271832466125,0.489897221326828,0.535392165184021,0.3641999065876007,1.0,0.24925659596920013,0.6662389636039734,0.1535518914461136,0.31722962856292725,0.22068053483963013
ipcc,0.3693348467350006,0.23314139246940613,0.3519364297389984,0.17135430872440338,0.25466105341911316,0.34827950596809387,0.24925659596920013,1.0000001192092896,0.1257958561182022,0.20908914506435394,0.18147490918636322,0.22295254468917847
.,0.3287222981452942,0.3974229395389557,0.22514508664608002,0.300344854593277,0.4645031690597534,0.3244723975658417,0.5934505462646484,0.20098818838596344,0.5591574311256409,0.23639176785945892,0.26320725679397583,0.4130953550338745
