,how,many,times,did,newcastle,fight,off,the,scots,during,the,14th,century,?
county,0.14041270315647125,0.13048338890075684,0.15500137209892273,0.16634419560432434,0.292582243680954,0.1281426101922989,0.07972793281078339,0.21715226769447327,0.19333086907863617,0.17376717925071716,0.21715226769447327,0.09297730028629303,0.18404194712638855,0.07680056244134903
corporate,0.2086605429649353,0.20085817575454712,0.13170786201953888,0.10533066093921661,0.1415693759918213,0.0872281938791275,0.15169192850589752,0.22066551446914673,0.05280112475156784,0.06821278482675552,0.22066551446914673,0.06837980449199677,0.17705091834068298,0.17430047690868378
with,0.3525622487068176,0.35744401812553406,0.3026435673236847,0.25472134351730347,0.1710812896490097,0.27819523215293884,0.21378347277641296,0.4223487675189972,0.22502672672271729,0.28545209765434265,0.4223487675189972,0.16083164513111115,0.1467021107673645,0.2433311939239502
its,0.22449488937854767,0.3319723308086395,0.23924176394939423,0.19922670722007751,0.19941815733909607,0.17365403473377228,0.17108440399169922,0.559237003326416,0.10121110826730728,0.23688937723636627,0.559237003326416,0.09577296674251556,0.1888006627559662,0.15103481709957123
own,0.3035697042942047,0.36230841279029846,0.1928550899028778,0.34475913643836975,0.13913536071777344,0.2439427375793457,0.25724512338638306,0.334675133228302,0.14253200590610504,0.20755766332149506,0.334675133228302,0.000585778325330466,0.15407197177410126,0.1937696635723114
sheriff,0.15933190286159515,0.17087437212467194,0.178538516163826,0.16133950650691986,0.2376643419265747,0.28282544016838074,0.14287002384662628,0.20569050312042236,0.21862171590328217,0.15604712069034576,0.20569050312042236,0.05305217206478119,0.1083301231265068,0.10718891024589539
by,0.34370526671409607,0.3409687578678131,0.18494531512260437,0.18574509024620056,0.1767825335264206,0.2359345704317093,0.28998351097106934,0.4408751428127289,0.17774471640586853,0.3220438063144684,0.4408751428127289,0.21878933906555176,0.29995259642601013,0.17966607213020325
henry,0.1289038211107254,0.1650906354188919,0.14594097435474396,0.22827239334583282,0.23338857293128967,0.1584630161523819,0.1507534384727478,0.2542637586593628,0.2831037640571594,0.21837274730205536,0.2542637586593628,0.12726759910583496,0.2564461827278137,0.16836383938789368
iv,0.1476476490497589,0.11576655507087708,0.12566526234149933,0.10158560425043106,0.1142982766032219,0.12323252856731415,0.0990559384226799,0.22478210926055908,0.1947459876537323,0.1296040266752243,0.22478210926055908,0.17158342897891998,0.18393327295780182,0.16932271420955658
in,0.2601168751716614,0.41474202275276184,0.2427823841571808,0.2593238651752472,0.19270820915699005,0.20735964179039001,0.25627145171165466,0.6662389636039734,0.15963716804981232,0.4627237319946289,0.6662389636039734,0.14700374007225037,0.3174034655094147,0.20430970191955566
1400,0.05125083401799202,0.13491885364055634,0.036853447556495667,0.05044613406062126,0.1731373518705368,-0.012199615128338337,0.08363618701696396,0.24083220958709717,0.11373566836118698,0.060865793377161026,0.24083220958709717,0.0337146557867527,0.08707928657531738,0.012539627030491829
.,0.3287222981452942,0.3974229395389557,0.2891986668109894,0.35288307070732117,0.2714749276638031,0.263308584690094,0.2869674861431122,0.5934505462646484,0.17834912240505219,0.3485563397407532,0.5934505462646484,0.19460368156433105,0.27413639426231384,0.4130953550338745
