,what,scientist,told,the,french,academy,of,sciences,that,he,had,found,how,to,liquefy,oxygen,?
pictet,0.25535136461257935,0.19202002882957458,0.2501300275325775,0.27465325593948364,0.21090680360794067,0.3007439076900482,0.25187331438064575,0.27636075019836426,0.2854580283164978,0.1866583377122879,0.1889878362417221,0.2887515127658844,0.2277429848909378,0.21426744759082794,0.2306285947561264,0.17259329557418823,0.2453378438949585
evaporated,0.1364840567111969,0.12639333307743073,0.13627848029136658,0.23614229261875153,0.10302510112524033,0.14623619616031647,0.2133997231721878,0.13098381459712982,0.24389201402664185,0.0846080332994461,0.16525676846504211,0.22019995748996735,0.16458608210086823,0.20665240287780762,0.48332133889198303,0.4723514914512634,0.12882991135120392
liquid,0.24017377197742462,0.1588142067193985,0.14065472781658173,0.25047987699508667,0.12244974821805954,0.1605634093284607,0.2296105921268463,0.18953178822994232,0.32330289483070374,0.16787607967853546,0.15915149450302124,0.22535838186740875,0.24121128022670746,0.24009785056114197,0.6881735324859619,0.4322830140590668,0.18412289023399353
sulfur,0.1978209912776947,0.195572629570961,0.13151828944683075,0.1995665580034256,0.086788609623909,0.11003433912992477,0.1815737634897232,0.17472463846206665,0.2215355485677719,0.18196934461593628,0.1500171571969986,0.22154082357883453,0.17779061198234558,0.21323537826538086,0.44784948229789734,0.5928384065628052,0.18390102684497833
dioxide,0.2206297367811203,0.1688413769006729,0.13827888667583466,0.21460992097854614,0.1289137601852417,0.1216222271323204,0.19224253296852112,0.1741018146276474,0.2615143954753876,0.17136025428771973,0.14227810502052307,0.19427570700645447,0.26440125703811646,0.2725624442100525,0.4536309242248535,0.6974000334739685,0.19322559237480164
in,0.30808621644973755,0.16458964347839355,0.18950185179710388,0.6662389636039734,0.22093388438224792,0.24646873772144318,0.5696388483047485,0.28206580877304077,0.435920387506485,0.41690486669540405,0.385026752948761,0.39141854643821716,0.2601168751716614,0.45010748505592346,0.22825121879577637,0.1672476977109909,0.20430970191955566
order,0.16634008288383484,0.09179332852363586,0.23712126910686493,0.3284194767475128,0.09878264367580414,0.1371493637561798,0.31287699937820435,0.20845064520835876,0.2761181890964508,0.18230944871902466,0.22447334229946136,0.20050232112407684,0.22134430706501007,0.35544881224632263,0.2084982842206955,0.18800169229507446,0.13725648820400238
to,0.455847829580307,0.1818641871213913,0.36673256754875183,0.535392165184021,0.1713797152042389,0.17879998683929443,0.41548454761505127,0.2291899025440216,0.5436353087425232,0.385390967130661,0.37984350323677063,0.25225648283958435,0.44169697165489197,1.0,0.28315994143486023,0.24193501472473145,0.29463258385658264
liquefy,0.21891412138938904,0.14540348947048187,0.09540733695030212,0.26100054383277893,0.327610045671463,0.1442655324935913,0.2666175365447998,0.23203423619270325,0.3061988651752472,0.12730924785137177,0.16244830191135406,0.2537577748298645,0.22780483961105347,0.28315994143486023,0.9999999403953552,0.35898494720458984,0.20893236994743347
carbon,0.22238978743553162,0.11645141243934631,0.09545436501502991,0.23183570802211761,0.1541546881198883,0.13963571190834045,0.22596238553524017,0.20037321746349335,0.28395435214042664,0.1626887023448944,0.10597342997789383,0.21776793897151947,0.24845077097415924,0.2865152955055237,0.4246741533279419,0.6396464109420776,0.19040444493293762
dioxide,0.2206297367811203,0.1688413769006729,0.13827888667583466,0.21460992097854614,0.1289137601852417,0.1216222271323204,0.19224253296852112,0.1741018146276474,0.2615143954753876,0.17136025428771973,0.14227810502052307,0.19427570700645447,0.26440125703811646,0.2725624442100525,0.4536309242248535,0.6974000334739685,0.19322559237480164
",",0.3087472915649414,0.2815703749656677,0.2750641405582428,0.4933079481124878,0.28806620836257935,0.2933559715747833,0.4946078956127167,0.2827865481376648,0.4137537479400635,0.40251094102859497,0.35487717390060425,0.27385151386260986,0.22659391164779663,0.44245919585227966,0.24592620134353638,0.21812842786312103,0.31091248989105225
which,0.5261979103088379,0.14479130506515503,0.22277295589447021,0.6521818041801453,0.1928994208574295,0.16821986436843872,0.5011631846427917,0.24663037061691284,0.6894589066505432,0.3415409028530121,0.3188965916633606,0.25134438276290894,0.4852597713470459,0.5345056653022766,0.3381989896297455,0.3166238069534302,0.25814583897590637
in,0.30808621644973755,0.16458964347839355,0.18950185179710388,0.6662389636039734,0.22093388438224792,0.24646873772144318,0.5696388483047485,0.28206580877304077,0.435920387506485,0.41690486669540405,0.385026752948761,0.39141854643821716,0.2601168751716614,0.45010748505592346,0.22825121879577637,0.1672476977109909,0.20430970191955566
turn,0.29013973474502563,0.11287857592105865,0.22534987330436707,0.3359498679637909,0.14156559109687805,0.15323759615421295,0.23566555976867676,0.04957783594727516,0.4204482138156891,0.1894921213388443,0.20362117886543274,0.1363542526960373,0.3225381672382355,0.3696671724319458,0.24498681724071503,0.199010968208313,0.2072952687740326
was,0.22111038863658905,0.28327304124832153,0.33179396390914917,0.48711544275283813,0.2523815333843231,0.2982231378555298,0.4069072902202606,0.2423371970653534,0.33670201897621155,0.5410010814666748,0.5927209258079529,0.18447895348072052,0.16678167879581451,0.3636345863342285,0.13933181762695312,0.16070082783699036,0.18412111699581146
evaporated,0.1364840567111969,0.12639333307743073,0.13627848029136658,0.23614229261875153,0.10302510112524033,0.14623619616031647,0.2133997231721878,0.13098381459712982,0.24389201402664185,0.0846080332994461,0.16525676846504211,0.22019995748996735,0.16458608210086823,0.20665240287780762,0.48332133889198303,0.4723514914512634,0.12882991135120392
to,0.455847829580307,0.1818641871213913,0.36673256754875183,0.535392165184021,0.1713797152042389,0.17879998683929443,0.41548454761505127,0.2291899025440216,0.5436353087425232,0.385390967130661,0.37984350323677063,0.25225648283958435,0.44169697165489197,1.0,0.28315994143486023,0.24193501472473145,0.29463258385658264
cool,0.2674468457698822,0.1196151003241539,0.13678774237632751,0.21129626035690308,0.12894205749034882,0.09128109365701675,0.14940570294857025,0.03888378664851189,0.2373703271150589,0.12323787808418274,0.0661981850862503,0.14974676072597504,0.19450797140598297,0.24619640409946442,0.3082834482192993,0.2277401089668274,0.23781441152095795
oxygen,0.16781960427761078,0.1813952922821045,0.11357064545154572,0.20428593456745148,0.1363169550895691,0.15935871005058289,0.16848602890968323,0.1705031394958496,0.2717767655849457,0.15942583978176117,0.19057296216487885,0.1673429310321808,0.21928748488426208,0.24193501472473145,0.35898494720458984,0.9999999403953552,0.16786395013332367
gas,0.20887799561023712,0.1709858775138855,0.13657675683498383,0.2339978665113449,0.14217090606689453,0.1122664213180542,0.21246914565563202,0.16335636377334595,0.2489587664604187,0.1832944005727768,0.1605496108531952,0.1822006106376648,0.2305871844291687,0.25276535749435425,0.4551798701286316,0.45564013719558716,0.1582372784614563
enough,0.3944990336894989,0.17166607081890106,0.27712687849998474,0.304282009601593,0.1286793351173401,0.12441625446081161,0.21740707755088806,0.15810160338878632,0.4980041980743408,0.2378588318824768,0.3470923900604248,0.20299668610095978,0.5173793435096741,0.43150144815444946,0.26351094245910645,0.3534805178642273,0.3526461720466614
to,0.455847829580307,0.1818641871213913,0.36673256754875183,0.535392165184021,0.1713797152042389,0.17879998683929443,0.41548454761505127,0.2291899025440216,0.5436353087425232,0.385390967130661,0.37984350323677063,0.25225648283958435,0.44169697165489197,1.0,0.28315994143486023,0.24193501472473145,0.29463258385658264
liquefy,0.21891412138938904,0.14540348947048187,0.09540733695030212,0.26100054383277893,0.327610045671463,0.1442655324935913,0.2666175365447998,0.23203423619270325,0.3061988651752472,0.12730924785137177,0.16244830191135406,0.2537577748298645,0.22780483961105347,0.28315994143486023,0.9999999403953552,0.35898494720458984,0.20893236994743347
it,0.45803478360176086,0.21319551765918732,0.16502010822296143,0.6251175999641418,0.18351560831069946,0.19490210711956024,0.38761502504348755,0.2499266117811203,0.5921133160591125,0.36018872261047363,0.2910259962081909,0.3907957971096039,0.36714982986450195,0.513711154460907,0.30246609449386597,0.26699385046958923,0.25732165575027466
.,0.3567904531955719,0.1925404816865921,0.3040298521518707,0.5934505462646484,0.2480926215648651,0.22877509891986847,0.5352458953857422,0.2230445295572281,0.4460422694683075,0.38061028718948364,0.37348684668540955,0.3618174195289612,0.3287222981452942,0.4645031690597534,0.25791260600090027,0.2554275095462799,0.4130953550338745
