,which,battle,did,temüjin,lose,to,jamukha,shortly,after,his,election,as,khan,?
",",0.3658004403114319,0.23037992417812347,0.3015086054801941,0.3484273850917816,0.28248098492622375,0.44245919585227966,0.30996835231781006,0.2916414141654968,0.38860568404197693,0.3378419280052185,0.22834618389606476,0.48816442489624023,0.19700400531291962,0.31091248989105225
he,0.3415409028530121,0.2409764975309372,0.3292143940925598,0.44463157653808594,0.23491106927394867,0.385390967130661,0.25441938638687134,0.276366651058197,0.3936046361923218,0.7171558737754822,0.28420376777648926,0.33787044882774353,0.24136358499526978,0.2089974731206894
launched,0.23018783330917358,0.21225620806217194,0.1794346421957016,0.23941819369792938,0.10207069665193558,0.18913504481315613,0.1393338292837143,0.2116500437259674,0.2519736588001251,0.18995364010334015,0.20237839221954346,0.17028184235095978,0.20702576637268066,0.1803835779428482
an,0.3611921966075897,0.10468798875808716,0.22598257660865784,0.23323971033096313,0.13646574318408966,0.3138085603713989,0.19807317852973938,0.1607687622308731,0.20180045068264008,0.24025635421276093,0.1264611929655075,0.37218472361564636,0.12960869073867798,0.19793890416622162
attack,0.23276583850383759,0.33762338757514954,0.13678960502147675,0.26828733086586,0.15455444157123566,0.19954605400562286,0.18180879950523376,0.1803068220615387,0.19542589783668518,0.27747949957847595,0.18842080235481262,0.18667443096637726,0.15452195703983307,0.126759335398674
against,0.27554041147232056,0.2779107689857483,0.22514554858207703,0.25931528210639954,0.3100263178348541,0.310872346162796,0.13284339010715485,0.19140225648880005,0.31196507811546326,0.26457494497299194,0.235911026597023,0.24545185267925262,0.10938236117362976,0.18095137178897858
his,0.32283493876457214,0.21968939900398254,0.3546801507472992,0.4682264029979706,0.2738158702850342,0.3715193271636963,0.2645959258079529,0.36242344975471497,0.41949746012687683,0.9999998807907104,0.2440122812986374,0.3146366477012634,0.26570460200309753,0.18075084686279297
former,0.13964752852916718,0.13524159789085388,0.0988369733095169,0.2521492540836334,0.14421075582504272,0.12857267260551453,0.2377009242773056,0.1357264369726181,0.2049642652273178,0.23417142033576965,0.23367412388324738,0.21401739120483398,0.19460560381412506,0.10570605844259262
friend,0.18095779418945312,0.1741129755973816,0.1877204179763794,0.2848464548587799,0.18307936191558838,0.263187438249588,0.18139907717704773,0.1909337341785431,0.3084605634212494,0.4291400909423828,0.1461336761713028,0.22602587938308716,0.188861683011055,0.12953594326972961
with,0.46403205394744873,0.13577404618263245,0.25472134351730347,0.26846927404403687,0.2895451486110687,0.4239959120750427,0.18727514147758484,0.27037379145622253,0.33843478560447693,0.33836179971694946,0.13579119741916656,0.40387406945228577,0.12498863786458969,0.2433311939239502
an,0.3611921966075897,0.10468798875808716,0.22598257660865784,0.23323971033096313,0.13646574318408966,0.3138085603713989,0.19807317852973938,0.1607687622308731,0.20180045068264008,0.24025635421276093,0.1264611929655075,0.37218472361564636,0.12960869073867798,0.19793890416622162
army,0.14114242792129517,0.44362473487854004,0.21148359775543213,0.3520059585571289,0.12217163294553757,0.22938482463359833,0.2288898080587387,0.1913059949874878,0.2654078006744385,0.26294445991516113,0.2654643654823303,0.2064976841211319,0.2175215482711792,0.180583193898201
of,0.5011631846427917,0.2291749268770218,0.2513895630836487,0.378805011510849,0.2904243767261505,0.41548454761505127,0.2439788281917572,0.29828354716300964,0.3867455720901489,0.38364991545677185,0.23051156103610992,0.3886612355709076,0.17124508321285248,0.1826142966747284
thirty,0.3179481625556946,0.23478376865386963,0.24647530913352966,0.23624257743358612,0.21024064719676971,0.22352619469165802,0.18260076642036438,0.2000904530286789,0.2966916561126709,0.2665530741214752,0.20844747126102448,0.22244498133659363,0.14075635373592377,0.12186062335968018
thousand,0.2658918499946594,0.1712614744901657,0.13012854754924774,0.2210957258939743,0.11911573261022568,0.2559698224067688,0.20615828037261963,0.11863147467374802,0.19133764505386353,0.19356000423431396,0.08983135968446732,0.1725197285413742,0.1468682587146759,0.15439848601818085
troops,0.1732487827539444,0.4487271308898926,0.2146090567111969,0.3076455593109131,0.14488641917705536,0.23654340207576752,0.21090325713157654,0.23472274839878082,0.30411291122436523,0.27462512254714966,0.2706896960735321,0.1342136114835739,0.14378459751605988,0.14329779148101807
.,0.45942068099975586,0.1661834716796875,0.35288307070732117,0.31788840889930725,0.28971824049949646,0.4645031690597534,0.23000960052013397,0.24456974864006042,0.35870397090911865,0.3119256794452667,0.25081899762153625,0.515582263469696,0.19819748401641846,0.4130953550338745
