,what,was,the,term,kennedy,used,to,show,that,america,was,falling,behind,the,soviet,union,due,to,inactivity,in,space,programs,?
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.2833994925022125,0.26946479082107544,0.37621384859085083,0.5436353087425232,0.3486354649066925,1.0,0.28841280937194824,0.33670201897621155,0.3019126057624817,0.33211183547973633,0.5473989248275757,0.1928873062133789,0.17320044338703156,0.2827286720275879,0.5436353087425232,0.4101441204547882,0.435920387506485,0.2368461638689041,0.3190736472606659,0.32716336846351624
he,0.3114890456199646,0.5410010814666748,0.4571082592010498,0.22617298364639282,0.276473730802536,0.17024852335453033,0.385390967130661,0.23024743795394897,0.36068853735923767,0.20790302753448486,0.5410010814666748,0.21508122980594635,0.21912334859371185,0.4571082592010498,0.24051743745803833,0.22610557079315186,0.16732241213321686,0.385390967130661,0.23228590190410614,0.41690486669540405,0.1412113457918167,0.22119814157485962,0.2089974731206894
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.22272127866744995,0.22218705713748932,0.3150506615638733,0.48971283435821533,0.3455478549003601,0.4731321930885315,0.2647855281829834,0.3740963041782379,0.30550509691238403,0.3094099164009094,0.5171257257461548,0.24788688123226166,0.2594362497329712,0.3082410395145416,0.48971283435821533,0.1821061223745346,0.4954058527946472,0.22901733219623566,0.334749311208725,0.20544172823429108
many,0.36131182312965393,0.260356068611145,0.4335206151008606,0.22119450569152832,0.22899681329727173,0.38759201765060425,0.40243685245513916,0.3163606524467468,0.5391656160354614,0.30219417810440063,0.260356068611145,0.22733277082443237,0.22907957434654236,0.4335206151008606,0.22557643055915833,0.18863573670387268,0.214676633477211,0.40243685245513916,0.22328346967697144,0.41474202275276184,0.15485332906246185,0.38324689865112305,0.2124512493610382
other,0.341873437166214,0.14651623368263245,0.44152235984802246,0.24595949053764343,0.16070331633090973,0.3574926257133484,0.4193183183670044,0.2846641540527344,0.5570666193962097,0.2595730721950531,0.14651623368263245,0.28410184383392334,0.23515844345092773,0.44152235984802246,0.19863061606884003,0.22207047045230865,0.2065928727388382,0.4193183183670044,0.27641773223876953,0.39989137649536133,0.21113267540931702,0.2899841070175171,0.24682199954986572
senators,0.18893258273601532,0.17580530047416687,0.26342451572418213,0.16658464074134827,0.2854132056236267,0.11181782931089401,0.2224302589893341,0.1456259936094284,0.22649912536144257,0.24585221707820892,0.17580530047416687,0.12766596674919128,0.07924235612154007,0.26342451572418213,0.20493869483470917,0.16608066856861115,0.12191221117973328,0.2224302589893341,0.2438681274652481,0.19796086847782135,0.1628938615322113,0.19456130266189575,0.14585334062576294
felt,0.31107643246650696,0.3879420757293701,0.28054580092430115,0.13012823462486267,0.2507460117340088,0.19521458446979523,0.3188645541667938,0.22575274109840393,0.4182562828063965,0.1422375589609146,0.3879420757293701,0.18984855711460114,0.1834929883480072,0.28054580092430115,0.21001437306404114,0.16804978251457214,0.1741761863231659,0.3188645541667938,0.2578336298465729,0.20641517639160156,0.11708579957485199,0.2090892493724823,0.17489777505397797
had,0.23849567770957947,0.5927209258079529,0.3875846862792969,0.16051872074604034,0.19618205726146698,0.2477826625108719,0.37984350323677063,0.2552371621131897,0.4407361149787903,0.2162282019853592,0.5927209258079529,0.21972371637821198,0.2895805537700653,0.3875846862792969,0.25813958048820496,0.2522551715373993,0.24372361600399017,0.37984350323677063,0.2482776641845703,0.385026752948761,0.16386190056800842,0.19699513912200928,0.20728366076946259
formed,0.15451857447624207,0.3009849190711975,0.28813210129737854,0.12200785428285599,0.059605590999126434,0.15459060668945312,0.15433534979820251,0.09392400830984116,0.2487153261899948,0.15709426999092102,0.3009849190711975,0.16812048852443695,0.1583988219499588,0.28813210129737854,0.1297316700220108,0.22809121012687683,0.12322866171598434,0.15433534979820251,0.1902284026145935,0.27325257658958435,0.05507538467645645,0.0769958645105362,0.09686966985464096
between,0.2462156116962433,0.24048170447349548,0.39067012071609497,0.22736425697803497,0.039578791707754135,0.20879125595092773,0.3639189600944519,0.2101871371269226,0.299440860748291,0.17870528995990753,0.24048170447349548,0.22094088792800903,0.17313112318515778,0.39067012071609497,0.16294075548648834,0.18673625588417053,0.26288264989852905,0.3639189600944519,0.13054059445858002,0.41100412607192993,0.17911486327648163,0.15786494314670563,0.12887074053287506
the,0.42745697498321533,0.48711544275283813,1.0,0.2740369141101837,0.20303435623645782,0.3718377649784088,0.535392165184021,0.319829523563385,0.5473989248275757,0.37090015411376953,0.48711544275283813,0.3168080151081085,0.38928431272506714,1.0,0.2312941700220108,0.24421639740467072,0.22577603161334991,0.535392165184021,0.26064926385879517,0.6662389636039734,0.24495907127857208,0.21757709980010986,0.22068053483963013
soviets,0.21462668478488922,0.29153022170066833,0.2880597412586212,0.08486669510602951,0.18526044487953186,0.2025366574525833,0.3184460401535034,0.18024036288261414,0.28425222635269165,0.16472427546977997,0.29153022170066833,0.18902713060379028,0.2942475974559784,0.2880597412586212,0.8054373264312744,0.4966154098510742,0.22607725858688354,0.3184460401535034,0.2304917424917221,0.2564770579338074,0.21141450107097626,0.18087828159332275,0.16199669241905212
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.22272127866744995,0.22218705713748932,0.3150506615638733,0.48971283435821533,0.3455478549003601,0.4731321930885315,0.2647855281829834,0.3740963041782379,0.30550509691238403,0.3094099164009094,0.5171257257461548,0.24788688123226166,0.2594362497329712,0.3082410395145416,0.48971283435821533,0.1821061223745346,0.4954058527946472,0.22901733219623566,0.334749311208725,0.20544172823429108
themselves,0.34807315468788147,0.1582118272781372,0.3444426357746124,0.21976996958255768,0.11411181837320328,0.3321232795715332,0.37259936332702637,0.21531596779823303,0.3640199303627014,0.20657767355442047,0.1582118272781372,0.2674001157283783,0.18798969686031342,0.3444426357746124,0.17320558428764343,0.17751462757587433,0.12483060359954834,0.37259936332702637,0.208436518907547,0.17596714198589325,0.16303250193595886,0.19563941657543182,0.20170879364013672
due,0.15204688906669617,0.29011407494544983,0.22577603161334991,0.2272080034017563,0.08300365507602692,0.22744520008563995,0.35188060998916626,0.18741782009601593,0.2827286720275879,0.11846984922885895,0.29011407494544983,0.28718262910842896,0.1896795779466629,0.22577603161334991,0.19976243376731873,0.1467542201280594,1.0000001192092896,0.35188060998916626,0.32185831665992737,0.2516716718673706,0.09593380987644196,0.13652314245700836,0.10954997688531876
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3310292959213257,0.2569362223148346,0.40058770775794983,1.0,0.29833272099494934,0.5436353087425232,0.2636699676513672,0.3636345863342285,0.25933295488357544,0.2780356705188751,0.535392165184021,0.19090956449508667,0.16926777362823486,0.35188060998916626,1.0,0.322395920753479,0.45010748505592346,0.22712917625904083,0.23389451205730438,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.2740369141101837,0.20303435623645782,0.3718377649784088,0.535392165184021,0.319829523563385,0.5473989248275757,0.37090015411376953,0.48711544275283813,0.3168080151081085,0.38928431272506714,1.0,0.2312941700220108,0.24421639740467072,0.22577603161334991,0.535392165184021,0.26064926385879517,0.6662389636039734,0.24495907127857208,0.21757709980010986,0.22068053483963013
inaction,0.3386269509792328,0.1917489618062973,0.27951478958129883,0.2526203691959381,0.29565373063087463,0.10225335508584976,0.28609418869018555,0.1436460167169571,0.3910089433193207,0.15135827660560608,0.1917489618062973,0.23316465318202972,0.16694720089435577,0.27951478958129883,0.1570769101381302,0.18622875213623047,0.32013246417045593,0.28609418869018555,0.7891450524330139,0.17073480784893036,0.23183107376098633,0.1006043404340744,0.3105398118495941
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.26047757267951965,0.1657739132642746,0.3075267970561981,0.41548454761505127,0.21383242309093475,0.41498205065727234,0.28803038597106934,0.4069072902202606,0.27901384234428406,0.2801654636859894,0.733189046382904,0.17437179386615753,0.2642118036746979,0.2533245384693146,0.41548454761505127,0.23844215273857117,0.5696388483047485,0.21300287544727325,0.18037469685077667,0.1826142966747284
president,0.1870913952589035,0.2505730390548706,0.24330610036849976,0.21373675763607025,0.2599526643753052,0.14664918184280396,0.21247753500938416,0.14905905723571777,0.19873183965682983,0.26042160391807556,0.2505730390548706,0.08349785953760147,0.11849260330200195,0.24330610036849976,0.2645951509475708,0.257988840341568,0.15046349167823792,0.21247753500938416,0.16772706806659698,0.18811661005020142,0.13849757611751556,0.19734135270118713,0.14148259162902832
eisenhower,0.2272440493106842,0.24433888494968414,0.2813449501991272,0.24173690378665924,0.42705193161964417,0.17647646367549896,0.24313358962535858,0.1900627315044403,0.245406836271286,0.22690615057945251,0.24433888494968414,0.15404722094535828,0.20416872203350067,0.2813449501991272,0.3459341824054718,0.2798670530319214,0.11666394025087357,0.24313358962535858,0.18929514288902283,0.21754857897758484,0.20573735237121582,0.2403906136751175,0.18130066990852356
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.18456575274467468,0.3016270697116852,0.33111312985420227,0.4645031690597534,0.3016606271266937,0.4460422694683075,0.29180291295051575,0.40146201848983765,0.2623409926891327,0.24024903774261475,0.5934505462646484,0.22642354667186737,0.23708370327949524,0.19861014187335968,0.4645031690597534,0.28649863600730896,0.5591574311256409,0.2385488897562027,0.21148164570331573,0.4130953550338745
,what,was,the,term,kennedy,used,to,show,that,america,was,falling,behind,the,soviet,union,due,to,inactivity,in,space,programs,?
beyond,0.3297902047634125,0.13478726148605347,0.2982341945171356,0.24125181138515472,0.11670174449682236,0.17890669405460358,0.3000558316707611,0.21476931869983673,0.3292199373245239,0.15994220972061157,0.13478726148605347,0.2896556258201599,0.1940068155527115,0.2982341945171356,0.16200274229049683,0.10048454254865646,0.17879457771778107,0.3000558316707611,0.23488280177116394,0.2508668303489685,0.27535372972488403,0.17757394909858704,0.1875571459531784
military,0.18809624016284943,0.24704936146736145,0.2290858030319214,0.17407572269439697,0.17850010097026825,0.2396242618560791,0.2282337248325348,0.15497054159641266,0.19748787581920624,0.16090981662273407,0.24704936146736145,0.14910443127155304,0.20642228424549103,0.2290858030319214,0.3802454471588135,0.23964211344718933,0.18111221492290497,0.2282337248325348,0.23558193445205688,0.2402431070804596,0.16660337150096893,0.13903316855430603,0.1890317052602768
power,0.22216427326202393,0.1794997751712799,0.2647338807582855,0.1493539959192276,0.09776367247104645,0.21249571442604065,0.27001675963401794,0.13263875246047974,0.2680378556251526,0.17659200727939606,0.1794997751712799,0.18497872352600098,0.15176500380039215,0.2647338807582855,0.19571031630039215,0.16785143315792084,0.14605607092380524,0.27001675963401794,0.2047339677810669,0.16666220128536224,0.13122357428073883,0.1653662621974945,0.15304024517536163
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21599270403385162,0.3363509774208069,0.3120402991771698,0.44245919585227966,0.31928569078445435,0.4137537479400635,0.253568559885025,0.45456063747406006,0.24877594411373138,0.27367478609085083,0.4933079481124878,0.25194454193115234,0.2362271547317505,0.3106630742549896,0.44245919585227966,0.27907994389533997,0.5201468467712402,0.2285580337047577,0.21514803171157837,0.31091248989105225
kennedy,0.2125646471977234,0.1929353028535843,0.20303435623645782,0.11046575009822845,1.0,0.12539151310920715,0.2569362223148346,0.16894085705280304,0.26946479082107544,0.18301182985305786,0.1929353028535843,0.1630340963602066,0.13526175916194916,0.20303435623645782,0.16605955362319946,0.12483806163072586,0.08300365507602692,0.2569362223148346,0.3030177354812622,0.10888300836086273,0.28336045145988464,0.17858032882213593,0.21965277194976807
used,0.27546408772468567,0.23679393529891968,0.3718377649784088,0.4406372904777527,0.12539151310920715,0.9999998807907104,0.40058770775794983,0.2439146339893341,0.37621384859085083,0.17397046089172363,0.23679393529891968,0.17664799094200134,0.14887598156929016,0.3718377649784088,0.20365536212921143,0.15399624407291412,0.22744520008563995,0.40058770775794983,0.15467844903469086,0.3090210556983948,0.18470054864883423,0.26500725746154785,0.22430120408535004
aerospace,0.14070720970630646,0.23447640240192413,0.18912936747074127,0.0456550270318985,0.2041979730129242,0.15166974067687988,0.15696074068546295,0.07637207210063934,0.1221509501338005,0.17911286652088165,0.23447640240192413,0.14704683423042297,0.1091359555721283,0.18912936747074127,0.2805086374282837,0.23079882562160492,0.15897877514362335,0.15696074068546295,0.17043493688106537,0.170603945851326,0.47489041090011597,0.26537516713142395,0.1227976456284523
technology,0.1940862536430359,0.20640774071216583,0.21669498085975647,0.15290690958499908,0.12911809980869293,0.22553960978984833,0.25372135639190674,0.1332138031721115,0.24191969633102417,0.13087056577205658,0.20640774071216583,0.1458391547203064,0.20076632499694824,0.21669498085975647,0.23942390084266663,0.16900455951690674,0.1446416676044464,0.25372135639190674,0.18498533964157104,0.24215441942214966,0.25241488218307495,0.32360512018203735,0.11564995348453522
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.3224089443683624,0.23467707633972168,0.35160550475120544,0.42092081904411316,0.30768129229545593,0.4735107421875,0.22265762090682983,0.3677520453929901,0.23454532027244568,0.25558921694755554,0.48381632566452026,0.1631620079278946,0.1848503202199936,0.16304998099803925,0.42092081904411316,0.22814291715621948,0.3887844979763031,0.1954064816236496,0.2817786931991577,0.27043893933296204
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.3080509603023529,0.16651007533073425,0.3864384889602661,0.45503583550453186,0.24886544048786163,0.47537946701049805,0.22012436389923096,0.4508470594882965,0.2748778164386749,0.26228266954421997,0.5829201340675354,0.19809463620185852,0.18140026926994324,0.2190696746110916,0.45503583550453186,0.25697800517082214,0.539380669593811,0.20296213030815125,0.25316864252090454,0.23916715383529663
symbol,0.17314639687538147,0.17736507952213287,0.22023849189281464,0.13613161444664001,0.10853254050016403,0.3190079927444458,0.1697441190481186,0.24644987285137177,0.24649961292743683,0.0995822474360466,0.17736507952213287,0.11836834251880646,0.1384589672088623,0.22023849189281464,0.12679482996463776,0.18729735910892487,0.14731843769550323,0.1697441190481186,0.16763320565223694,0.1552523821592331,0.11941349506378174,0.1276882141828537,0.1418723464012146
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.26047757267951965,0.1657739132642746,0.3075267970561981,0.41548454761505127,0.21383242309093475,0.41498205065727234,0.28803038597106934,0.4069072902202606,0.27901384234428406,0.2801654636859894,0.733189046382904,0.17437179386615753,0.2642118036746979,0.2533245384693146,0.41548454761505127,0.23844215273857117,0.5696388483047485,0.21300287544727325,0.18037469685077667,0.1826142966747284
national,0.16882304847240448,0.2433898150920868,0.32739606499671936,0.11672074347734451,0.09922212362289429,0.22750559449195862,0.21067756414413452,0.1202855110168457,0.20268747210502625,0.22092604637145996,0.2433898150920868,0.15067967772483826,0.16905087232589722,0.32739606499671936,0.2335694283246994,0.27432581782341003,0.1303875744342804,0.21067756414413452,0.14239102602005005,0.28915393352508545,0.08852784335613251,0.23627698421478271,0.15643028914928436
prestige,0.12985387444496155,0.1935908943414688,0.3049629330635071,0.13090161979198456,0.08538088947534561,0.1775330752134323,0.15078945457935333,0.19270484149456024,0.20183609426021576,0.20496311783790588,0.1935908943414688,0.07184853404760361,0.15004204213619232,0.3049629330635071,0.13379542529582977,0.16340622305870056,0.1505691558122635,0.15078945457935333,0.17048269510269165,0.25493353605270386,0.09685037285089493,0.14647608995437622,0.10047686100006104
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21599270403385162,0.3363509774208069,0.3120402991771698,0.44245919585227966,0.31928569078445435,0.4137537479400635,0.253568559885025,0.45456063747406006,0.24877594411373138,0.27367478609085083,0.4933079481124878,0.25194454193115234,0.2362271547317505,0.3106630742549896,0.44245919585227966,0.27907994389533997,0.5201468467712402,0.2285580337047577,0.21514803171157837,0.31091248989105225
pledging,0.24275769293308258,0.19941110908985138,0.3040989637374878,0.2371862828731537,0.2058161497116089,0.19295752048492432,0.33654892444610596,0.1329084038734436,0.32848384976387024,0.14998912811279297,0.19941110908985138,0.27260154485702515,0.25303301215171814,0.3040989637374878,0.2573911249637604,0.28273308277130127,0.2559379041194916,0.33654892444610596,0.32188794016838074,0.21859706938266754,0.1519208401441574,0.25876641273498535,0.21729083359241486
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3310292959213257,0.2569362223148346,0.40058770775794983,1.0,0.29833272099494934,0.5436353087425232,0.2636699676513672,0.3636345863342285,0.25933295488357544,0.2780356705188751,0.535392165184021,0.19090956449508667,0.16926777362823486,0.35188060998916626,1.0,0.322395920753479,0.45010748505592346,0.22712917625904083,0.23389451205730438,0.29463258385658264
make,0.3792211413383484,0.20205417275428772,0.3146495521068573,0.19553270936012268,0.1654612421989441,0.37677720189094543,0.497876912355423,0.337324321269989,0.48783382773399353,0.14448855817317963,0.20205417275428772,0.16000182926654816,0.26531246304512024,0.3146495521068573,0.16012941300868988,0.10841678082942963,0.2288563847541809,0.497876912355423,0.22544215619564056,0.268858402967453,0.19333265721797943,0.2711692452430725,0.28314751386642456
the,0.42745697498321533,0.48711544275283813,1.0,0.2740369141101837,0.20303435623645782,0.3718377649784088,0.535392165184021,0.319829523563385,0.5473989248275757,0.37090015411376953,0.48711544275283813,0.3168080151081085,0.38928431272506714,1.0,0.2312941700220108,0.24421639740467072,0.22577603161334991,0.535392165184021,0.26064926385879517,0.6662389636039734,0.24495907127857208,0.21757709980010986,0.22068053483963013
us,0.32081687450408936,0.19898231327533722,0.25727739930152893,0.18980053067207336,0.3025277554988861,0.20976735651493073,0.2928973436355591,0.18608184158802032,0.282404363155365,0.2523760497570038,0.19898231327533722,0.1679588258266449,0.14676865935325623,0.25727739930152893,0.23309950530529022,0.24373739957809448,0.08093071728944778,0.2928973436355591,0.24413447082042694,0.19746538996696472,0.1485663801431656,0.1568651646375656,0.2742428481578827
not,0.5449194312095642,0.2888734042644501,0.4310511648654938,0.2823779284954071,0.20410509407520294,0.358921617269516,0.5149973034858704,0.30318546295166016,0.6600887179374695,0.22121162712574005,0.2888734042644501,0.20796559751033783,0.19530126452445984,0.4310511648654938,0.20856216549873352,0.22089463472366333,0.2680772840976715,0.5149973034858704,0.39867937564849854,0.3403114080429077,0.2228187918663025,0.22915247082710266,0.41942933201789856
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.11803510040044785,0.016692638397216797,0.08103004097938538,0.06720756739377975,0.015512588433921337,0.05285148695111275,-0.07555023580789566,-0.012679691426455975,-0.018637066707015038,-0.032467395067214966,0.029072100296616554,0.06603430956602097,0.08401795476675034,0.005027893465012312,0.06720756739377975,0.12661105394363403,0.04765888676047325,0.004888324998319149,-0.04822218418121338,0.0685480609536171
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.23031085729599,0.22211624681949615,0.2984957695007324,0.3792489171028137,0.23758427798748016,0.3482176661491394,0.297447144985199,0.5022147297859192,0.13249485194683075,0.1930677592754364,0.49448907375335693,0.2088063806295395,0.17611145973205566,0.16485638916492462,0.3792489171028137,0.21820448338985443,0.4127444326877594,0.24688784778118134,0.20401053130626678,0.18701928853988647
but,0.5029441118240356,0.36023372411727905,0.4859698414802551,0.27162063121795654,0.19889014959335327,0.3391169309616089,0.5542377829551697,0.2724117040634155,0.7244205474853516,0.23241481184959412,0.36023372411727905,0.3103877007961273,0.2733961045742035,0.4859698414802551,0.22128044068813324,0.25711774826049805,0.3358843922615051,0.5542377829551697,0.38309499621391296,0.48674455285072327,0.23279379308223724,0.25456973910331726,0.27921953797340393
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21599270403385162,0.3363509774208069,0.3120402991771698,0.44245919585227966,0.31928569078445435,0.4137537479400635,0.253568559885025,0.45456063747406006,0.24877594411373138,0.27367478609085083,0.4933079481124878,0.25194454193115234,0.2362271547317505,0.3106630742549896,0.44245919585227966,0.27907994389533997,0.5201468467712402,0.2285580337047577,0.21514803171157837,0.31091248989105225
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.23031085729599,0.22211624681949615,0.2984957695007324,0.3792489171028137,0.23758427798748016,0.3482176661491394,0.297447144985199,0.5022147297859192,0.13249485194683075,0.1930677592754364,0.49448907375335693,0.2088063806295395,0.17611145973205566,0.16485638916492462,0.3792489171028137,0.21820448338985443,0.4127444326877594,0.24688784778118134,0.20401053130626678,0.18701928853988647
