,a,single,line,connects,san,bernardino,",",riverside,and,what,other,county,?
angeles,0.183808833360672,0.14379146695137024,0.07884691655635834,0.1094198226928711,0.4276162087917328,0.38698744773864746,0.23721925914287567,0.41846179962158203,0.2403915673494339,0.10702074319124222,0.1799575239419937,0.22907856106758118,0.16139166057109833
",",0.427140474319458,0.21322597563266754,0.22637072205543518,0.2184714376926422,0.25561806559562683,0.3134419322013855,1.0000001192092896,0.3184468746185303,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.26861095428466797,0.31091248989105225
ventura,0.1974908411502838,0.08337340503931046,0.11924252659082413,0.17995207011699677,0.37861230969429016,0.44422832131385803,0.29071852564811707,0.40098464488983154,0.25064343214035034,0.11129087954759598,0.0834374725818634,0.22053466737270355,0.10329297184944153
",",0.427140474319458,0.21322597563266754,0.22637072205543518,0.2184714376926422,0.25561806559562683,0.3134419322013855,1.0000001192092896,0.3184468746185303,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.26861095428466797,0.31091248989105225
san,0.19931553304195404,0.17116442322731018,0.10648663341999054,0.13164402544498444,0.9999999403953552,0.5765351057052612,0.25561806559562683,0.38028684258461,0.23541347682476044,0.19375550746917725,0.19091297686100006,0.25673016905784607,0.10952327400445938
bernardino,0.2018822580575943,0.16303732991218567,0.09010807424783707,0.17714844644069672,0.5765351057052612,1.0,0.3134419322013855,0.5291909575462341,0.2651553452014923,0.09213948994874954,0.18902890384197235,0.3130541443824768,0.11443846672773361
",",0.427140474319458,0.21322597563266754,0.22637072205543518,0.2184714376926422,0.25561806559562683,0.3134419322013855,1.0000001192092896,0.3184468746185303,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.26861095428466797,0.31091248989105225
riverside,0.26928579807281494,0.1792757511138916,0.15090401470661163,0.26151159405708313,0.38028684258461,0.5291909575462341,0.3184468746185303,1.0000001192092896,0.2747021019458771,0.1112799271941185,0.20750202238559723,0.3861706852912903,0.10042606294155121
",",0.427140474319458,0.21322597563266754,0.22637072205543518,0.2184714376926422,0.25561806559562683,0.3134419322013855,1.0000001192092896,0.3184468746185303,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.26861095428466797,0.31091248989105225
orange,0.26101911067962646,0.15901364386081696,0.19209139049053192,0.15054436028003693,0.15735919773578644,0.21889697015285492,0.2978343665599823,0.34056907892227173,0.2314995527267456,0.18341036140918732,0.18665827810764313,0.30057042837142944,0.1066059097647667
",",0.427140474319458,0.21322597563266754,0.22637072205543518,0.2184714376926422,0.25561806559562683,0.3134419322013855,1.0000001192092896,0.3184468746185303,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.26861095428466797,0.31091248989105225
and,0.3739250600337982,0.21896247565746307,0.24584348499774933,0.2507225573062897,0.23541347682476044,0.2651553452014923,0.6633074283599854,0.2747021019458771,1.0,0.31309178471565247,0.5504306554794312,0.2045455276966095,0.20544172823429108
san,0.19931553304195404,0.17116442322731018,0.10648663341999054,0.13164402544498444,0.9999999403953552,0.5765351057052612,0.25561806559562683,0.38028684258461,0.23541347682476044,0.19375550746917725,0.19091297686100006,0.25673016905784607,0.10952327400445938
diego,0.202764630317688,0.20222727954387665,0.09990900754928589,0.06653731316328049,0.6883842349052429,0.49215102195739746,0.25578492879867554,0.33301085233688354,0.2412230372428894,0.16958405077457428,0.1986868679523468,0.2317018359899521,0.11438121646642685
counties,0.13999399542808533,0.14697067439556122,0.14995348453521729,0.22009532153606415,0.17207099497318268,0.25415217876434326,0.2766191363334656,0.3590361475944519,0.21969299018383026,0.18263769149780273,0.23910102248191833,0.7461277842521667,0.09521792083978653
with,0.3783375024795532,0.24549491703510284,0.18698516488075256,0.24056369066238403,0.20429159700870514,0.16169212758541107,0.4120737314224243,0.20127934217453003,0.5477725267410278,0.2464839518070221,0.44086363911628723,0.1566741019487381,0.2433311939239502
the,0.5829201340675354,0.29338565468788147,0.29789501428604126,0.3196312189102173,0.2858080565929413,0.2722903788089752,0.4933079481124878,0.27102717757225037,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.21715226769447327,0.22068053483963013
other,0.2806335389614105,0.26250794529914856,0.17413140833377838,0.23421098291873932,0.19091297686100006,0.18902890384197235,0.4446498453617096,0.20750202238559723,0.5504306554794312,0.341873437166214,0.9999999403953552,0.17025738954544067,0.24682199954986572
line,0.23499317467212677,0.2017931044101715,1.0000001192092896,0.279648095369339,0.10648663341999054,0.09010807424783707,0.22637072205543518,0.15090401470661163,0.24584348499774933,0.2245367169380188,0.17413140833377838,0.13806423544883728,0.16271452605724335
connecting,0.2702370285987854,0.159675732254982,0.3503573536872864,0.8366389870643616,0.12375079095363617,0.17032994329929352,0.2644299864768982,0.26953309774398804,0.2999177575111389,0.2097303718328476,0.318950355052948,0.14185738563537598,0.0780353918671608
san,0.19931553304195404,0.17116442322731018,0.10648663341999054,0.13164402544498444,0.9999999403953552,0.5765351057052612,0.25561806559562683,0.38028684258461,0.23541347682476044,0.19375550746917725,0.19091297686100006,0.25673016905784607,0.10952327400445938
bernardino,0.2018822580575943,0.16303732991218567,0.09010807424783707,0.17714844644069672,0.5765351057052612,1.0,0.3134419322013855,0.5291909575462341,0.2651553452014923,0.09213948994874954,0.18902890384197235,0.3130541443824768,0.11443846672773361
",",0.427140474319458,0.21322597563266754,0.22637072205543518,0.2184714376926422,0.25561806559562683,0.3134419322013855,1.0000001192092896,0.3184468746185303,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.26861095428466797,0.31091248989105225
riverside,0.26928579807281494,0.1792757511138916,0.15090401470661163,0.26151159405708313,0.38028684258461,0.5291909575462341,0.3184468746185303,1.0000001192092896,0.2747021019458771,0.1112799271941185,0.20750202238559723,0.3861706852912903,0.10042606294155121
",",0.427140474319458,0.21322597563266754,0.22637072205543518,0.2184714376926422,0.25561806559562683,0.3134419322013855,1.0000001192092896,0.3184468746185303,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.26861095428466797,0.31091248989105225
and,0.3739250600337982,0.21896247565746307,0.24584348499774933,0.2507225573062897,0.23541347682476044,0.2651553452014923,0.6633074283599854,0.2747021019458771,1.0,0.31309178471565247,0.5504306554794312,0.2045455276966095,0.20544172823429108
orange,0.26101911067962646,0.15901364386081696,0.19209139049053192,0.15054436028003693,0.15735919773578644,0.21889697015285492,0.2978343665599823,0.34056907892227173,0.2314995527267456,0.18341036140918732,0.18665827810764313,0.30057042837142944,0.1066059097647667
counties,0.13999399542808533,0.14697067439556122,0.14995348453521729,0.22009532153606415,0.17207099497318268,0.25415217876434326,0.2766191363334656,0.3590361475944519,0.21969299018383026,0.18263769149780273,0.23910102248191833,0.7461277842521667,0.09521792083978653
directly,0.27976194024086,0.24500665068626404,0.21329137682914734,0.2767544090747833,0.14615528285503387,0.1649293303489685,0.24953341484069824,0.18036873638629913,0.2772105038166046,0.3618607521057129,0.42041826248168945,0.2013864368200302,0.2187996357679367
.,0.50484299659729,0.2360001504421234,0.25851553678512573,0.18689489364624023,0.24563752114772797,0.22549861669540405,0.6812511086463928,0.3060722351074219,0.588965117931366,0.3567904531955719,0.41511186957359314,0.25379708409309387,0.4130953550338745
