,the,4,sales,and,service,centers,are,viewed,as
and,0.5171257257461548,0.11143114417791367,0.2523452341556549,1.0,0.24532052874565125,0.31431901454925537,0.48576638102531433,0.19539690017700195,0.49487000703811646
service,0.22661015391349792,0.16631948947906494,0.2824479043483734,0.24532052874565125,0.9999998807907104,0.2575644254684448,0.14771409332752228,0.19420725107192993,0.21829554438591003
centers,0.3307511508464813,-0.024893052875995636,0.17705130577087402,0.31431901454925537,0.2575644254684448,1.0000001192092896,0.30616188049316406,0.22972902655601501,0.22375132143497467
(,0.33289089798927307,0.1848795861005783,0.12027659267187119,0.4862271547317505,0.13752473890781403,0.13447198271751404,0.23263892531394958,0.12586094439029694,0.32029855251312256
schenectady,0.4113589823246002,0.1485949009656906,0.22925865650177002,0.36035001277923584,0.3006672263145447,0.2808634042739868,0.20957624912261963,0.16279447078704834,0.31672948598861694
",",0.4933079481124878,0.15652385354042053,0.2223382443189621,0.6633074283599854,0.2389259785413742,0.18621011078357697,0.4062570035457611,0.2206074744462967,0.48816442489624023
phoenix,0.219131201505661,0.11587508767843246,0.12832936644554138,0.1993451565504074,0.13681793212890625,0.14994151890277863,0.1156347244977951,0.062164898961782455,0.14951205253601074
",",0.4933079481124878,0.15652385354042053,0.2223382443189621,0.6633074283599854,0.2389259785413742,0.18621011078357697,0.4062570035457611,0.2206074744462967,0.48816442489624023
chicago,0.27360326051712036,0.06697738915681839,0.175090029835701,0.23260825872421265,0.16424579918384552,0.2244679480791092,0.1553531140089035,0.198120579123497,0.16836167871952057
",",0.4933079481124878,0.15652385354042053,0.2223382443189621,0.6633074283599854,0.2389259785413742,0.18621011078357697,0.4062570035457611,0.2206074744462967,0.48816442489624023
and,0.5171257257461548,0.11143114417791367,0.2523452341556549,1.0,0.24532052874565125,0.31431901454925537,0.48576638102531433,0.19539690017700195,0.49487000703811646
phoenix,0.219131201505661,0.11587508767843246,0.12832936644554138,0.1993451565504074,0.13681793212890625,0.14994151890277863,0.1156347244977951,0.062164898961782455,0.14951205253601074
),0.3456730246543884,0.18945647776126862,0.1512228399515152,0.4961937665939331,0.17408718168735504,0.14669451117515564,0.2373749315738678,0.14208970963954926,0.32161882519721985
to,0.535392165184021,0.059323787689208984,0.24637509882450104,0.48971283435821533,0.24411341547966003,0.23697607219219208,0.3504326641559601,0.22659115493297577,0.42092081904411316
facilitate,0.18542252480983734,0.06997279077768326,0.1452215313911438,0.31061220169067383,0.3435398042201996,0.3899390697479248,0.26042723655700684,0.20652836561203003,0.22670510411262512
a,0.5829201340675354,0.08102071285247803,0.24190501868724823,0.3739250600337982,0.23104366660118103,0.27225613594055176,0.265255331993103,0.22637882828712463,0.39550232887268066
computer,0.19781450927257538,-0.011406133882701397,0.22334226965904236,0.2362591028213501,0.20845623314380646,0.2351047694683075,0.21593840420246124,0.22651192545890808,0.18216735124588013
time-sharing,0.3270006775856018,-0.05904652923345566,0.2906429171562195,0.30874931812286377,0.3524441123008728,0.2814045250415802,0.2632574737071991,0.2918922007083893,0.2810527980327606
service,0.22661015391349792,0.16631948947906494,0.2824479043483734,0.24532052874565125,0.9999998807907104,0.2575644254684448,0.14771409332752228,0.19420725107192993,0.21829554438591003
",",0.4933079481124878,0.15652385354042053,0.2223382443189621,0.6633074283599854,0.2389259785413742,0.18621011078357697,0.4062570035457611,0.2206074744462967,0.48816442489624023
apparently,0.27692100405693054,0.08899828046560287,0.17213580012321472,0.24856685101985931,0.10518716275691986,0.1664418876171112,0.23020438849925995,0.206046000123024,0.3138532340526581
the,1.0,0.15499350428581238,0.18809081614017487,0.5171257257461548,0.22661015391349792,0.3307511508464813,0.40399202704429626,0.34172287583351135,0.48381632566452026
world,0.33604270219802856,0.0811254233121872,0.24470999836921692,0.3246132433414459,0.29644280672073364,0.27082327008247375,0.22463127970695496,0.19350412487983704,0.22848254442214966
's,-0.01540423184633255,-0.0858617052435875,0.04694020748138428,0.06895173341035843,0.017307469621300697,0.023153606802225113,-0.008927806280553341,-0.004221256822347641,-0.05775856226682663
first,0.49448907375335693,0.18687711656093597,0.18367065489292145,0.3167642652988434,0.23815037310123444,0.16756446659564972,0.20306691527366638,0.13595259189605713,0.33842000365257263
commercial,0.23051398992538452,0.02689078077673912,0.3748578131198883,0.240259051322937,0.2802692949771881,0.2537231743335724,0.20429889857769012,0.19015467166900635,0.2411440908908844
online,0.22717516124248505,-0.05340570956468582,0.2273390293121338,0.16058434545993805,0.31641054153442383,0.2685060501098633,0.17608287930488586,0.20735761523246765,0.17307688295841217
service,0.22661015391349792,0.16631948947906494,0.2824479043483734,0.24532052874565125,0.9999998807907104,0.2575644254684448,0.14771409332752228,0.19420725107192993,0.21829554438591003
.,0.5934505462646484,0.0835196003317833,0.22595803439617157,0.588965117931366,0.2115515172481537,0.2238491028547287,0.3452940285205841,0.27454590797424316,0.515582263469696
