,where,does,khomeini,'s,beliefs,fall,as,compared,to,mawdudi,and,qutb,?
state,0.2583591639995575,0.15987756848335266,0.26091867685317993,0.038451772183179855,0.2039375603199005,0.2046533077955246,0.26851922273635864,0.10559162497520447,0.25557461380958557,0.19809949398040771,0.2653750479221344,0.20476356148719788,0.1160883978009224
of,0.38066378235816956,0.3119818866252899,0.23098638653755188,-0.03817026689648628,0.2516281008720398,0.2854328155517578,0.3886612355709076,0.3360389769077301,0.41548454761505127,0.2965799570083618,0.5116966962814331,0.2860225439071655,0.1826142966747284
pakistan,0.18051078915596008,0.19774089753627777,0.4046934247016907,0.05393676087260246,0.18064072728157043,0.11007258296012878,0.19182321429252625,0.14310838282108307,0.20286579430103302,0.33420252799987793,0.2796770930290222,0.4514870345592499,0.1329864263534546
",",0.3149496018886566,0.28617382049560547,0.20600822567939758,-0.0016132977325469255,0.23973354697227478,0.31587862968444824,0.48816442489624023,0.25363782048225403,0.44245919585227966,0.3509264290332794,0.6633074283599854,0.25445666909217834,0.31091248989105225
but,0.49101024866104126,0.4353378415107727,0.1784929782152176,0.04136733338236809,0.30072036385536194,0.2770213186740875,0.4864770472049713,0.33209434151649475,0.5542377829551697,0.23801442980766296,0.5762497186660767,0.22446757555007935,0.27921953797340393
khomeini,0.12851423025131226,0.09301339834928513,0.9999999403953552,-0.0330948606133461,0.32121434807777405,0.21396560966968536,0.15276800096035004,0.12764915823936462,0.1702355444431305,0.5166683793067932,0.21414761245250702,0.5902529358863831,0.16343249380588531
's,0.0007701900321990252,-0.02895052544772625,-0.0330948606133461,0.9999999403953552,0.0883445292711258,-0.05826059728860855,-0.05775856226682663,0.04780092462897301,0.03782717138528824,0.037213284522295,0.06895173341035843,0.013902081176638603,-0.023395681753754616
beliefs,0.1451183259487152,0.22113217413425446,0.32121434807777405,0.0883445292711258,1.0,0.1385412961244583,0.184225931763649,0.2578389644622803,0.28781747817993164,0.2886219024658203,0.29485806822776794,0.3898901641368866,0.254576712846756
is,0.3586711287498474,0.4403602182865143,0.11876700818538666,0.02396530658006668,0.16356134414672852,0.13360679149627686,0.43216490745544434,0.2816821038722992,0.42745086550712585,0.24303317070007324,0.3859752118587494,0.23362867534160614,0.22961433231830597
perceived,0.17486920952796936,0.29089993238449097,0.14900058507919312,0.011811106465756893,0.35459595918655396,0.13076379895210266,0.23795050382614136,0.31956273317337036,0.24050778150558472,0.1824035793542862,0.24759353697299957,0.18873050808906555,0.20685844123363495
to,0.47735077142715454,0.4391997456550598,0.1702355444431305,0.03782717138528824,0.28781747817993164,0.1966593861579895,0.42092081904411316,0.2345995306968689,1.0,0.23280306160449982,0.48971283435821533,0.17913803458213806,0.29463258385658264
be,0.3651217818260193,0.28696945309638977,0.16413825750350952,0.025217169895768166,0.24319812655448914,0.21775756776332855,0.5230465531349182,0.2839527726173401,0.4972836375236511,0.2360835075378418,0.41766801476478577,0.21618515253067017,0.3324260413646698
placed,0.34552374482154846,0.24252305924892426,0.1325678825378418,-0.05542825907468796,0.12041100114583969,0.20012696087360382,0.24738344550132751,0.2306552678346634,0.26181700825691223,0.16498242318630219,0.26623862981796265,0.15316642820835114,0.18964257836341858
somewhere,0.47130653262138367,0.3049454391002655,0.09227462112903595,0.032775308936834335,0.2278575599193573,0.24210986495018005,0.25116610527038574,0.19395433366298676,0.3829862177371979,0.1370876431465149,0.22127388417720795,0.1161751076579094,0.4073143005371094
between,0.38496607542037964,0.16966454684734344,0.1508515179157257,0.006096371449530125,0.23260152339935303,0.17421109974384308,0.22009976208209991,0.2929377257823944,0.3639189600944519,0.1251145303249359,0.40645647048950195,0.18913507461547852,0.12887074053287506
beliefs,0.1451183259487152,0.22113217413425446,0.32121434807777405,0.0883445292711258,1.0,0.1385412961244583,0.184225931763649,0.2578389644622803,0.28781747817993164,0.2886219024658203,0.29485806822776794,0.3898901641368866,0.254576712846756
of,0.38066378235816956,0.3119818866252899,0.23098638653755188,-0.03817026689648628,0.2516281008720398,0.2854328155517578,0.3886612355709076,0.3360389769077301,0.41548454761505127,0.2965799570083618,0.5116966962814331,0.2860225439071655,0.1826142966747284
sunni,0.13972358405590057,0.17789824306964874,0.573809802532196,-0.02602098323404789,0.49928346276283264,0.20571380853652954,0.169831320643425,0.1708073765039444,0.2236357480287552,0.4074150025844574,0.2391594797372818,0.5591565370559692,0.17507030069828033
islamic,0.13770605623722076,0.14674246311187744,0.528113067150116,0.003978571388870478,0.4020332992076874,0.22559703886508942,0.20407888293266296,0.09160735458135605,0.1969100832939148,0.3448461592197418,0.2192772477865219,0.550156831741333,0.1692383587360382
thinkers,0.12313144654035568,0.17286694049835205,0.2874292731285095,0.027697060257196426,0.4793897271156311,0.18676088750362396,0.2327650785446167,0.20590755343437195,0.17417408525943756,0.29204612970352173,0.2726658582687378,0.40805816650390625,0.24928995966911316
like,0.3468869626522064,0.3720950186252594,0.16822147369384766,0.06462705135345459,0.2825447916984558,0.17850470542907715,0.4175155460834503,0.4257546663284302,0.35482415556907654,0.20051665604114532,0.46997135877609253,0.16477860510349274,0.3268813192844391
mawdudi,0.2634870707988739,0.1683768630027771,0.5166683793067932,0.037213284522295,0.2886219024658203,0.1733005940914154,0.28023961186408997,0.14735941588878632,0.23280306160449982,1.0,0.3392108976840973,0.5114185810089111,0.22071678936481476
and,0.43859338760375977,0.3461615741252899,0.21414761245250702,0.06895173341035843,0.29485806822776794,0.25737735629081726,0.49487000703811646,0.38507750630378723,0.48971283435821533,0.3392108976840973,1.0,0.28733962774276733,0.20544172823429108
qutb,0.20451970398426056,0.1299772411584854,0.5902529358863831,0.013902081176638603,0.3898901641368866,0.1816968321800232,0.2620646357536316,0.14084720611572266,0.17913803458213806,0.5114185810089111,0.28733962774276733,1.0,0.18769441545009613
.,0.41390106081962585,0.3022993505001068,0.2096288502216339,-0.003708066651597619,0.2569824457168579,0.2718521058559418,0.515582263469696,0.27071613073349,0.4645031690597534,0.33393579721450806,0.588965117931366,0.25273528695106506,0.4130953550338745
