,who,may,change,the,date,by,up,to,a,month,",",on,the,proposal,of,the,po,?
one,0.40083858370780945,0.2514621615409851,0.281233549118042,0.5514441132545471,0.257239431142807,0.29445651173591614,0.30488982796669006,0.4025384783744812,0.4910551905632019,0.314750999212265,0.3696635365486145,0.3601475656032562,0.5514441132545471,0.2502622902393341,0.4999135136604309,0.5514441132545471,0.10361787676811218,0.2673267424106598
month,0.25339752435684204,0.24754159152507782,0.21218925714492798,0.2821349799633026,0.3354404866695404,0.13876639306545258,0.14794470369815826,0.24505755305290222,0.2331215739250183,0.9999999403953552,0.24291303753852844,0.32571008801460266,0.2821349799633026,0.22728489339351654,0.23822399973869324,0.2821349799633026,0.06544309854507446,0.23961511254310608
either,0.2945728600025177,0.2984585165977478,0.3402196168899536,0.3795609474182129,0.23918037116527557,0.2713143825531006,0.2751936912536621,0.4178585708141327,0.40784984827041626,0.19344879686832428,0.28548023104667664,0.3322877585887909,0.3795609474182129,0.27780890464782715,0.24225673079490662,0.3795609474182129,0.10972575098276138,0.31498292088508606
way,0.38557878136634827,0.26219889521598816,0.3222682774066925,0.36217406392097473,0.18655166029930115,0.3228684663772583,0.30281156301498413,0.4772548973560333,0.3330821096897125,0.14426659047603607,0.2861018478870392,0.2997978627681732,0.36217406392097473,0.31008535623550415,0.266871839761734,0.36217406392097473,0.1528424620628357,0.31575819849967957
by,0.39727845788002014,0.1970296949148178,0.2329561412334442,0.4408751428127289,0.1930214762687683,1.0000001192092896,0.2738759219646454,0.33534231781959534,0.32094135880470276,0.13876639306545258,0.3680937886238098,0.33887791633605957,0.4408751428127289,0.18392276763916016,0.3646814823150635,0.4408751428127289,0.1314128190279007,0.17966607213020325
the,0.3733934462070465,0.2694292366504669,0.3641999065876007,1.0,0.25333094596862793,0.4408751428127289,0.38423117995262146,0.535392165184021,0.5829201340675354,0.2821349799633026,0.4933079481124878,0.5107308030128479,1.0,0.24154584109783173,0.733189046382904,1.0,0.1867695450782776,0.22068053483963013
monarch,0.2570040822029114,0.2139960676431656,0.20474687218666077,0.294361412525177,0.17207767069339752,0.18319906294345856,0.1476702094078064,0.2186361402273178,0.21208921074867249,0.27828338742256165,0.16403017938137054,0.1539171189069748,0.294361412525177,0.2382592260837555,0.2771679162979126,0.294361412525177,0.03821437805891037,0.22306367754936218
on,0.2340552806854248,0.3428080081939697,0.3118341565132141,0.5107308030128479,0.21806180477142334,0.33887791633605957,0.34194523096084595,0.41031414270401,0.3848365545272827,0.32571008801460266,0.49057599902153015,0.9999999403953552,0.5107308030128479,0.24123868346214294,0.3966929316520691,0.5107308030128479,0.047201041132211685,0.2714994251728058
the,0.3733934462070465,0.2694292366504669,0.3641999065876007,1.0,0.25333094596862793,0.4408751428127289,0.38423117995262146,0.535392165184021,0.5829201340675354,0.2821349799633026,0.4933079481124878,0.5107308030128479,1.0,0.24154584109783173,0.733189046382904,1.0,0.1867695450782776,0.22068053483963013
proposal,0.25690221786499023,0.2293459177017212,0.3005020320415497,0.24154584109783173,0.1737164855003357,0.18392276763916016,0.2977048456668854,0.30947795510292053,0.2847301959991455,0.22728489339351654,0.2780962586402893,0.24123868346214294,0.24154584109783173,1.0,0.18171913921833038,0.24154584109783173,0.09675332903862,0.362845778465271
of,0.2827862501144409,0.26447007060050964,0.2569013833999634,0.733189046382904,0.19568462669849396,0.3646814823150635,0.32945773005485535,0.41548454761505127,0.5052502155303955,0.23822399973869324,0.4946078956127167,0.3966929316520691,0.733189046382904,0.18171913921833038,1.0,0.733189046382904,0.17525362968444824,0.1826142966747284
the,0.3733934462070465,0.2694292366504669,0.3641999065876007,1.0,0.25333094596862793,0.4408751428127289,0.38423117995262146,0.535392165184021,0.5829201340675354,0.2821349799633026,0.4933079481124878,0.5107308030128479,1.0,0.24154584109783173,0.733189046382904,1.0,0.1867695450782776,0.22068053483963013
presiding,0.24317249655723572,0.20962567627429962,0.18712134659290314,0.3267684876918793,0.18859770894050598,0.2119493931531906,0.17271137237548828,0.2064446657896042,0.18864497542381287,0.17572489380836487,0.2921140789985657,0.17006568610668182,0.3267684876918793,0.21522679924964905,0.3004159927368164,0.3267684876918793,0.05917554721236229,0.177648663520813
officer,0.31437572836875916,0.16553997993469238,0.15089726448059082,0.25777485966682434,0.15393298864364624,0.2153020203113556,0.17213040590286255,0.2198503315448761,0.241327702999115,0.13392941653728485,0.2703348398208618,0.18298856914043427,0.25777485966682434,0.12626270949840546,0.23883900046348572,0.25777485966682434,0.11011765152215958,0.119948610663414
.,0.3541337847709656,0.35826805233955383,0.3244723975658417,0.5934505462646484,0.2508279085159302,0.3936232924461365,0.351434588432312,0.4645031690597534,0.50484299659729,0.25738951563835144,0.6812511086463928,0.49257001280784607,0.5934505462646484,0.23259399831295013,0.5352458953857422,0.5934505462646484,0.20273925364017487,0.4130953550338745
