,what,is,the,name,for,the,smaller,streams,along,the,region,northern,germany,?
only,0.41415658593177795,0.44708555936813354,0.5497692227363586,0.2607339918613434,0.49157920479774475,0.5497692227363586,0.29619300365448,0.2499275952577591,0.2545910179615021,0.5497692227363586,0.22661642730236053,0.20795121788978577,0.20127898454666138,0.2767370045185089
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.9999999403953552,0.4739971458911896,0.1537230759859085,0.20315690338611603,0.249526709318161,0.4739971458911896,0.17531010508537292,0.20134946703910828,0.2319389283657074,0.264628142118454
smaller,0.23730900883674622,0.22372925281524658,0.3588939607143402,0.1419886201620102,0.1537230759859085,0.3588939607143402,1.0000001192092896,0.2927117943763733,0.25073105096817017,0.3588939607143402,0.1973331719636917,0.23312385380268097,0.20709723234176636,0.17881669104099274
streams,0.12328469753265381,0.2553871273994446,0.260405570268631,0.17381468415260315,0.20315690338611603,0.260405570268631,0.2927117943763733,1.0,0.3180718719959259,0.260405570268631,0.19426770508289337,0.2913552522659302,0.1787850707769394,0.1508319228887558
farther,0.2859934866428375,0.23883424699306488,0.34515607357025146,0.1879376620054245,0.17266152799129486,0.34515607357025146,0.4177425801753998,0.2511102259159088,0.3115924894809723,0.34515607357025146,0.276310533285141,0.32584646344184875,0.1880330741405487,0.08294608443975449
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.4451248347759247,0.535392165184021,0.2597835958003998,0.23461183905601501,0.2976071536540985,0.535392165184021,0.24118299782276154,0.1886475831270218,0.24172882735729218,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.4739971458911896,1.0,0.3588939607143402,0.260405570268631,0.39495137333869934,1.0,0.35020557045936584,0.3422943353652954,0.3181285262107849,0.22068053483963013
north,0.18673177063465118,0.2993389368057251,0.36298373341560364,0.18302021920681,0.17560088634490967,0.36298373341560364,0.22340671718120575,0.31219562888145447,0.28480100631713867,0.36298373341560364,0.3999730050563812,0.5398455858230591,0.26093342900276184,0.11829731613397598
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4464869201183319,0.4933079481124878,0.24995659291744232,0.28180238604545593,0.29824912548065186,0.4933079481124878,0.2119160145521164,0.29473260045051575,0.2898865044116974,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2972666025161743,0.44095608592033386,0.6521818041801453,0.42368072271347046,0.2939537465572357,0.33404073119163513,0.6521818041801453,0.2328231930732727,0.2470913678407669,0.2479574829339981,0.25814583897590637
together,0.22179445624351501,0.1995578110218048,0.26662585139274597,0.15739797055721283,0.20928718149662018,0.26662585139274597,0.3184005916118622,0.18877345323562622,0.3233233690261841,0.26662585139274597,0.12977643311023712,0.14859148859977722,0.20729312300682068,0.1690303236246109
formed,0.15451857447624207,0.22319979965686798,0.28813210129737854,0.24992436170578003,0.18147863447666168,0.28813210129737854,0.24222563207149506,0.22513200342655182,0.21850499510765076,0.28813210129737854,0.20175258815288544,0.27117303013801575,0.12935969233512878,0.09686966985464096
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.4739971458911896,1.0,0.3588939607143402,0.260405570268631,0.39495137333869934,1.0,0.35020557045936584,0.3422943353652954,0.3181285262107849,0.22068053483963013
main,0.2344268560409546,0.3009335994720459,0.38631999492645264,0.19928081333637238,0.27491986751556396,0.38631999492645264,0.24984043836593628,0.16570356488227844,0.3070458471775055,0.38631999492645264,0.18065427243709564,0.15631534159183502,0.22822625935077667,0.1665669083595276
river,0.13815869390964508,0.20670881867408752,0.2894456386566162,0.17863500118255615,0.12789757549762726,0.2894456386566162,0.17284205555915833,0.5162832140922546,0.2725449502468109,0.2894456386566162,0.26366138458251953,0.2822229266166687,0.13062797486782074,0.15390869975090027
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.12217257916927338,0.1584572196006775,0.30735138058662415,0.17028021812438965,0.2665761411190033,0.24867600202560425,0.30735138058662415,0.25959649682044983,0.22761300206184387,0.5801170468330383,0.13754533231258392
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.4322226941585541,0.6662389636039734,0.2774786055088043,0.22335310280323029,0.3603311777114868,0.6662389636039734,0.3524819314479828,0.3545122444629669,0.3642844259738922,0.20430970191955566
roman,0.17852471768856049,0.16690842807292938,0.2862859070301056,0.17340047657489777,0.13499169051647186,0.2862859070301056,0.1740952581167221,0.13884654641151428,0.17171557247638702,0.2862859070301056,0.18537168204784393,0.21182158589363098,0.26472195982933044,0.1663191318511963
times,0.21414996683597565,0.21773184835910797,0.29093852639198303,0.19941937923431396,0.2999500632286072,0.29093852639198303,0.19342471659183502,0.2469738870859146,0.22942517697811127,0.29093852639198303,0.17451511323451996,0.16037249565124512,0.17577201128005981,0.18880689144134521
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.4726039469242096,0.5934505462646484,0.24807988107204437,0.2647906243801117,0.27491724491119385,0.5934505462646484,0.2506107687950134,0.2815330922603607,0.28498756885528564,0.4130953550338745
