,what,was,the,name,of,the,event,at,the,the,embarcadero,that,was,held,prior,to,super,bowl,50,to,help,show,off,some,of,the,things,that,san,francisco,has,to,offer,?
january,0.19257698953151703,0.3933098316192627,0.2467057853937149,0.11276278644800186,0.19923388957977295,0.2467057853937149,0.16625645756721497,0.25715434551239014,0.2467057853937149,0.2467057853937149,0.28909483551979065,0.2010406255722046,0.3933098316192627,0.20133104920387268,0.16726408898830414,0.20270398259162903,0.08795880526304245,0.13797584176063538,-0.12186697870492935,0.20270398259162903,0.1805051565170288,0.23123203217983246,0.1034550815820694,0.12132550030946732,0.19923388957977295,0.2467057853937149,0.14614054560661316,0.2010406255722046,0.22567340731620789,0.19146795570850372,0.19119103252887726,0.20270398259162903,0.10104488581418991,0.28608936071395874
30,-0.04443084076046944,0.08394331485033035,0.0730796679854393,0.009165161289274693,0.003304550424218178,0.0730796679854393,0.05047708749771118,0.08557987958192825,0.0730796679854393,0.0730796679854393,0.09246058017015457,0.031269270926713943,0.08394331485033035,0.05716831237077713,0.02904844842851162,0.06848903745412827,0.02300216630101204,-0.030675051733851433,0.060261838138103485,0.06848903745412827,0.028238562867045403,0.08493690192699432,-0.004724464844912291,0.03498413413763046,0.003304550424218178,0.0730796679854393,-0.02081599086523056,0.031269270926713943,0.046433161944150925,0.03539815545082092,0.08401528745889664,0.06848903745412827,-0.04581305384635925,-0.08261742442846298
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.11450952291488647,0.42558613419532776,0.457212895154953,0.3039053678512573,1.0,0.457212895154953,0.457212895154953,0.22375448048114777,0.3183255195617676,0.36707764863967896,0.3822793960571289,0.27693063020706177,0.36524343490600586,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.36524343490600586,0.16180181503295898,0.2018483579158783,0.25239914655685425,0.25582021474838257,0.42558613419532776,0.457212895154953,0.2090333104133606,0.3183255195617676,0.21309925615787506,0.19574089348316193,0.2743658423423767,0.36524343490600586,0.24710646271705627,0.21978627145290375
justin,0.14793814718723297,0.2795754671096802,0.17751482129096985,0.17836737632751465,0.14437353610992432,0.17751482129096985,0.1540873944759369,0.15325449407100677,0.17751482129096985,0.17751482129096985,0.21262159943580627,0.21042943000793457,0.2795754671096802,0.10374727845191956,0.26000288128852844,0.10286262631416321,0.18469490110874176,0.11253492534160614,0.019410936161875725,0.10286262631416321,0.13078942894935608,0.17769117653369904,0.14258286356925964,0.1124490424990654,0.14437353610992432,0.17751482129096985,0.10387975722551346,0.21042943000793457,0.26158392429351807,0.2619988024234772,0.1503494530916214,0.10286262631416321,0.10314401984214783,0.17168305814266205
herman,0.16345740854740143,0.2085307091474533,0.19971449673175812,0.0508732832968235,0.1845569759607315,0.19971449673175812,0.04746180400252342,0.14482979476451874,0.19971449673175812,0.19971449673175812,0.1880379170179367,0.12836246192455292,0.2085307091474533,0.11774154007434845,0.12367784231901169,0.1604921519756317,0.10644732415676117,0.06547024846076965,0.04902781546115875,0.1604921519756317,0.220224991440773,0.21016763150691986,0.16672980785369873,0.1500535011291504,0.1845569759607315,0.19971449673175812,0.1583983153104782,0.12836246192455292,0.16758456826210022,0.15749554336071014,0.0918603390455246,0.1604921519756317,0.18236277997493744,0.15866468846797943
plaza,0.09566929191350937,0.16599927842617035,0.2343834489583969,0.14335793256759644,0.21123477816581726,0.2343834489583969,0.21560576558113098,0.24878543615341187,0.2343834489583969,0.2343834489583969,0.37396538257598877,0.13629882037639618,0.16599927842617035,0.20278672873973846,0.1783810406923294,0.2080681324005127,0.11758657544851303,0.15374425053596497,0.021043526008725166,0.2080681324005127,0.11418326199054718,0.09530984610319138,0.04780624806880951,0.11656773090362549,0.21123477816581726,0.2343834489583969,0.11130334436893463,0.13629882037639618,0.2761184573173523,0.2749307453632355,0.1474931687116623,0.2080681324005127,0.1593329757452011,0.14521731436252594
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.21758322417736053,0.4806317389011383,0.5107308030128479,0.5107308030128479,0.21783459186553955,0.42569106817245483,0.3909217119216919,0.2410694807767868,0.3162264823913574,0.41031414270401,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.41031414270401,0.24844828248023987,0.3708709180355072,0.46575701236724854,0.31474894285202026,0.3966929316520691,0.5107308030128479,0.2750859558582306,0.42569106817245483,0.20166277885437012,0.18844157457351685,0.34604379534721375,0.41031414270401,0.23681293427944183,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2960145175457001,0.457212895154953,1.0,1.0,0.2974037826061249,0.5473989248275757,0.48711544275283813,0.32185450196266174,0.33782097697257996,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.535392165184021,0.30064165592193604,0.319829523563385,0.2773582935333252,0.4566698372364044,0.733189046382904,1.0,0.30825191736221313,0.5473989248275757,0.2858080565929413,0.25086042284965515,0.4177538752555847,0.535392165184021,0.21118608117103577,0.22068053483963013
embarcadero,0.2514929175376892,0.30137574672698975,0.2974037826061249,0.15103624761104584,0.26217901706695557,0.2974037826061249,0.2181149572134018,0.22375448048114777,0.2974037826061249,0.2974037826061249,1.0,0.24155952036380768,0.30137574672698975,0.2359040081501007,0.19126464426517487,0.29905974864959717,0.2069183737039566,0.15625977516174316,0.04249023273587227,0.29905974864959717,0.24362222850322723,0.1960475891828537,0.2803971469402313,0.23184238374233246,0.26217901706695557,0.2974037826061249,0.22579164803028107,0.24155952036380768,0.38019677996635437,0.3857369124889374,0.14804714918136597,0.29905974864959717,0.2491808533668518,0.2404213696718216
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.22701776027679443,0.38314947485923767,0.4933079481124878,0.4933079481124878,0.268053263425827,0.4137537479400635,0.45456063747406006,0.2880980372428894,0.27105793356895447,0.44245919585227966,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.44245919585227966,0.2855570912361145,0.31928569078445435,0.26180344820022583,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.3149048686027527,0.4137537479400635,0.25561806559562683,0.22144022583961487,0.3734780251979828,0.44245919585227966,0.2830800712108612,0.31091248989105225
featuring,0.18412666022777557,0.16899792850017548,0.21340800821781158,0.11368697136640549,0.1792638599872589,0.21340800821781158,0.21414987742900848,0.13106809556484222,0.21340800821781158,0.21340800821781158,0.27889150381088257,0.2263946831226349,0.16899792850017548,0.16671516001224518,0.12647795677185059,0.16750919818878174,0.21352623403072357,0.13381469249725342,0.040057290345430374,0.16750919818878174,0.1657537817955017,0.32612454891204834,0.2030380219221115,0.20101158320903778,0.1792638599872589,0.21340800821781158,0.16096758842468262,0.2263946831226349,0.14557883143424988,0.1979936808347702,0.14093104004859924,0.16750919818878174,0.20026633143424988,0.24838131666183472
games,0.1820194572210312,0.21596553921699524,0.2676136791706085,0.14705710113048553,0.2499092072248459,0.2676136791706085,0.296548992395401,0.23006781935691833,0.2676136791706085,0.2676136791706085,0.32566481828689575,0.21447691321372986,0.21596553921699524,0.26671868562698364,0.21121583878993988,0.23381441831588745,0.3565964996814728,0.2931278944015503,0.044272638857364655,0.23381441831588745,0.0958980917930603,0.20057886838912964,0.2139693945646286,0.20203274488449097,0.2499092072248459,0.2676136791706085,0.21425987780094147,0.21447691321372986,0.1719755381345749,0.13591961562633514,0.19980362057685852,0.23381441831588745,0.21395328640937805,0.1360001415014267
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.17869816720485687,0.3571503460407257,0.5171257257461548,0.5171257257461548,0.2604111135005951,0.4731321930885315,0.3740963041782379,0.22757986187934875,0.2185291349887848,0.48971283435821533,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.48971283435821533,0.34926167130470276,0.3455478549003601,0.2800697982311249,0.5337774157524109,0.5116966962814331,0.5171257257461548,0.378500759601593,0.4731321930885315,0.23541347682476044,0.2290353924036026,0.43716782331466675,0.48971283435821533,0.3224562108516693,0.20544172823429108
activities,0.21757790446281433,0.16647951304912567,0.2626894414424896,0.08623216301202774,0.23520112037658691,0.2626894414424896,0.25323164463043213,0.17364175617694855,0.2626894414424896,0.2626894414424896,0.316110223531723,0.307251513004303,0.16647951304912567,0.271248459815979,0.21331390738487244,0.2740468382835388,0.06047104299068451,0.045015789568424225,0.011806972324848175,0.2740468382835388,0.32494309544563293,0.15797483921051025,0.1337987780570984,0.28977513313293457,0.23520112037658691,0.2626894414424896,0.40478816628456116,0.307251513004303,0.17888620495796204,0.1475234031677246,0.2125958651304245,0.2740468382835388,0.2836272120475769,0.11289679259061813
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.3453879952430725,0.3183255195617676,0.5473989248275757,0.5473989248275757,0.24155952036380768,1.0,0.33670201897621155,0.224154531955719,0.23541377484798431,0.5436353087425232,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.5436353087425232,0.34615394473075867,0.3486354649066925,0.26251673698425293,0.6049469113349915,0.41498205065727234,0.5473989248275757,0.5346440076828003,1.0,0.19199305772781372,0.1985872983932495,0.41272613406181335,0.5436353087425232,0.3168180584907532,0.32716336846351624
will,0.3510494530200958,0.22588570415973663,0.3635469079017639,0.19432270526885986,0.2473582625389099,0.3635469079017639,0.2018716037273407,0.26192525029182434,0.3635469079017639,0.3635469079017639,0.20882639288902283,0.4857470989227295,0.22588570415973663,0.18110758066177368,0.22755464911460876,0.5091033577919006,0.1544499397277832,0.1507955938577652,0.07188837975263596,0.5091033577919006,0.39505892992019653,0.269722044467926,0.2595531940460205,0.3761063814163208,0.2473582625389099,0.3635469079017639,0.374944806098938,0.4857470989227295,0.12740331888198853,0.14120645821094513,0.3418941795825958,0.5091033577919006,0.3579481840133667,0.35046905279159546
highlight,0.27256110310554504,0.12257414311170578,0.26126983761787415,0.20466631650924683,0.25996389985084534,0.26126983761787415,0.19900715351104736,0.1672203540802002,0.26126983761787415,0.26126983761787415,0.13102176785469055,0.2563592791557312,0.12257414311170578,0.13709108531475067,0.23048035800457,0.2521567940711975,0.13485531508922577,0.16177430748939514,-0.04638969898223877,0.2521567940711975,0.19157123565673828,0.24179305136203766,0.17505644261837006,0.2684165835380554,0.25996389985084534,0.26126983761787415,0.19499020278453827,0.2563592791557312,0.17430581152439117,0.143487349152565,0.1917365938425064,0.2521567940711975,0.2022441327571869,0.19680358469486237
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2960145175457001,0.457212895154953,1.0,1.0,0.2974037826061249,0.5473989248275757,0.48711544275283813,0.32185450196266174,0.33782097697257996,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.535392165184021,0.30064165592193604,0.319829523563385,0.2773582935333252,0.4566698372364044,0.733189046382904,1.0,0.30825191736221313,0.5473989248275757,0.2858080565929413,0.25086042284965515,0.4177538752555847,0.535392165184021,0.21118608117103577,0.22068053483963013
bay,0.20251236855983734,0.18626409769058228,0.2441686987876892,0.17973171174526215,0.20480380952358246,0.2441686987876892,0.18895164132118225,0.163857102394104,0.2441686987876892,0.2441686987876892,0.15573354065418243,0.15027529001235962,0.18626409769058228,0.1768934279680252,0.18929582834243774,0.15862606465816498,0.12241406738758087,0.1972428411245346,-0.04651472717523575,0.15862606465816498,0.05930052325129509,0.12338103353977203,0.1669495552778244,0.16647641360759735,0.20480380952358246,0.2441686987876892,0.0970267727971077,0.15027529001235962,0.38444605469703674,0.3707815408706665,0.15649807453155518,0.15862606465816498,0.10235876590013504,0.10773546993732452
area,0.21965408325195312,0.24981513619422913,0.37834644317626953,0.205547034740448,0.3409860134124756,0.37834644317626953,0.2332121580839157,0.25113749504089355,0.37834644317626953,0.37834644317626953,0.1649974137544632,0.2566552460193634,0.24981513619422913,0.21001197397708893,0.13227812945842743,0.2797197997570038,0.09147491306066513,0.19680163264274597,0.004881815519183874,0.2797197997570038,0.17588531970977783,0.15760882198810577,0.12742482125759125,0.24806220829486847,0.3409860134124756,0.37834644317626953,0.15353360772132874,0.2566552460193634,0.22260162234306335,0.2213580310344696,0.3084876537322998,0.2797197997570038,0.041431672871112823,0.12640461325645447
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.026449335739016533,-0.08481216430664062,-0.01540423184633255,-0.01540423184633255,-0.08434981852769852,0.04397977516055107,0.008974763564765453,0.02657921425998211,-0.0369880273938179,0.03782717138528824,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,0.03782717138528824,0.01472728792577982,6.513196422019973e-05,-0.017884694039821625,0.056411296129226685,-0.03817026689648628,-0.01540423184633255,0.05455666407942772,0.04397977516055107,-0.022058377042412758,0.024126283824443817,-0.040683966130018234,0.03782717138528824,0.08889953792095184,-0.023395681753754616
technology,0.1940862536430359,0.20640774071216583,0.21669498085975647,0.11947079747915268,0.25238582491874695,0.21669498085975647,0.15977799892425537,0.23659983277320862,0.21669498085975647,0.21669498085975647,0.17036475241184235,0.24191969633102417,0.20640774071216583,0.10480663180351257,0.1646563559770584,0.25372135639190674,0.18677611649036407,0.1380506306886673,-0.07941720634698868,0.25372135639190674,0.14389489591121674,0.1332138031721115,0.11326237767934799,0.20584817230701447,0.25238582491874695,0.21669498085975647,0.279000848531723,0.24191969633102417,0.16823601722717285,0.13854317367076874,0.21032026410102844,0.25372135639190674,0.2567567825317383,0.11564995348453522
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.22701776027679443,0.38314947485923767,0.4933079481124878,0.4933079481124878,0.268053263425827,0.4137537479400635,0.45456063747406006,0.2880980372428894,0.27105793356895447,0.44245919585227966,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.44245919585227966,0.2855570912361145,0.31928569078445435,0.26180344820022583,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.3149048686027527,0.4137537479400635,0.25561806559562683,0.22144022583961487,0.3734780251979828,0.44245919585227966,0.2830800712108612,0.31091248989105225
culinary,0.16607517004013062,0.13453556597232819,0.22274447977542877,0.17329540848731995,0.28186938166618347,0.22274447977542877,0.12428944557905197,0.14972011744976044,0.22274447977542877,0.22274447977542877,0.22552719712257385,0.20753532648086548,0.13453556597232819,0.13829109072685242,0.12945394217967987,0.2302282154560089,0.19299204647541046,0.24483205378055573,-0.03146035224199295,0.2302282154560089,0.10183078050613403,0.1957453489303589,0.09984732419252396,0.33970579504966736,0.28186938166618347,0.22274447977542877,0.18706952035427094,0.20753532648086548,0.1893085539340973,0.16366127133369446,0.24814026057720184,0.2302282154560089,0.1837596595287323,0.14946907758712769
creations,0.26645737886428833,0.19659985601902008,0.2928679883480072,0.17392784357070923,0.2939729690551758,0.2928679883480072,0.2166183441877365,0.18926362693309784,0.2928679883480072,0.2928679883480072,0.21011094748973846,0.3761059641838074,0.19659985601902008,0.1650228649377823,0.2799237072467804,0.30633315443992615,0.10236039012670517,0.11187858879566193,0.032521460205316544,0.30633315443992615,0.22961141169071198,0.22055870294570923,0.20538683235645294,0.34636038541793823,0.2939729690551758,0.2928679883480072,0.41558992862701416,0.3761059641838074,0.13948887586593628,0.13651935756206512,0.3118252158164978,0.30633315443992615,0.2884156405925751,0.2910361588001251
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.22701776027679443,0.38314947485923767,0.4933079481124878,0.4933079481124878,0.268053263425827,0.4137537479400635,0.45456063747406006,0.2880980372428894,0.27105793356895447,0.44245919585227966,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.44245919585227966,0.2855570912361145,0.31928569078445435,0.26180344820022583,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.3149048686027527,0.4137537479400635,0.25561806559562683,0.22144022583961487,0.3734780251979828,0.44245919585227966,0.2830800712108612,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.17869816720485687,0.3571503460407257,0.5171257257461548,0.5171257257461548,0.2604111135005951,0.4731321930885315,0.3740963041782379,0.22757986187934875,0.2185291349887848,0.48971283435821533,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.48971283435821533,0.34926167130470276,0.3455478549003601,0.2800697982311249,0.5337774157524109,0.5116966962814331,0.5171257257461548,0.378500759601593,0.4731321930885315,0.23541347682476044,0.2290353924036026,0.43716782331466675,0.48971283435821533,0.3224562108516693,0.20544172823429108
cultural,0.18198847770690918,0.18866337835788727,0.23337452113628387,0.0761941596865654,0.29898300766944885,0.23337452113628387,0.17417673766613007,0.11326177418231964,0.23337452113628387,0.23337452113628387,0.28320202231407166,0.19365978240966797,0.18866337835788727,0.22194422781467438,0.1913907527923584,0.19840334355831146,0.10971857607364655,0.10419153422117233,0.047141898423433304,0.19840334355831146,0.08731391280889511,0.18679247796535492,0.07095794379711151,0.19636763632297516,0.29898300766944885,0.23337452113628387,0.187239408493042,0.19365978240966797,0.15771576762199402,0.13967399299144745,0.1662701815366745,0.19840334355831146,0.22331669926643372,0.09798457473516464
diversity,0.2244141548871994,0.09741681814193726,0.27198487520217896,0.12525373697280884,0.30036839842796326,0.27198487520217896,0.2718851566314697,0.1830662190914154,0.27198487520217896,0.27198487520217896,0.14378362894058228,0.25597548484802246,0.09741681814193726,0.0734436884522438,0.11424147337675095,0.23632267117500305,0.10455544292926788,0.11009127646684647,-0.05847550183534622,0.23632267117500305,0.14174599945545197,0.15925107896327972,0.1486307680606842,0.30092260241508484,0.30036839842796326,0.27198487520217896,0.16416744887828827,0.25597548484802246,0.12214890122413635,0.13103033602237701,0.22390417754650116,0.23632267117500305,0.2304798662662506,0.057167764753103256
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2068977802991867,0.4549728035926819,0.5934505462646484,0.5934505462646484,0.2768566906452179,0.4460422694683075,0.40146201848983765,0.2628571093082428,0.2402365803718567,0.4645031690597534,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4645031690597534,0.32205137610435486,0.3016606271266937,0.2869674861431122,0.40663889050483704,0.5352458953857422,0.5934505462646484,0.345660001039505,0.4460422694683075,0.24563752114772797,0.2233876734972,0.4105546176433563,0.4645031690597534,0.23210087418556213,0.4130953550338745
