,when,was,the,basis,for,the,social,chapter,developed,?
trade,0.1979909986257553,0.19989590346813202,0.2681608200073242,0.18627281486988068,0.2946145534515381,0.2681608200073242,0.23583152890205383,0.14528238773345947,0.18980321288108826,0.09336511790752411
union,0.1950688660144806,0.23276571929454803,0.24421639740467072,0.14513063430786133,0.20406247675418854,0.24421639740467072,0.23838411271572113,0.0673738420009613,0.15686382353305817,0.07797172665596008
confederation,0.15986080467700958,0.254781037569046,0.338320255279541,0.175911083817482,0.2157653421163559,0.338320255279541,0.16070805490016937,0.15389026701450348,0.14512194693088531,0.1559038907289505
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.16453315317630768,0.3357032239437103,0.33289089798927307,0.19724871218204498,0.20982134342193604,0.12649273872375488,0.40561532974243164
etuc,0.13580630719661713,0.25056523084640503,0.2027425765991211,0.17890460789203644,0.1951485127210617,0.2027425765991211,0.09935417026281357,0.18853680789470673,0.10550202429294586,0.1532474160194397
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.18813949823379517,0.3639558255672455,0.3456730246543884,0.22260025143623352,0.18943852186203003,0.12915340065956116,0.42300865054130554
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2805973291397095,0.5064792633056641,0.5171257257461548,0.38231831789016724,0.23414239287376404,0.25542938709259033,0.20544172823429108
ceep,0.27881115674972534,0.21469107270240784,0.26691916584968567,0.09836096316576004,0.2780594825744629,0.26691916584968567,0.1581527143716812,0.12351257354021072,0.1735384613275528,0.3351571559906006
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.23746788501739502,0.4464869201183319,0.4933079481124878,0.2674078345298767,0.19008858501911163,0.24565434455871582,0.31091248989105225
the,0.5091903209686279,0.48711544275283813,1.0,0.2758672833442688,0.4739971458911896,1.0,0.21797899901866913,0.29158273339271545,0.24490751326084137,0.22068053483963013
european,0.1717725396156311,0.22463937103748322,0.3423081040382385,0.1877344846725464,0.2838500738143921,0.3423081040382385,0.27265316247940063,0.07376755774021149,0.25989091396331787,0.14560863375663757
centre,0.13267141580581665,0.24988211691379547,0.32783594727516174,0.21286489069461823,0.21711347997188568,0.32783594727516174,0.23786750435829163,0.11794114857912064,0.18565036356449127,0.019365152344107628
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.282950758934021,0.4185989499092102,0.733189046382904,0.2605111300945282,0.2976560592651367,0.21960023045539856,0.1826142966747284
public,0.18564704060554504,0.2513592839241028,0.22857438027858734,0.202466681599617,0.3092794418334961,0.22857438027858734,0.29011911153793335,0.2533184587955475,0.0919729545712471,0.19872993230819702
enterprises,0.17624574899673462,0.23657700419425964,0.24683015048503876,0.20196494460105896,0.21352683007717133,0.24683015048503876,0.21444331109523773,0.2163783311843872,0.20309443771839142,0.0898420661687851
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2657107412815094,0.4726039469242096,0.5934505462646484,0.2614770531654358,0.2298034280538559,0.2569568455219269,0.4130953550338745
