,shark,tank,was,based,on,what,other,reality,show,?
following,0.08136340975761414,0.07807229459285736,0.16493390500545502,0.18529440462589264,0.2962210774421692,0.2506418824195862,0.25207242369651794,0.12803447246551514,0.16061565279960632,0.1555173695087433
season,0.20316463708877563,0.15181280672550201,0.24797968566417694,0.17527884244918823,0.2107619047164917,0.12117787450551987,0.1214052364230156,0.27555784583091736,0.3358197808265686,0.16793298721313477
",",0.17573192715644836,0.24815994501113892,0.45456063747406006,0.27976205945014954,0.49057599902153015,0.3087472915649414,0.4446498453617096,0.2389596849679947,0.31928569078445435,0.31091248989105225
it,0.22002309560775757,0.2475598007440567,0.4577186405658722,0.304902046918869,0.4529881477355957,0.45803478360176086,0.36282607913017273,0.24289986491203308,0.2669452726840973,0.25732165575027466
became,0.12409648299217224,0.17791962623596191,0.6575068235397339,0.1379724144935608,0.19448097050189972,0.1434093862771988,0.17472286522388458,0.12480384856462479,0.17207039892673492,0.11374033987522125
the,0.234785795211792,0.28027960658073425,0.48711544275283813,0.29860720038414,0.5107308030128479,0.42745697498321533,0.44152235984802246,0.2677460014820099,0.319829523563385,0.22068053483963013
tentpole,0.1795324683189392,0.2744636535644531,0.26450321078300476,0.157441645860672,0.3251253366470337,0.23037658631801605,0.24632063508033752,0.20964080095291138,0.25397318601608276,0.23749323189258575
of,0.1910211592912674,0.2132720649242401,0.4069072902202606,0.3033197224140167,0.3966929316520691,0.33290785551071167,0.38583824038505554,0.22407591342926025,0.21383242309093475,0.1826142966747284
the,0.234785795211792,0.28027960658073425,0.48711544275283813,0.29860720038414,0.5107308030128479,0.42745697498321533,0.44152235984802246,0.2677460014820099,0.319829523563385,0.22068053483963013
network,0.1901600956916809,0.16338275372982025,0.1994880586862564,0.18581447005271912,0.30190837383270264,0.16917307674884796,0.23709821701049805,0.3653101325035095,0.327574223279953,0.17853789031505585
's,0.016714727506041527,-0.018868088722229004,0.008974763564765453,0.06600074470043182,0.0026888418942689896,0.02692362666130066,0.04445967823266983,0.10772097110748291,6.513196422019973e-05,-0.023395681753754616
friday,0.22934967279434204,0.23064525425434113,0.2301844358444214,0.07624676078557968,0.3224214017391205,0.17519022524356842,0.19347938895225525,0.15681302547454834,0.2542480230331421,0.15959392488002777
night,0.23935061693191528,0.19628995656967163,0.21724213659763336,0.09573253989219666,0.28230446577072144,0.20251014828681946,0.19464369118213654,0.19333024322986603,0.24048173427581787,0.13794848322868347
schedule,0.20850981771945953,0.09948456287384033,0.21744026243686676,0.23061934113502502,0.3058472275733948,0.22513388097286224,0.1903676688671112,0.2519306242465973,0.2574803829193115,0.16743622720241547
",",0.17573192715644836,0.24815994501113892,0.45456063747406006,0.27976205945014954,0.49057599902153015,0.3087472915649414,0.4446498453617096,0.2389596849679947,0.31928569078445435,0.31091248989105225
gradually,0.1388290524482727,0.15661707520484924,0.213626891374588,0.11856231093406677,0.2090643048286438,0.29329201579093933,0.3173840343952179,0.11244437098503113,0.1942490041255951,0.09310194849967957
helping,0.13007445633411407,0.16481487452983856,0.18125568330287933,0.14113518595695496,0.23293426632881165,0.33323097229003906,0.35484012961387634,0.17269405722618103,0.11815604567527771,0.28235307335853577
make,0.17109021544456482,0.16371403634548187,0.20205417275428772,0.2529614269733429,0.27031177282333374,0.3792211413383484,0.42062121629714966,0.2107970267534256,0.337324321269989,0.28314751386642456
abc,0.18500347435474396,0.1529339998960495,0.21565799415111542,0.22760380804538727,0.2862928807735443,0.1317344456911087,0.10159935057163239,0.34172865748405457,0.4449407458305359,0.19065172970294952
a,0.2024041712284088,0.2611767649650574,0.4508470594882965,0.2977409064769745,0.3848365545272827,0.3320399522781372,0.2806335389614105,0.2078995257616043,0.24886544048786163,0.23916715383529663
strong,0.14362789690494537,0.10004720091819763,0.21312883496284485,0.1509542614221573,0.19628293812274933,0.19839218258857727,0.28938809037208557,0.1797819435596466,0.23161011934280396,0.11990999430418015
competitor,0.16094648838043213,0.17127975821495056,0.3039230406284332,0.1694944053888321,0.19511781632900238,0.14049206674098969,0.23846521973609924,0.27344340085983276,0.19711211323738098,0.11364347487688065
(,0.16288521885871887,0.19607676565647125,0.2980341613292694,0.17193058133125305,0.28656116127967834,0.2411840260028839,0.25035592913627625,0.15716414153575897,0.21963447332382202,0.40561532974243164
after,0.15359452366828918,0.21655653417110443,0.49306565523147583,0.17432904243469238,0.39330315589904785,0.21973377466201782,0.18459384143352509,0.15992525219917297,0.21172942221164703,0.16608688235282898
being,0.19284974038600922,0.19303973019123077,0.5201660394668579,0.22799472510814667,0.3119087219238281,0.3760843276977539,0.37174108624458313,0.2841991186141968,0.24831008911132812,0.26743772625923157
paired,0.22569343447685242,0.15865160524845123,0.12579165399074554,0.13438645005226135,0.1519344300031662,0.18505491316318512,0.2824621796607971,0.24482376873493195,0.27820950746536255,0.08378737419843674
with,0.18986402451992035,0.1658972203731537,0.27411898970603943,0.2607889473438263,0.40749499201774597,0.2464839518070221,0.44086363911628723,0.1696540266275406,0.3004990220069885,0.2433311939239502
20/20,0.16505752503871918,0.10424158722162247,0.008665344677865505,0.06261048465967178,0.06571846455335617,0.05701977759599686,0.1038990169763565,0.04627276584506035,0.0425044409930706,0.09043065458536148
and,0.2245044857263565,0.253970205783844,0.3740963041782379,0.2660958170890808,0.4077630043029785,0.31309178471565247,0.5504306554794312,0.2674713730812073,0.3455478549003601,0.20544172823429108
beginning,0.13633140921592712,0.14021410048007965,0.35191401839256287,0.22781787812709808,0.2641787528991699,0.3351518511772156,0.26081663370132446,0.20966334640979767,0.24543830752372742,0.19413669407367706
with,0.18986402451992035,0.1658972203731537,0.27411898970603943,0.2607889473438263,0.40749499201774597,0.2464839518070221,0.44086363911628723,0.1696540266275406,0.3004990220069885,0.2433311939239502
the,0.234785795211792,0.28027960658073425,0.48711544275283813,0.29860720038414,0.5107308030128479,0.42745697498321533,0.44152235984802246,0.2677460014820099,0.319829523563385,0.22068053483963013
2012–13,0.17617711424827576,0.08114761114120483,0.08146011829376221,0.05729464069008827,0.08504251390695572,0.05813507363200188,-0.04793189838528633,0.09159902483224869,0.06497296690940857,0.04792358726263046
season,0.20316463708877563,0.15181280672550201,0.24797968566417694,0.17527884244918823,0.2107619047164917,0.12117787450551987,0.1214052364230156,0.27555784583091736,0.3358197808265686,0.16793298721313477
",",0.17573192715644836,0.24815994501113892,0.45456063747406006,0.27976205945014954,0.49057599902153015,0.3087472915649414,0.4446498453617096,0.2389596849679947,0.31928569078445435,0.31091248989105225
the,0.234785795211792,0.28027960658073425,0.48711544275283813,0.29860720038414,0.5107308030128479,0.42745697498321533,0.44152235984802246,0.2677460014820099,0.319829523563385,0.22068053483963013
tim,0.1434406191110611,0.14836545288562775,0.2421732395887375,0.23960186541080475,0.2201423943042755,0.175260990858078,0.13610497117042542,0.13781040906906128,0.17221111059188843,0.15955719351768494
allen,0.04233534634113312,0.05931798368692398,0.29159271717071533,0.2011389583349228,0.23377355933189392,0.06436678767204285,0.17555037140846252,0.1633143275976181,0.28118646144866943,0.1549387127161026
sitcom,0.13838167488574982,0.18760225176811218,0.22042740881443024,0.1735653132200241,0.2399803102016449,0.17149718105793,0.06000230833888054,0.33582520484924316,0.4648750424385071,0.20043785870075226
last,0.12706486880779266,0.14572012424468994,0.32424551248550415,0.14949660003185272,0.2517152428627014,0.23175878822803497,0.2052956372499466,0.1692797839641571,0.2340158373117447,0.22371746599674225
man,0.24844713509082794,0.15795284509658813,0.3030987083911896,0.11060494929552078,0.2439323514699936,0.21916821599006653,0.2102649062871933,0.1868734359741211,0.1983328014612198,0.2528940737247467
standing,0.1527683436870575,0.2525480389595032,0.24464210867881775,0.09022404253482819,0.25366199016571045,0.19543994963169098,0.2513916492462158,0.19919238984584808,0.17452800273895264,0.11972658336162567
),0.16609664261341095,0.18594127893447876,0.3267642855644226,0.1946181356906891,0.29937487840652466,0.26259949803352356,0.26200005412101746,0.16314257681369781,0.22110877931118011,0.42300865054130554
against,0.09049783647060394,0.1297909915447235,0.22972732782363892,0.22916865348815918,0.3163113296031952,0.24561616778373718,0.2755064070224762,0.10409144312143326,0.1270272582769394,0.18095137178897858
cbs,0.1785205453634262,0.13767968118190765,0.26256829500198364,0.22822482883930206,0.25146469473838806,0.1950361132621765,0.1471167653799057,0.3225577473640442,0.4361982047557831,0.14594407379627228
',0.1383008360862732,0.19549405574798584,0.33675912022590637,0.20323655009269714,0.30823177099227905,0.3245812654495239,0.20509733259677887,0.17041321098804474,0.2595778703689575,0.330942302942276
long-dominant,0.22054895758628845,0.14584411680698395,0.24343690276145935,0.23775677382946014,0.2080499529838562,0.24157574772834778,0.37237948179244995,0.20026564598083496,0.20382244884967804,0.134700745344162
drama/reality,0.18725165724754333,0.15312600135803223,0.24807041883468628,0.3019895851612091,0.3045680820941925,0.32403355836868286,0.22449243068695068,0.825372576713562,0.4479811191558838,0.3146403431892395
lineup,0.2529492676258087,0.13077524304389954,0.289968341588974,0.14663492143154144,0.29088109731674194,0.2057647854089737,0.13946633040905,0.19887976348400116,0.27420082688331604,0.19030295312404633
on,0.23515574634075165,0.20687727630138397,0.3909217119216919,0.36055147647857666,0.9999999403953552,0.34226128458976746,0.3410046398639679,0.26691460609436035,0.3708709180355072,0.2714994251728058
that,0.20648686587810516,0.16582588851451874,0.33670201897621155,0.31403544545173645,0.42569106817245483,0.6297725439071655,0.5570666193962097,0.3472827672958374,0.3486354649066925,0.32716336846351624
night,0.23935061693191528,0.19628995656967163,0.21724213659763336,0.09573253989219666,0.28230446577072144,0.20251014828681946,0.19464369118213654,0.19333024322986603,0.24048173427581787,0.13794848322868347
for,0.195969820022583,0.2143588364124298,0.3863949179649353,0.2761107087135315,0.36199691891670227,0.3017193675041199,0.3273986279964447,0.17460638284683228,0.3141973614692688,0.264628142118454
the,0.234785795211792,0.28027960658073425,0.48711544275283813,0.29860720038414,0.5107308030128479,0.42745697498321533,0.44152235984802246,0.2677460014820099,0.319829523563385,0.22068053483963013
first,0.14227654039859772,0.16567693650722504,0.5022147297859192,0.29159173369407654,0.3120559751987457,0.28086137771606445,0.23885147273540497,0.1906806081533432,0.23758427798748016,0.18701928853988647
time,0.18007591366767883,0.18963976204395294,0.3641340136528015,0.22609136998653412,0.30044233798980713,0.36319252848625183,0.32153698801994324,0.216369166970253,0.19633352756500244,0.27391523122787476
since,0.2083021104335785,0.17099814116954803,0.4384658932685852,0.18804004788398743,0.32446393370628357,0.29783400893211365,0.2639475464820862,0.20046186447143555,0.2719241678714752,0.2876587212085724
the,0.234785795211792,0.28027960658073425,0.48711544275283813,0.29860720038414,0.5107308030128479,0.42745697498321533,0.44152235984802246,0.2677460014820099,0.319829523563385,0.22068053483963013
``,0.09361419826745987,-0.04116765037178993,-0.012679691426455975,-0.05678893253207207,-0.03274054825305939,0.008517155423760414,0.10245004296302795,-0.04643755406141281,0.015512588433921337,0.0685480609536171
tgif,0.19438578188419342,0.1611204445362091,0.1766846925020218,0.10070538520812988,0.22753722965717316,0.283943235874176,0.21158576011657715,0.1880996972322464,0.23098820447921753,0.3252810835838318
'',0.0258171446621418,-0.10132268816232681,0.04456103965640068,0.08127152919769287,0.04238596186041832,0.08143015950918198,0.021007593721151352,0.044077299535274506,0.04856986179947853,0.018684765323996544
lineup,0.2529492676258087,0.13077524304389954,0.289968341588974,0.14663492143154144,0.29088109731674194,0.2057647854089737,0.13946633040905,0.19887976348400116,0.27420082688331604,0.19030295312404633
ended,0.10349638760089874,0.12423675507307053,0.4452953040599823,0.19430920481681824,0.3346478044986725,0.1532270610332489,0.1616712510585785,0.23665489256381989,0.2532934844493866,0.15429291129112244
in,0.20282162725925446,0.21360428631305695,0.45514053106307983,0.3070422410964966,0.46853652596473694,0.30808621644973755,0.39989137649536133,0.22399139404296875,0.27595704793930054,0.20430970191955566
2000,-0.15531101822853088,-0.11357112973928452,0.06843073666095734,-0.015903329476714134,0.0072531066834926605,-0.10562582314014435,-0.10400884598493576,0.03754236549139023,0.104420006275177,-0.0824366956949234
.,0.1925327628850937,0.2456658035516739,0.40146201848983765,0.29699069261550903,0.49257001280784607,0.3567904531955719,0.41511186957359314,0.20469018816947937,0.3016606271266937,0.4130953550338745
