,why,did,france,choose,to,give,up,continental,lands,?
and,0.27806392312049866,0.34479495882987976,0.2925812005996704,0.2940208613872528,0.48971283435821533,0.3040338158607483,0.4032393991947174,0.21829797327518463,0.2984853982925415,0.20544172823429108
miquelon,0.15315179526805878,0.14455793797969818,0.5047632455825806,0.15218158066272736,0.21117913722991943,0.13461419939994812,0.15658165514469147,0.25883179903030396,0.17544077336788177,0.18388678133487701
",",0.2827242314815521,0.3015086054801941,0.28250643610954285,0.25782981514930725,0.44245919585227966,0.2844066619873047,0.34193792939186096,0.21947523951530457,0.24265161156654358,0.31091248989105225
two,0.2816469669342041,0.2755576968193054,0.2037719339132309,0.25106799602508545,0.3343428373336792,0.21978892385959625,0.3142130374908447,0.26644065976142883,0.1587928831577301,0.19645625352859497
small,0.2009722888469696,0.20443524420261383,0.16646362841129303,0.23431822657585144,0.3054737150669098,0.25985291600227356,0.3115811347961426,0.1651492863893509,0.18669849634170532,0.13914890587329865
islands,0.16506287455558777,0.11318571120500565,0.2089102417230606,0.15143367648124695,0.18220879137516022,0.11321759968996048,0.19731807708740234,0.2712009847164154,0.4194750487804413,0.11824353039264679
in,0.23227278888225555,0.2593238651752472,0.3812309503555298,0.20494447648525238,0.45010748505592346,0.20895415544509888,0.3120773434638977,0.248937726020813,0.22373557090759277,0.20430970191955566
the,0.30742117762565613,0.34736719727516174,0.35517507791519165,0.34268760681152344,0.535392165184021,0.29086416959762573,0.38423117995262146,0.32723063230514526,0.3190511167049408,0.22068053483963013
gulf,0.17224067449569702,0.11704359948635101,0.20007669925689697,0.004848714917898178,0.1890619695186615,0.030342167243361473,0.13544581830501556,0.20814205706119537,0.21489626169204712,0.12622930109500885
of,0.28464117646217346,0.2513895630836487,0.3265724182128906,0.33839884400367737,0.41548454761505127,0.33489471673965454,0.32945773005485535,0.2580660581588745,0.2730972170829773,0.1826142966747284
st.,0.12700022757053375,0.11965964734554291,0.11618108302354813,0.124836765229702,0.20982599258422852,0.14269159734249115,0.23400165140628815,0.1446385681629181,0.10680733621120453,0.13592876493930817
lawrence,0.18061979115009308,0.1311074197292328,0.2363561987876892,0.10865941643714905,0.11845449358224869,0.06925143301486969,0.13033263385295868,0.13834336400032043,0.11073002219200134,0.1681434065103531
",",0.2827242314815521,0.3015086054801941,0.28250643610954285,0.25782981514930725,0.44245919585227966,0.2844066619873047,0.34193792939186096,0.21947523951530457,0.24265161156654358,0.31091248989105225
along,0.2060367614030838,0.18832118809223175,0.15814462304115295,0.19808855652809143,0.2976071536540985,0.10968732833862305,0.3000185787677765,0.2286972850561142,0.19475525617599487,0.17134909331798553
with,0.24107445776462555,0.25472134351730347,0.20020143687725067,0.24596300721168518,0.4239959120750427,0.32338687777519226,0.38676461577415466,0.22079481184482574,0.1872716248035431,0.2433311939239502
fishing,0.2101844698190689,0.16023114323616028,0.148128941655159,0.11956664174795151,0.25061774253845215,0.1785939484834671,0.1937776356935501,0.11169130355119705,0.1705537885427475,0.12288600206375122
rights,0.17263634502887726,0.2525300085544586,0.17844855785369873,0.19421343505382538,0.2570022940635681,0.2423030585050583,0.1008690744638443,0.1306053102016449,0.23451918363571167,0.21814769506454468
in,0.23227278888225555,0.2593238651752472,0.3812309503555298,0.20494447648525238,0.45010748505592346,0.20895415544509888,0.3120773434638977,0.248937726020813,0.22373557090759277,0.20430970191955566
the,0.30742117762565613,0.34736719727516174,0.35517507791519165,0.34268760681152344,0.535392165184021,0.29086416959762573,0.38423117995262146,0.32723063230514526,0.3190511167049408,0.22068053483963013
area,0.18206411600112915,0.14067986607551575,0.18607446551322937,0.11593937128782272,0.2797197997570038,0.11343668401241302,0.18057122826576233,0.17893964052200317,0.3902720510959625,0.12640461325645447
.,0.32909876108169556,0.35288307070732117,0.33719199895858765,0.283064067363739,0.4645031690597534,0.34017711877822876,0.351434588432312,0.26854023337364197,0.21775345504283905,0.4130953550338745
