,what,is,the,name,of,the,latin,translation,of,dioscorides,',book,?
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.15532594919204712,0.14417019486427307,0.4069072902202606,0.2812802195549011,0.33675912022590637,0.24848085641860962,0.18412111699581146
used,0.27546408772468567,0.3288823366165161,0.3718377649784088,0.275164932012558,0.3075267970561981,0.3718377649784088,0.2537230849266052,0.17104819416999817,0.3075267970561981,0.3557758331298828,0.24871127307415009,0.1797858029603958,0.22430120408535004
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.18326351046562195,0.21946357190608978,0.5052502155303955,0.3195284307003021,0.48837921023368835,0.19186489284038544,0.23916715383529663
basis,0.27055948972702026,0.2811574637889862,0.2758672833442688,0.11573019623756409,0.282950758934021,0.2758672833442688,0.15428873896598816,0.2713080048561096,0.282950758934021,0.16976383328437805,0.18534986674785614,0.22583144903182983,0.14255106449127197
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.2160390317440033,0.2431381344795227,0.4185989499092102,0.2704591453075409,0.31184524297714233,0.22091296315193176,0.264628142118454
many,0.36131182312965393,0.2649032473564148,0.4335206151008606,0.206878662109375,0.37253960967063904,0.4335206151008606,0.20729008316993713,0.1978367567062378,0.37253960967063904,0.27483078837394714,0.15973903238773346,0.2048235684633255,0.2124512493610382
medieval,0.2230893075466156,0.22781160473823547,0.28617456555366516,0.14836347103118896,0.31686919927597046,0.28617456555366516,0.342919260263443,0.20171448588371277,0.31686919927597046,0.23054799437522888,0.1216343566775322,0.21531333029270172,0.15571735799312592
texts,0.25967296957969666,0.17241506278514862,0.2725931704044342,0.19533120095729828,0.23314617574214935,0.2725931704044342,0.2269447147846222,0.5090323090553284,0.23314617574214935,0.1966836154460907,0.128335639834404,0.39455437660217285,0.18584510684013367
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2379935383796692,0.2429160475730896,0.4946078956127167,0.33629110455513,0.5178600549697876,0.23644568026065826,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.23776422441005707,0.2206902801990509,0.5116966962814331,0.2780933678150177,0.3053182065486908,0.28024056553840637,0.20544172823429108
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.15532594919204712,0.14417019486427307,0.4069072902202606,0.2812802195549011,0.33675912022590637,0.24848085641860962,0.18412111699581146
built,0.1554843783378601,0.17778918147087097,0.2950156033039093,0.1812610775232315,0.23442776501178741,0.2950156033039093,0.08051774650812149,0.1525930017232895,0.23442776501178741,0.24063822627067566,0.19498005509376526,0.15275737643241882,0.09449632465839386
upon,0.2878674864768982,0.1675044447183609,0.28184252977371216,0.1330443173646927,0.3224298357963562,0.28184252977371216,0.08572918176651001,0.12751251459121704,0.3224298357963562,0.16649676859378815,0.1009242981672287,0.14641645550727844,0.13780277967453003
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.4408751428127289,0.19796304404735565,0.2213759869337082,0.3646814823150635,0.24068690836429596,0.2610379159450531,0.27178502082824707,0.17966607213020325
many,0.36131182312965393,0.2649032473564148,0.4335206151008606,0.206878662109375,0.37253960967063904,0.4335206151008606,0.20729008316993713,0.1978367567062378,0.37253960967063904,0.27483078837394714,0.15973903238773346,0.2048235684633255,0.2124512493610382
middle,0.18312302231788635,0.21621397137641907,0.3405749201774597,0.19938592612743378,0.2799445688724518,0.3405749201774597,0.2812577486038208,0.13295914232730865,0.2799445688724518,0.1929221749305725,0.2252303659915924,0.1778571903705597,0.13139553368091583
eastern,0.2263268083333969,0.2375388890504837,0.3928247392177582,0.16027866303920746,0.33281487226486206,0.3928247392177582,0.1933104544878006,0.14555871486663818,0.33281487226486206,0.2761397957801819,0.21809235215187073,0.17111621797084808,0.20060817897319794
scientists,0.30003565549850464,0.24610774219036102,0.25988271832466125,0.176899254322052,0.20474955439567566,0.25988271832466125,0.12272048741579056,0.10683203488588333,0.20474955439567566,0.21460606157779694,0.12479400634765625,0.11449498683214188,0.16597221791744232
during,0.24137552082538605,0.2240111529827118,0.4838213622570038,0.15002264082431793,0.3869180977344513,0.4838213622570038,0.13270370662212372,0.12177162617444992,0.3869180977344513,0.23835743963718414,0.18130852282047272,0.17538011074066162,0.1325719803571701
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.24914836883544922,0.26402729749679565,0.733189046382904,0.3262089490890503,0.474788099527359,0.2652374505996704,0.22068053483963013
islamic,0.2204568088054657,0.17644661664962769,0.27231070399284363,0.05511707812547684,0.25656506419181824,0.27231070399284363,0.14679953455924988,0.16583530604839325,0.25656506419181824,0.13142725825309753,0.10022702813148499,0.18743962049484253,0.1692383587360382
golden,0.172581747174263,0.21509666740894318,0.28740859031677246,0.1613081842660904,0.23340271413326263,0.28740859031677246,0.16342972218990326,0.14584635198116302,0.23340271413326263,0.335239976644516,0.21419976651668549,0.16135329008102417,0.1324693262577057
age,0.1895245760679245,0.17962174117565155,0.24711290001869202,0.16161322593688965,0.2372717410326004,0.24711290001869202,0.14454348385334015,-0.010560689494013786,0.2372717410326004,0.2205238938331604,0.13282175362110138,0.17114943265914917,0.16859300434589386
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2097781002521515,0.2109805941581726,0.5352458953857422,0.3135232925415039,0.4806240200996399,0.21435262262821198,0.4130953550338745
