,what,is,the,native,format,for,the,walt,disney,company,'s,us,tv,properties,?
the,0.42745697498321533,0.5823672413825989,1.0,0.24374492466449738,0.21678368747234344,0.4739971458911896,1.0,0.2561357319355011,0.24980762600898743,0.26591673493385315,-0.01540423184633255,0.25727739930152893,0.20034731924533844,0.20062518119812012,0.22068053483963013
native,0.19453833997249603,0.25614386796951294,0.24374492466449738,1.0,0.16735264658927917,0.2542033791542053,0.24374492466449738,0.17711544036865234,0.1456100344657898,0.11604301631450653,0.0551753006875515,0.1717650443315506,0.08880214393138885,0.19403140246868134,0.1457047313451767
resolution,0.2625337243080139,0.17696398496627808,0.2488827407360077,0.12662172317504883,0.23910070955753326,0.20845364034175873,0.2488827407360077,0.16360880434513092,0.15026438236236572,0.1291036307811737,-0.016198666766285896,0.25931069254875183,0.11940649896860123,0.2225712537765503,0.223141148686409
format,0.16273964941501617,0.21288776397705078,0.21678368747234344,0.16735264658927917,1.0,0.3087678551673889,0.21678368747234344,0.17641355097293854,0.15686151385307312,0.159739151597023,0.020792445167899132,0.15028996765613556,0.21899448335170746,0.22548186779022217,0.2222042977809906
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.2542033791542053,0.3087678551673889,0.9999999403953552,0.4739971458911896,0.1657402515411377,0.16913838684558868,0.25874319672584534,-0.07241261005401611,0.26768606901168823,0.22924813628196716,0.30291658639907837,0.264628142118454
the,0.42745697498321533,0.5823672413825989,1.0,0.24374492466449738,0.21678368747234344,0.4739971458911896,1.0,0.2561357319355011,0.24980762600898743,0.26591673493385315,-0.01540423184633255,0.25727739930152893,0.20034731924533844,0.20062518119812012,0.22068053483963013
walt,0.1869807094335556,0.21739564836025238,0.2561357319355011,0.17711544036865234,0.17641355097293854,0.1657402515411377,0.2561357319355011,0.9999999403953552,0.8116229772567749,0.31658700108528137,0.09715674072504044,0.15118516981601715,0.26058846712112427,0.14654387533664703,0.18540392816066742
disney,0.19632026553153992,0.18704643845558167,0.24980762600898743,0.1456100344657898,0.15686151385307312,0.16913838684558868,0.24980762600898743,0.8116229772567749,1.0,0.29213109612464905,0.0786653682589531,0.18867501616477966,0.3549259305000305,0.165781632065773,0.22150784730911255
company,0.2333769053220749,0.18005689978599548,0.26591673493385315,0.11604301631450653,0.159739151597023,0.25874319672584534,0.26591673493385315,0.31658700108528137,0.29213109612464905,1.0,0.003266559913754463,0.21607264876365662,0.23478539288043976,0.20190376043319702,0.12195809185504913
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.0551753006875515,0.020792445167899132,-0.07241261005401611,-0.01540423184633255,0.09715674072504044,0.0786653682589531,0.003266559913754463,0.9999999403953552,0.032960113137960434,0.08012830466032028,-0.07409704476594925,-0.023395681753754616
u.s.,0.11178889125585556,-0.05269147455692291,0.06592652946710587,0.09120138734579086,0.05405009910464287,0.11615988612174988,0.06592652946710587,-0.07571365684270859,-0.013655410148203373,0.023336172103881836,-0.015024582855403423,0.03950560837984085,0.029226766899228096,-0.05366136133670807,0.07886100560426712
television,0.19838058948516846,0.21374565362930298,0.24569597840309143,0.12918265163898468,0.23970246315002441,0.27045196294784546,0.24569597840309143,0.3781507611274719,0.3754020631313324,0.25623777508735657,0.11021530628204346,0.16430488228797913,0.7039412260055542,0.15865877270698547,0.16825827956199646
properties,0.23360128700733185,0.22585535049438477,0.20062518119812012,0.19403140246868134,0.22548186779022217,0.30291658639907837,0.20062518119812012,0.14654387533664703,0.165781632065773,0.20190376043319702,-0.07409704476594925,0.17452014982700348,0.16295374929904938,1.0,0.12601029872894287
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.28723880648612976,0.26485368609428406,0.4726039469242096,0.5934505462646484,0.20639261603355408,0.23698924481868744,0.266353577375412,-0.003708066651597619,0.3162994682788849,0.27196308970451355,0.25793707370758057,0.4130953550338745
,what,is,the,native,format,for,the,walt,disney,company,'s,us,tv,properties,?
however,0.4480680823326111,0.33769986033439636,0.49814513325691223,0.2353340983390808,0.20738361775875092,0.44511833786964417,0.49814513325691223,0.14706791937351227,0.16848741471767426,0.21686793863773346,0.011690815910696983,0.23487551510334015,0.09959540516138077,0.3094828724861145,0.2152075469493866
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.30732813477516174,0.21768099069595337,0.4464869201183319,0.4933079481124878,0.19253113865852356,0.2132069319486618,0.2697763442993164,-0.0016132977325469255,0.3120202422142029,0.2778550088405609,0.21241174638271332,0.31091248989105225
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.2287398874759674,0.1747155338525772,0.3906237483024597,0.47635307908058167,0.13894256949424744,0.15053443610668182,0.14912553131580353,0.024445664137601852,0.180059552192688,0.1211390346288681,0.2080528438091278,0.2107497900724411
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2524676024913788,0.1439143568277359,0.4185989499092102,0.733189046382904,0.21986570954322815,0.19926400482654572,0.20467796921730042,-0.03817026689648628,0.23568789660930634,0.19364769756793976,0.2832101881504059,0.1826142966747284
hearst,0.29364898800849915,0.2185802310705185,0.28846439719200134,0.22764462232589722,0.1688392460346222,0.23379063606262207,0.28846439719200134,0.3537750542163849,0.3322048783302307,0.3356001377105713,0.11525347828865051,0.1834329217672348,0.3103918433189392,0.11318124085664749,0.15023791790008545
television,0.19838058948516846,0.21374565362930298,0.24569597840309143,0.12918265163898468,0.23970246315002441,0.27045196294784546,0.24569597840309143,0.3781507611274719,0.3754020631313324,0.25623777508735657,0.11021530628204346,0.16430488228797913,0.7039412260055542,0.15865877270698547,0.16825827956199646
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.0551753006875515,0.020792445167899132,-0.07241261005401611,-0.01540423184633255,0.09715674072504044,0.0786653682589531,0.003266559913754463,0.9999999403953552,0.032960113137960434,0.08012830466032028,-0.07409704476594925,-0.023395681753754616
16,-0.009719534777104855,-0.032198164612054825,0.0058518932200968266,0.053384505212306976,-0.01862293854355812,-0.00719092832878232,0.0058518932200968266,0.041903138160705566,0.08632335066795349,0.002847252646461129,0.0028852298855781555,0.12804068624973297,0.07241421937942505,0.036331094801425934,0.08446579426527023
abc-affiliated,0.15757881104946136,0.1502043604850769,0.2836194336414337,0.24382184445858002,0.24298124015331268,0.24746721982955933,0.2836194336414337,0.18983007967472076,0.20665717124938965,0.19150137901306152,0.04447317495942116,0.18563471734523773,0.2617717385292053,0.24625331163406372,0.13518930971622467
stations,0.1621520221233368,0.2002124935388565,0.24762700498104095,0.12073792517185211,0.19570614397525787,0.236822247505188,0.24762700498104095,0.1538235992193222,0.19382423162460327,0.24801203608512878,0.029389679431915283,0.16663572192192078,0.3701056241989136,0.3045426309108734,0.13192185759544373
transmit,0.21877305209636688,0.20121359825134277,0.2503734529018402,0.1745384931564331,0.24061642587184906,0.20460611581802368,0.2503734529018402,0.17860925197601318,0.18669795989990234,0.10500265657901764,-0.02016117051243782,0.18387310206890106,0.2500404715538025,0.2508355379104614,0.16771046817302704
the,0.42745697498321533,0.5823672413825989,1.0,0.24374492466449738,0.21678368747234344,0.4739971458911896,1.0,0.2561357319355011,0.24980762600898743,0.26591673493385315,-0.01540423184633255,0.25727739930152893,0.20034731924533844,0.20062518119812012,0.22068053483963013
network,0.16917307674884796,0.2196272611618042,0.27187061309814453,0.17182208597660065,0.25503432750701904,0.253274142742157,0.27187061309814453,0.25070327520370483,0.28231924772262573,0.28571397066116333,0.07819218933582306,0.10387706756591797,0.4348517954349518,0.23384873569011688,0.17853789031505585
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.0551753006875515,0.020792445167899132,-0.07241261005401611,-0.01540423184633255,0.09715674072504044,0.0786653682589531,0.003266559913754463,0.9999999403953552,0.032960113137960434,0.08012830466032028,-0.07409704476594925,-0.023395681753754616
programming,0.22725710272789001,0.20774513483047485,0.17869283258914948,0.18467873334884644,0.3030407726764679,0.24722188711166382,0.17869283258914948,0.23594215512275696,0.22714197635650635,0.16915138065814972,0.011488005518913269,0.11111816018819809,0.3070591688156128,0.24181178212165833,0.22249025106430054
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.24378694593906403,0.2023913413286209,0.4322226941585541,0.6662389636039734,0.24451637268066406,0.18521910905838013,0.22141718864440918,-0.037580832839012146,0.19746538996696472,0.17989183962345123,0.19315902888774872,0.20430970191955566
1080i,-0.04150405153632164,-0.08030910044908524,-0.05581354722380638,-0.049820780754089355,0.039610203355550766,0.12623611092567444,-0.05581354722380638,0.023736611008644104,0.010231583379209042,0.051373593509197235,0.013420723378658295,-0.03308994695544243,0.09044501185417175,-0.03196033090353012,0.04275854676961899
hd,0.15220552682876587,0.16031022369861603,0.19996047019958496,0.06988752633333206,0.3031497299671173,0.14629647135734558,0.19996047019958496,0.24430043995380402,0.2940791845321655,0.1664484441280365,0.12504087388515472,0.18212085962295532,0.3789283037185669,0.20597925782203674,0.1705414354801178
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.30732813477516174,0.21768099069595337,0.4464869201183319,0.4933079481124878,0.19253113865852356,0.2132069319486618,0.2697763442993164,-0.0016132977325469255,0.3120202422142029,0.2778550088405609,0.21241174638271332,0.31091248989105225
while,0.35511791706085205,0.2713196575641632,0.39804592728614807,0.25120848417282104,0.08502513915300369,0.4232339859008789,0.39804592728614807,0.18782591819763184,0.19918037950992584,0.24111191928386688,0.0011869525769725442,0.23116753995418549,0.1311994045972824,0.15101025998592377,0.21076419949531555
11,0.0032819851767271757,0.018119672313332558,-0.0219515822827816,0.08669579774141312,-0.12784461677074432,-0.05063733458518982,-0.0219515822827816,0.10413626581430435,0.08840705454349518,0.020444242283701897,0.07733099907636642,-0.001064038253389299,0.09287603199481964,-0.031499870121479034,-0.04295448586344719
other,0.341873437166214,0.25895947217941284,0.44152235984802246,0.2919522821903229,0.17483550310134888,0.3273986279964447,0.44152235984802246,0.1604631096124649,0.192842036485672,0.19750505685806274,0.04445967823266983,0.2157169133424759,0.16815952956676483,0.2984532415866852,0.24682199954986572
affiliates,0.13172908127307892,0.10302519798278809,0.1912562996149063,0.21975964307785034,0.2294728010892868,0.21022890508174896,0.1912562996149063,0.20521686971187592,0.25822263956069946,0.2566125988960266,0.0659567192196846,0.1829545795917511,0.3013843894004822,0.27649781107902527,0.11092336475849152
owned,0.12432919442653656,0.20921923220157623,0.1999378502368927,0.17426079511642456,0.12264785170555115,0.19904224574565887,0.1999378502368927,0.3357201814651489,0.2896370589733124,0.48909151554107666,0.051142726093530655,0.08881042152643204,0.18107019364833832,0.21190814673900604,0.1288648396730423
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.18110418319702148,0.1646207869052887,0.3248702883720398,0.4408751428127289,0.2725091576576233,0.20869913697242737,0.22328482568264008,-0.010884488001465797,0.1641579419374466,0.11470241099596024,0.2039947509765625,0.17966607213020325
various,0.26045072078704834,0.13601526618003845,0.3235042691230774,0.16753174364566803,0.13800929486751556,0.3578505516052246,0.3235042691230774,0.18773601949214935,0.19466428458690643,0.15004009008407593,0.0089445561170578,0.1786661595106125,0.20102094113826752,0.24612289667129517,0.12823495268821716
companies,0.20801754295825958,0.1956041008234024,0.26917189359664917,0.13373780250549316,0.1960725039243698,0.2787042260169983,0.26917189359664917,0.2536584436893463,0.2220807671546936,0.7287532687187195,0.09301820397377014,0.21324209868907928,0.19948025047779083,0.2585142254829407,0.14365637302398682
carry,0.22239743173122406,0.1959557831287384,0.26752355694770813,0.15217293798923492,0.03276008367538452,0.2858029901981354,0.26752355694770813,0.13165315985679626,0.0987333133816719,0.14478807151317596,0.016908660531044006,0.1760803759098053,0.1714872121810913,0.1491575539112091,0.17171701788902283
the,0.42745697498321533,0.5823672413825989,1.0,0.24374492466449738,0.21678368747234344,0.4739971458911896,1.0,0.2561357319355011,0.24980762600898743,0.26591673493385315,-0.01540423184633255,0.25727739930152893,0.20034731924533844,0.20062518119812012,0.22068053483963013
network,0.16917307674884796,0.2196272611618042,0.27187061309814453,0.17182208597660065,0.25503432750701904,0.253274142742157,0.27187061309814453,0.25070327520370483,0.28231924772262573,0.28571397066116333,0.07819218933582306,0.10387706756591797,0.4348517954349518,0.23384873569011688,0.17853789031505585
feed,0.24202558398246765,0.18941432237625122,0.2381063848733902,0.2203686237335205,0.23739777505397797,0.20785245299339294,0.2381063848733902,0.18873073160648346,0.17020361125469208,0.12223681807518005,0.07618222385644913,0.1352968066930771,0.16567565500736237,0.11795555800199509,0.19348634779453278
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.24378694593906403,0.2023913413286209,0.4322226941585541,0.6662389636039734,0.24451637268066406,0.18521910905838013,0.22141718864440918,-0.037580832839012146,0.19746538996696472,0.17989183962345123,0.19315902888774872,0.20430970191955566
480i,0.26583459973335266,0.29096922278404236,0.18877369165420532,0.0755065381526947,0.24759197235107422,0.28010743856430054,0.18877369165420532,0.09626580029726028,0.10592758655548096,0.1397462636232376,-0.0004509086429607123,0.22166430950164795,0.14632648229599,0.37688490748405457,0.24774454534053802
standard,0.22809998691082,0.23514990508556366,0.29008856415748596,0.14064548909664154,0.30020609498023987,0.3173719346523285,0.29008856415748596,0.119074746966362,0.1289963722229004,0.20309710502624512,-0.011532524600625038,0.20952102541923523,0.12438137829303741,0.2315720021724701,0.17029257118701935
definition,0.330344021320343,0.29006320238113403,0.23176956176757812,0.17855603992938995,0.2965310513973236,0.2789401710033417,0.23176956176757812,0.16053223609924316,0.1513095498085022,0.14351491630077362,-0.07552970945835114,0.24062049388885498,0.1557416170835495,0.3150438368320465,0.2796523869037628
either,0.3851809501647949,0.3086068034172058,0.3795609474182129,0.1595325767993927,0.25464218854904175,0.3058042526245117,0.3795609474182129,0.10317222028970718,0.11731260269880295,0.15721450746059418,0.040026478469371796,0.14933869242668152,0.12926971912384033,0.19840240478515625,0.31498292088508606
due,0.15204688906669617,0.24065633118152618,0.22577603161334991,0.08124326169490814,0.12085364013910294,0.2363993525505066,0.22577603161334991,0.16716508567333221,0.14360401034355164,0.09378247708082199,0.03925589844584465,0.08093071728944778,0.08329854905605316,0.20830440521240234,0.10954997688531876
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2832638621330261,0.20165184140205383,0.4451248347759247,0.535392165184021,0.24481339752674103,0.23984374105930328,0.24903783202171326,0.03782717138528824,0.2928973436355591,0.1854887306690216,0.2760433554649353,0.29463258385658264
technical,0.2745521366596222,0.20176097750663757,0.21600495278835297,0.19571328163146973,0.1884278953075409,0.31160151958465576,0.21600495278835297,0.18868479132652283,0.16022485494613647,0.21875539422035217,0.08134578913450241,0.16023510694503784,0.133112370967865,0.1662026196718216,0.1962660700082779
considerations,0.33581599593162537,0.23835334181785583,0.32168442010879517,0.16807186603546143,0.2002648264169693,0.3966818153858185,0.32168442010879517,0.17013701796531677,0.18964368104934692,0.1682933270931244,0.012176904827356339,0.23213618993759155,0.1985958069562912,0.3753924071788788,0.32653504610061646
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.2542033791542053,0.3087678551673889,0.9999999403953552,0.4739971458911896,0.1657402515411377,0.16913838684558868,0.25874319672584534,-0.07241261005401611,0.26768606901168823,0.22924813628196716,0.30291658639907837,0.264628142118454
affiliates,0.13172908127307892,0.10302519798278809,0.1912562996149063,0.21975964307785034,0.2294728010892868,0.21022890508174896,0.1912562996149063,0.20521686971187592,0.25822263956069946,0.2566125988960266,0.0659567192196846,0.1829545795917511,0.3013843894004822,0.27649781107902527,0.11092336475849152
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2524676024913788,0.1439143568277359,0.4185989499092102,0.733189046382904,0.21986570954322815,0.19926400482654572,0.20467796921730042,-0.03817026689648628,0.23568789660930634,0.19364769756793976,0.2832101881504059,0.1826142966747284
other,0.341873437166214,0.25895947217941284,0.44152235984802246,0.2919522821903229,0.17483550310134888,0.3273986279964447,0.44152235984802246,0.1604631096124649,0.192842036485672,0.19750505685806274,0.04445967823266983,0.2157169133424759,0.16815952956676483,0.2984532415866852,0.24682199954986572
major,0.21026742458343506,0.19079607725143433,0.31775903701782227,0.18183159828186035,0.15125030279159546,0.23592928051948547,0.31775903701782227,0.224289208650589,0.18369248509407043,0.18270181119441986,-0.010959804058074951,0.12100633233785629,0.14320209622383118,0.1357215940952301,0.19788557291030884
networks,0.18279550969600677,0.22635811567306519,0.24705806374549866,0.20464952290058136,0.2588496208190918,0.2421427071094513,0.24705806374549866,0.25806280970573425,0.2896259129047394,0.34266772866249084,0.11665306240320206,0.13624511659145355,0.4204484224319458,0.30504322052001953,0.17815114557743073
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.19186517596244812,0.22385092079639435,0.4137635827064514,0.5473989248275757,0.177200049161911,0.20073425769805908,0.22723333537578583,0.04397977516055107,0.282404363155365,0.16911949217319489,0.26040080189704895,0.32716336846351624
carry,0.22239743173122406,0.1959557831287384,0.26752355694770813,0.15217293798923492,0.03276008367538452,0.2858029901981354,0.26752355694770813,0.13165315985679626,0.0987333133816719,0.14478807151317596,0.016908660531044006,0.1760803759098053,0.1714872121810913,0.1491575539112091,0.17171701788902283
abc,0.1317344456911087,0.16037321090698242,0.2068762183189392,0.13189911842346191,0.2297828495502472,0.22510288655757904,0.2068762183189392,0.36108773946762085,0.37895750999450684,0.16210390627384186,0.06670809537172318,0.16869185864925385,0.4720865786075592,0.13060899078845978,0.19065172970294952
programming,0.22725710272789001,0.20774513483047485,0.17869283258914948,0.18467873334884644,0.3030407726764679,0.24722188711166382,0.17869283258914948,0.23594215512275696,0.22714197635650635,0.16915138065814972,0.011488005518913269,0.11111816018819809,0.3070591688156128,0.24181178212165833,0.22249025106430054
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.09545791149139404,0.1974322646856308,0.36199691891670227,0.5107308030128479,0.2019682377576828,0.1984206587076187,0.23664942383766174,0.0026888418942689896,0.2646999955177307,0.23779264092445374,0.1698455661535263,0.2714994251728058
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.22733892500400543,0.23724766075611115,0.44038116931915283,0.5829201340675354,0.23267912864685059,0.21907898783683777,0.22037413716316223,0.04866964742541313,0.1862444281578064,0.2169625610113144,0.21527832746505737,0.23916715383529663
digital,0.1757969856262207,0.16141945123672485,0.18361380696296692,0.038552142679691315,0.3783420920372009,0.1780148148536682,0.18361380696296692,0.2687496840953827,0.28361332416534424,0.19660061597824097,0.14468993246555328,0.1618741899728775,0.3331485390663147,0.15996767580509186,0.12982943654060364
subchannel,0.296663761138916,0.3198363780975342,0.3338429033756256,0.22979795932769775,0.25632011890411377,0.24098479747772217,0.3338429033756256,0.33173826336860657,0.41919538378715515,0.26167941093444824,0.1063535064458847,0.2247796505689621,0.47797340154647827,0.28618118166923523,0.2216910868883133
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.23914238810539246,0.26218271255493164,0.4111599624156952,0.4174870550632477,0.173027902841568,0.1797468662261963,0.16509704291820526,0.06871571391820908,0.1988845318555832,0.18965834379196167,0.28394651412963867,0.32389625906944275
because,0.46729007363319397,0.4047735333442688,0.44596394896507263,0.24414129555225372,0.1902979165315628,0.4676002562046051,0.44596394896507263,0.19398880004882812,0.18009637296199799,0.18810705840587616,0.05210670828819275,0.2393183708190918,0.1272529512643814,0.3050702214241028,0.2528740465641022
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.22733892500400543,0.23724766075611115,0.44038116931915283,0.5829201340675354,0.23267912864685059,0.21907898783683777,0.22037413716316223,0.04866964742541313,0.1862444281578064,0.2169625610113144,0.21527832746505737,0.23916715383529663
primary,0.2113915979862213,0.23824772238731384,0.25688621401786804,0.18567007780075073,0.18038210272789001,0.2533470094203949,0.25688621401786804,0.09213349223136902,0.09079577773809433,0.09428098797798157,-0.06354844570159912,0.19673997163772583,0.10398043692111969,0.1836925745010376,0.16286636888980865
feed,0.24202558398246765,0.18941432237625122,0.2381063848733902,0.2203686237335205,0.23739777505397797,0.20785245299339294,0.2381063848733902,0.18873073160648346,0.17020361125469208,0.12223681807518005,0.07618222385644913,0.1352968066930771,0.16567565500736237,0.11795555800199509,0.19348634779453278
abc,0.1317344456911087,0.16037321090698242,0.2068762183189392,0.13189911842346191,0.2297828495502472,0.22510288655757904,0.2068762183189392,0.36108773946762085,0.37895750999450684,0.16210390627384186,0.06670809537172318,0.16869185864925385,0.4720865786075592,0.13060899078845978,0.19065172970294952
affiliate,0.16121849417686462,0.10908813774585724,0.2278994768857956,0.23480942845344543,0.21064940094947815,0.21401958167552948,0.2278994768857956,0.20597045123577118,0.24817398190498352,0.1934514045715332,0.06567194312810898,0.17992056906223297,0.28050917387008667,0.18871158361434937,0.10958297550678253
has,0.20338068902492523,0.5668748617172241,0.4177538752555847,0.17544883489608765,0.16829954087734222,0.450642853975296,0.4177538752555847,0.14260944724082947,0.1843615025281906,0.16623350977897644,-0.040683966130018234,0.16496556997299194,0.20458213984966278,0.24234533309936523,0.15994466841220856
not,0.5449194312095642,0.3776007890701294,0.4310511648654938,0.22181853652000427,0.2730765640735626,0.39280617237091064,0.4310511648654938,0.16208747029304504,0.18682065606117249,0.16777940094470978,0.002583299996331334,0.2292662113904953,0.17478340864181519,0.30102822184562683,0.41942933201789856
yet,0.44080492854118347,0.2502540051937103,0.32892218232154846,0.1638166755437851,0.2248363196849823,0.3320367634296417,0.32892218232154846,0.1714572310447693,0.19949594140052795,0.1305331587791443,-0.060681819915771484,0.22739025950431824,0.1523916870355606,0.28260836005210876,0.4011770784854889
upgraded,0.14428594708442688,0.14771488308906555,0.22829687595367432,0.12538395822048187,0.16934345662593842,0.20678801834583282,0.22829687595367432,0.2250021994113922,0.20915035903453827,0.15808656811714172,0.028759021311998367,0.11709412187337875,0.10742617398500443,0.16919980943202972,0.15831376612186432
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.18494807183742523,0.11527148634195328,0.3406745493412018,0.516537070274353,0.18972772359848022,0.18227198719978333,0.19651755690574646,-0.005530759692192078,0.18662944436073303,0.15297754108905792,0.2917190194129944,0.1898253709077835
transmission,0.21502315998077393,0.1878647357225418,0.26124435663223267,0.08015621453523636,0.257444828748703,0.20906944572925568,0.26124435663223267,0.1531861573457718,0.15097546577453613,0.22630056738853455,-0.0009785809088498354,0.1759551614522934,0.2880207598209381,0.2577531337738037,0.16372337937355042
equipment,0.21531300246715546,0.15240977704524994,0.22635069489479065,0.06280966103076935,0.22009658813476562,0.2880359888076782,0.22635069489479065,0.14613939821720123,0.18943782150745392,0.34967055916786194,0.10073943436145782,0.16805444657802582,0.23248080909252167,0.26019105315208435,0.0920877456665039
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2832638621330261,0.20165184140205383,0.4451248347759247,0.535392165184021,0.24481339752674103,0.23984374105930328,0.24903783202171326,0.03782717138528824,0.2928973436355591,0.1854887306690216,0.2760433554649353,0.29463258385658264
allow,0.2883041203022003,0.18020232021808624,0.27822166681289673,0.11555244028568268,0.22566598653793335,0.34999027848243713,0.27822166681289673,0.16463051736354828,0.14396680891513824,0.19214341044425964,0.02137329988181591,0.17553743720054626,0.16083087027072906,0.2309781163930893,0.2042745053768158
content,0.3614070415496826,0.22872057557106018,0.21174471080303192,0.19589637219905853,0.3842999041080475,0.2708386182785034,0.21174471080303192,0.17428939044475555,0.20052042603492737,0.23205448687076569,0.05933520570397377,0.24168767035007477,0.2100474238395691,0.27944907546043396,0.37093979120254517
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2832638621330261,0.20165184140205383,0.4451248347759247,0.535392165184021,0.24481339752674103,0.23984374105930328,0.24903783202171326,0.03782717138528824,0.2928973436355591,0.1854887306690216,0.2760433554649353,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.16879183053970337,0.2879103720188141,0.3801851272583008,0.4248143136501312,0.2106216549873352,0.20369912683963776,0.1454060822725296,0.025217169895768166,0.24659982323646545,0.19157755374908447,0.2906310260295868,0.3324260413646698
presented,0.23381416499614716,0.22408393025398254,0.3251480758190155,0.141776904463768,0.28126639127731323,0.3429855704307556,0.3251480758190155,0.2722086012363434,0.24688056111335754,0.16165770590305328,0.016211573034524918,0.18630819022655487,0.23225116729736328,0.2134513407945633,0.17025142908096313
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.24378694593906403,0.2023913413286209,0.4322226941585541,0.6662389636039734,0.24451637268066406,0.18521910905838013,0.22141718864440918,-0.037580832839012146,0.19746538996696472,0.17989183962345123,0.19315902888774872,0.20430970191955566
hd,0.15220552682876587,0.16031022369861603,0.19996047019958496,0.06988752633333206,0.3031497299671173,0.14629647135734558,0.19996047019958496,0.24430043995380402,0.2940791845321655,0.1664484441280365,0.12504087388515472,0.18212085962295532,0.3789283037185669,0.20597925782203674,0.1705414354801178
