,what,did,tesla,begin,to,research,in,march,1896,?
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.27304404973983765,0.44245919585227966,0.2764695882797241,0.5201468467712402,0.4256272315979004,0.1761244833469391,0.31091248989105225
tesla,0.23221199214458466,0.09757418930530548,0.9999999403953552,0.02097291871905327,0.17548894882202148,0.1958596110343933,0.17097744345664978,0.1457514613866806,0.13362865149974823,0.10250775516033173
proceeded,0.27625489234924316,0.3054560720920563,0.11048620939254761,0.26677972078323364,0.3686755299568176,0.20363695919513702,0.12533582746982574,0.15446467697620392,0.10877019166946411,0.15368618071079254
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.33302420377731323,1.0,0.2667310833930969,0.45010748505592346,0.2274535447359085,0.21903732419013977,0.29463258385658264
do,0.4609605669975281,0.5246143937110901,0.13880622386932373,0.3011261224746704,0.38876664638519287,0.2000144124031067,0.23402775824069977,0.14290498197078705,0.09504867345094681,0.4093979299068451
his,0.26976513862609863,0.3546801507472992,0.1580733060836792,0.22923272848129272,0.3715193271636963,0.21244090795516968,0.3598145842552185,0.3107434809207916,0.24688082933425903,0.18075084686279297
own,0.35062843561172485,0.34475913643836975,0.17710740864276886,0.24831850826740265,0.35879063606262207,0.22687460482120514,0.31893372535705566,0.1497563123703003,0.18843097984790802,0.1937696635723114
experiments,0.3106561601161957,0.2717590034008026,0.29793205857276917,0.22056034207344055,0.273220032453537,0.5054687261581421,0.21977302432060242,0.13973048329353333,0.1699548363685608,0.14564716815948486
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,0.2903634011745453,0.45010748505592346,0.21249429881572723,1.0,0.29730337858200073,0.2654690742492676,0.20430970191955566
x-ray,0.24739032983779907,0.23021014034748077,0.07060568034648895,0.11591490358114243,0.2863662540912628,0.11821365356445312,0.27182886004447937,0.20251059532165527,0.1624978929758072,0.26398539543151855
imaging,0.2268199324607849,0.1540277749300003,0.29163673520088196,0.1539638191461563,0.17666667699813843,0.3942432999610901,0.20635999739170074,0.12249237298965454,0.20991086959838867,0.0898628756403923
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.27304404973983765,0.44245919585227966,0.2764695882797241,0.5201468467712402,0.4256272315979004,0.1761244833469391,0.31091248989105225
developing,0.22094523906707764,0.21685825288295746,0.19485853612422943,0.2895844280719757,0.285153865814209,0.4266057014465332,0.2911061644554138,0.11962826550006866,0.12986969947814941,0.1301516592502594
a,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.22845244407653809,0.45503583550453186,0.1935642808675766,0.539380669593811,0.23374363780021667,0.22232630848884583,0.23916715383529663
high,0.20466077327728271,0.15957149863243103,0.2007197141647339,0.17182596027851105,0.28947713971138,0.1624833196401596,0.2652597725391388,0.12058673799037933,0.1562722772359848,0.11137914657592773
energy,0.190252885222435,0.14123573899269104,0.28722304105758667,0.22168517112731934,0.27179354429244995,0.2667447626590729,0.17693158984184265,0.05806674435734749,0.10123485326766968,0.14860127866268158
single,0.24458327889442444,0.18021610379219055,0.1453593224287033,0.17906436324119568,0.2593121826648712,0.11973267793655396,0.23017926514148712,0.10581666231155396,0.21601200103759766,0.2151121199131012
terminal,0.14734655618667603,0.14016997814178467,0.25944626331329346,0.18092265725135803,0.23148603737354279,0.18023164570331573,0.2590499520301819,0.15886639058589935,0.19987867772579193,0.10327429324388504
vacuum,0.1845402866601944,0.13815660774707794,0.3939276337623596,0.13499410450458527,0.23672117292881012,0.20333455502986908,0.13421516120433807,0.07957238703966141,0.12202314287424088,0.10335687547922134
tube,0.19240084290504456,0.1256694346666336,0.2242102175951004,0.13081291317939758,0.25624245405197144,0.2143193930387497,0.16100940108299255,0.07065452635288239,0.23726949095726013,0.13631722331047058
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,0.24830074608325958,0.41548454761505127,0.22573977708816528,0.5696388483047485,0.20692677795886993,0.1831727921962738,0.1826142966747284
his,0.26976513862609863,0.3546801507472992,0.1580733060836792,0.22923272848129272,0.3715193271636963,0.21244090795516968,0.3598145842552185,0.3107434809207916,0.24688082933425903,0.18075084686279297
own,0.35062843561172485,0.34475913643836975,0.17710740864276886,0.24831850826740265,0.35879063606262207,0.22687460482120514,0.31893372535705566,0.1497563123703003,0.18843097984790802,0.1937696635723114
design,0.23893405497074127,0.23409053683280945,0.27540352940559387,0.18408659100532532,0.26415011286735535,0.2783496677875519,0.21856798231601715,0.13778892159461975,0.23606562614440918,0.16351860761642456
that,0.6297725439071655,0.47518548369407654,0.22102725505828857,0.27644142508506775,0.5436353087425232,0.3083151876926422,0.435920387506485,0.20178008079528809,0.2096717655658722,0.32716336846351624
had,0.23849567770957947,0.540525496006012,0.12050733715295792,0.22477731108665466,0.37984350323677063,0.2039167881011963,0.385026752948761,0.22425010800361633,0.23196344077587128,0.20728366076946259
no,0.339326947927475,0.23735837638378143,0.12855590879917145,0.14096717536449432,0.30015695095062256,0.19311806559562683,0.24372287094593048,0.1996973305940628,0.10892496258020401,0.32165053486824036
target,0.22247901558876038,0.14624325931072235,0.09948268532752991,0.20878919959068298,0.275001585483551,0.19303205609321594,0.1404450386762619,0.08868731558322906,0.13787807524204254,0.24974246323108673
electrode,0.21695631742477417,0.13438716530799866,0.37528252601623535,0.16240577399730682,0.27239125967025757,0.23345860838890076,0.16384878754615784,0.11447634547948837,0.12103994190692902,0.1471586525440216
and,0.31309178471565247,0.34479495882987976,0.19560420513153076,0.2599445581436157,0.48971283435821533,0.27611881494522095,0.4954058527946472,0.25804370641708374,0.2577982544898987,0.20544172823429108
that,0.6297725439071655,0.47518548369407654,0.22102725505828857,0.27644142508506775,0.5436353087425232,0.3083151876926422,0.435920387506485,0.20178008079528809,0.2096717655658722,0.32716336846351624
worked,0.168898344039917,0.3377852141857147,0.15985111892223358,0.2276662141084671,0.22250263392925262,0.25904396176338196,0.28707414865493774,0.23936662077903748,0.19694486260414124,0.0901828184723854
from,0.2737620174884796,0.20248863101005554,0.10324860364198685,0.2698803246021271,0.4069952368736267,0.19734305143356323,0.4274188280105591,0.23610013723373413,0.134107306599617,0.19969791173934937
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.34293439984321594,0.535392165184021,0.24391183257102966,0.6662389636039734,0.2680487632751465,0.29002413153648376,0.22068053483963013
output,0.25545787811279297,0.14500907063484192,0.295663446187973,0.19227278232574463,0.24095958471298218,0.18383464217185974,0.15088461339473724,0.10897590965032578,0.11950807273387909,0.16760045289993286
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,0.24830074608325958,0.41548454761505127,0.22573977708816528,0.5696388483047485,0.20692677795886993,0.1831727921962738,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.34293439984321594,0.535392165184021,0.24391183257102966,0.6662389636039734,0.2680487632751465,0.29002413153648376,0.22068053483963013
tesla,0.23221199214458466,0.09757418930530548,0.9999999403953552,0.02097291871905327,0.17548894882202148,0.1958596110343933,0.17097744345664978,0.1457514613866806,0.13362865149974823,0.10250775516033173
coil,0.16011781990528107,0.04220382124185562,0.38700389862060547,0.19578778743743896,0.24160631000995636,0.11789249628782272,0.17931470274925232,0.06667367368936539,0.15080247819423676,0.07395657896995544
(,0.2411840260028839,0.18979617953300476,0.2156914919614792,0.12756820023059845,0.30882009863853455,0.21796925365924835,0.3087427020072937,0.345022052526474,0.03098868392407894,0.40561532974243164
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.34293439984321594,0.535392165184021,0.24391183257102966,0.6662389636039734,0.2680487632751465,0.29002413153648376,0.22068053483963013
modern,0.2655639946460724,0.21376098692417145,0.2237553745508194,0.1379542350769043,0.193939670920372,0.19095394015312195,0.29808807373046875,0.12672755122184753,0.23693598806858063,0.12475407868623734
term,0.25282326340675354,0.18552188575267792,0.13398443162441254,0.19593071937561035,0.3310292959213257,0.18173277378082275,0.27866655588150024,0.12616010010242462,0.0999373197555542,0.1901002675294876
for,0.3017193675041199,0.318512886762619,0.13983871042728424,0.29862016439437866,0.4451248347759247,0.29481053352355957,0.4322226941585541,0.2775171995162964,0.25254833698272705,0.264628142118454
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.34293439984321594,0.535392165184021,0.24391183257102966,0.6662389636039734,0.2680487632751465,0.29002413153648376,0.22068053483963013
phenomenon,0.2867237627506256,0.12384528666734695,0.22758138179779053,0.1400635689496994,0.16946689784526825,0.32316452264785767,0.2582302689552307,0.14680533111095428,0.09398659318685532,0.19394198060035706
produced,0.1393624097108841,0.16971632838249207,0.1640479862689972,0.10039957612752914,0.16305041313171387,0.17405135929584503,0.2542861998081207,0.10288331657648087,0.2460378110408783,0.1623450517654419
by,0.2455483376979828,0.18574509024620056,0.16513796150684357,0.16351081430912018,0.33534231781959534,0.1734425127506256,0.370934396982193,0.20701591670513153,0.20492340624332428,0.17966607213020325
this,0.5489566326141357,0.3609912693500519,0.2066725641489029,0.2800110876560211,0.5759071707725525,0.2943480312824249,0.45205554366111755,0.23897410929203033,0.16949275135993958,0.3155723512172699
device,0.2484142780303955,0.16445718705654144,0.3621044158935547,0.10946792364120483,0.2965817153453827,0.15196985006332397,0.16225403547286987,0.16118133068084717,0.21884368360042572,0.09819377958774567
is,0.28837618231773376,0.19247472286224365,0.14061255753040314,0.18119797110557556,0.42745086550712585,0.23478153347969055,0.5394441485404968,0.22987359762191772,0.17997929453849792,0.22961433231830597
bremsstrahlung,0.28160330653190613,0.1916714757680893,0.2465837299823761,0.16294331848621368,0.2778678834438324,0.25095802545547485,0.3974135220050812,0.2752612829208374,0.11318866908550262,0.26713091135025024
or,0.33867141604423523,0.28211739659309387,0.1529218554496765,0.216823548078537,0.38921234011650085,0.19610682129859924,0.3586423695087433,0.12400835007429123,0.2131109982728958,0.32389625906944275
braking,0.2420857846736908,0.19107411801815033,0.30813077092170715,0.1724761724472046,0.2716652452945709,0.20322349667549133,0.16598762571811676,0.12260837107896805,0.2717452049255371,0.1723463088274002
radiation,0.2664667069911957,0.17946599423885345,0.2545773386955261,0.1638263761997223,0.22214117646217346,0.29464632272720337,0.20072022080421448,0.10153812915086746,0.0702052190899849,0.1720895618200302
),0.26259949803352356,0.18584993481636047,0.22692398726940155,0.13078060746192932,0.31236231327056885,0.2105444371700287,0.3326910734176636,0.37161096930503845,0.05350509658455849,0.42300865054130554
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,0.24827922880649567,0.4645031690597534,0.2517603039741516,0.5591574311256409,0.349947065114975,0.27438366413116455,0.4130953550338745
