,how,long,might,a,speaker,address,the,members,during,the,time,of,reflection,?
for,0.3308170735836029,0.2547193765640259,0.3858846127986908,0.44038116931915283,0.20449942350387573,0.22765100002288818,0.4739971458911896,0.2612179219722748,0.3448435664176941,0.4739971458911896,0.3992156386375427,0.4185989499092102,0.2482832819223404,0.264628142118454
reflection,0.2842004895210266,0.18999363481998444,0.22994555532932281,0.3007514178752899,0.1614638864994049,0.21487583220005035,0.28977152705192566,0.11780846863985062,0.21758496761322021,0.28977152705192566,0.2411166876554489,0.27738237380981445,1.0,0.17918743193149567
",",0.22659391164779663,0.3431144952774048,0.2533247768878937,0.427140474319458,0.2610192596912384,0.20406076312065125,0.4933079481124878,0.2357054501771927,0.3225448727607727,0.4933079481124878,0.3029961884021759,0.4946078956127167,0.24771259725093842,0.31091248989105225
at,0.2154216170310974,0.2525537312030792,0.23020967841148376,0.3095070421695709,0.22048266232013702,0.20600129663944244,0.457212895154953,0.15071316063404083,0.372769296169281,0.457212895154953,0.3956010341644287,0.42558613419532776,0.180698424577713,0.21978627145290375
which,0.4852597713470459,0.34186381101608276,0.4112485647201538,0.56894451379776,0.13594971597194672,0.2550186514854431,0.6521818041801453,0.295350044965744,0.3590145409107208,0.6521818041801453,0.325231671333313,0.5011631846427917,0.3300286829471588,0.25814583897590637
a,0.29312583804130554,0.3795371353626251,0.4210625886917114,1.0,0.2542373538017273,0.18317347764968872,0.5829201340675354,0.1873859316110611,0.30341604351997375,0.5829201340675354,0.3292340338230133,0.5052502155303955,0.3007514178752899,0.23916715383529663
speaker,0.1818038374185562,0.13790622353553772,0.19011323153972626,0.2542373538017273,0.9999999403953552,0.2543835937976837,0.24416065216064453,0.25259989500045776,0.13506396114826202,0.24416065216064453,0.17303644120693207,0.2137414962053299,0.1614638864994049,0.1758522391319275
addresses,0.27503469586372375,0.25154927372932434,0.2942427098751068,0.20848141610622406,0.21829155087471008,0.8712540864944458,0.24995577335357666,0.24570629000663757,0.14536911249160767,0.24995577335357666,0.24367940425872803,0.23395833373069763,0.2041577696800232,0.27525776624679565
members,0.20418256521224976,0.09242745488882065,0.2151016891002655,0.1873859316110611,0.25259989500045776,0.1873345971107483,0.3321719169616699,0.9999998807907104,0.24851804971694946,0.3321719169616699,0.18101826310157776,0.28120753169059753,0.11780846863985062,0.10212311148643494
for,0.3308170735836029,0.2547193765640259,0.3858846127986908,0.44038116931915283,0.20449942350387573,0.22765100002288818,0.4739971458911896,0.2612179219722748,0.3448435664176941,0.4739971458911896,0.3992156386375427,0.4185989499092102,0.2482832819223404,0.264628142118454
up,0.2819872200489044,0.309156209230423,0.2865949273109436,0.32523053884506226,0.1390382945537567,0.2179221212863922,0.38423117995262146,0.22290948033332825,0.23661918938159943,0.38423117995262146,0.29631155729293823,0.32945773005485535,0.16293556988239288,0.1819818764925003
to,0.44169697165489197,0.30218687653541565,0.5153919458389282,0.45503583550453186,0.24891553819179535,0.29989638924598694,0.535392165184021,0.26617446541786194,0.2828781306743622,0.535392165184021,0.3679993152618408,0.41548454761505127,0.203045055270195,0.29463258385658264
four,0.1955733299255371,0.21566087007522583,0.12308552861213684,0.28236961364746094,0.06246813014149666,0.10695529729127884,0.40344667434692383,0.26736730337142944,0.2600941061973572,0.40344667434692383,0.24939590692520142,0.36293646693229675,0.10259866714477539,0.14532537758350372
minutes,0.2050236165523529,0.3457551598548889,0.11098072677850723,0.2511424720287323,0.10721775889396667,0.15425047278404236,0.20313966274261475,0.12248495221138,0.2447580099105835,0.20313966274261475,0.3830539584159851,0.14829446375370026,0.11243724822998047,0.14419560134410858
",",0.22659391164779663,0.3431144952774048,0.2533247768878937,0.427140474319458,0.2610192596912384,0.20406076312065125,0.4933079481124878,0.2357054501771927,0.3225448727607727,0.4933079481124878,0.3029961884021759,0.4946078956127167,0.24771259725093842,0.31091248989105225
sharing,0.2951277196407318,0.2122334986925125,0.2604457437992096,0.22935716807842255,0.1658356636762619,0.278787761926651,0.2510572373867035,0.25541695952415466,0.13931943476200104,0.2510572373867035,0.24532759189605713,0.3009958565235138,0.2488299310207367,0.16211311519145966
a,0.29312583804130554,0.3795371353626251,0.4210625886917114,1.0,0.2542373538017273,0.18317347764968872,0.5829201340675354,0.1873859316110611,0.30341604351997375,0.5829201340675354,0.3292340338230133,0.5052502155303955,0.3007514178752899,0.23916715383529663
perspective,0.33803045749664307,0.1374271661043167,0.35165849328041077,0.31159722805023193,0.20884719491004944,0.18444405496120453,0.2812875509262085,0.18187373876571655,0.17829769849777222,0.2812875509262085,0.2205262929201126,0.29868391156196594,0.4404876232147217,0.20587648451328278
on,0.32655060291290283,0.3373977243900299,0.23525792360305786,0.3848365545272827,0.15443606674671173,0.22459441423416138,0.5107308030128479,0.22849144041538239,0.3347817361354828,0.5107308030128479,0.30044233798980713,0.3966929316520691,0.24949415028095245,0.2714994251728058
issues,0.3156745731830597,0.1621377170085907,0.3219694197177887,0.24391965568065643,0.16827119886875153,0.3952356278896332,0.2638932764530182,0.1768854707479477,0.1676650047302246,0.2638932764530182,0.25565674901008606,0.2288406491279602,0.26115885376930237,0.320565789937973
of,0.2480744868516922,0.2567519545555115,0.2900311052799225,0.5052502155303955,0.2137414962053299,0.23196934163570404,0.733189046382904,0.28120753169059753,0.3869180977344513,0.733189046382904,0.35127586126327515,1.0,0.27738237380981445,0.1826142966747284
faith,0.22136688232421875,0.17409761250019073,0.2506432831287384,0.23009571433067322,0.19992254674434662,0.2836249768733978,0.20665863156318665,0.1791633814573288,0.11386141180992126,0.20665863156318665,0.24854254722595215,0.20991961658000946,0.206099733710289,0.2833177447319031
.,0.3287222981452942,0.3247973620891571,0.27493223547935486,0.50484299659729,0.25551629066467285,0.2468368262052536,0.5934505462646484,0.21119362115859985,0.3485563397407532,0.5934505462646484,0.371569961309433,0.5352458953857422,0.2547461688518524,0.4130953550338745
