,who,presented,the,edict,of,worms,declaring,luther,to,be,an,outlaw,?
luther,0.21013082563877106,0.15171067416667938,0.1759674996137619,0.21338587999343872,0.1719115972518921,0.2998431622982025,0.2712526321411133,1.0,0.18029534816741943,0.15299063920974731,0.10983039438724518,0.3101152181625366,0.1732746809720993
an,0.2848317325115204,0.21940281987190247,0.4207492768764496,0.09344249963760376,0.32280945777893066,0.10635863989591599,0.16055914759635925,0.10983039438724518,0.3138085603713989,0.33041056990623474,1.0,0.17331776022911072,0.19793890416622162
outlaw,0.2526198923587799,0.08586574345827103,0.19308044016361237,0.19119228422641754,0.2101694494485855,0.07887572050094604,0.24986648559570312,0.3101152181625366,0.18672017753124237,0.20572985708713531,0.17331776022911072,1.0,0.14853423833847046
",",0.3365725874900818,0.28443270921707153,0.4933079481124878,0.14357776939868927,0.4946078956127167,0.25400060415267944,0.2539995014667511,0.23255878686904907,0.44245919585227966,0.39254459738731384,0.3581022024154663,0.24684704840183258,0.31091248989105225
banning,0.3184126317501068,0.18833909928798676,0.29577088356018066,0.30254560708999634,0.27250245213508606,0.16894811391830444,0.3925950229167938,0.23522810637950897,0.27799931168556213,0.2563156485557556,0.28125739097595215,0.24010680615901947,0.31657904386520386
his,0.44966956973075867,0.27206429839134216,0.4394008219242096,0.19334572553634644,0.38364991545677185,0.13887657225131989,0.2620462477207184,0.27093374729156494,0.3715193271636963,0.21738691627979279,0.24025635421276093,0.21201485395431519,0.18075084686279297
literature,0.17303262650966644,0.2428549975156784,0.2611817419528961,0.1656453013420105,0.25150051712989807,0.05345262587070465,0.155621737241745,0.08747438341379166,0.19063922762870789,0.15019579231739044,0.11125731468200684,0.1358582079410553,0.2043706774711609
",",0.3365725874900818,0.28443270921707153,0.4933079481124878,0.14357776939868927,0.4946078956127167,0.25400060415267944,0.2539995014667511,0.23255878686904907,0.44245919585227966,0.39254459738731384,0.3581022024154663,0.24684704840183258,0.31091248989105225
and,0.41279885172843933,0.26139622926712036,0.5171257257461548,0.1510496437549591,0.5116966962814331,0.21296177804470062,0.24327784776687622,0.20796556770801544,0.48971283435821533,0.41766801476478577,0.2838519215583801,0.2899198830127716,0.20544172823429108
requiring,0.17781592905521393,0.19531624019145966,0.23401294648647308,0.18193747103214264,0.26946085691452026,0.13432084023952484,0.35986578464508057,0.1385854333639145,0.3393286466598511,0.3276301324367523,0.16899141669273376,0.21862460672855377,0.19080378115177155
his,0.44966956973075867,0.27206429839134216,0.4394008219242096,0.19334572553634644,0.38364991545677185,0.13887657225131989,0.2620462477207184,0.27093374729156494,0.3715193271636963,0.21738691627979279,0.24025635421276093,0.21201485395431519,0.18075084686279297
arrest,0.23432309925556183,0.13983653485774994,0.20406219363212585,0.27454280853271484,0.21176666021347046,0.08646124601364136,0.28244879841804504,0.24617214500904083,0.26717907190322876,0.18147991597652435,0.1833435595035553,0.3178980052471161,0.1830197125673294
:,-0.0025186005514115095,-0.005494259297847748,-0.03403344005346298,-0.06543267518281937,-0.08807745575904846,-0.0861433744430542,-0.050633400678634644,-0.0567622147500515,-0.09243495017290115,-0.09417453408241272,-0.08487251400947571,-0.050635311752557755,-0.07156077772378922
``,0.02397952415049076,-0.09873887151479721,0.029072100296616554,0.04171961545944214,0.06780257821083069,0.052946798503398895,0.08305639028549194,-0.013964727520942688,0.06720756739377975,0.07670000940561295,0.03770720958709717,-0.05373504385352135,0.0685480609536171
we,0.3228752911090851,0.19398409128189087,0.3206169009208679,0.19693998992443085,0.2769293785095215,0.16545653343200684,0.2694810926914215,0.16611410677433014,0.4005183279514313,0.4495842754840851,0.21204566955566406,0.15539424121379852,0.535264790058136
want,0.3610791862010956,0.16708685457706451,0.3003826439380646,0.17001649737358093,0.2645295262336731,0.17106038331985474,0.3024951219558716,0.16622456908226013,0.4966742694377899,0.40190353989601135,0.22034470736980438,0.1498153954744339,0.44783785939216614
him,0.5491244792938232,0.2363734245300293,0.39213326573371887,0.24606303870677948,0.2764812409877777,0.15958890318870544,0.32860782742500305,0.25429821014404297,0.4702378511428833,0.2850542664527893,0.2095802277326584,0.23617993295192719,0.23943768441677094
to,0.42656609416007996,0.24592746794223785,0.535392165184021,0.22104638814926147,0.41548454761505127,0.18428558111190796,0.27688875794410706,0.18029534816741943,1.0,0.4972836375236511,0.3138085603713989,0.18672017753124237,0.29463258385658264
be,0.3371641933917999,0.23645514249801636,0.4248143136501312,0.20309337973594666,0.33904364705085754,0.21445894241333008,0.23053671419620514,0.15299063920974731,0.4972836375236511,1.0,0.33041056990623474,0.20572985708713531,0.3324260413646698
apprehended,0.2608150243759155,0.3016206622123718,0.24449101090431213,0.2838725745677948,0.22145986557006836,0.10162360966205597,0.38708725571632385,0.23323865234851837,0.20809392631053925,0.2133941948413849,0.14907744526863098,0.3120322823524475,0.20402367413043976
and,0.41279885172843933,0.26139622926712036,0.5171257257461548,0.1510496437549591,0.5116966962814331,0.21296177804470062,0.24327784776687622,0.20796556770801544,0.48971283435821533,0.41766801476478577,0.2838519215583801,0.2899198830127716,0.20544172823429108
punished,0.39473849534988403,0.20605406165122986,0.21386884152889252,0.31676167249679565,0.19932740926742554,0.17929130792617798,0.3428085148334503,0.1770990788936615,0.24920512735843658,0.2941822409629822,0.12289227545261383,0.3274545669555664,0.23893512785434723
as,0.3923053741455078,0.27148348093032837,0.48381632566452026,0.1445269137620926,0.3886612355709076,0.14256945252418518,0.28523701429367065,0.20242992043495178,0.42092081904411316,0.5230465531349182,0.37218472361564636,0.2877521812915802,0.27043893933296204
a,0.36608949303627014,0.24034897983074188,0.5829201340675354,0.08005005121231079,0.5052502155303955,0.24081920087337494,0.19205701351165771,0.17967689037322998,0.45503583550453186,0.39883795380592346,0.44552403688430786,0.1608089804649353,0.23916715383529663
notorious,0.2771094739437103,0.19017629325389862,0.23117510974407196,0.16059748828411102,0.22960858047008514,0.1468057483434677,0.24364066123962402,0.16214950382709503,0.1943778693675995,0.13830773532390594,0.1739804893732071,0.40469610691070557,0.21345876157283783
heretic,0.317582368850708,0.07331296801567078,0.24499306082725525,0.4286843240261078,0.22094519436359406,0.2550789415836334,0.35949787497520447,0.3025546967983246,0.23604300618171692,0.21175910532474518,0.1550045907497406,0.23132283985614777,0.1706521213054657
.,0.3541337847709656,0.2494649887084961,0.5934505462646484,0.1859036087989807,0.5352458953857422,0.24195295572280884,0.20579899847507477,0.24907569587230682,0.4645031690597534,0.4383580684661865,0.3581749200820923,0.27127209305763245,0.4130953550338745
'',0.024401003494858742,-0.02615985833108425,0.041273195296525955,0.07895470410585403,0.13035868108272552,-0.06263914704322815,-0.06627754867076874,-0.04572787508368492,-0.009905828163027763,0.08835477381944656,0.09471100568771362,0.01253163255751133,0.018684765323996544
