,how,far,do,the,wildebeest,migrate,searching,for,food,and,water,?
"1,802",0.2042909860610962,0.12910404801368713,0.28299573063850403,0.17083823680877686,0.21315275132656097,0.30811357498168945,0.14213581383228302,0.228633850812912,0.2519758641719818,0.17654885351657867,0.2158922404050827,0.11993133276700974
mi,0.0639447420835495,0.1633855700492859,0.13917705416679382,0.12998802959918976,0.11064419895410538,0.17273695766925812,0.14983448386192322,0.1811426728963852,0.058139387518167496,0.17352008819580078,0.21375253796577454,0.10264865309000015
),0.17939934134483337,0.20805810391902924,0.24460165202617645,0.3456730246543884,0.10804792493581772,0.11148501932621002,0.1557798981666565,0.3639558255672455,0.16337907314300537,0.4961937665939331,0.18243473768234253,0.42300865054130554
from,0.22939439117908478,0.3038284182548523,0.20424067974090576,0.40150508284568787,0.14585758745670319,0.26083773374557495,0.1676541566848755,0.314039945602417,0.17272236943244934,0.3601827025413513,0.197988361120224,0.19969791173934937
the,0.33890387415885925,0.38564538955688477,0.30239659547805786,1.0,0.2439403235912323,0.23256927728652954,0.26388484239578247,0.4739971458911896,0.3025728166103363,0.5171257257461548,0.297396719455719,0.22068053483963013
serengeti,0.10029313713312149,0.24987629055976868,0.1699933558702469,0.3582782447338104,0.47666335105895996,0.30430206656455994,0.23125524818897247,0.191902756690979,0.22806790471076965,0.3376513421535492,0.22626043856143951,0.16441871225833893
in,0.2601168751716614,0.2599720060825348,0.23402775824069977,0.6662389636039734,0.19115979969501495,0.2098366916179657,0.20772281289100647,0.4322226941585541,0.21391697227954865,0.4954058527946472,0.23966141045093536,0.20430970191955566
neighbouring,0.0941702350974083,0.2609880864620209,0.1437774896621704,0.2532789707183838,0.2707805335521698,0.22008952498435974,0.1849518120288849,0.11979334056377411,0.15586797893047333,0.2781018316745758,0.18946035206317902,0.05441353842616081
tanzania,0.12666526436805725,0.16610273718833923,0.16942662000656128,0.17266319692134857,0.39041510224342346,0.2058487832546234,0.11982163786888123,0.18145693838596344,0.17800305783748627,0.20145544409751892,0.11471886187791824,0.18355807662010193
to,0.44169697165489197,0.3375735878944397,0.38876664638519287,0.535392165184021,0.23308704793453217,0.30646026134490967,0.3059254288673401,0.4451248347759247,0.2816076874732971,0.48971283435821533,0.27858173847198486,0.29463258385658264
the,0.33890387415885925,0.38564538955688477,0.30239659547805786,1.0,0.2439403235912323,0.23256927728652954,0.26388484239578247,0.4739971458911896,0.3025728166103363,0.5171257257461548,0.297396719455719,0.22068053483963013
masai,0.08808892965316772,0.1559678614139557,0.12406100332736969,0.17241929471492767,0.26367539167404175,0.14549461007118225,0.09525439143180847,0.15926328301429749,0.207548126578331,0.20941965281963348,0.21632570028305054,0.12548209726810455
mara,0.07776607573032379,0.19570817053318024,0.1683427095413208,0.18405473232269287,0.28965362906455994,0.23101268708705902,0.07790089398622513,0.14695273339748383,0.1834699958562851,0.19149568676948547,0.1679709553718567,0.10502629727125168
in,0.2601168751716614,0.2599720060825348,0.23402775824069977,0.6662389636039734,0.19115979969501495,0.2098366916179657,0.20772281289100647,0.4322226941585541,0.21391697227954865,0.4954058527946472,0.23966141045093536,0.20430970191955566
kenya,0.17591707408428192,0.2291339933872223,0.15771609544754028,0.21657514572143555,0.3059082329273224,0.21466879546642303,0.12128976732492447,0.22047242522239685,0.1555992066860199,0.20742860436439514,0.13609470427036285,0.17197901010513306
",",0.22659391164779663,0.346853643655777,0.3283645510673523,0.4933079481124878,0.2761668860912323,0.21026313304901123,0.26300016045570374,0.4464869201183319,0.2870374023914337,0.6633074283599854,0.26706066727638245,0.31091248989105225
in,0.2601168751716614,0.2599720060825348,0.23402775824069977,0.6662389636039734,0.19115979969501495,0.2098366916179657,0.20772281289100647,0.4322226941585541,0.21391697227954865,0.4954058527946472,0.23966141045093536,0.20430970191955566
a,0.29312583804130554,0.21638330817222595,0.26237669587135315,0.5829201340675354,0.16777734458446503,0.1727871298789978,0.25525227189064026,0.44038116931915283,0.24320901930332184,0.3739250600337982,0.2979097068309784,0.23916715383529663
constant,0.20863273739814758,0.19719354808330536,0.1692158281803131,0.2037150114774704,0.12706956267356873,0.18498335778713226,0.14804743230342865,0.18285220861434937,0.1567068248987198,0.26555773615837097,0.24565890431404114,0.14516431093215942
clockwise,0.1257409304380417,0.30417361855506897,0.10862156003713608,0.3272196650505066,0.21241994202136993,0.2146557867527008,0.02155403420329094,0.07447174191474915,0.08438851684331894,0.20173072814941406,0.2515731751918793,0.029578115791082382
fashion,0.15228646993637085,0.14901801943778992,0.13712987303733826,0.20197291672229767,0.12537330389022827,0.07698774337768555,0.12321954220533371,0.20982983708381653,0.283854216337204,0.3192075490951538,0.036460887640714645,0.11952155828475952
",",0.22659391164779663,0.346853643655777,0.3283645510673523,0.4933079481124878,0.2761668860912323,0.21026313304901123,0.26300016045570374,0.4464869201183319,0.2870374023914337,0.6633074283599854,0.26706066727638245,0.31091248989105225
searching,0.2271040827035904,0.16847187280654907,0.2163969725370407,0.26388484239578247,0.2124360352754593,0.19814586639404297,0.9999998807907104,0.3178543448448181,0.2719845175743103,0.3096177577972412,0.2193194031715393,0.25871166586875916
for,0.3308170735836029,0.22081951797008514,0.29510271549224854,0.4739971458911896,0.16050384938716888,0.1668197363615036,0.3178543448448181,0.9999999403953552,0.3431052565574646,0.5064792633056641,0.189085453748703,0.264628142118454
food,0.22970743477344513,0.15892967581748962,0.20638209581375122,0.3025728166103363,0.2691885828971863,0.2569998800754547,0.2719845175743103,0.3431052565574646,1.0,0.31356173753738403,0.3870126008987427,0.15376032888889313
and,0.33647966384887695,0.3353408873081207,0.276123583316803,0.5171257257461548,0.24400384724140167,0.2131493240594864,0.3096177577972412,0.5064792633056641,0.31356173753738403,1.0,0.3054247498512268,0.20544172823429108
water,0.19594718515872955,0.184540256857872,0.2054748237133026,0.297396719455719,0.2937789559364319,0.27382081747055054,0.2193194031715393,0.189085453748703,0.3870126008987427,0.3054247498512268,0.9999998807907104,0.14731885492801666
supplies,0.167075514793396,0.1827099770307541,0.19541874527931213,0.31027752161026,0.21434471011161804,0.17127469182014465,0.30982208251953125,0.28379538655281067,0.4850451350212097,0.3587413430213928,0.4072088599205017,0.08799431473016739
.,0.3287222981452942,0.3168189823627472,0.3613996207714081,0.5934505462646484,0.206722229719162,0.23550152778625488,0.27897587418556213,0.4726039469242096,0.27541688084602356,0.588965117931366,0.26634910702705383,0.4130953550338745
