,what,individual,is,the,school,named,after,?
united,0.20036718249320984,0.19032660126686096,0.22408509254455566,0.34367692470550537,0.2464505136013031,0.15465673804283142,0.23208022117614746,0.17266890406608582
states,0.21526020765304565,0.2516733705997467,0.21939043700695038,0.3463578522205353,0.23234744369983673,0.15758274495601654,0.20801226794719696,0.16272737085819244
',0.3245812654495239,0.18021336197853088,0.5508411526679993,0.474788099527359,0.21672244369983673,0.2907311022281647,0.31325316429138184,0.330942302942276
oldest,0.12504005432128906,0.08836844563484192,0.3135911226272583,0.30836519598960876,0.17265115678310394,0.24068225920200348,0.2140282690525055,0.14864160120487213
institution,0.22293052077293396,0.2983054220676422,0.18623653054237366,0.2866198718547821,0.3556373119354248,0.16549454629421234,0.18752050399780273,0.18802334368228912
of,0.33290785551071167,0.3372420072555542,0.4854315221309662,0.733189046382904,0.2391800880432129,0.2820465862751007,0.3867455720901489,0.1826142966747284
higher,0.2538340389728546,0.2868216931819916,0.24683357775211334,0.3292480409145355,0.24293676018714905,0.10395511984825134,0.1495039165019989,0.15679465234279633
learning,0.29806870222091675,0.20699362456798553,0.19600103795528412,0.2504628002643585,0.3199729323387146,0.12807638943195343,0.18149636685848236,0.25810256600379944
",",0.3087472915649414,0.20963770151138306,0.4691906273365021,0.4933079481124878,0.27141863107681274,0.2530003488063812,0.38860568404197693,0.31091248989105225
and,0.31309178471565247,0.30311039090156555,0.3859752118587494,0.5171257257461548,0.2752758264541626,0.23097854852676392,0.3765919506549835,0.20544172823429108
the,0.42745697498321533,0.3706541955471039,0.5823672413825989,1.0,0.22953221201896667,0.3521348536014557,0.4565047025680542,0.22068053483963013
harvard,0.2177114188671112,0.1592215597629547,0.15387701988220215,0.24496200680732727,0.42520302534103394,0.15475016832351685,0.18180784583091736,0.11685016006231308
corporation,0.1715448498725891,0.24005869030952454,0.21436315774917603,0.26837587356567383,0.20388101041316986,0.13765065371990204,0.13892053067684174,0.13731837272644043
(,0.2411840260028839,0.14718104898929596,0.35393038392066956,0.33289089798927307,0.16600246727466583,0.19926521182060242,0.2132600098848343,0.40561532974243164
formally,0.19840256869792938,0.2024465799331665,0.29369625449180603,0.3323594629764557,0.18828661739826202,0.2684089243412018,0.3588090240955353,0.1371411830186844
",",0.3087472915649414,0.20963770151138306,0.4691906273365021,0.4933079481124878,0.27141863107681274,0.2530003488063812,0.38860568404197693,0.31091248989105225
the,0.42745697498321533,0.3706541955471039,0.5823672413825989,1.0,0.22953221201896667,0.3521348536014557,0.4565047025680542,0.22068053483963013
president,0.1870913952589035,0.09189503639936447,0.15443938970565796,0.24330610036849976,0.20749834179878235,0.15809892117977142,0.25286588072776794,0.14148259162902832
and,0.31309178471565247,0.30311039090156555,0.3859752118587494,0.5171257257461548,0.2752758264541626,0.23097854852676392,0.3765919506549835,0.20544172823429108
fellows,0.18219952285289764,0.1844976842403412,0.2000550478696823,0.24011863768100739,0.30941733717918396,0.20180638134479523,0.2263544201850891,0.18303275108337402
of,0.33290785551071167,0.3372420072555542,0.4854315221309662,0.733189046382904,0.2391800880432129,0.2820465862751007,0.3867455720901489,0.1826142966747284
harvard,0.2177114188671112,0.1592215597629547,0.15387701988220215,0.24496200680732727,0.42520302534103394,0.15475016832351685,0.18180784583091736,0.11685016006231308
college,0.20568516850471497,0.05438743904232979,0.15433147549629211,0.19751401245594025,0.569277286529541,0.22071997821331024,0.20544886589050293,0.11076676845550537
),0.26259949803352356,0.15757425129413605,0.37732169032096863,0.3456730246543884,0.18641386926174164,0.19075927138328552,0.24162524938583374,0.42300865054130554
is,0.28837618231773376,0.21069909632205963,1.0,0.5823672413825989,0.19488026201725006,0.28335005044937134,0.2835143506526947,0.22961433231830597
its,0.30393704771995544,0.2618340253829956,0.4447362422943115,0.559237003326416,0.17151296138763428,0.24614404141902924,0.29879069328308105,0.15103481709957123
first,0.28086137771606445,0.21261492371559143,0.30889374017715454,0.49448907375335693,0.17308905720710754,0.35798725485801697,0.42302387952804565,0.18701928853988647
chartered,0.10646602511405945,0.1514863520860672,0.15873117744922638,0.23650901019573212,0.30173060297966003,0.259547621011734,0.22619730234146118,0.09353633224964142
corporation,0.1715448498725891,0.24005869030952454,0.21436315774917603,0.26837587356567383,0.20388101041316986,0.13765065371990204,0.13892053067684174,0.13731837272644043
.,0.3567904531955719,0.26377516984939575,0.4569662809371948,0.5934505462646484,0.24214158952236176,0.24760639667510986,0.35870397090911865,0.4130953550338745
