,other,than,san,bernardino,",",what,is,the,name,of,the,other,city,that,maintains,the,districts,including,university,town,?
university,0.1804676055908203,0.1508307009935379,0.235455721616745,0.2744377851486206,0.3017033040523529,0.20256435871124268,0.20346471667289734,0.263973206281662,0.1568726748228073,0.30646374821662903,0.263973206281662,0.1804676055908203,0.38537919521331787,0.16441112756729126,0.17040471732616425,0.263973206281662,0.2290971875190735,0.22509735822677612,1.0,0.23689694702625275,0.11887256056070328
town,0.1374831199645996,0.08540691435337067,0.21097707748413086,0.23904888331890106,0.27598801255226135,0.19713185727596283,0.30097827315330505,0.2974243760108948,0.21468210220336914,0.26585668325424194,0.2974243760108948,0.1374831199645996,0.6289315819740295,0.1541035771369934,0.09100028872489929,0.2974243760108948,0.32651883363723755,0.12630081176757812,0.23689694702625275,1.0,0.09902279824018478
which,0.50507652759552,0.3974681496620178,0.190042182803154,0.20370326936244965,0.3658004403114319,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2972666025161743,0.5011631846427917,0.6521818041801453,0.50507652759552,0.22264601290225983,0.6894589066505432,0.32653695344924927,0.6521818041801453,0.22943581640720367,0.41826364398002625,0.17800195515155792,0.20332901179790497,0.25814583897590637
are,0.5932393670082092,0.39206281304359436,0.13921020925045013,0.17114126682281494,0.4062570035457611,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.40399202704429626,0.5932393670082092,0.19493703544139862,0.45265161991119385,0.2869236171245575,0.40399202704429626,0.26054954528808594,0.45025435090065,0.16609783470630646,0.18265709280967712,0.24591213464736938
in,0.39989137649536133,0.3270052373409271,0.2617562413215637,0.28734850883483887,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.39989137649536133,0.3911624252796173,0.435920387506485,0.21605880558490753,0.6662389636039734,0.26488247513771057,0.35857823491096497,0.3201795518398285,0.34975525736808777,0.20430970191955566
san,0.19091297686100006,0.12380602955818176,0.9999999403953552,0.5765351057052612,0.25561806559562683,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.14419548213481903,0.25237205624580383,0.2858080565929413,0.19091297686100006,0.32193511724472046,0.19199305772781372,0.10670089721679688,0.2858080565929413,0.09998460114002228,0.1761253923177719,0.235455721616745,0.21097707748413086,0.10952327400445938
bernardino,0.18902890384197235,0.1527048796415329,0.5765351057052612,1.0,0.3134419322013855,0.09213948994874954,0.2006608545780182,0.2722903788089752,0.12842392921447754,0.26093193888664246,0.2722903788089752,0.18902890384197235,0.33199381828308105,0.171150341629982,0.1769160032272339,0.2722903788089752,0.17501145601272583,0.21701614558696747,0.2744377851486206,0.23904888331890106,0.11443846672773361
and,0.5504306554794312,0.39361441135406494,0.23541347682476044,0.2651553452014923,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.5504306554794312,0.2827445864677429,0.4731321930885315,0.3021034300327301,0.5171257257461548,0.2542273700237274,0.5144438743591309,0.2665814459323883,0.2459200918674469,0.20544172823429108
downtown,0.16975097358226776,0.13280484080314636,0.27212876081466675,0.2855835556983948,0.2289871871471405,0.1348404437303543,0.21999821066856384,0.2602716088294983,0.09688074886798859,0.21455974876880646,0.2602716088294983,0.16975097358226776,0.45015019178390503,0.1801929473876953,0.18014657497406006,0.2602716088294983,0.32565128803253174,0.2036035805940628,0.24075117707252502,0.43066152930259705,0.15638743340969086
riverside,0.20750202238559723,0.1658421903848648,0.38028684258461,0.5291909575462341,0.3184468746185303,0.1112799271941185,0.19612395763397217,0.27102717757225037,0.15203066170215607,0.2871353030204773,0.27102717757225037,0.20750202238559723,0.41287899017333984,0.18075591325759888,0.2749793231487274,0.27102717757225037,0.2580276131629944,0.22547146677970886,0.43151989579200745,0.323681503534317,0.10042606294155121
.,0.41511186957359314,0.3594527542591095,0.24563752114772797,0.22549861669540405,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.41511186957359314,0.29856356978416443,0.4460422694683075,0.23767796158790588,0.5934505462646484,0.20579329133033752,0.32645219564437866,0.290679007768631,0.28254011273384094,0.4130953550338745
