,how,high,is,the,highest,point,in,warsaw,?
(,0.1676948219537735,0.20521607995033264,0.35393038392066956,0.33289089798927307,0.17115482687950134,0.21612024307250977,0.3087427020072937,0.1835584193468094,0.40561532974243164
452.8,-0.38005515933036804,-0.23076878488063812,-0.3125958740711212,-0.4220653176307678,-0.23569869995117188,-0.30407366156578064,-0.4107961654663086,-0.12735122442245483,-0.19034600257873535
ft,0.17820364236831665,0.2972373068332672,0.17731311917304993,0.16553674638271332,0.3524453639984131,0.23857516050338745,0.1763954907655716,0.14909812808036804,0.17776548862457275
),0.17939934134483337,0.18911464512348175,0.37732169032096863,0.3456730246543884,0.20505082607269287,0.2308495044708252,0.3326910734176636,0.19817118346691132,0.42300865054130554
–,0.13681066036224365,0.12529399991035461,0.1436920464038849,0.2607575058937073,0.16837017238140106,0.06042955070734024,0.23687128722667694,0.17540127038955688,0.2714554965496063
the,0.33890387415885925,0.28034812211990356,0.5823672413825989,1.0,0.36945265531539917,0.3084787130355835,0.6662389636039734,0.23137180507183075,0.22068053483963013
highest,0.09736836701631546,0.4382160007953644,0.27460670471191406,0.36945265531539917,1.0,0.34997108578681946,0.3400614559650421,0.09420224279165268,0.11527936160564423
point,0.21504828333854675,0.23869696259498596,0.29601794481277466,0.3084787130355835,0.34997108578681946,0.9999998807907104,0.24451331794261932,0.10687137395143509,0.19189560413360596
of,0.2480744868516922,0.2803038954734802,0.4854315221309662,0.733189046382904,0.3223685622215271,0.269877165555954,0.5696388483047485,0.19253842532634735,0.1826142966747284
warsaw,0.13025455176830292,0.1506984531879425,0.09741193056106567,0.23137180507183075,0.09420224279165268,0.10687137395143509,0.22642600536346436,1.0,0.09769917279481888
in,0.2601168751716614,0.2652597725391388,0.5394441485404968,0.6662389636039734,0.3400614559650421,0.24451331794261932,1.0,0.22642600536346436,0.20430970191955566
general,0.19638104736804962,0.1854226440191269,0.20144300162792206,0.28634732961654663,0.16025148332118988,0.1458640843629837,0.259066641330719,0.13967229425907135,0.1972234547138214
),0.17939934134483337,0.18911464512348175,0.37732169032096863,0.3456730246543884,0.20505082607269287,0.2308495044708252,0.3326910734176636,0.19817118346691132,0.42300865054130554
.,0.3287222981452942,0.24301011860370636,0.4569662809371948,0.5934505462646484,0.2254713773727417,0.26374325156211853,0.5591574311256409,0.26825499534606934,0.4130953550338745
,how,high,is,the,highest,point,in,warsaw,?
the,0.33890387415885925,0.28034812211990356,0.5823672413825989,1.0,0.36945265531539917,0.3084787130355835,0.6662389636039734,0.23137180507183075,0.22068053483963013
highest,0.09736836701631546,0.4382160007953644,0.27460670471191406,0.36945265531539917,1.0,0.34997108578681946,0.3400614559650421,0.09420224279165268,0.11527936160564423
point,0.21504828333854675,0.23869696259498596,0.29601794481277466,0.3084787130355835,0.34997108578681946,0.9999998807907104,0.24451331794261932,0.10687137395143509,0.19189560413360596
on,0.32655060291290283,0.20843200385570526,0.3635730445384979,0.5107308030128479,0.21068012714385986,0.24115808308124542,0.46853652596473694,0.19170401990413666,0.2714994251728058
the,0.33890387415885925,0.28034812211990356,0.5823672413825989,1.0,0.36945265531539917,0.3084787130355835,0.6662389636039734,0.23137180507183075,0.22068053483963013
left,0.186065211892128,0.12750686705112457,0.15889094769954681,0.33113980293273926,0.070073701441288,0.16136781871318817,0.21139952540397644,0.14178718626499176,0.13251960277557373
side,0.2033666968345642,0.1755419224500656,0.27624061703681946,0.37146830558776855,0.18094666302204132,0.3001534044742584,0.2626299262046814,0.18304002285003662,0.07831130921840668
of,0.2480744868516922,0.2803038954734802,0.4854315221309662,0.733189046382904,0.3223685622215271,0.269877165555954,0.5696388483047485,0.19253842532634735,0.1826142966747284
the,0.33890387415885925,0.28034812211990356,0.5823672413825989,1.0,0.36945265531539917,0.3084787130355835,0.6662389636039734,0.23137180507183075,0.22068053483963013
city,0.12024712562561035,0.19180640578269958,0.3186660706996918,0.35769423842430115,0.19284427165985107,0.1885368973016739,0.3911624252796173,0.25006377696990967,0.13423943519592285
lies,0.12851229310035706,0.1259702891111374,0.38107678294181824,0.3383781313896179,0.23833905160427094,0.30690982937812805,0.27506011724472046,0.11553283035755157,0.14148172736167908
at,0.2154216170310974,0.2874184250831604,0.25906258821487427,0.457212895154953,0.23256371915340424,0.3500237762928009,0.4374977946281433,0.20140162110328674,0.21978627145290375
a,0.29312583804130554,0.22865821421146393,0.658733606338501,0.5829201340675354,0.23707912862300873,0.2913021743297577,0.539380669593811,0.19591784477233887,0.23916715383529663
height,0.19309629499912262,0.2843286693096161,0.19831733405590057,0.2694929540157318,0.31455743312835693,0.26252225041389465,0.2059648334980011,0.11350557953119278,0.1599798947572708
of,0.2480744868516922,0.2803038954734802,0.4854315221309662,0.733189046382904,0.3223685622215271,0.269877165555954,0.5696388483047485,0.19253842532634735,0.1826142966747284
115.7,-0.015057179145514965,-0.030720235779881477,-0.010874590836465359,-0.06728239357471466,-0.10200507193803787,-0.19422847032546997,0.029220685362815857,0.036909088492393494,-0.08289177715778351
metres,0.13677051663398743,0.30920377373695374,0.2701532244682312,0.2668202519416809,0.3607739210128784,0.23149457573890686,0.22066503763198853,0.12217340618371964,0.11151815950870514
(,0.1676948219537735,0.20521607995033264,0.35393038392066956,0.33289089798927307,0.17115482687950134,0.21612024307250977,0.3087427020072937,0.1835584193468094,0.40561532974243164
379.6,-0.0003631136496551335,-0.09868612140417099,-0.07087057828903198,0.004663363099098206,-0.10159684717655182,-0.04881957918405533,-0.0048635839484632015,0.08121311664581299,-0.0012444221647456288
ft,0.17820364236831665,0.2972373068332672,0.17731311917304993,0.16553674638271332,0.3524453639984131,0.23857516050338745,0.1763954907655716,0.14909812808036804,0.17776548862457275
),0.17939934134483337,0.18911464512348175,0.37732169032096863,0.3456730246543884,0.20505082607269287,0.2308495044708252,0.3326910734176636,0.19817118346691132,0.42300865054130554
(,0.1676948219537735,0.20521607995033264,0.35393038392066956,0.33289089798927307,0.17115482687950134,0.21612024307250977,0.3087427020072937,0.1835584193468094,0.40561532974243164
``,-0.01591024175286293,-0.032595276832580566,0.058766357600688934,0.029072100296616554,0.0509631521999836,0.13949355483055115,0.04765888676047325,0.12440727651119232,0.0685480609536171
redutowa,0.24362069368362427,0.2847394049167633,0.222503200173378,0.29102325439453125,0.2180842161178589,0.2653372883796692,0.29707762598991394,0.33363035321235657,0.2880365550518036
'',-0.0029843549709767103,0.01435898058116436,0.0793738141655922,0.041273195296525955,-0.07397953420877457,0.0178954117000103,0.07432962208986282,-0.05188906192779541,0.018684765323996544
bus,0.14968723058700562,0.15636447072029114,0.15411488711833954,0.19768238067626953,0.09761233627796173,0.17352120578289032,0.19241473078727722,0.11618197709321976,0.10113320499658585
depot,0.09998250007629395,0.17358258366584778,0.13600373268127441,0.23514911532402039,0.139816552400589,0.22328238189220428,0.1812848597764969,0.2409363090991974,0.15750384330749512
",",0.22659391164779663,0.27938312292099,0.4691906273365021,0.4933079481124878,0.22094981372356415,0.28971099853515625,0.5201468467712402,0.25300899147987366,0.31091248989105225
district,0.051102448254823685,0.15377643704414368,0.2656395733356476,0.2690705955028534,0.1828593611717224,0.18174999952316284,0.30883273482322693,0.10380628705024719,0.06725285202264786
of,0.2480744868516922,0.2803038954734802,0.4854315221309662,0.733189046382904,0.3223685622215271,0.269877165555954,0.5696388483047485,0.19253842532634735,0.1826142966747284
wola,0.14839741587638855,0.12427861988544464,0.10735905915498734,0.2259206473827362,0.14219407737255096,0.15309689939022064,0.20126445591449738,0.43320903182029724,0.10884926468133926
),0.17939934134483337,0.18911464512348175,0.37732169032096863,0.3456730246543884,0.20505082607269287,0.2308495044708252,0.3326910734176636,0.19817118346691132,0.42300865054130554
",",0.22659391164779663,0.27938312292099,0.4691906273365021,0.4933079481124878,0.22094981372356415,0.28971099853515625,0.5201468467712402,0.25300899147987366,0.31091248989105225
on,0.32655060291290283,0.20843200385570526,0.3635730445384979,0.5107308030128479,0.21068012714385986,0.24115808308124542,0.46853652596473694,0.19170401990413666,0.2714994251728058
the,0.33890387415885925,0.28034812211990356,0.5823672413825989,1.0,0.36945265531539917,0.3084787130355835,0.6662389636039734,0.23137180507183075,0.22068053483963013
right,0.2883734107017517,0.15150314569473267,0.22718656063079834,0.33901116251945496,0.13871879875659943,0.25047731399536133,0.16096803545951843,0.11199203878641129,0.27135515213012695
side,0.2033666968345642,0.1755419224500656,0.27624061703681946,0.37146830558776855,0.18094666302204132,0.3001534044742584,0.2626299262046814,0.18304002285003662,0.07831130921840668
–,0.13681066036224365,0.12529399991035461,0.1436920464038849,0.2607575058937073,0.16837017238140106,0.06042955070734024,0.23687128722667694,0.17540127038955688,0.2714554965496063
122.1,0.08260136097669601,0.0234171524643898,0.10138953477144241,0.18864424526691437,0.07970907539129257,0.11773884296417236,0.07675758749246597,0.03821012005209923,0.15672409534454346
metres,0.13677051663398743,0.30920377373695374,0.2701532244682312,0.2668202519416809,0.3607739210128784,0.23149457573890686,0.22066503763198853,0.12217340618371964,0.11151815950870514
(,0.1676948219537735,0.20521607995033264,0.35393038392066956,0.33289089798927307,0.17115482687950134,0.21612024307250977,0.3087427020072937,0.1835584193468094,0.40561532974243164
400.6,-0.09575726091861725,-0.04091676324605942,-0.01595854014158249,0.02712377905845642,-0.050424955785274506,-0.054650768637657166,0.040840208530426025,0.07181882858276367,-0.02673208713531494
ft,0.17820364236831665,0.2972373068332672,0.17731311917304993,0.16553674638271332,0.3524453639984131,0.23857516050338745,0.1763954907655716,0.14909812808036804,0.17776548862457275
),0.17939934134483337,0.18911464512348175,0.37732169032096863,0.3456730246543884,0.20505082607269287,0.2308495044708252,0.3326910734176636,0.19817118346691132,0.42300865054130554
(,0.1676948219537735,0.20521607995033264,0.35393038392066956,0.33289089798927307,0.17115482687950134,0.21612024307250977,0.3087427020072937,0.1835584193468094,0.40561532974243164
``,-0.01591024175286293,-0.032595276832580566,0.058766357600688934,0.029072100296616554,0.0509631521999836,0.13949355483055115,0.04765888676047325,0.12440727651119232,0.0685480609536171
groszówka,0.08662176132202148,0.16324913501739502,0.23426778614521027,0.31652846932411194,0.2676050066947937,0.16059254109859467,0.32877591252326965,0.42251884937286377,0.17460937798023224
'',-0.0029843549709767103,0.01435898058116436,0.0793738141655922,0.041273195296525955,-0.07397953420877457,0.0178954117000103,0.07432962208986282,-0.05188906192779541,0.018684765323996544
estate,0.11690095067024231,0.14657141268253326,0.17018382251262665,0.23036383092403412,0.15180939435958862,0.14040914177894592,0.23365849256515503,0.21452480554580688,0.10328271985054016
",",0.22659391164779663,0.27938312292099,0.4691906273365021,0.4933079481124878,0.22094981372356415,0.28971099853515625,0.5201468467712402,0.25300899147987366,0.31091248989105225
district,0.051102448254823685,0.15377643704414368,0.2656395733356476,0.2690705955028534,0.1828593611717224,0.18174999952316284,0.30883273482322693,0.10380628705024719,0.06725285202264786
of,0.2480744868516922,0.2803038954734802,0.4854315221309662,0.733189046382904,0.3223685622215271,0.269877165555954,0.5696388483047485,0.19253842532634735,0.1826142966747284
wesoła,0.12623055279254913,0.2325911968946457,0.24888180196285248,0.31996971368789673,0.15166670083999634,0.14741049706935883,0.27791348099708557,0.3167268931865692,0.2836713194847107
",",0.22659391164779663,0.27938312292099,0.4691906273365021,0.4933079481124878,0.22094981372356415,0.28971099853515625,0.5201468467712402,0.25300899147987366,0.31091248989105225
by,0.34370526671409607,0.2159195840358734,0.3899846076965332,0.4408751428127289,0.18297813832759857,0.16723552346229553,0.370934396982193,0.15291538834571838,0.17966607213020325
the,0.33890387415885925,0.28034812211990356,0.5823672413825989,1.0,0.36945265531539917,0.3084787130355835,0.6662389636039734,0.23137180507183075,0.22068053483963013
eastern,0.08724340796470642,0.23392397165298462,0.2375388890504837,0.3928247392177582,0.2458479404449463,0.20309406518936157,0.3306356370449066,0.20966091752052307,0.20060817897319794
border,0.17563492059707642,0.14339660108089447,0.22676031291484833,0.2856229841709137,0.2329726219177246,0.24087511003017426,0.28533756732940674,0.16393494606018066,0.1706928312778473
),0.17939934134483337,0.18911464512348175,0.37732169032096863,0.3456730246543884,0.20505082607269287,0.2308495044708252,0.3326910734176636,0.19817118346691132,0.42300865054130554
.,0.3287222981452942,0.24301011860370636,0.4569662809371948,0.5934505462646484,0.2254713773727417,0.26374325156211853,0.5591574311256409,0.26825499534606934,0.4130953550338745
