,what,is,the,largest,medical,school,in,poland,?
poland,0.16095873713493347,0.13666775822639465,0.24871079623699188,0.1417662352323532,0.10565762966871262,0.12383820116519928,0.2887791395187378,0.9999999403953552,0.14259830117225647
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24602696299552917,0.26274144649505615,0.2752758264541626,0.4954058527946472,0.2642565965652466,0.20544172823429108
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.3001094460487366,0.14897610247135162,0.20067162811756134,0.4129433035850525,0.1761017143726349,0.2673267424106598
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.36650770902633667,0.2826511859893799,0.2391800880432129,0.5696388483047485,0.26632049679756165,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3757036626338959,0.2398311346769333,0.22953221201896667,0.6662389636039734,0.24871079623699188,0.22068053483963013
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.3954915702342987,0.19075526297092438,0.13605839014053345,0.41416558623313904,0.15508009493350983,0.2107497900724411
prestigious,0.11413072049617767,0.21526983380317688,0.2841964662075043,0.3236858546733856,0.25508174300193787,0.2915457785129547,0.2960125505924225,0.14792397618293762,0.050204768776893616
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.2597777843475342,0.27141863107681274,0.5201468467712402,0.2751549184322357,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3757036626338959,0.2398311346769333,0.22953221201896667,0.6662389636039734,0.24871079623699188,0.22068053483963013
national,0.16882304847240448,0.23413582146167755,0.32739606499671936,0.22149519622325897,0.18864630162715912,0.18873678147792816,0.28915393352508545,0.1673329472541809,0.15643028914928436
defence,0.1647643744945526,0.20456039905548096,0.2438012957572937,0.1270594447851181,0.20386801660060883,0.14959058165550232,0.21592919528484344,0.18723106384277344,0.13179711997509003
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.25739672780036926,0.3555335998535156,0.48676231503486633,0.3201795518398285,0.19247503578662872,0.11887256056070328
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.2597777843475342,0.27141863107681274,0.5201468467712402,0.2751549184322357,0.31091248989105225
highest,0.19637788832187653,0.27460670471191406,0.36945265531539917,0.34407147765159607,0.10399622470140457,0.1950104534626007,0.3400614559650421,0.11621519178152084,0.11527936160564423
military,0.18809624016284943,0.139249786734581,0.2290858030319214,0.1594930738210678,0.3105572462081909,0.17106835544109344,0.2402431070804596,0.2088790386915207,0.1890317052602768
academic,0.10352335125207901,0.19421102106571198,0.15387672185897827,0.12686534225940704,0.42030221223831177,0.34779801964759827,0.1914365142583847,0.15960735082626343,0.11011603474617004
institution,0.22293052077293396,0.18623653054237366,0.2866198718547821,0.2804420590400696,0.34774529933929443,0.3556373119354248,0.2544989287853241,0.1648034304380417,0.18802334368228912
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3017216920852661,0.25996583700180054,0.26157811284065247,1.0,0.2887791395187378,0.20430970191955566
poland,0.16095873713493347,0.13666775822639465,0.24871079623699188,0.1417662352323532,0.10565762966871262,0.12383820116519928,0.2887791395187378,0.9999999403953552,0.14259830117225647
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.2597777843475342,0.27141863107681274,0.5201468467712402,0.2751549184322357,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3757036626338959,0.2398311346769333,0.22953221201896667,0.6662389636039734,0.24871079623699188,0.22068053483963013
fryderyk,0.19737893342971802,0.2425594925880432,0.2538815140724182,0.19216926395893097,0.15249578654766083,0.25260505080223083,0.2804294526576996,0.3153146505355835,0.22764569520950317
chopin,0.15598981082439423,0.13548944890499115,0.1946633756160736,0.09884708374738693,0.1481143832206726,0.16897155344486237,0.2448127418756485,0.31654834747314453,0.14239183068275452
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.25739672780036926,0.3555335998535156,0.48676231503486633,0.3201795518398285,0.19247503578662872,0.11887256056070328
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.36650770902633667,0.2826511859893799,0.2391800880432129,0.5696388483047485,0.26632049679756165,0.1826142966747284
music,0.23070453107357025,0.17702555656433105,0.2714049816131592,0.13560092449188232,0.23932696878910065,0.22483199834823608,0.22969312965869904,0.173066183924675,0.18264494836330414
the,0.42745697498321533,0.5823672413825989,1.0,0.3757036626338959,0.2398311346769333,0.22953221201896667,0.6662389636039734,0.24871079623699188,0.22068053483963013
oldest,0.12504005432128906,0.3135911226272583,0.30836519598960876,0.47138267755508423,0.13411293923854828,0.17265115678310394,0.33251360058784485,0.1264549046754837,0.14864160120487213
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24602696299552917,0.26274144649505615,0.2752758264541626,0.4954058527946472,0.2642565965652466,0.20544172823429108
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.9999999403953552,0.13539615273475647,0.11632684618234634,0.3017216920852661,0.1417662352323532,0.12401245534420013
music,0.23070453107357025,0.17702555656433105,0.2714049816131592,0.13560092449188232,0.23932696878910065,0.22483199834823608,0.22969312965869904,0.173066183924675,0.18264494836330414
school,0.18774057924747467,0.19488026201725006,0.22953221201896667,0.11632684618234634,0.2893049716949463,1.0,0.26157811284065247,0.12383820116519928,0.15091250836849213
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3017216920852661,0.25996583700180054,0.26157811284065247,1.0,0.2887791395187378,0.20430970191955566
poland,0.16095873713493347,0.13666775822639465,0.24871079623699188,0.1417662352323532,0.10565762966871262,0.12383820116519928,0.2887791395187378,0.9999999403953552,0.14259830117225647
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.2597777843475342,0.27141863107681274,0.5201468467712402,0.2751549184322357,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24602696299552917,0.26274144649505615,0.2752758264541626,0.4954058527946472,0.2642565965652466,0.20544172823429108
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.3001094460487366,0.14897610247135162,0.20067162811756134,0.4129433035850525,0.1761017143726349,0.2673267424106598
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.36650770902633667,0.2826511859893799,0.2391800880432129,0.5696388483047485,0.26632049679756165,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3757036626338959,0.2398311346769333,0.22953221201896667,0.6662389636039734,0.24871079623699188,0.22068053483963013
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.9999999403953552,0.13539615273475647,0.11632684618234634,0.3017216920852661,0.1417662352323532,0.12401245534420013
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3017216920852661,0.25996583700180054,0.26157811284065247,1.0,0.2887791395187378,0.20430970191955566
europe,0.17179538309574127,0.20961034297943115,0.34463706612586975,0.2597532272338867,0.09360122680664062,0.07671187818050385,0.33061710000038147,0.40554195642471313,0.18278923630714417
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.2597777843475342,0.27141863107681274,0.5201468467712402,0.2751549184322357,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3757036626338959,0.2398311346769333,0.22953221201896667,0.6662389636039734,0.24871079623699188,0.22068053483963013
warsaw,0.10373849421739578,0.09741193056106567,0.23137180507183075,0.15168581902980804,0.13723812997341156,0.20320187509059906,0.22642600536346436,0.6352760195732117,0.09769917279481888
school,0.18774057924747467,0.19488026201725006,0.22953221201896667,0.11632684618234634,0.2893049716949463,1.0,0.26157811284065247,0.12383820116519928,0.15091250836849213
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.36650770902633667,0.2826511859893799,0.2391800880432129,0.5696388483047485,0.26632049679756165,0.1826142966747284
economics,0.21107932925224304,0.19443869590759277,0.17465341091156006,0.17444635927677155,0.2998136281967163,0.29864802956581116,0.19117838144302368,0.22345809638500214,0.15849412977695465
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.2597777843475342,0.27141863107681274,0.5201468467712402,0.2751549184322357,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3757036626338959,0.2398311346769333,0.22953221201896667,0.6662389636039734,0.24871079623699188,0.22068053483963013
oldest,0.12504005432128906,0.3135911226272583,0.30836519598960876,0.47138267755508423,0.13411293923854828,0.17265115678310394,0.33251360058784485,0.1264549046754837,0.14864160120487213
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24602696299552917,0.26274144649505615,0.2752758264541626,0.4954058527946472,0.2642565965652466,0.20544172823429108
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.3954915702342987,0.19075526297092438,0.13605839014053345,0.41416558623313904,0.15508009493350983,0.2107497900724411
renowned,0.030006814748048782,0.20744624733924866,0.21293851733207703,0.1949605792760849,0.20299974083900452,0.2763310372829437,0.24497079849243164,0.10855340957641602,0.08647420257329941
economic,0.18082544207572937,0.21102669835090637,0.282455176115036,0.2520320415496826,0.2260434329509735,0.1459326446056366,0.22027181088924408,0.24281823635101318,0.1206481084227562
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.25739672780036926,0.3555335998535156,0.48676231503486633,0.3201795518398285,0.19247503578662872,0.11887256056070328
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3017216920852661,0.25996583700180054,0.26157811284065247,1.0,0.2887791395187378,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3757036626338959,0.2398311346769333,0.22953221201896667,0.6662389636039734,0.24871079623699188,0.22068053483963013
country,0.22705033421516418,0.24409033358097076,0.30432501435279846,0.20205822587013245,0.12186465412378311,0.18223369121551514,0.3040012717247009,0.2631857395172119,0.12647280097007751
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.2597777843475342,0.27141863107681274,0.5201468467712402,0.2751549184322357,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24602696299552917,0.26274144649505615,0.2752758264541626,0.4954058527946472,0.2642565965652466,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3757036626338959,0.2398311346769333,0.22953221201896667,0.6662389636039734,0.24871079623699188,0.22068053483963013
warsaw,0.10373849421739578,0.09741193056106567,0.23137180507183075,0.15168581902980804,0.13723812997341156,0.20320187509059906,0.22642600536346436,0.6352760195732117,0.09769917279481888
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.25739672780036926,0.3555335998535156,0.48676231503486633,0.3201795518398285,0.19247503578662872,0.11887256056070328
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.36650770902633667,0.2826511859893799,0.2391800880432129,0.5696388483047485,0.26632049679756165,0.1826142966747284
life,0.24693015217781067,0.2110576033592224,0.23528170585632324,0.08992718160152435,0.21726839244365692,0.14378148317337036,0.27054134011268616,0.13256235420703888,0.21677987277507782
sciences,0.19191189110279083,0.2507065534591675,0.2625935673713684,0.19286295771598816,0.3991547226905823,0.3280482292175293,0.28206580877304077,0.19167008996009827,0.15002119541168213
the,0.42745697498321533,0.5823672413825989,1.0,0.3757036626338959,0.2398311346769333,0.22953221201896667,0.6662389636039734,0.24871079623699188,0.22068053483963013
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.9999999403953552,0.13539615273475647,0.11632684618234634,0.3017216920852661,0.1417662352323532,0.12401245534420013
agricultural,0.17047324776649475,0.20706014335155487,0.2716485559940338,0.2461795210838318,0.3202891945838928,0.23649702966213226,0.2751860022544861,0.13498833775520325,0.0713675245642662
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.25739672780036926,0.3555335998535156,0.48676231503486633,0.3201795518398285,0.19247503578662872,0.11887256056070328
founded,0.1163782924413681,0.21368175745010376,0.2840350568294525,0.37851324677467346,0.19886581599712372,0.2565459609031677,0.24877111613750458,0.11020882427692413,0.09119737893342972
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3017216920852661,0.25996583700180054,0.26157811284065247,1.0,0.2887791395187378,0.20430970191955566
1818,0.0012335313949733973,-0.01948223076760769,0.04804527759552002,0.0779811292886734,-0.12550678849220276,-0.09275494515895844,0.05711894482374191,0.06239907816052437,-0.00923982821404934
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18871670961380005,0.21294285356998444,0.24214158952236176,0.5591574311256409,0.2872875928878784,0.4130953550338745
