,the,rate,of,clearing,of,forest,from,2000,to,2005,was,how,many,square,miles,per,year,?
"22,392",0.08650023490190506,0.12912258505821228,0.13707877695560455,0.12229441851377487,0.13707877695560455,0.08521424978971481,0.006152787245810032,-0.09272993355989456,0.013921543024480343,-0.08248752355575562,0.07217539846897125,0.056300751864910126,-0.009332365356385708,0.1839875429868698,0.009601138532161713,0.056590598076581955,0.059828996658325195,-0.03852897137403488
km2,0.2664898931980133,0.20364713668823242,0.23789449036121368,0.2621172368526459,0.23789449036121368,0.16311080753803253,0.22220323979854584,-0.4200941026210785,0.307233065366745,0.01661255583167076,0.1547725945711136,0.22562161087989807,0.18448369204998016,0.321200430393219,0.5521893501281738,0.27255791425704956,0.12794367969036102,0.20544767379760742
or,0.4174870550632477,0.24512438476085663,0.3792596757411957,0.3142154812812805,0.3792596757411957,0.1675052046775818,0.31242018938064575,-0.13524854183197021,0.38921234011650085,-0.05955493822693825,0.2330796718597412,0.3378981947898865,0.36905089020729065,0.21422207355499268,0.12927231192588806,0.2710694968700409,0.21137036383152008,0.32389625906944275
"8,646",0.02760504186153412,-0.1173216849565506,0.08004692196846008,-0.052345965057611465,0.08004692196846008,0.09001138061285019,0.021775763481855392,0.017774075269699097,-0.11879492551088333,0.011467201635241508,0.0714535042643547,-0.2547248601913452,-0.1300635188817978,0.06539208441972733,0.10564355552196503,-0.09299173206090927,-0.03901418298482895,-0.09392557293176651
sq,0.18837253749370575,0.20803159475326538,0.21430401504039764,0.21531066298484802,0.21430401504039764,0.2114356905221939,0.1261204332113266,-0.23384569585323334,0.14045479893684387,-0.032640792429447174,0.15623687207698822,0.10252654552459717,0.09845415502786636,0.4999557435512543,0.41555678844451904,0.30128514766693115,0.10770688951015472,0.18786261975765228
mi,0.12998802959918976,0.09024152159690857,0.13784633576869965,0.14206069707870483,0.13784633576869965,0.1417740136384964,0.19696539640426636,-0.17998778820037842,0.14668497443199158,0.0009453779784962535,0.1437223106622696,0.0639447420835495,0.09143856912851334,0.3216154873371124,0.47612544894218445,0.1733943670988083,0.14241847395896912,0.10264865309000015
per,0.21691934764385223,0.4295838177204132,0.17468707263469696,0.2439824342727661,0.17468707263469696,0.072120800614357,0.2311413735151291,-0.11655692011117935,0.2519395351409912,0.017481958493590355,0.12717042863368988,0.2243444174528122,0.16423305869102478,0.31627538800239563,0.2744808495044708,0.9999999403953552,0.25943896174430847,0.22323818504810333
year,0.3609684407711029,0.20382341742515564,0.2578314542770386,0.14935792982578278,0.2578314542770386,0.207904651761055,0.2101740688085556,0.00622312817722559,0.23523004353046417,0.13351094722747803,0.3209837079048157,0.19631797075271606,0.21933086216449738,0.20679500699043274,0.21751753985881805,0.25943896174430847,1.0,0.18315006792545319
),0.3456730246543884,0.1473083794116974,0.3680361211299896,0.218583345413208,0.3680361211299896,0.15610210597515106,0.2672361731529236,-0.001137865474447608,0.31236231327056885,0.12896914780139923,0.3267642855644226,0.17939934134483337,0.16602720320224762,0.1760134994983673,0.203369602560997,0.327212929725647,0.24282371997833252,0.42300865054130554
was,0.48711544275283813,0.16712123155593872,0.4069072902202606,0.14925514161586761,0.4069072902202606,0.144582599401474,0.31171464920043945,0.06843073666095734,0.3636345863342285,0.11356307566165924,1.0000001192092896,0.16678167879581451,0.260356068611145,0.17827357351779938,0.1818082183599472,0.12717042863368988,0.3209837079048157,0.18412111699581146
18,-0.07796193659305573,-0.06674210727214813,-0.09725122153759003,-0.03561826050281525,-0.09725122153759003,-0.012354097329080105,0.020899292081594467,0.06161685287952423,-0.17942632734775543,0.06459368765354156,-0.1265212595462799,-0.03501921147108078,-0.0017783388029783964,-0.053455062210559845,-0.04728996008634567,-0.02513589709997177,-0.00789614487439394,-0.04919438064098358
%,0.21490740776062012,0.330258846282959,0.19953428208827972,0.22403348982334137,0.19953428208827972,0.18021099269390106,0.21054168045520782,-0.165690615773201,0.18513022363185883,0.056141793727874756,0.11743833869695663,0.1237400695681572,0.24948352575302124,0.13995666801929474,0.21333271265029907,0.25643613934516907,0.12068747729063034,0.21441808342933655
higher,0.3292480409145355,0.3718094527721405,0.3096220791339874,0.2346353530883789,0.3096220791339874,0.22950562834739685,0.2177213728427887,-0.10036751627922058,0.3279348313808441,-0.05040259659290314,0.12998951971530914,0.2273179441690445,0.27532872557640076,0.17511524260044098,0.1630879044532776,0.21469023823738098,0.20488835871219635,0.15679465234279633
than,0.3227543234825134,0.2922893166542053,0.33036211133003235,0.24351780116558075,0.33036211133003235,0.11678153276443481,0.2633618414402008,-0.13509371876716614,0.3192550539970398,0.017162906005978584,0.1872616857290268,0.29763275384902954,0.39069414138793945,0.19550037384033203,0.21844041347503662,0.27741798758506775,0.25389936566352844,0.24917294085025787
in,0.6662389636039734,0.24951417744159698,0.5696388483047485,0.26230454444885254,0.5696388483047485,0.24136987328529358,0.4274188280105591,-0.0435720756649971,0.45010748505592346,0.009931974112987518,0.45514053106307983,0.2601168751716614,0.41474202275276184,0.2193731665611267,0.22700901329517365,0.1975519210100174,0.3359307050704956,0.20430970191955566
the,1.0,0.24881242215633392,0.733189046382904,0.2857891321182251,0.733189046382904,0.24134553968906403,0.40150508284568787,-0.015081177465617657,0.535392165184021,0.037273142486810684,0.48711544275283813,0.33890387415885925,0.4335206151008606,0.2809545397758484,0.25706055760383606,0.21691934764385223,0.3609684407711029,0.22068053483963013
previous,0.34706559777259827,0.160663902759552,0.2892087996006012,0.2644336223602295,0.2892087996006012,0.14724597334861755,0.22884297370910645,-0.00679335230961442,0.26198142766952515,0.05103296786546707,0.2747909128665924,0.22081239521503448,0.26836830377578735,0.08566668629646301,0.12104430049657822,0.2568725049495697,0.2990727424621582,0.16724538803100586
five,0.41977158188819885,0.18346260488033295,0.3980514109134674,0.12292427569627762,0.3980514109134674,0.20496730506420135,0.24532808363437653,0.009376776404678822,0.29041585326194763,0.027762258425354958,0.310379296541214,0.20553050935268402,0.41084155440330505,0.19144004583358765,0.2511378824710846,0.15264397859573364,0.33582794666290283,0.18342848122119904
years,0.2912273406982422,0.17943236231803894,0.2904134690761566,0.2083846479654312,0.2904134690761566,0.1882089525461197,0.31063511967658997,-0.03743647038936615,0.23891852796077728,0.12364557385444641,0.35855233669281006,0.21949264407157898,0.2731519937515259,0.11279629915952682,0.2648504078388214,0.14107413589954376,0.5195499062538147,0.1914375126361847
(,0.33289089798927307,0.14072664082050323,0.35032153129577637,0.21509940922260284,0.35032153129577637,0.1459040343761444,0.25806233286857605,-0.01192599069327116,0.30882009863853455,0.11327322572469711,0.2980341613292694,0.1676948219537735,0.1455259770154953,0.16847030818462372,0.17103469371795654,0.3121034801006317,0.2556702494621277,0.40561532974243164
"19,018",0.1404278427362442,0.08551596105098724,0.13407443463802338,0.1673121303319931,0.13407443463802338,0.3503558933734894,0.07537626475095749,-0.1676885485649109,0.12466631084680557,-0.05543806031346321,0.005329018924385309,0.05887392908334732,0.154229074716568,0.07132046669721603,0.20829743146896362,0.034207530319690704,0.06832960247993469,-0.02285492792725563
km2,0.2664898931980133,0.20364713668823242,0.23789449036121368,0.2621172368526459,0.23789449036121368,0.16311080753803253,0.22220323979854584,-0.4200941026210785,0.307233065366745,0.01661255583167076,0.1547725945711136,0.22562161087989807,0.18448369204998016,0.321200430393219,0.5521893501281738,0.27255791425704956,0.12794367969036102,0.20544767379760742
or,0.4174870550632477,0.24512438476085663,0.3792596757411957,0.3142154812812805,0.3792596757411957,0.1675052046775818,0.31242018938064575,-0.13524854183197021,0.38921234011650085,-0.05955493822693825,0.2330796718597412,0.3378981947898865,0.36905089020729065,0.21422207355499268,0.12927231192588806,0.2710694968700409,0.21137036383152008,0.32389625906944275
"7,343",0.08956886827945709,-0.07888364046812057,0.052676837891340256,0.024417687207460403,0.052676837891340256,0.07253550738096237,0.047196269035339355,0.01055945549160242,-0.060089316219091415,0.16673576831817627,0.180653914809227,-0.08581061661243439,0.08773817121982574,0.0252242311835289,0.04134650155901909,-0.06696402281522751,0.07772110402584076,-0.02372165583074093
sq,0.18837253749370575,0.20803159475326538,0.21430401504039764,0.21531066298484802,0.21430401504039764,0.2114356905221939,0.1261204332113266,-0.23384569585323334,0.14045479893684387,-0.032640792429447174,0.15623687207698822,0.10252654552459717,0.09845415502786636,0.4999557435512543,0.41555678844451904,0.30128514766693115,0.10770688951015472,0.18786261975765228
mi,0.12998802959918976,0.09024152159690857,0.13784633576869965,0.14206069707870483,0.13784633576869965,0.1417740136384964,0.19696539640426636,-0.17998778820037842,0.14668497443199158,0.0009453779784962535,0.1437223106622696,0.0639447420835495,0.09143856912851334,0.3216154873371124,0.47612544894218445,0.1733943670988083,0.14241847395896912,0.10264865309000015
per,0.21691934764385223,0.4295838177204132,0.17468707263469696,0.2439824342727661,0.17468707263469696,0.072120800614357,0.2311413735151291,-0.11655692011117935,0.2519395351409912,0.017481958493590355,0.12717042863368988,0.2243444174528122,0.16423305869102478,0.31627538800239563,0.2744808495044708,0.9999999403953552,0.25943896174430847,0.22323818504810333
year,0.3609684407711029,0.20382341742515564,0.2578314542770386,0.14935792982578278,0.2578314542770386,0.207904651761055,0.2101740688085556,0.00622312817722559,0.23523004353046417,0.13351094722747803,0.3209837079048157,0.19631797075271606,0.21933086216449738,0.20679500699043274,0.21751753985881805,0.25943896174430847,1.0,0.18315006792545319
),0.3456730246543884,0.1473083794116974,0.3680361211299896,0.218583345413208,0.3680361211299896,0.15610210597515106,0.2672361731529236,-0.001137865474447608,0.31236231327056885,0.12896914780139923,0.3267642855644226,0.17939934134483337,0.16602720320224762,0.1760134994983673,0.203369602560997,0.327212929725647,0.24282371997833252,0.42300865054130554
.,0.5934505462646484,0.2418757975101471,0.5352458953857422,0.27382126450538635,0.5352458953857422,0.2418428510427475,0.41536515951156616,-0.03837863355875015,0.4645031690597534,0.0678042471408844,0.40146201848983765,0.3287222981452942,0.3974229395389557,0.2698345184326172,0.23885086178779602,0.2729434370994568,0.32538118958473206,0.4130953550338745
