,along,with,canada,and,the,united,kingdom,",",what,country,generally,does,n't,refer,to,universities,as,private,schools,?
australia,0.15838181972503662,0.1884058564901352,0.5021003484725952,0.2804507613182068,0.26828548312187195,0.40055808424949646,0.3808070421218872,0.22314006090164185,0.1913539320230484,0.33911964297294617,0.23895102739334106,0.16011479496955872,0.012772046029567719,0.08268333226442337,0.24799345433712006,0.17056429386138916,0.21074992418289185,0.13699065148830414,0.2057906836271286,0.15702682733535767
and,0.4213258922100067,0.5477725267410278,0.24275894463062286,1.0,0.5171257257461548,0.28213179111480713,0.3048160970211029,0.6633074283599854,0.31309178471565247,0.30884742736816406,0.4087323546409607,0.3461615741252899,-0.0602874718606472,0.22076335549354553,0.48971283435821533,0.3038506805896759,0.49487000703811646,0.2557651102542877,0.29319998621940613,0.20544172823429108
canada,0.16361084580421448,0.224907785654068,0.9999999403953552,0.24275894463062286,0.2934837341308594,0.4637351334095001,0.3862634599208832,0.2656905949115753,0.19760756194591522,0.2955394685268402,0.20653779804706573,0.16755184531211853,0.002629077062010765,0.15151262283325195,0.21444441378116608,0.2130313366651535,0.17753809690475464,0.14435313642024994,0.20255154371261597,0.15722735226154327
",",0.29824912548065186,0.4120737314224243,0.2656905949115753,0.6633074283599854,0.4933079481124878,0.3053959608078003,0.2585166394710541,1.0000001192092896,0.3087472915649414,0.27878350019454956,0.29679131507873535,0.28617382049560547,0.11016341298818588,0.24546024203300476,0.44245919585227966,0.2774002254009247,0.48816442489624023,0.1899166703224182,0.2760516405105591,0.31091248989105225
the,0.39495137333869934,0.4223487675189972,0.2934837341308594,0.5171257257461548,1.0,0.34367692470550537,0.3143408000469208,0.4933079481124878,0.42745697498321533,0.30432501435279846,0.41466525197029114,0.35928019881248474,-0.11449059844017029,0.22268381714820862,0.535392165184021,0.2619408071041107,0.48381632566452026,0.18291357159614563,0.22905772924423218,0.22068053483963013
use,0.16399286687374115,0.3356984257698059,0.18599027395248413,0.34145063161849976,0.34342584013938904,0.21465958654880524,0.17247320711612701,0.3276674151420593,0.3453877568244934,0.21032948791980743,0.45139849185943604,0.39963871240615845,-0.13048261404037476,0.33150577545166016,0.47261837124824524,0.18278881907463074,0.3453201949596405,0.1745358109474182,0.19641605019569397,0.32795652747154236
of,0.34889817237854004,0.41827285289764404,0.24765145778656006,0.5116966962814331,0.733189046382904,0.3187655806541443,0.3218171298503876,0.4946078956127167,0.33290785551071167,0.28866857290267944,0.3127037584781647,0.3119818866252899,-0.021397603675723076,0.2576347291469574,0.41548454761505127,0.29948264360427856,0.3886612355709076,0.18706899881362915,0.265506386756897,0.1826142966747284
the,0.39495137333869934,0.4223487675189972,0.2934837341308594,0.5171257257461548,1.0,0.34367692470550537,0.3143408000469208,0.4933079481124878,0.42745697498321533,0.30432501435279846,0.41466525197029114,0.35928019881248474,-0.11449059844017029,0.22268381714820862,0.535392165184021,0.2619408071041107,0.48381632566452026,0.18291357159614563,0.22905772924423218,0.22068053483963013
term,0.05733054503798485,0.18053050339221954,0.16199220716953278,0.22272127866744995,0.2740369141101837,0.24403692781925201,0.18760238587856293,0.21599270403385162,0.25282326340675354,0.213531032204628,0.3898155987262726,0.2538062334060669,0.05871300771832466,0.4355846345424652,0.3310292959213257,0.15805386006832123,0.3224089443683624,0.08691766113042831,0.1905326247215271,0.1901002675294876
is,0.23571021854877472,0.3250955045223236,0.20416449010372162,0.3859752118587494,0.5823672413825989,0.22408509254455566,0.1914215236902237,0.4691906273365021,0.28837618231773376,0.24409033358097076,0.4094115197658539,0.4403602182865143,0.028099019080400467,0.32020241022109985,0.42745086550712585,0.2421088069677353,0.43216490745544434,0.1420905888080597,0.2022145688533783,0.22961433231830597
generally,0.24098333716392517,0.33641812205314636,0.20653779804706573,0.4087323546409607,0.41466525197029114,0.22917670011520386,0.20532739162445068,0.29679131507873535,0.40614598989486694,0.19925323128700256,1.0,0.38465455174446106,-0.06840332597494125,0.28359225392341614,0.3871513605117798,0.24061186611652374,0.3970455825328827,0.20470187067985535,0.3060886263847351,0.23411904275417328
restricted,0.22316859662532806,0.2605280876159668,0.2719545066356659,0.2481634020805359,0.26228615641593933,0.21810342371463776,0.15498337149620056,0.25637534260749817,0.24043217301368713,0.18173624575138092,0.41835418343544006,0.2751275897026062,-0.09530884027481079,0.22068506479263306,0.27904990315437317,0.16284452378749847,0.2518855333328247,0.20073743164539337,0.2523973286151886,0.16540619730949402
to,0.2976071536540985,0.4239959120750427,0.21444441378116608,0.48971283435821533,0.535392165184021,0.2715383470058441,0.19473806023597717,0.44245919585227966,0.455847829580307,0.31281599402427673,0.3871513605117798,0.4391997456550598,-0.14541994035243988,0.24100381135940552,1.0,0.2433011382818222,0.42092081904411316,0.18892748653888702,0.2362271547317505,0.29463258385658264
primary,0.1902143508195877,0.16595536470413208,0.10647417604923248,0.2539214491844177,0.25688621401786804,0.20348690450191498,0.1451505869626999,0.2565748989582062,0.2113915979862213,0.13026626408100128,0.24302303791046143,0.24340936541557312,0.04413369670510292,0.16549274325370789,0.27388349175453186,0.2055896520614624,0.2169201374053955,0.23401464521884918,0.38384848833084106,0.16286636888980865
and,0.4213258922100067,0.5477725267410278,0.24275894463062286,1.0,0.5171257257461548,0.28213179111480713,0.3048160970211029,0.6633074283599854,0.31309178471565247,0.30884742736816406,0.4087323546409607,0.3461615741252899,-0.0602874718606472,0.22076335549354553,0.48971283435821533,0.3038506805896759,0.49487000703811646,0.2557651102542877,0.29319998621940613,0.20544172823429108
secondary,0.20302525162696838,0.21208807826042175,0.18918727338314056,0.25317713618278503,0.21037471294403076,0.15219005942344666,0.21069826185703278,0.2158004194498062,0.20388361811637878,0.11408454179763794,0.2920841574668884,0.24464774131774902,0.07769326865673065,0.19340789318084717,0.27947136759757996,0.2949308753013611,0.2349337488412857,0.2717200517654419,0.4608161151409149,0.18118004500865936
educational,0.11104705184698105,0.12280987948179245,0.2410534769296646,0.34227511286735535,0.22737358510494232,0.31549158692359924,0.23495401442050934,0.27889060974121094,0.2158561795949936,0.22722062468528748,0.25001704692840576,0.22483910620212555,0.14893215894699097,0.12120062857866287,0.28994840383529663,0.5253928303718567,0.2641761302947998,0.3499286472797394,0.5674533247947693,0.20904642343521118
levels,0.18540775775909424,0.21957921981811523,0.101507768034935,0.2956688106060028,0.286034494638443,0.1355568915605545,0.12574462592601776,0.2284579873085022,0.21641245484352112,0.13239769637584686,0.3425827920436859,0.24911271035671234,-0.09773667901754379,0.07915426045656204,0.29053324460983276,0.2252088040113449,0.24056120216846466,0.11548849195241928,0.2867223918437958,0.1541307419538498
;,0.04494662955403328,0.12944702804088593,0.0661800280213356,0.08403264731168747,0.09152708947658539,0.03651554137468338,0.04305705800652504,0.04938793554902077,0.10986888408660889,0.05315014719963074,0.07789387553930283,0.0650511160492897,0.01979796029627323,0.012419023551046848,0.0979827418923378,0.020469672977924347,0.05586666986346245,0.07344416528940201,0.006539041642099619,0.10349778085947037
it,0.23895776271820068,0.3369046747684479,0.2577703893184662,0.40957894921302795,0.6251175999641418,0.28033962845802307,0.24434693157672882,0.48329564929008484,0.45803478360176086,0.2677888870239258,0.43426820635795593,0.34188351035118103,-0.08058576285839081,0.24803145229816437,0.513711154460907,0.23677049577236176,0.4461488723754883,0.17335385084152222,0.25572529435157776,0.25732165575027466
is,0.23571021854877472,0.3250955045223236,0.20416449010372162,0.3859752118587494,0.5823672413825989,0.22408509254455566,0.1914215236902237,0.4691906273365021,0.28837618231773376,0.24409033358097076,0.4094115197658539,0.4403602182865143,0.028099019080400467,0.32020241022109985,0.42745086550712585,0.2421088069677353,0.43216490745544434,0.1420905888080597,0.2022145688533783,0.22961433231830597
almost,0.2404780238866806,0.3421899080276489,0.16466382145881653,0.36736544966697693,0.3341992199420929,0.17757585644721985,0.1325811743736267,0.3425607979297638,0.2467888444662094,0.18629899621009827,0.3578609228134155,0.28108128905296326,-0.01572706177830696,0.10450838506221771,0.2893180847167969,0.1562831997871399,0.3135391175746918,0.1575903296470642,0.22996310889720917,0.1372147500514984
never,0.1694078892469406,0.30927345156669617,0.1610533893108368,0.31667500734329224,0.31617826223373413,0.21060803532600403,0.1762041449546814,0.25679776072502136,0.42662814259529114,0.23124299943447113,0.3313884437084198,0.3468096852302551,-0.0744149461388588,0.11830606311559677,0.386821448802948,0.1403471678495407,0.33632391691207886,0.1439388394355774,0.1592167317867279,0.24137508869171143
used,0.1619422286748886,0.3047430217266083,0.2023804783821106,0.3150506615638733,0.3718377649784088,0.2768322229385376,0.22746342420578003,0.3120402991771698,0.27546408772468567,0.23837611079216003,0.4070849120616913,0.3498048484325409,-0.08415639400482178,0.45630067586898804,0.40058770775794983,0.1780625283718109,0.35160550475120544,0.18543760478496552,0.2245682328939438,0.22430120408535004
of,0.34889817237854004,0.41827285289764404,0.24765145778656006,0.5116966962814331,0.733189046382904,0.3187655806541443,0.3218171298503876,0.4946078956127167,0.33290785551071167,0.28866857290267944,0.3127037584781647,0.3119818866252899,-0.021397603675723076,0.2576347291469574,0.41548454761505127,0.29948264360427856,0.3886612355709076,0.18706899881362915,0.265506386756897,0.1826142966747284
universities,0.16573545336723328,0.178697869181633,0.2130313366651535,0.3038506805896759,0.2619408071041107,0.3177574872970581,0.20758217573165894,0.2774002254009247,0.1630716770887375,0.28451210260391235,0.24061186611652374,0.17723217606544495,0.017364878207445145,0.15387476980686188,0.2433011382818222,0.9999999403953552,0.2182735651731491,0.3659079670906067,0.5587410926818848,0.16836881637573242
and,0.4213258922100067,0.5477725267410278,0.24275894463062286,1.0,0.5171257257461548,0.28213179111480713,0.3048160970211029,0.6633074283599854,0.31309178471565247,0.30884742736816406,0.4087323546409607,0.3461615741252899,-0.0602874718606472,0.22076335549354553,0.48971283435821533,0.3038506805896759,0.49487000703811646,0.2557651102542877,0.29319998621940613,0.20544172823429108
other,0.3091159760951996,0.44086363911628723,0.20418694615364075,0.5504306554794312,0.44152235984802246,0.2444620579481125,0.14748865365982056,0.4446498453617096,0.341873437166214,0.28020480275154114,0.4106457829475403,0.2947014272212982,-0.13205568492412567,0.3027113378047943,0.4193183183670044,0.32961708307266235,0.42805421352386475,0.2100534588098526,0.24327325820922852,0.24682199954986572
tertiary,0.1365213245153427,0.15041689574718475,0.1689588725566864,0.2131887823343277,0.24001607298851013,0.10907823592424393,0.12383205443620682,0.19413137435913086,0.2784169018268585,0.14476799964904785,0.3207765221595764,0.20481643080711365,0.10241816192865372,0.21797719597816467,0.23979544639587402,0.27241337299346924,0.242936909198761,0.20003458857536316,0.2754591703414917,0.2581363916397095
institutions,0.1601409614086151,0.13172547519207,0.19384215772151947,0.2943127751350403,0.2776423394680023,0.30900055170059204,0.273526668548584,0.25403106212615967,0.22018329799175262,0.2647635340690613,0.2741798758506775,0.21748235821723938,0.032881103456020355,0.1698838472366333,0.21708254516124725,0.5808476805686951,0.2748543620109558,0.40646421909332275,0.4866847097873688,0.19119486212730408
.,0.27491724491119385,0.4446153938770294,0.2708069980144501,0.588965117931366,0.5934505462646484,0.3406063914299011,0.23047322034835815,0.6812511086463928,0.3567904531955719,0.26130348443984985,0.3124077022075653,0.3022993505001068,0.01884327083826065,0.1410340517759323,0.4645031690597534,0.2545505464076996,0.515582263469696,0.2534593939781189,0.2752705216407776,0.4130953550338745
