,what,other,event,made,the,bbc,concerned,that,viewers,had,not,seen,the,premier,of,doctor,who,?
the,0.42745697498321533,0.44152235984802246,0.2960145175457001,0.3885267674922943,1.0,0.2735401690006256,0.2822320759296417,0.5473989248275757,0.24207380414009094,0.3875846862792969,0.4310511648654938,0.3442007005214691,1.0,0.22658593952655792,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
coverage,0.2971228361129761,0.23617278039455414,0.34551456570625305,0.09111461043357849,0.2704935073852539,0.2959735095500946,0.2953655421733856,0.35029110312461853,0.2732427716255188,0.20058700442314148,0.3385656177997589,0.20715779066085815,0.2704935073852539,0.19352568686008453,0.2336641550064087,0.1222703605890274,0.21888519823551178,0.2543165385723114
of,0.33290785551071167,0.38583824038505554,0.19878064095973969,0.33167365193367004,0.733189046382904,0.1797877550125122,0.3373318910598755,0.41498205065727234,0.1391541063785553,0.37755560874938965,0.3307090103626251,0.28639769554138184,0.733189046382904,0.17136150598526,1.0,0.16895952820777893,0.2827862501144409,0.1826142966747284
the,0.42745697498321533,0.44152235984802246,0.2960145175457001,0.3885267674922943,1.0,0.2735401690006256,0.2822320759296417,0.5473989248275757,0.24207380414009094,0.3875846862792969,0.4310511648654938,0.3442007005214691,1.0,0.22658593952655792,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
assassination,0.20876023173332214,0.08176493644714355,0.23686033487319946,0.1772206872701645,0.2033206969499588,0.19281789660453796,0.20119334757328033,0.17732904851436615,0.19407513737678528,0.1814437210559845,0.15977557003498077,0.16588889062404633,0.2033206969499588,0.15160538256168365,0.23465228080749512,0.10495249927043915,0.2732718586921692,0.21308238804340363
",",0.3087472915649414,0.4446498453617096,0.22701776027679443,0.32507219910621643,0.4933079481124878,0.14724469184875488,0.3247314691543579,0.4137537479400635,0.18595917522907257,0.35487717390060425,0.3769696354866028,0.28642043471336365,0.4933079481124878,0.22379356622695923,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
as,0.31749409437179565,0.42805421352386475,0.21454742550849915,0.40740177035331726,0.48381632566452026,0.18809008598327637,0.3327033221721649,0.4735107421875,0.17778855562210083,0.3393979072570801,0.5105602741241455,0.35132327675819397,0.48381632566452026,0.18566180765628815,0.3886612355709076,0.17422905564308167,0.3923053741455078,0.27043893933296204
well,0.4154493808746338,0.46553051471710205,0.1598018854856491,0.2585557997226715,0.42630070447921753,0.1753981113433838,0.40130168199539185,0.4277172386646271,0.2108800709247589,0.33189016580581665,0.46717700362205505,0.3507068157196045,0.42630070447921753,0.1407112181186676,0.3343164324760437,0.1410580575466156,0.3480316996574402,0.24815571308135986
as,0.31749409437179565,0.42805421352386475,0.21454742550849915,0.40740177035331726,0.48381632566452026,0.18809008598327637,0.3327033221721649,0.4735107421875,0.17778855562210083,0.3393979072570801,0.5105602741241455,0.35132327675819397,0.48381632566452026,0.18566180765628815,0.3886612355709076,0.17422905564308167,0.3923053741455078,0.27043893933296204
a,0.3320399522781372,0.2806335389614105,0.2635729908943176,0.3180864453315735,0.5829201340675354,0.199848011136055,0.2346540242433548,0.47537946701049805,0.17308323085308075,0.34897568821907043,0.3791346549987793,0.26090866327285767,0.5829201340675354,0.14475353062152863,0.5052502155303955,0.22883038222789764,0.36608949303627014,0.23916715383529663
series,0.17328087985515594,0.2292959988117218,0.21869884431362152,0.22924946248531342,0.31376904249191284,0.31758952140808105,0.18913067877292633,0.24595457315444946,0.3164702355861664,0.17813511192798615,0.21816293895244598,0.22871477901935577,0.31376904249191284,0.1603700965642929,0.22268271446228027,0.2712797522544861,0.21484537422657013,0.1709602326154709
of,0.33290785551071167,0.38583824038505554,0.19878064095973969,0.33167365193367004,0.733189046382904,0.1797877550125122,0.3373318910598755,0.41498205065727234,0.1391541063785553,0.37755560874938965,0.3307090103626251,0.28639769554138184,0.733189046382904,0.17136150598526,1.0,0.16895952820777893,0.2827862501144409,0.1826142966747284
power,0.22216427326202393,0.20244340598583221,0.14556172490119934,0.15638238191604614,0.2647338807582855,0.09790404886007309,0.2371467500925064,0.2680378556251526,0.16088886559009552,0.24865545332431793,0.20640338957309723,0.1277509331703186,0.2647338807582855,0.16714008152484894,0.25273123383522034,0.038905974477529526,0.25855374336242676,0.15304024517536163
blackouts,0.35830652713775635,0.27144235372543335,0.27811399102211,0.1778373271226883,0.2787471115589142,0.21901828050613403,0.2614339590072632,0.3290593922138214,0.33791834115982056,0.1946311742067337,0.30547136068344116,0.25757068395614624,0.2787471115589142,0.2627298831939697,0.14740562438964844,0.12972450256347656,0.22680611908435822,0.37907323241233826
across,0.24809791147708893,0.34819990396499634,0.1982082575559616,0.1796199232339859,0.3816230297088623,0.12643058598041534,0.1862308233976364,0.33602073788642883,0.17984150350093842,0.2635716497898102,0.18024873733520508,0.3379269540309906,0.3816230297088623,0.12531721591949463,0.2936134934425354,0.10466058552265167,0.23016521334648132,0.17034576833248138
the,0.42745697498321533,0.44152235984802246,0.2960145175457001,0.3885267674922943,1.0,0.2735401690006256,0.2822320759296417,0.5473989248275757,0.24207380414009094,0.3875846862792969,0.4310511648654938,0.3442007005214691,1.0,0.22658593952655792,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
country,0.22705033421516418,0.28020480275154114,0.16911184787750244,0.15323494374752045,0.30432501435279846,0.20267371833324432,0.15160545706748962,0.210195854306221,0.17671963572502136,0.2020130157470703,0.22478289902210236,0.09360862523317337,0.30432501435279846,0.16937537491321564,0.28866857290267944,0.16982609033584595,0.22791717946529388,0.12647280097007751
",",0.3087472915649414,0.4446498453617096,0.22701776027679443,0.32507219910621643,0.4933079481124878,0.14724469184875488,0.3247314691543579,0.4137537479400635,0.18595917522907257,0.35487717390060425,0.3769696354866028,0.28642043471336365,0.4933079481124878,0.22379356622695923,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
and,0.31309178471565247,0.5504306554794312,0.17869816720485687,0.34954607486724854,0.5171257257461548,0.17831335961818695,0.32755184173583984,0.4731321930885315,0.20451174676418304,0.3872550129890442,0.39099299907684326,0.2522655725479126,0.5171257257461548,0.21677951514720917,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.20544172823429108
they,0.4431931674480438,0.5182796120643616,0.23969314992427826,0.3347621262073517,0.49925389885902405,0.18726664781570435,0.2649071514606476,0.5710820555686951,0.24742034077644348,0.4949169158935547,0.5804335474967957,0.3161959946155548,0.49925389885902405,0.1877945363521576,0.3426007330417633,0.23025377094745636,0.47879111766815186,0.2753053903579712
broadcast,0.17857211828231812,0.1580214649438858,0.28701522946357727,0.20767565071582794,0.2713715434074402,0.5486354827880859,0.18549536168575287,0.267183780670166,0.43205955624580383,0.15132653713226318,0.23106622695922852,0.20802439749240875,0.2713715434074402,0.11549346148967743,0.20155203342437744,0.18613839149475098,0.18632595241069794,0.15760008990764618
it,0.45803478360176086,0.36282607913017273,0.3087007403373718,0.3944323658943176,0.6251175999641418,0.18502579629421234,0.24443435668945312,0.5921133160591125,0.2282128632068634,0.2910259962081909,0.4651523232460022,0.2688419222831726,0.6251175999641418,0.16498376429080963,0.38761502504348755,0.24568085372447968,0.2868398427963257,0.25732165575027466
again,0.3921525180339813,0.3084682822227478,0.17899751663208008,0.23005548119544983,0.4104243218898773,0.22609978914260864,0.2339663952589035,0.3886644244194031,0.15695393085479736,0.33564653992652893,0.35057538747787476,0.19860954582691193,0.4104243218898773,0.18902504444122314,0.24152639508247375,0.21954944729804993,0.29984283447265625,0.2679590880870819
on,0.34226128458976746,0.3410046398639679,0.21758322417736053,0.37619519233703613,0.5107308030128479,0.2646632492542267,0.25189217925071716,0.42569106817245483,0.25155362486839294,0.36692994832992554,0.3516409695148468,0.27378544211387634,0.5107308030128479,0.17320027947425842,0.3966929316520691,0.1636410653591156,0.2340552806854248,0.2714994251728058
30,-0.04443084076046944,0.023732203990221024,0.05047708749771118,0.020091716200113297,0.0730796679854393,-0.07784513384103775,0.027988281100988388,0.031269270926713943,0.053440891206264496,0.07199050486087799,0.008715357631444931,0.02554403990507126,0.0730796679854393,0.08831196278333664,0.003304550424218178,-0.0031356567051261663,0.0856964960694313,-0.08261742442846298
november,0.23963461816310883,0.13266785442829132,0.22142690420150757,0.1653219759464264,0.25734350085258484,0.21225117146968842,0.14230215549468994,0.20065055787563324,0.16020150482654572,0.23035381734371185,0.21649639308452606,0.07537925988435745,0.25734350085258484,0.2235494703054428,0.19941139221191406,0.20084704458713531,0.2615586519241333,0.3159552216529846
1963,-0.01284969411790371,0.030270414426922798,0.039489615708589554,0.02543468028306961,0.03728247061371803,-0.06975524872541428,-0.06072069704532623,0.0585319846868515,0.0170546043664217,-0.07082066684961319,0.021374234929680824,-0.042487237602472305,0.03728247061371803,0.05531575530767441,0.040411919355392456,0.008513279259204865,-0.045281361788511276,0.03411978855729103
",",0.3087472915649414,0.4446498453617096,0.22701776027679443,0.32507219910621643,0.4933079481124878,0.14724469184875488,0.3247314691543579,0.4137537479400635,0.18595917522907257,0.35487717390060425,0.3769696354866028,0.28642043471336365,0.4933079481124878,0.22379356622695923,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
just,0.5854880809783936,0.4294217526912689,0.24867257475852966,0.23961441218852997,0.40061673521995544,0.19729937613010406,0.39756351709365845,0.6540043354034424,0.2557051479816437,0.33298444747924805,0.5370175838470459,0.3695563077926636,0.40061673521995544,0.1761658489704132,0.35124439001083374,0.20174098014831543,0.357815682888031,0.4144178032875061
before,0.3801657259464264,0.20753322541713715,0.2558049261569977,0.26538217067718506,0.45900648832321167,0.193171888589859,0.26949378848075867,0.40745505690574646,0.1531723290681839,0.3737051784992218,0.391257107257843,0.23791305720806122,0.45900648832321167,0.15751756727695465,0.3282964527606964,0.20290981233119965,0.31244513392448425,0.2507109045982361
episode,0.1919318586587906,0.1582825481891632,0.27421537041664124,0.1798514574766159,0.25342556834220886,0.3176216185092926,0.14722801744937897,0.27973806858062744,0.4023419916629791,0.21882744133472443,0.2026968151330948,0.23925618827342987,0.25342556834220886,0.21082457900047302,0.17369085550308228,0.2940889000892639,0.2015407234430313,0.23978739976882935
two,0.23363454639911652,0.46609029173851013,0.19184784591197968,0.2798523008823395,0.43858039379119873,0.21134033799171448,0.22952964901924133,0.3858162462711334,0.1577380895614624,0.41487234830856323,0.2686237692832947,0.21497389674186707,0.43858039379119873,0.14957374334335327,0.37726253271102905,0.12698069214820862,0.2791741192340851,0.19645625352859497
.,0.3567904531955719,0.41511186957359314,0.2068977802991867,0.4032190144062042,0.5934505462646484,0.20265105366706848,0.2531110942363739,0.4460422694683075,0.28379327058792114,0.37348684668540955,0.4824007451534271,0.30320122838020325,0.5934505462646484,0.24304081499576569,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.4130953550338745
