,what,signer,of,the,articles,of,confederation,was,descended,from,huguenots,?
the,0.42745697498321533,0.19345521926879883,0.733189046382904,1.0,0.29016247391700745,0.733189046382904,0.338320255279541,0.48711544275283813,0.2755005657672882,0.40150508284568787,0.30745792388916016,0.22068053483963013
articles,0.3181003928184509,0.17338190972805023,0.24931834638118744,0.29016247391700745,1.0,0.24931834638118744,0.3085705637931824,0.1837339699268341,0.1662755310535431,0.20194421708583832,0.2222793996334076,0.44680753350257874
of,0.33290785551071167,0.20620323717594147,1.0,0.733189046382904,0.24931834638118744,1.0,0.3036113679409027,0.4069072902202606,0.3058927059173584,0.4249346852302551,0.27577435970306396,0.1826142966747284
confederation,0.1672668308019638,0.2619282305240631,0.3036113679409027,0.338320255279541,0.3085705637931824,0.3036113679409027,1.0000001192092896,0.254781037569046,0.1967240571975708,0.16147242486476898,0.338602751493454,0.1559038907289505
for,0.3017193675041199,0.17146168649196625,0.4185989499092102,0.4739971458911896,0.33047357201576233,0.4185989499092102,0.2157653421163559,0.3863949179649353,0.1168343722820282,0.314039945602417,0.17568211257457733,0.264628142118454
south,0.15388517081737518,0.17031633853912354,0.33382371068000793,0.3129390776157379,0.15620076656341553,0.33382371068000793,0.28903433680534363,0.2792486846446991,0.1971486210823059,0.308648020029068,0.2368669956922531,0.12336621433496475
carolina,0.1956660896539688,0.28575965762138367,0.26946863532066345,0.24749229848384857,0.16289426386356354,0.26946863532066345,0.2472841441631317,0.26687008142471313,0.16975419223308563,0.23510479927062988,0.20161931216716766,0.11847445368766785
;,0.10986888408660889,-0.005075028166174889,0.054534342139959335,0.09152708947658539,0.05641620606184006,0.054534342139959335,0.06467632949352264,0.0754367932677269,0.1095273345708847,0.07524215430021286,0.026343831792473793,0.10349778085947037
jack,0.10011694580316544,0.1912464052438736,0.1582859605550766,0.17481134831905365,0.0798468142747879,0.1582859605550766,0.1564660668373108,0.18024607002735138,0.035941362380981445,0.05645693838596344,0.0890074223279953,0.10524740070104599
jouett,0.14675696194171906,0.2668417990207672,0.2292674481868744,0.28592029213905334,0.14921317994594574,0.2292674481868744,0.20243442058563232,0.30730679631233215,0.16339586675167084,0.19689445197582245,0.39072874188423157,0.14277958869934082
",",0.3087472915649414,0.2683189809322357,0.4946078956127167,0.4933079481124878,0.2689467966556549,0.4946078956127167,0.23066601157188416,0.45456063747406006,0.23422162234783173,0.39760664105415344,0.23394492268562317,0.31091248989105225
who,0.40942975878715515,0.2607436180114746,0.2827862501144409,0.3733934462070465,0.2812257707118988,0.2827862501144409,0.21394218504428864,0.3318818509578705,0.2906462550163269,0.27839982509613037,0.30634063482284546,0.26220351457595825
made,0.23419176042079926,0.16755829751491547,0.33167365193367004,0.3885267674922943,0.1834985911846161,0.33167365193367004,0.10444014519453049,0.3433256447315216,0.13845500349998474,0.23003742098808289,0.15000037848949432,0.17218779027462006
the,0.42745697498321533,0.19345521926879883,0.733189046382904,1.0,0.29016247391700745,0.733189046382904,0.338320255279541,0.48711544275283813,0.2755005657672882,0.40150508284568787,0.30745792388916016,0.22068053483963013
ride,0.23404859006404877,0.10269421339035034,0.15646083652973175,0.21087782084941864,0.18460847437381744,0.15646083652973175,0.06187570467591286,0.19527606666088104,0.14974719285964966,0.1377956122159958,0.12195751070976257,0.11468152701854706
from,0.2737620174884796,0.10906367748975754,0.4249346852302551,0.40150508284568787,0.20194421708583832,0.4249346852302551,0.16147242486476898,0.31171464920043945,0.25199803709983826,1.0,0.17123448848724365,0.19969791173934937
cuckoo,0.13914066553115845,0.17286883294582367,0.147962749004364,0.24795198440551758,0.14324256777763367,0.147962749004364,0.14394743740558624,0.07881493121385574,0.09487055987119675,0.08203385025262833,0.17720165848731995,0.23870910704135895
tavern,0.2047520875930786,0.21163904666900635,0.1750277280807495,0.2513826787471771,0.12027403712272644,0.1750277280807495,0.1684572845697403,0.26122984290122986,0.00558439688757062,0.12593457102775574,0.27247291803359985,0.2233741134405136
to,0.455847829580307,0.1931995302438736,0.41548454761505127,0.535392165184021,0.3171195685863495,0.41548454761505127,0.21473395824432373,0.3636345863342285,0.2175091654062271,0.4069952368736267,0.2685132324695587,0.29463258385658264
warn,0.3211245536804199,0.17164374887943268,0.11769279837608337,0.1662335842847824,0.21307824552059174,0.11769279837608337,0.03971506655216217,0.08472250401973724,0.1161152794957161,0.05720958858728409,0.17892767488956451,0.27641502022743225
thomas,0.1806955188512802,0.3002171218395233,0.18699592351913452,0.23505409061908722,0.1129024475812912,0.18699592351913452,0.20185565948486328,0.26629963517189026,0.12824304401874542,0.16298171877861023,0.29164043068885803,0.16133050620555878
jefferson,0.14498691260814667,0.25436675548553467,0.18730589747428894,0.2254706472158432,0.12028148770332336,0.18730589747428894,0.3200962543487549,0.24407356977462769,0.11446145176887512,0.143141970038414,0.1988837718963623,0.165650874376297
and,0.31309178471565247,0.20231571793556213,0.5116966962814331,0.5171257257461548,0.27254265546798706,0.5116966962814331,0.2237556129693985,0.3740963041782379,0.19641277194023132,0.3601827025413513,0.28783127665519714,0.20544172823429108
others,0.3888046145439148,0.14831452071666718,0.2793974280357361,0.34376874566078186,0.33622458577156067,0.2793974280357361,0.18592262268066406,0.21874937415122986,0.27564001083374023,0.18314583599567413,0.2835359275341034,0.26705288887023926
that,0.6297725439071655,0.15675142407417297,0.41498205065727234,0.5473989248275757,0.3719791769981384,0.41498205065727234,0.21392588317394257,0.33670201897621155,0.28680068254470825,0.3477667272090912,0.21999265253543854,0.32716336846351624
tarleton,0.20389585196971893,0.2184414267539978,0.23704583942890167,0.24024885892868042,0.16122718155384064,0.23704583942890167,0.28718969225883484,0.22064369916915894,0.17607106268405914,0.14963148534297943,0.43435028195381165,0.14577102661132812
and,0.31309178471565247,0.20231571793556213,0.5116966962814331,0.5171257257461548,0.27254265546798706,0.5116966962814331,0.2237556129693985,0.3740963041782379,0.19641277194023132,0.3601827025413513,0.28783127665519714,0.20544172823429108
his,0.26976513862609863,0.19802336394786835,0.38364991545677185,0.4394008219242096,0.18692603707313538,0.38364991545677185,0.18782396614551544,0.4405253231525421,0.23335297405719757,0.3195365369319916,0.3053867816925049,0.18075084686279297
men,0.18620994687080383,0.16398008167743683,0.2133621722459793,0.26001617312431335,0.21129553020000458,0.2133621722459793,0.3234080672264099,0.24763761460781097,0.20901146531105042,0.15272511541843414,0.22781556844711304,0.1408759206533432
were,0.22298263013362885,0.12357393652200699,0.34038281440734863,0.3906462490558624,0.25698158144950867,0.34038281440734863,0.23471546173095703,0.590133786201477,0.31485551595687866,0.29991888999938965,0.2728680968284607,0.17890112102031708
on,0.34226128458976746,0.21144244074821472,0.3966929316520691,0.5107308030128479,0.2665182054042816,0.3966929316520691,0.1544051617383957,0.3909217119216919,0.14238564670085907,0.36926645040512085,0.17342323064804077,0.2714994251728058
their,0.35142919421195984,0.12501123547554016,0.4329940676689148,0.516537070274353,0.2379205822944641,0.4329940676689148,0.18814422190189362,0.2396296262741089,0.2360529601573944,0.3038119673728943,0.30116045475006104,0.1898253709077835
way,0.4835909903049469,0.15779756009578705,0.266871839761734,0.36217406392097473,0.30194494128227234,0.266871839761734,0.18886853754520416,0.2418399453163147,0.18241050839424133,0.2694782316684723,0.2188149243593216,0.31575819849967957
to,0.455847829580307,0.1931995302438736,0.41548454761505127,0.535392165184021,0.3171195685863495,0.41548454761505127,0.21473395824432373,0.3636345863342285,0.2175091654062271,0.4069952368736267,0.2685132324695587,0.29463258385658264
arrest,0.19790410995483398,0.24141110479831696,0.21176666021347046,0.20406219363212585,0.11327625811100006,0.21176666021347046,0.18976742029190063,0.2724606692790985,0.2056596428155899,0.24351193010807037,0.2532166838645935,0.1830197125673294
him,0.34912991523742676,0.22123116254806519,0.2764812409877777,0.39213326573371887,0.23395930230617523,0.2764812409877777,0.17541375756263733,0.3675798773765564,0.17943301796913147,0.2413332462310791,0.24996580183506012,0.23943768441677094
for,0.3017193675041199,0.17146168649196625,0.4185989499092102,0.4739971458911896,0.33047357201576233,0.4185989499092102,0.2157653421163559,0.3863949179649353,0.1168343722820282,0.314039945602417,0.17568211257457733,0.264628142118454
crimes,0.28134700655937195,0.1987612396478653,0.25556012988090515,0.2557377517223358,0.2111847996711731,0.25556012988090515,0.20820076763629913,0.18500246107578278,0.118931844830513,0.1747143566608429,0.24359391629695892,0.22146688401699066
against,0.24561616778373718,0.1730409860610962,0.2669808566570282,0.3090755045413971,0.17297278344631195,0.2669808566570282,0.1894911229610443,0.22972732782363892,0.24514617025852203,0.2447778731584549,0.23383420705795288,0.18095137178897858
the,0.42745697498321533,0.19345521926879883,0.733189046382904,1.0,0.29016247391700745,0.733189046382904,0.338320255279541,0.48711544275283813,0.2755005657672882,0.40150508284568787,0.30745792388916016,0.22068053483963013
king,0.18449601531028748,0.17642661929130554,0.2938710153102875,0.25887003540992737,0.12767192721366882,0.2938710153102875,0.19835476577281952,0.27377256751060486,0.25167316198349,0.1906634420156479,0.2805742919445038,0.19130074977874756
;,0.10986888408660889,-0.005075028166174889,0.054534342139959335,0.09152708947658539,0.05641620606184006,0.054534342139959335,0.06467632949352264,0.0754367932677269,0.1095273345708847,0.07524215430021286,0.026343831792473793,0.10349778085947037
francis,0.17941924929618835,0.2515797019004822,0.2373954951763153,0.25598275661468506,0.10369444638490677,0.2373954951763153,0.2179516851902008,0.3005248010158539,0.2002621591091156,0.1761123239994049,0.23898416757583618,0.11903949081897736
marion,0.12425383925437927,0.2567867040634155,0.2019040584564209,0.2377777248620987,0.08256710320711136,0.2019040584564209,0.14568769931793213,0.26957181096076965,0.20586726069450378,0.18572315573692322,0.26826953887939453,0.05577502399682999
",",0.3087472915649414,0.2683189809322357,0.4946078956127167,0.4933079481124878,0.2689467966556549,0.4946078956127167,0.23066601157188416,0.45456063747406006,0.23422162234783173,0.39760664105415344,0.23394492268562317,0.31091248989105225
and,0.31309178471565247,0.20231571793556213,0.5116966962814331,0.5171257257461548,0.27254265546798706,0.5116966962814331,0.2237556129693985,0.3740963041782379,0.19641277194023132,0.3601827025413513,0.28783127665519714,0.20544172823429108
a,0.3320399522781372,0.1940196007490158,0.5052502155303955,0.5829201340675354,0.29038286209106445,0.5052502155303955,0.20444446802139282,0.4508470594882965,0.16815616190433502,0.322764128446579,0.20410758256912231,0.23916715383529663
number,0.23046229779720306,0.16480843722820282,0.2778518795967102,0.35145696997642517,0.2933134436607361,0.2778518795967102,0.1414545327425003,0.1855042725801468,0.1251714676618576,0.24833418428897858,0.20253853499889374,0.19256845116615295
of,0.33290785551071167,0.20620323717594147,1.0,0.733189046382904,0.24931834638118744,1.0,0.3036113679409027,0.4069072902202606,0.3058927059173584,0.4249346852302551,0.27577435970306396,0.1826142966747284
other,0.341873437166214,0.12417870759963989,0.38583824038505554,0.44152235984802246,0.3387434780597687,0.38583824038505554,0.2439887672662735,0.14651623368263245,0.2206689715385437,0.30141791701316833,0.213627889752388,0.24682199954986572
leaders,0.2629711329936981,0.19109177589416504,0.2602892220020294,0.3157886564731598,0.22913137078285217,0.2602892220020294,0.30361929535865784,0.2612215280532837,0.2526801526546478,0.1892431527376175,0.3476700484752655,0.13927052915096283
of,0.33290785551071167,0.20620323717594147,1.0,0.733189046382904,0.24931834638118744,1.0,0.3036113679409027,0.4069072902202606,0.3058927059173584,0.4249346852302551,0.27577435970306396,0.1826142966747284
the,0.42745697498321533,0.19345521926879883,0.733189046382904,1.0,0.29016247391700745,0.733189046382904,0.338320255279541,0.48711544275283813,0.2755005657672882,0.40150508284568787,0.30745792388916016,0.22068053483963013
american,0.1909721940755844,0.3504466116428375,0.22180068492889404,0.24562937021255493,0.1751600056886673,0.22180068492889404,0.22341413795948029,0.31632548570632935,0.18326087296009064,0.20110583305358887,0.14889417588710785,0.18877598643302917
revolution,0.1946869045495987,0.23657694458961487,0.27144062519073486,0.276140034198761,0.1986706554889679,0.27144062519073486,0.31088921427726746,0.3365444839000702,0.2587815821170807,0.18298961222171783,0.3285636007785797,0.1727980077266693
and,0.31309178471565247,0.20231571793556213,0.5116966962814331,0.5171257257461548,0.27254265546798706,0.5116966962814331,0.2237556129693985,0.3740963041782379,0.19641277194023132,0.3601827025413513,0.28783127665519714,0.20544172823429108
later,0.2517229914665222,0.20259536802768707,0.3458743393421173,0.4060266613960266,0.17108337581157684,0.3458743393421173,0.16828091442584991,0.5684447288513184,0.2356264442205429,0.34398579597473145,0.23081083595752716,0.1417175978422165
statesmen,0.24659642577171326,0.32464906573295593,0.21728867292404175,0.18151895701885223,0.2521243989467621,0.21728867292404175,0.34656569361686707,0.19215922057628632,0.2462914139032364,0.2020851969718933,0.3161666691303253,0.21988297998905182
.,0.3567904531955719,0.21020831167697906,0.5352458953857422,0.5934505462646484,0.27623623609542847,0.5352458953857422,0.2577512562274933,0.40146201848983765,0.16979701817035675,0.41536515951156616,0.2170230895280838,0.4130953550338745
