,name,two,series,that,have,been,reboots,rather,than,plot,continuations,.
relaunches,0.14969129860401154,0.17845965921878815,0.29310929775238037,0.24150559306144714,0.18979512155056,0.1671329289674759,0.3406621813774109,0.22544695436954498,0.18755964934825897,0.22151780128479004,0.3239916265010834,0.2308853715658188
which,0.2972666025161743,0.4674137234687805,0.2484029233455658,0.6894589066505432,0.49652695655822754,0.36993977427482605,0.28282347321510315,0.45570456981658936,0.3974681496620178,0.22588051855564117,0.3355236351490021,0.45942068099975586
have,0.19985003769397736,0.4498785734176636,0.20911821722984314,0.6182622313499451,0.9999999403953552,0.6493861675262451,0.2694155275821686,0.4224875271320343,0.46517109870910645,0.1835053265094757,0.27837398648262024,0.41614407300949097
either,0.1591757982969284,0.3665056526660919,0.13773226737976074,0.44538983702659607,0.4577621519565582,0.3205655515193939,0.22625495493412018,0.48416784405708313,0.3340342342853546,0.2197112739086151,0.24353940784931183,0.32183313369750977
been,0.1697598248720169,0.3638966381549835,0.24386771023273468,0.4152003228664398,0.6493861675262451,0.9999998807907104,0.2730465531349182,0.30268529057502747,0.29363131523132324,0.19424933195114136,0.33987006545066833,0.33645182847976685
reboots,0.17895877361297607,0.15008403360843658,0.311408132314682,0.3155355453491211,0.2694155275821686,0.2730465531349182,1.0,0.33191969990730286,0.2321336567401886,0.22022554278373718,0.246718630194664,0.2440924346446991
(,0.2706909477710724,0.2169162482023239,0.21145714819431305,0.2264307141304016,0.23072676360607147,0.1755061000585556,0.20076783001422882,0.16365185379981995,0.19419437646865845,0.13799114525318146,0.1779985874891281,0.5072786808013916
for,0.25737348198890686,0.34734001755714417,0.2715710699558258,0.4137635827064514,0.41175219416618347,0.39068686962127686,0.29750892519950867,0.3629494905471802,0.30793827772140503,0.17641091346740723,0.29509419202804565,0.4726039469242096
example,0.252185195684433,0.2711022198200226,0.2143770009279251,0.429897665977478,0.39606785774230957,0.22095714509487152,0.20079071819782257,0.3797155022621155,0.3422342538833618,0.13142132759094238,0.251952201128006,0.41217929124832153
",",0.28145334124565125,0.35859420895576477,0.24060699343681335,0.4137537479400635,0.3541618287563324,0.34873589873313904,0.26961228251457214,0.276650071144104,0.3371901512145996,0.20161598920822144,0.27986443042755127,0.6812511086463928
battlestar,0.147291898727417,0.22190871834754944,0.4925362467765808,0.2258501797914505,0.1821490079164505,0.1794268786907196,0.3514783978462219,0.1453414410352707,0.18082699179649353,0.2867710292339325,0.3048756718635559,0.27128592133522034
galactica,0.10664581507444382,0.21220019459724426,0.3900474011898041,0.24592961370944977,0.16891881823539734,0.16612616181373596,0.31644755601882935,0.12094927579164505,0.14735674858093262,0.3001914918422699,0.24387241899967194,0.260851114988327
and,0.21235932409763336,0.4671151638031006,0.26972857117652893,0.4731321930885315,0.4711785912513733,0.3424558639526367,0.2777874171733856,0.34474092721939087,0.39361441135406494,0.21544823050498962,0.301719069480896,0.588965117931366
bionic,0.11944038420915604,0.272693008184433,0.31853148341178894,0.26243045926094055,0.264996737241745,0.2120339721441269,0.35955026745796204,0.21151942014694214,0.2248394936323166,0.21419532597064972,0.1606270968914032,0.28287726640701294
woman,0.1988409161567688,0.19413445889949799,0.13010290265083313,0.21424329280853271,0.17221981287002563,0.20799635350704193,0.14687643945217133,0.1512347310781479,0.16050994396209717,0.13614098727703094,0.13684874773025513,0.23754961788654327
[,-0.009093504399061203,0.11574382334947586,0.19555062055587769,0.052145641297101974,0.010582555085420609,0.04369209334254265,0.23229482769966125,0.04387623071670532,0.10733097791671753,0.09135223180055618,0.09720949828624725,0.06882018595933914
citation,0.16835983097553253,0.1424282044172287,0.14892736077308655,0.2873794436454773,0.16701039671897888,0.18658985197544098,0.22569429874420166,0.272399365901947,0.15541717410087585,0.2136068046092987,0.27414777874946594,0.2370804250240326
needed,0.10795030742883682,0.2578530013561249,0.15857471525669098,0.45214173197746277,0.4054095149040222,0.2699044942855835,0.320963054895401,0.36993521451950073,0.35632917284965515,0.22116632759571075,0.2183537781238556,0.31272366642951965
],-0.02270379662513733,-0.0119055500254035,0.053967639803886414,0.009409040212631226,0.006664168555289507,-0.028810862451791763,-0.032844532281160355,0.010638486593961716,0.004072887357324362,-0.040415208786726,-0.060701388865709305,-0.030432380735874176
),0.2638341188430786,0.24161455035209656,0.20434704422950745,0.23478686809539795,0.22866283357143402,0.1854540854692459,0.19947656989097595,0.1804419457912445,0.21982109546661377,0.14283126592636108,0.19228945672512054,0.5363735556602478
or,0.19621294736862183,0.3349444568157196,0.12278314679861069,0.4729836881160736,0.46389055252075195,0.32461076974868774,0.28106093406677246,0.5221653580665588,0.5002588033676147,0.1447320133447647,0.24946483969688416,0.36683785915374756
set,0.1284906417131424,0.2889789044857025,0.28456470370292664,0.2916346788406372,0.24742956459522247,0.16857275366783142,0.23730674386024475,0.18940316140651703,0.17463093996047974,0.18915434181690216,0.2574101984500885,0.2928885817527771
in,0.2459065467119217,0.36463531851768494,0.2914260923862457,0.435920387506485,0.36843645572662354,0.3515113592147827,0.1818297803401947,0.26646825671195984,0.3270052373409271,0.18982252478599548,0.3347475230693817,0.5591574311256409
the,0.3171212375164032,0.43858039379119873,0.31376904249191284,0.5473989248275757,0.40389683842658997,0.3563927710056305,0.2702387869358063,0.31983619928359985,0.3227543234825134,0.22070206701755524,0.39139029383659363,0.5934505462646484
same,0.29578033089637756,0.45866870880126953,0.1877945363521576,0.47339269518852234,0.4098116159439087,0.3122718632221222,0.23918066918849945,0.31996679306030273,0.33586159348487854,0.1552136242389679,0.2684459090232849,0.3682591915130615
universe,0.12738445401191711,0.18545618653297424,0.312102347612381,0.2718609571456909,0.2359963059425354,0.20899567008018494,0.35026630759239197,0.17578500509262085,0.19948428869247437,0.25214752554893494,0.22408871352672577,0.2225492149591446
as,0.2851914167404175,0.3029302954673767,0.2641415596008301,0.4735107421875,0.37788212299346924,0.3975982367992401,0.3296630084514618,0.38414403796195984,0.40532299876213074,0.16937339305877686,0.3096860945224762,0.515582263469696
the,0.3171212375164032,0.43858039379119873,0.31376904249191284,0.5473989248275757,0.40389683842658997,0.3563927710056305,0.2702387869358063,0.31983619928359985,0.3227543234825134,0.22070206701755524,0.39139029383659363,0.5934505462646484
original,0.29879865050315857,0.25192147493362427,0.25316357612609863,0.326194703578949,0.26675835251808167,0.24117574095726013,0.32106491923332214,0.24349404871463776,0.20806308090686798,0.1459076851606369,0.2399226874113083,0.275844931602478
but,0.268699049949646,0.39381086826324463,0.22529686987400055,0.7244205474853516,0.5920813083648682,0.4365503787994385,0.30077624320983887,0.528715193271637,0.5279248356819153,0.26358506083488464,0.34139710664749146,0.46573564410209656
in,0.2459065467119217,0.36463531851768494,0.2914260923862457,0.435920387506485,0.36843645572662354,0.3515113592147827,0.1818297803401947,0.26646825671195984,0.3270052373409271,0.18982252478599548,0.3347475230693817,0.5591574311256409
a,0.26421117782592773,0.3289857804775238,0.23966510593891144,0.47537946701049805,0.338716596364975,0.3315402865409851,0.27626287937164307,0.4061340093612671,0.3126874566078186,0.22975772619247437,0.28159502148628235,0.50484299659729
different,0.21417944133281708,0.48983854055404663,0.22847282886505127,0.4608689844608307,0.5267002582550049,0.3274359405040741,0.29125070571899414,0.34632155299186707,0.3462667763233185,0.144217848777771,0.2928088903427124,0.31511759757995605
time,0.24374312162399292,0.33960169553756714,0.2359362095594406,0.388528436422348,0.3659670352935791,0.3667145073413849,0.2926608622074127,0.28793007135391235,0.30184081196784973,0.13947437703609467,0.3494264781475067,0.371569961309433
period,0.21994103491306305,0.2104448527097702,0.19910156726837158,0.261763334274292,0.24354155361652374,0.22201748192310333,0.10073229670524597,0.25090473890304565,0.21055817604064941,0.12386458367109299,0.2967624068260193,0.2575049102306366
and,0.21235932409763336,0.4671151638031006,0.26972857117652893,0.4731321930885315,0.4711785912513733,0.3424558639526367,0.2777874171733856,0.34474092721939087,0.39361441135406494,0.21544823050498962,0.301719069480896,0.588965117931366
with,0.17897967994213104,0.4333336651325226,0.17767351865768433,0.4154358208179474,0.48046383261680603,0.2804456949234009,0.2582475244998932,0.30638226866722107,0.3028803765773773,0.18997003138065338,0.2575938403606415,0.4446153938770294
different,0.21417944133281708,0.48983854055404663,0.22847282886505127,0.4608689844608307,0.5267002582550049,0.3274359405040741,0.29125070571899414,0.34632155299186707,0.3462667763233185,0.144217848777771,0.2928088903427124,0.31511759757995605
characters,0.17960935831069946,0.2688172459602356,0.43935295939445496,0.278504341840744,0.24628548324108124,0.18583695590496063,0.33253684639930725,0.2518216073513031,0.19616904854774475,0.3836378753185272,0.29029959440231323,0.22447672486305237
(,0.2706909477710724,0.2169162482023239,0.21145714819431305,0.2264307141304016,0.23072676360607147,0.1755061000585556,0.20076783001422882,0.16365185379981995,0.19419437646865845,0.13799114525318146,0.1779985874891281,0.5072786808013916
for,0.25737348198890686,0.34734001755714417,0.2715710699558258,0.4137635827064514,0.41175219416618347,0.39068686962127686,0.29750892519950867,0.3629494905471802,0.30793827772140503,0.17641091346740723,0.29509419202804565,0.4726039469242096
example,0.252185195684433,0.2711022198200226,0.2143770009279251,0.429897665977478,0.39606785774230957,0.22095714509487152,0.20079071819782257,0.3797155022621155,0.3422342538833618,0.13142132759094238,0.251952201128006,0.41217929124832153
",",0.28145334124565125,0.35859420895576477,0.24060699343681335,0.4137537479400635,0.3541618287563324,0.34873589873313904,0.26961228251457214,0.276650071144104,0.3371901512145996,0.20161598920822144,0.27986443042755127,0.6812511086463928
star,0.1077815517783165,0.2134713977575302,0.2072688341140747,0.21569415926933289,0.20651428401470184,0.18821005523204803,0.2716159522533417,0.1274973750114441,0.1575760841369629,0.16568848490715027,0.21162362396717072,0.23205778002738953
trek,0.10044728219509125,0.14488670229911804,0.37080439925193787,0.19759656488895416,0.1850893795490265,0.20201091468334198,0.29203274846076965,0.15948721766471863,0.2099759727716446,0.18531732261180878,0.2266274094581604,0.17474520206451416
:,-0.0774015560746193,0.016365518793463707,-0.02288590557873249,-0.12200210988521576,-0.10825085639953613,-0.08304985612630844,-0.04265361651778221,-0.11484609544277191,-0.11965936422348022,-0.11719043552875519,-0.049640823155641556,-0.062034789472818375
the,0.3171212375164032,0.43858039379119873,0.31376904249191284,0.5473989248275757,0.40389683842658997,0.3563927710056305,0.2702387869358063,0.31983619928359985,0.3227543234825134,0.22070206701755524,0.39139029383659363,0.5934505462646484
next,0.1650429368019104,0.257084459066391,0.1560383290052414,0.2739473879337311,0.2099868208169937,0.1868223249912262,0.08364279568195343,0.16423043608665466,0.16800010204315186,0.14572294056415558,0.1857001632452011,0.2761645019054413
generation,0.13942080736160278,0.21142946183681488,0.30867916345596313,0.1995326429605484,0.2044781744480133,0.17723095417022705,0.25124460458755493,0.1233137771487236,0.19715867936611176,0.09373293071985245,0.18645000457763672,0.2710578441619873
and,0.21235932409763336,0.4671151638031006,0.26972857117652893,0.4731321930885315,0.4711785912513733,0.3424558639526367,0.2777874171733856,0.34474092721939087,0.39361441135406494,0.21544823050498962,0.301719069480896,0.588965117931366
spin-offs,0.16947780549526215,0.2932945489883423,0.39060014486312866,0.26653221249580383,0.3233717978000641,0.2313876897096634,0.40256354212760925,0.2478504478931427,0.18552148342132568,0.2185649275779724,0.26276734471321106,0.3095449209213257
[,-0.009093504399061203,0.11574382334947586,0.19555062055587769,0.052145641297101974,0.010582555085420609,0.04369209334254265,0.23229482769966125,0.04387623071670532,0.10733097791671753,0.09135223180055618,0.09720949828624725,0.06882018595933914
citation,0.16835983097553253,0.1424282044172287,0.14892736077308655,0.2873794436454773,0.16701039671897888,0.18658985197544098,0.22569429874420166,0.272399365901947,0.15541717410087585,0.2136068046092987,0.27414777874946594,0.2370804250240326
needed,0.10795030742883682,0.2578530013561249,0.15857471525669098,0.45214173197746277,0.4054095149040222,0.2699044942855835,0.320963054895401,0.36993521451950073,0.35632917284965515,0.22116632759571075,0.2183537781238556,0.31272366642951965
],-0.02270379662513733,-0.0119055500254035,0.053967639803886414,0.009409040212631226,0.006664168555289507,-0.028810862451791763,-0.032844532281160355,0.010638486593961716,0.004072887357324362,-0.040415208786726,-0.060701388865709305,-0.030432380735874176
),0.2638341188430786,0.24161455035209656,0.20434704422950745,0.23478686809539795,0.22866283357143402,0.1854540854692459,0.19947656989097595,0.1804419457912445,0.21982109546661377,0.14283126592636108,0.19228945672512054,0.5363735556602478
.,0.24737101793289185,0.3524959683418274,0.3121925890445709,0.4460422694683075,0.41614407300949097,0.33645182847976685,0.2440924346446991,0.3084547221660614,0.3594527542591095,0.18554088473320007,0.281831294298172,1.0000001192092896
