,who,listed,the,grainger,market,architecture,as,grade,1,in,1954,?
",",0.3365725874900818,0.30069199204444885,0.4933079481124878,0.40289974212646484,0.2499394416809082,0.2120368629693985,0.48816442489624023,0.21147723495960236,-0.15742997825145721,0.5201468467712402,-0.019343923777341843,0.31091248989105225
which,0.3688730001449585,0.23637156188488007,0.6521818041801453,0.1897866427898407,0.2237280309200287,0.23836448788642883,0.41006597876548767,0.20253610610961914,-0.1852463036775589,0.4840516746044159,0.056196581572294235,0.25814583897590637
are,0.27294138073921204,0.37825334072113037,0.40399202704429626,0.1393309384584427,0.18948231637477875,0.15150071680545807,0.3826591968536377,0.22973433136940002,-0.2175680249929428,0.3841303884983063,-0.007232342846691608,0.24591213464736938
either,0.2945728600025177,0.27775585651397705,0.3795609474182129,0.11951030790805817,0.13014136254787445,0.12645487487316132,0.37873947620391846,0.22476254403591156,-0.2703090310096741,0.2748357057571411,-0.023869452998042107,0.31498292088508606
grade,0.20481012761592865,0.38322439789772034,0.19111110270023346,0.23534038662910461,0.16623032093048096,0.20661649107933044,0.22824646532535553,1.0,-0.13734282553195953,0.18351052701473236,0.043901052325963974,0.12344983220100403
i,0.33545589447021484,0.22198793292045593,0.26687872409820557,0.1256132274866104,0.0867403969168663,0.1740785837173462,0.28558287024497986,0.20400704443454742,-0.26275888085365295,0.22907796502113342,0.020728643983602524,0.4695145785808563
or,0.31144875288009644,0.2615554928779602,0.4174870550632477,0.19207489490509033,0.22086545825004578,0.15724597871303558,0.4400654137134552,0.22308285534381866,-0.21893133223056793,0.3586423695087433,-0.027627088129520416,0.32389625906944275
ii,0.20800143480300903,0.1717853993177414,0.2631464898586273,0.20125889778137207,0.1004747599363327,0.1526055634021759,0.19201211631298065,0.22833918035030365,-0.08158168941736221,0.21453368663787842,0.03756512328982353,0.11928234249353409
listed,0.226549431681633,1.0000001192092896,0.31246060132980347,0.0825575590133667,0.22635768353939056,0.20207609236240387,0.28461623191833496,0.38322439789772034,-0.1742299348115921,0.2905867397785187,0.014865630306303501,0.2152968794107437
",",0.3365725874900818,0.30069199204444885,0.4933079481124878,0.40289974212646484,0.2499394416809082,0.2120368629693985,0.48816442489624023,0.21147723495960236,-0.15742997825145721,0.5201468467712402,-0.019343923777341843,0.31091248989105225
was,0.3318818509578705,0.21372930705547333,0.48711544275283813,0.24651384353637695,0.2252027839422226,0.2264874130487442,0.3677520453929901,0.16631458699703217,-0.2275921255350113,0.45514053106307983,7.787912909407169e-05,0.18412111699581146
listed,0.226549431681633,1.0000001192092896,0.31246060132980347,0.0825575590133667,0.22635768353939056,0.20207609236240387,0.28461623191833496,0.38322439789772034,-0.1742299348115921,0.2905867397785187,0.014865630306303501,0.2152968794107437
grade,0.20481012761592865,0.38322439789772034,0.19111110270023346,0.23534038662910461,0.16623032093048096,0.20661649107933044,0.22824646532535553,1.0,-0.13734282553195953,0.18351052701473236,0.043901052325963974,0.12344983220100403
i,0.33545589447021484,0.22198793292045593,0.26687872409820557,0.1256132274866104,0.0867403969168663,0.1740785837173462,0.28558287024497986,0.20400704443454742,-0.26275888085365295,0.22907796502113342,0.020728643983602524,0.4695145785808563
in,0.2792111933231354,0.2905867397785187,0.6662389636039734,0.19917434453964233,0.27003997564315796,0.2624244689941406,0.3887844979763031,0.18351052701473236,-0.10660158097743988,1.0,0.06289621442556381,0.20430970191955566
1954,0.00040707940934225917,0.014865630306303501,0.05573182925581932,0.0053114620968699455,0.05052059516310692,0.059114981442689896,0.06683584302663803,0.043901052325963974,-0.01889490708708763,0.06289621442556381,1.0,-0.028866952285170555
by,0.39727845788002014,0.21657033264636993,0.4408751428127289,0.25031065940856934,0.09993520379066467,0.14900097250938416,0.3815547823905945,0.12034628540277481,-0.2582099735736847,0.370934396982193,-0.007536694407463074,0.17966607213020325
english,0.33983519673347473,0.2667045295238495,0.23982001841068268,0.2576708495616913,0.12353058904409409,0.15064553916454315,0.2722744047641754,0.20315220952033997,-0.24536465108394623,0.19623121619224548,0.09468267858028412,0.23251567780971527
heritage,0.17604900896549225,0.3379659056663513,0.25149020552635193,0.11074069887399673,0.1605583280324936,0.37180009484291077,0.18155166506767273,0.23145830631256104,-0.024235183373093605,0.2754135727882385,0.05242226645350456,0.17516329884529114
.,0.3541337847709656,0.2932872176170349,0.5934505462646484,0.28335756063461304,0.19660170376300812,0.21623484790325165,0.515582263469696,0.20457910001277924,-0.15870751440525055,0.5591574311256409,0.0021887558978050947,0.4130953550338745
